,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Driving Layup Shot,Missed Shot,2,0021500865,Shot Chart Detail,15,2,11,1,200794,Paul Millsap,39,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
1,Step Back Jump shot,Missed Shot,4,0021500865,Shot Chart Detail,76,237,11,1,2594,Kyle Korver,25,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
2,Running Jump Shot,Missed Shot,6,0021500865,Shot Chart Detail,-52,242,11,1,203503,Tony Snell,16,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
3,Cutting Layup Shot,Missed Shot,9,0021500865,Shot Chart Detail,17,-1,11,1,203145,Kent Bazemore,5,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
4,Putback Layup Shot,Missed Shot,11,0021500865,Shot Chart Detail,15,3,11,1,203145,Kent Bazemore,2,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
5,Tip Layup Shot,Made Shot,12,0021500865,Shot Chart Detail,0,3,10,1,203145,Kent Bazemore,59,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
6,Pullup Jump shot,Missed Shot,14,0021500865,Shot Chart Detail,-53,164,10,1,202734,E'Twaun Moore,42,1,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
7,Jump Shot,Missed Shot,16,0021500865,Shot Chart Detail,-101,228,10,1,200794,Paul Millsap,30,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
8,Pullup Jump shot,Made Shot,18,0021500865,Shot Chart Detail,20,185,10,1,2399,Mike Dunleavy,11,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
9,Driving Layup Shot,Made Shot,19,0021500865,Shot Chart Detail,-19,-1,9,1,203145,Kent Bazemore,54,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
10,Jump Shot,Missed Shot,20,0021500865,Shot Chart Detail,-42,242,9,1,202734,E'Twaun Moore,44,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
11,Jump Shot,Missed Shot,22,0021500865,Shot Chart Detail,-79,237,9,1,203145,Kent Bazemore,31,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
12,Layup Shot,Made Shot,25,0021500865,Shot Chart Detail,15,2,9,1,202734,E'Twaun Moore,14,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
13,Jump Shot,Missed Shot,32,0021500865,Shot Chart Detail,228,36,8,1,203503,Tony Snell,55,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612741,Chicago Bulls
14,Driving Layup Shot,Made Shot,34,0021500865,Shot Chart Detail,2,2,8,1,203503,Tony Snell,48,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
15,Hook Shot,Made Shot,35,0021500865,Shot Chart Detail,-19,7,8,1,201143,Al Horford,24,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
16,Jump Shot,Missed Shot,36,0021500865,Shot Chart Detail,230,7,8,1,2200,Pau Gasol,2,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612741,Chicago Bulls
