,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,3,0021500040,Shot Chart Detail,114,174,11,1,202695,Kawhi Leonard,21,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
1,Jump Shot,Missed Shot,6,0021500040,Shot Chart Detail,-150,134,11,1,200746,LaMarcus Aldridge,2,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
2,Layup Shot,Missed Shot,8,0021500040,Shot Chart Detail,2,21,10,1,101135,David Lee,52,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
3,Jump Shot,Missed Shot,10,0021500040,Shot Chart Detail,-233,-6,10,1,202695,Kawhi Leonard,27,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612759,San Antonio Spurs
4,Jump Shot,Missed Shot,12,0021500040,Shot Chart Detail,-184,21,10,1,101135,David Lee,8,1,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612738,Boston Celtics
5,Pullup Jump shot,Missed Shot,14,0021500040,Shot Chart Detail,94,170,9,1,2225,Tony Parker,56,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
6,Driving Layup Shot,Missed Shot,16,0021500040,Shot Chart Detail,22,-1,9,1,202340,Avery Bradley,45,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
7,Jump Shot,Made Shot,19,0021500040,Shot Chart Detail,109,151,9,1,202340,Avery Bradley,17,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612738,Boston Celtics
8,Driving Layup Shot,Made Shot,27,0021500040,Shot Chart Detail,19,-6,8,1,202695,Kawhi Leonard,24,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
9,Turnaround Hook Shot,Missed Shot,28,0021500040,Shot Chart Detail,-55,36,8,1,203092,Tyler Zeller,8,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612738,Boston Celtics
10,Jump Shot,Missed Shot,30,0021500040,Shot Chart Detail,236,-6,7,1,201980,Danny Green,56,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612759,San Antonio Spurs
11,Jump Shot,Missed Shot,32,0021500040,Shot Chart Detail,-228,70,7,1,202340,Avery Bradley,49,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612738,Boston Celtics
12,Jump Shot,Missed Shot,34,0021500040,Shot Chart Detail,164,178,7,1,200746,LaMarcus Aldridge,34,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
13,Jump Shot,Missed Shot,38,0021500040,Shot Chart Detail,-184,18,7,1,202340,Avery Bradley,7,1,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612738,Boston Celtics
14,Step Back Jump shot,Made Shot,43,0021500040,Shot Chart Detail,117,-1,6,1,2225,Tony Parker,49,1,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
15,Jump Shot,Missed Shot,45,0021500040,Shot Chart Detail,156,26,6,1,203092,Tyler Zeller,33,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612738,Boston Celtics
16,Fadeaway Jump Shot,Made Shot,47,0021500040,Shot Chart Detail,19,115,6,1,202695,Kawhi Leonard,21,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
17,Driving Layup Shot,Made Shot,48,0021500040,Shot Chart Detail,-24,-1,6,1,101135,David Lee,7,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
18,Jump Shot,Missed Shot,49,0021500040,Shot Chart Detail,-4,195,5,1,200746,LaMarcus Aldridge,53,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
19,Jump Shot,Missed Shot,51,0021500040,Shot Chart Detail,-48,175,5,1,202340,Avery Bradley,42,1,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612738,Boston Celtics
