,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,3,0021501091,Shot Chart Detail,-155,183,11,1,203468,CJ McCollum,37,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers
1,Step Back Jump shot,Missed Shot,6,0021501091,Shot Chart Detail,-183,13,11,1,203477,Isaiah Canaan,14,1,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
2,Jump Shot,Missed Shot,8,0021501091,Shot Chart Detail,176,169,11,1,202329,Al-Farouq Aminu,3,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers
3,Pullup Jump shot,Made Shot,16,0021501091,Shot Chart Detail,-42,193,10,1,203081,Damian Lillard,35,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612757,Portland Trail Blazers
4,Jump Shot,Made Shot,17,0021501091,Shot Chart Detail,-129,154,10,1,201171,Carl Landry,22,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
5,Pullup Jump shot,Missed Shot,18,0021501091,Shot Chart Detail,-92,-1,10,1,203468,CJ McCollum,8,1,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612757,Portland Trail Blazers
6,Jump Shot,Made Shot,20,0021501091,Shot Chart Detail,-232,-6,10,1,203468,CJ McCollum,1,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612757,Portland Trail Blazers
7,Jump Shot,Missed Shot,21,0021501091,Shot Chart Detail,-166,183,9,1,203477,Isaiah Canaan,52,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
8,Jump Shot,Made Shot,24,0021501091,Shot Chart Detail,-114,2,9,1,203138,Hollis Thompson,26,1,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
9,Driving Dunk Shot,Made Shot,25,0021501091,Shot Chart Detail,0,1,9,1,203090,Maurice Harkless,6,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers
10,Jump Shot,Made Shot,26,0021501091,Shot Chart Detail,-163,61,8,1,201171,Carl Landry,55,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
11,Jump Shot,Made Shot,27,0021501091,Shot Chart Detail,2,62,8,1,203486,Mason Plumlee,32,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612757,Portland Trail Blazers
12,Jump Shot,Made Shot,28,0021501091,Shot Chart Detail,-237,-1,8,1,202397,Ish Smith,17,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612755,Philadelphia 76ers
