,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Made Shot,3,0021500676,Shot Chart Detail,114,213,11,1,200755,JJ Redick,40,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
1,Jump Shot,Made Shot,4,0021500676,Shot Chart Detail,236,21,11,1,201588,George Hill,23,1,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612754,Indiana Pacers
2,Dunk Shot,Made Shot,5,0021500676,Shot Chart Detail,-19,2,11,1,201599,DeAndre Jordan,4,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
3,Finger Roll Layup Shot,Made Shot,6,0021500676,Shot Chart Detail,-7,13,10,1,101133,Ian Mahinmi,45,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
4,Jump Shot,Made Shot,7,0021500676,Shot Chart Detail,173,21,10,1,200755,JJ Redick,31,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
5,Cutting Layup Shot,Made Shot,8,0021500676,Shot Chart Detail,15,-1,10,1,201588,George Hill,17,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
6,Jump Shot,Missed Shot,9,0021500676,Shot Chart Detail,122,212,9,1,1718,Paul Pierce,53,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
7,Driving Layup Shot,Made Shot,10,0021500676,Shot Chart Detail,1,16,9,1,202331,Paul George,48,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
8,Turnaround Jump Shot,Missed Shot,11,0021500676,Shot Chart Detail,-6,101,9,1,200755,JJ Redick,32,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612746,Los Angeles Clippers
9,Jump Shot,Made Shot,13,0021500676,Shot Chart Detail,-76,169,9,1,1718,Paul Pierce,19,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
10,Jump Shot,Made Shot,15,0021500676,Shot Chart Detail,-187,183,8,1,200755,JJ Redick,50,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
11,Fadeaway Jump Shot,Made Shot,16,0021500676,Shot Chart Detail,68,51,8,1,202331,Paul George,34,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
12,Jump Shot,Missed Shot,17,0021500676,Shot Chart Detail,-97,224,8,1,200755,JJ Redick,11,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
13,Jump Shot,Missed Shot,19,0021500676,Shot Chart Detail,99,218,8,1,202331,Paul George,2,1,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
14,Jump Shot,Missed Shot,21,0021500676,Shot Chart Detail,-63,252,7,1,101108,Chris Paul,46,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
15,Pullup Jump shot,Made Shot,23,0021500676,Shot Chart Detail,-97,154,7,1,202331,Paul George,38,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
16,Jump Shot,Missed Shot,24,0021500676,Shot Chart Detail,235,13,7,1,201601,Luc Mbah a Moute,16,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612746,Los Angeles Clippers
17,Jump Shot,Missed Shot,26,0021500676,Shot Chart Detail,-191,52,7,1,202331,Paul George,4,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
18,Running Layup Shot,Missed Shot,29,0021500676,Shot Chart Detail,-25,11,6,1,101145,Monta Ellis,45,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
19,Jump Shot,Missed Shot,31,0021500676,Shot Chart Detail,223,72,6,1,1718,Paul Pierce,38,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612746,Los Angeles Clippers
20,Hook Shot,Made Shot,34,0021500676,Shot Chart Detail,0,51,6,1,201599,DeAndre Jordan,22,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
21,Pullup Jump shot,Made Shot,36,0021500676,Shot Chart Detail,99,144,5,1,202331,Paul George,55,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
22,Jump Shot,Missed Shot,37,0021500676,Shot Chart Detail,-158,151,5,1,200755,JJ Redick,39,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
23,Jump Shot,Missed Shot,40,0021500676,Shot Chart Detail,-11,159,5,1,1718,Paul Pierce,14,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
24,Jump Shot,Missed Shot,51,0021500676,Shot Chart Detail,-14,95,4,1,101108,Chris Paul,46,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612746,Los Angeles Clippers
25,Running Finger Roll Layup Shot,Missed Shot,53,0021500676,Shot Chart Detail,-14,-1,4,1,101145,Monta Ellis,41,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
26,Pullup Jump shot,Made Shot,56,0021500676,Shot Chart Detail,94,136,4,1,1626167,Myles Turner,35,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
27,Jump Shot,Made Shot,62,0021500676,Shot Chart Detail,9,180,3,1,1626167,Myles Turner,50,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
28,Jump Shot,Missed Shot,63,0021500676,Shot Chart Detail,105,139,3,1,202325,Wesley Johnson,34,1,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
29,Jump Shot,Made Shot,65,0021500676,Shot Chart Detail,25,195,3,1,1626167,Myles Turner,26,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
30,Driving Floating Jump Shot,Missed Shot,74,0021500676,Shot Chart Detail,-30,110,2,1,201588,George Hill,26,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
31,Jump Shot,Missed Shot,76,0021500676,Shot Chart Detail,-246,-10,2,1,101145,Monta Ellis,19,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612754,Indiana Pacers
32,Jump Shot,Missed Shot,83,0021500676,Shot Chart Detail,5,41,1,1,201941,Jordan Hill,53,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers
33,Pullup Jump shot,Made Shot,84,0021500676,Shot Chart Detail,230,70,1,1,202325,Wesley Johnson,44,1,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612746,Los Angeles Clippers
34,Jump Shot,Missed Shot,85,0021500676,Shot Chart Detail,-176,190,1,1,1626202,Joe Young,34,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
35,Jump Shot,Made Shot,87,0021500676,Shot Chart Detail,68,228,1,1,2037,Jamal Crawford,21,1,23,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
36,Jump Shot,Missed Shot,88,0021500676,Shot Chart Detail,-205,7,1,1,101145,Monta Ellis,0,1,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
37,Jump Shot,Missed Shot,97,0021500676,Shot Chart Detail,51,154,0,1,101145,Monta Ellis,32,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
38,Hook Shot,Made Shot,99,0021500676,Shot Chart Detail,-70,31,0,1,1626167,Myles Turner,29,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers
39,Driving Layup Shot,Made Shot,101,0021500676,Shot Chart Detail,30,0,0,1,203085,Austin Rivers,11,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
40,Jump Shot,Missed Shot,104,0021500676,Shot Chart Detail,87,590,0,1,2037,Jamal Crawford,0,1,59,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612746,Los Angeles Clippers
41,Hook Shot,Missed Shot,116,0021500676,Shot Chart Detail,-52,7,11,2,202332,Cole Aldrich,17,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
42,Jump Shot,Made Shot,118,0021500676,Shot Chart Detail,141,70,11,2,101139,CJ Miles,2,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
43,Jump Shot,Missed Shot,119,0021500676,Shot Chart Detail,-37,247,10,2,2037,Jamal Crawford,35,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
44,Driving Layup Shot,Made Shot,127,0021500676,Shot Chart Detail,9,26,10,2,101139,CJ Miles,20,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
45,Driving Layup Shot,Made Shot,128,0021500676,Shot Chart Detail,-32,11,10,2,203085,Austin Rivers,8,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
46,Layup Shot,Made Shot,129,0021500676,Shot Chart Detail,10,3,9,2,1626167,Myles Turner,50,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
47,Jump Shot,Missed Shot,130,0021500676,Shot Chart Detail,25,237,9,2,2037,Jamal Crawford,26,1,23,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
48,Jump Shot,Missed Shot,132,0021500676,Shot Chart Detail,-145,198,9,2,1626202,Joe Young,16,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
49,Jump Shot,Made Shot,139,0021500676,Shot Chart Detail,19,188,8,2,1626167,Myles Turner,55,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
50,Jump Shot,Missed Shot,140,0021500676,Shot Chart Detail,156,11,8,2,203085,Austin Rivers,31,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
51,Jump Shot,Made Shot,151,0021500676,Shot Chart Detail,-24,252,7,2,202325,Wesley Johnson,58,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
52,Running Jump Shot,Made Shot,153,0021500676,Shot Chart Detail,-9,105,7,2,1626202,Joe Young,38,1,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
53,Jump Shot,Missed Shot,154,0021500676,Shot Chart Detail,51,183,7,2,2037,Jamal Crawford,20,1,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
54,Layup Shot,Made Shot,166,0021500676,Shot Chart Detail,15,2,7,2,1626167,Myles Turner,4,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
55,Pullup Jump shot,Missed Shot,167,0021500676,Shot Chart Detail,151,26,6,2,200755,JJ Redick,48,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
56,Jump Shot,Made Shot,177,0021500676,Shot Chart Detail,-117,180,6,2,200755,JJ Redick,19,1,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
57,Running Jump Shot,Missed Shot,183,0021500676,Shot Chart Detail,-187,100,5,2,200755,JJ Redick,46,1,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
58,Jump Shot,Missed Shot,185,0021500676,Shot Chart Detail,-130,87,5,2,201941,Jordan Hill,37,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
59,Pullup Jump shot,Made Shot,187,0021500676,Shot Chart Detail,-151,124,5,2,101108,Chris Paul,17,1,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
60,Jump Shot,Made Shot,188,0021500676,Shot Chart Detail,-124,139,4,2,202331,Paul George,59,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
61,Jump Shot,Missed Shot,189,0021500676,Shot Chart Detail,-196,165,4,2,202325,Wesley Johnson,34,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
62,Step Back Jump shot,Missed Shot,196,0021500676,Shot Chart Detail,-35,121,4,2,202331,Paul George,11,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
63,Jump Shot,Missed Shot,198,0021500676,Shot Chart Detail,-138,101,4,2,101108,Chris Paul,0,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
64,Turnaround Jump Shot,Missed Shot,200,0021500676,Shot Chart Detail,-70,36,3,2,101133,Ian Mahinmi,42,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers
65,Running Finger Roll Layup Shot,Missed Shot,202,0021500676,Shot Chart Detail,-6,13,3,2,101108,Chris Paul,33,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
66,Driving Layup Shot,Missed Shot,213,0021500676,Shot Chart Detail,-11,21,3,2,1718,Paul Pierce,5,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
67,Fadeaway Jump Shot,Missed Shot,217,0021500676,Shot Chart Detail,38,85,2,2,202331,Paul George,43,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
68,Pullup Jump shot,Made Shot,219,0021500676,Shot Chart Detail,9,151,2,2,101108,Chris Paul,30,1,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
69,Jump Shot,Missed Shot,221,0021500676,Shot Chart Detail,-243,-11,2,2,202331,Paul George,13,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612754,Indiana Pacers
70,Jump Shot,Missed Shot,220,0021500676,Shot Chart Detail,-248,-6,2,2,201588,George Hill,13,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612754,Indiana Pacers
71,Jump Shot,Made Shot,224,0021500676,Shot Chart Detail,-25,247,2,2,200755,JJ Redick,2,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
72,Jump Shot,Missed Shot,225,0021500676,Shot Chart Detail,-240,16,1,2,201588,George Hill,43,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612754,Indiana Pacers
73,Jump Shot,Missed Shot,227,0021500676,Shot Chart Detail,-9,100,1,2,101145,Monta Ellis,35,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
74,Jump Shot,Missed Shot,229,0021500676,Shot Chart Detail,123,218,1,2,200755,JJ Redick,19,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
75,Jump Shot,Missed Shot,231,0021500676,Shot Chart Detail,-115,224,1,2,200755,JJ Redick,14,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
76,Jump Shot,Made Shot,233,0021500676,Shot Chart Detail,-171,31,1,2,201588,George Hill,6,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
77,Jump Shot,Made Shot,237,0021500676,Shot Chart Detail,-241,2,0,2,101108,Chris Paul,46,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612746,Los Angeles Clippers
78,Pullup Jump shot,Missed Shot,245,0021500676,Shot Chart Detail,184,31,0,2,101108,Chris Paul,29,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
79,Tip Layup Shot,Made Shot,248,0021500676,Shot Chart Detail,-7,13,0,2,202331,Paul George,9,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
80,Running Jump Shot,Missed Shot,247,0021500676,Shot Chart Detail,-89,21,0,2,202331,Paul George,9,1,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
81,Jump Shot,Missed Shot,250,0021500676,Shot Chart Detail,-138,43,0,2,2037,Jamal Crawford,0,1,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
82,Pullup Jump shot,Made Shot,264,0021500676,Shot Chart Detail,25,175,11,3,101145,Monta Ellis,46,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
83,Finger Roll Layup Shot,Made Shot,267,0021500676,Shot Chart Detail,-37,0,11,3,201599,DeAndre Jordan,17,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
84,Jump Shot,Made Shot,268,0021500676,Shot Chart Detail,-217,159,11,3,201588,George Hill,1,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
85,Jump Shot,Made Shot,269,0021500676,Shot Chart Detail,-47,234,10,3,1718,Paul Pierce,38,1,23,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
86,Jump Shot,Made Shot,275,0021500676,Shot Chart Detail,-191,178,10,3,101108,Chris Paul,2,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
87,Floating Jump shot,Missed Shot,276,0021500676,Shot Chart Detail,42,111,9,3,201588,George Hill,40,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
88,Pullup Jump shot,Made Shot,278,0021500676,Shot Chart Detail,96,121,9,3,101108,Chris Paul,24,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
89,Dunk Shot,Made Shot,279,0021500676,Shot Chart Detail,-11,3,9,3,202730,Lavoy Allen,7,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
90,Jump Shot,Missed Shot,282,0021500676,Shot Chart Detail,-70,121,8,3,201588,George Hill,35,1,13,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers
91,Fadeaway Jump Shot,Missed Shot,284,0021500676,Shot Chart Detail,50,92,8,3,101108,Chris Paul,22,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612746,Los Angeles Clippers
92,Jump Shot,Missed Shot,288,0021500676,Shot Chart Detail,-25,144,8,3,202730,Lavoy Allen,9,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
93,Cutting Layup Shot,Missed Shot,295,0021500676,Shot Chart Detail,12,16,7,3,202730,Lavoy Allen,53,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
94,Putback Layup Shot,Made Shot,296,0021500676,Shot Chart Detail,-9,13,7,3,101133,Ian Mahinmi,52,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
95,Pullup Jump shot,Made Shot,298,0021500676,Shot Chart Detail,-112,159,7,3,200755,JJ Redick,32,1,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
96,Pullup Jump shot,Missed Shot,299,0021500676,Shot Chart Detail,-104,174,7,3,101145,Monta Ellis,15,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
97,Jump Shot,Made Shot,303,0021500676,Shot Chart Detail,-246,-16,6,3,101108,Chris Paul,46,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612746,Los Angeles Clippers
98,Jump Shot,Missed Shot,304,0021500676,Shot Chart Detail,-143,164,6,3,101145,Monta Ellis,25,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
99,Jump Shot,Missed Shot,306,0021500676,Shot Chart Detail,101,228,6,3,101108,Chris Paul,15,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
100,Jump Shot,Missed Shot,308,0021500676,Shot Chart Detail,-132,219,5,3,202331,Paul George,55,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
101,Jump Shot,Missed Shot,312,0021500676,Shot Chart Detail,-189,36,5,3,201588,George Hill,35,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
102,Layup Shot,Missed Shot,314,0021500676,Shot Chart Detail,-14,16,5,3,101133,Ian Mahinmi,33,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
103,Layup Shot,Made Shot,317,0021500676,Shot Chart Detail,-12,2,5,3,101133,Ian Mahinmi,12,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
104,Layup Shot,Made Shot,319,0021500676,Shot Chart Detail,4,16,4,3,202331,Paul George,43,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
