,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Layup Shot,Missed Shot,2,0021500791,Shot Chart Detail,-22,16,11,1,201158,Marco Belinelli,38,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
1,Jump Shot,Missed Shot,4,0021500791,Shot Chart Detail,81,-15,11,1,203917,Nik Stauskas,29,1,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
2,Alley Oop Dunk Shot,Made Shot,6,0021500791,Shot Chart Detail,0,1,11,1,1626161,Willie Cauley-Stein,19,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
3,Turnaround Hook Shot,Made Shot,7,0021500791,Shot Chart Detail,4,72,11,1,1626143,Jahlil Okafor,2,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612755,Philadelphia 76ers
4,Layup Shot,Missed Shot,9,0021500791,Shot Chart Detail,25,13,10,1,203917,Nik Stauskas,48,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
5,Putback Layup Shot,Made Shot,10,0021500791,Shot Chart Detail,0,11,10,1,203496,Robert Covington,46,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
6,Jump Shot,Missed Shot,12,0021500791,Shot Chart Detail,17,26,10,1,1626161,Willie Cauley-Stein,28,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
7,Jump Shot,Made Shot,14,0021500791,Shot Chart Detail,-209,144,10,1,200752,Rudy Gay,24,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612758,Sacramento Kings
8,Layup Shot,Made Shot,15,0021500791,Shot Chart Detail,-14,-6,10,1,1626143,Jahlil Okafor,2,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
9,Layup Shot,Missed Shot,18,0021500791,Shot Chart Detail,19,21,9,1,200752,Rudy Gay,41,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
10,Driving Layup Shot,Made Shot,20,0021500791,Shot Chart Detail,-24,7,9,1,200765,Rajon Rondo,34,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
11,Driving Layup Shot,Made Shot,21,0021500791,Shot Chart Detail,9,2,9,1,1626143,Jahlil Okafor,26,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
12,Jump Shot,Missed Shot,22,0021500791,Shot Chart Detail,117,223,9,1,200752,Rudy Gay,15,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612758,Sacramento Kings
13,Jump Shot,Missed Shot,24,0021500791,Shot Chart Detail,176,193,9,1,203496,Robert Covington,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
14,Layup Shot,Missed Shot,26,0021500791,Shot Chart Detail,22,11,8,1,1626161,Willie Cauley-Stein,57,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
15,Layup Shot,Missed Shot,29,0021500791,Shot Chart Detail,19,16,8,1,200765,Rajon Rondo,50,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings
