,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Reverse Layup Shot,Missed Shot,2,0021500481,Shot Chart Detail,-7,8,11,1,1626164,Devin Booker,42,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
1,Driving Floating Bank Jump Shot,Made Shot,11,0021500481,Shot Chart Detail,132,26,11,1,1626164,Devin Booker,10,1,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
2,Reverse Layup Shot,Made Shot,12,0021500481,Shot Chart Detail,-4,-6,10,1,2225,Tony Parker,47,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
3,Jump Shot,Missed Shot,18,0021500481,Shot Chart Detail,-150,3,10,1,202720,Jon Leuer,30,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
4,Jump Shot,Missed Shot,20,0021500481,Shot Chart Detail,-1,170,10,1,2561,David West,21,1,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
5,Pullup Jump shot,Missed Shot,23,0021500481,Shot Chart Detail,-106,110,9,1,201980,Danny Green,48,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
6,Pullup Jump shot,Missed Shot,25,0021500481,Shot Chart Detail,130,144,9,1,202688,Brandon Knight,40,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
7,Fadeaway Jump Shot,Missed Shot,27,0021500481,Shot Chart Detail,73,61,9,1,2561,David West,27,1,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
8,Jump Shot,Made Shot,31,0021500481,Shot Chart Detail,33,175,9,1,200746,LaMarcus Aldridge,5,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
9,Jump Shot,Missed Shot,35,0021500481,Shot Chart Detail,145,11,8,1,200746,LaMarcus Aldridge,27,1,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
10,Floating Jump shot,Made Shot,38,0021500481,Shot Chart Detail,102,43,8,1,2225,Tony Parker,4,1,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
11,Turnaround Jump Shot,Missed Shot,42,0021500481,Shot Chart Detail,169,8,7,1,1626164,Devin Booker,46,1,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
12,Floating Jump shot,Missed Shot,44,0021500481,Shot Chart Detail,133,21,7,1,2225,Tony Parker,36,1,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
13,Driving Floating Bank Jump Shot,Made Shot,46,0021500481,Shot Chart Detail,-89,23,7,1,202688,Brandon Knight,25,1,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
14,Jump Shot,Missed Shot,53,0021500481,Shot Chart Detail,-166,183,6,1,202693,Markieff Morris,53,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
15,Turnaround Jump Shot,Missed Shot,55,0021500481,Shot Chart Detail,-60,26,6,1,200746,LaMarcus Aldridge,38,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
16,Jump Shot,Missed Shot,57,0021500481,Shot Chart Detail,-243,11,6,1,200782,PJ Tucker,28,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612756,Phoenix Suns
17,Jump Shot,Made Shot,59,0021500481,Shot Chart Detail,-117,57,6,1,2561,David West,16,1,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
18,Alley Oop Dunk Shot,Made Shot,60,0021500481,Shot Chart Detail,0,1,5,1,2199,Tyson Chandler,51,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
19,Jump Shot,Made Shot,61,0021500481,Shot Chart Detail,-61,170,5,1,200746,LaMarcus Aldridge,34,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
20,Running Dunk Shot,Made Shot,63,0021500481,Shot Chart Detail,0,1,5,1,201980,Danny Green,12,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
21,Jump Shot,Missed Shot,64,0021500481,Shot Chart Detail,-147,205,4,1,201603,Sonny Weems,53,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
22,Jump Shot,Made Shot,66,0021500481,Shot Chart Detail,-209,7,4,1,200746,LaMarcus Aldridge,41,1,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
23,Alley Oop Dunk Shot,Missed Shot,68,0021500481,Shot Chart Detail,0,1,4,1,2199,Tyson Chandler,18,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
24,Turnaround Jump Shot,Missed Shot,81,0021500481,Shot Chart Detail,-127,26,3,1,202695,Kawhi Leonard,30,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
25,Floating Jump shot,Made Shot,83,0021500481,Shot Chart Detail,-2,105,3,1,202688,Brandon Knight,23,1,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612756,Phoenix Suns
26,Pullup Jump shot,Missed Shot,84,0021500481,Shot Chart Detail,97,43,3,1,202695,Kawhi Leonard,5,1,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
27,Jump Shot,Made Shot,86,0021500481,Shot Chart Detail,210,144,2,1,202695,Kawhi Leonard,58,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
28,Floating Jump shot,Made Shot,87,0021500481,Shot Chart Detail,4,65,2,1,202693,Markieff Morris,51,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
29,Turnaround Hook Shot,Made Shot,88,0021500481,Shot Chart Detail,73,26,2,1,2564,Boris Diaw,38,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
30,Driving Floating Bank Jump Shot,Missed Shot,89,0021500481,Shot Chart Detail,127,41,2,1,202688,Brandon Knight,28,1,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
31,Jump Shot,Missed Shot,100,0021500481,Shot Chart Detail,-201,149,2,1,203955,Bryce Cotton,3,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
32,Jump Shot,Missed Shot,102,0021500481,Shot Chart Detail,-233,100,1,1,2564,Boris Diaw,44,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
33,Reverse Layup Shot,Made Shot,104,0021500481,Shot Chart Detail,-12,11,1,1,203933,TJ Warren,31,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
34,Driving Floating Jump Shot,Made Shot,105,0021500481,Shot Chart Detail,-107,2,1,1,1938,Manu Ginobili,18,1,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
35,Running Finger Roll Layup Shot,Made Shot,107,0021500481,Shot Chart Detail,9,13,0,1,201988,Patty Mills,58,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
36,Driving Floating Jump Shot,Made Shot,117,0021500481,Shot Chart Detail,-1,144,0,1,1938,Manu Ginobili,3,1,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
37,Driving Floating Jump Shot,Missed Shot,118,0021500481,Shot Chart Detail,-70,-10,0,1,203955,Bryce Cotton,0,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
