,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Turnaround Jump Shot,Made Shot,2,0021500111,Shot Chart Detail,-135,105,11,1,1626157,Karl-Anthony Towns,37,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
1,Jump Shot,Made Shot,3,0021500111,Shot Chart Detail,-6,249,11,1,203798,PJ Hairston,19,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets
2,Jump Shot,Made Shot,4,0021500111,Shot Chart Detail,-106,139,11,1,1626157,Karl-Anthony Towns,5,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
3,Jump Shot,Missed Shot,7,0021500111,Shot Chart Detail,56,56,10,1,1626157,Karl-Anthony Towns,44,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612750,Minnesota Timberwolves
4,Jump Shot,Made Shot,11,0021500111,Shot Chart Detail,-130,214,10,1,203897,Zach LaVine,23,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
5,Dunk Shot,Missed Shot,12,0021500111,Shot Chart Detail,0,1,10,1,2744,Al Jefferson,8,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets
6,Cutting Dunk Shot,Made Shot,14,0021500111,Shot Chart Detail,0,1,10,1,203897,Zach LaVine,2,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
7,Jump Shot,Missed Shot,15,0021500111,Shot Chart Detail,-71,7,9,1,2744,Al Jefferson,45,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612766,Charlotte Hornets
8,Jump Shot,Made Shot,17,0021500111,Shot Chart Detail,150,198,9,1,2755,Kevin Martin,36,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
9,Layup Shot,Missed Shot,18,0021500111,Shot Chart Detail,4,26,9,1,201587,Nicolas Batum,16,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets
10,Jump Shot,Made Shot,25,0021500111,Shot Chart Detail,-225,46,8,1,201587,Nicolas Batum,53,1,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612766,Charlotte Hornets
11,Turnaround Jump Shot,Missed Shot,26,0021500111,Shot Chart Detail,-35,62,8,1,203897,Zach LaVine,36,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612750,Minnesota Timberwolves
12,Jump Shot,Made Shot,28,0021500111,Shot Chart Detail,-129,218,8,1,101107,Marvin Williams,22,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets
13,Jump Shot,Missed Shot,29,0021500111,Shot Chart Detail,123,208,8,1,1626157,Karl-Anthony Towns,8,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
14,Pullup Jump shot,Missed Shot,31,0021500111,Shot Chart Detail,99,228,8,1,201587,Nicolas Batum,0,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets
15,Jump Shot,Made Shot,33,0021500111,Shot Chart Detail,-58,208,7,1,203940,Adreian Payne,49,1,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
16,Driving Dunk Shot,Made Shot,39,0021500111,Shot Chart Detail,0,1,7,1,203897,Zach LaVine,28,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
17,Jump Shot,Missed Shot,40,0021500111,Shot Chart Detail,25,239,7,1,101107,Marvin Williams,14,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets
18,Jump Shot,Made Shot,42,0021500111,Shot Chart Detail,-140,203,7,1,203940,Adreian Payne,5,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
19,Reverse Layup Shot,Missed Shot,44,0021500111,Shot Chart Detail,1,0,6,1,2744,Al Jefferson,45,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets
20,Jump Shot,Missed Shot,46,0021500111,Shot Chart Detail,135,198,6,1,203897,Zach LaVine,25,1,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
21,Driving Layup Shot,Missed Shot,57,0021500111,Shot Chart Detail,0,13,5,1,203798,PJ Hairston,49,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets
22,Jump Shot,Missed Shot,59,0021500111,Shot Chart Detail,-150,11,5,1,2755,Kevin Martin,35,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves
23,Jump Shot,Missed Shot,61,0021500111,Shot Chart Detail,-222,51,5,1,203798,PJ Hairston,20,1,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612766,Charlotte Hornets
24,Layup Shot,Missed Shot,72,0021500111,Shot Chart Detail,-12,-1,4,1,203897,Zach LaVine,53,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
25,Jump Shot,Missed Shot,76,0021500111,Shot Chart Detail,79,183,4,1,201587,Nicolas Batum,34,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612766,Charlotte Hornets
26,Pullup Jump shot,Made Shot,78,0021500111,Shot Chart Detail,-145,56,4,1,2755,Kevin Martin,26,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves
27,Driving Layup Shot,Made Shot,85,0021500111,Shot Chart Detail,-2,7,3,1,2755,Kevin Martin,55,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
28,Reverse Layup Shot,Missed Shot,86,0021500111,Shot Chart Detail,-9,11,3,1,203469,Cody Zeller,40,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets
29,Pullup Jump shot,Made Shot,97,0021500111,Shot Chart Detail,-138,26,3,1,2755,Kevin Martin,13,1,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves
30,Floating Jump shot,Missed Shot,98,0021500111,Shot Chart Detail,2,75,2,1,201150,Spencer Hawes,55,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612766,Charlotte Hornets
