,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Pullup Jump shot,Made Shot,2,0021500568,Shot Chart Detail,-92,164,11,1,2547,Chris Bosh,37,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612748,Miami Heat
1,Turnaround Hook Shot,Missed Shot,3,0021500568,Shot Chart Detail,-43,100,11,1,101106,Andrew Bogut,19,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
2,Jump Shot,Missed Shot,5,0021500568,Shot Chart Detail,189,165,11,1,201609,Goran Dragic,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612748,Miami Heat
3,Alley Oop Layup shot,Made Shot,7,0021500568,Shot Chart Detail,-6,0,10,1,101106,Andrew Bogut,53,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
4,Turnaround Fadeaway shot,Missed Shot,8,0021500568,Shot Chart Detail,73,115,10,1,2548,Dwyane Wade,32,1,13,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612748,Miami Heat
5,Floating Jump shot,Made Shot,10,0021500568,Shot Chart Detail,96,28,10,1,202691,Klay Thompson,18,1,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
6,Jump Shot,Missed Shot,11,0021500568,Shot Chart Detail,38,252,10,1,2547,Chris Bosh,2,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612748,Miami Heat
7,Jump Shot,Missed Shot,13,0021500568,Shot Chart Detail,-2,223,9,1,201939,Stephen Curry,53,1,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
8,Jump Shot,Missed Shot,15,0021500568,Shot Chart Detail,-91,149,9,1,1626159,Justise Winslow,41,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612748,Miami Heat
9,Jump Shot,Missed Shot,18,0021500568,Shot Chart Detail,236,-6,9,1,2736,Luol Deng,26,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612748,Miami Heat
10,Pullup Jump shot,Made Shot,20,0021500568,Shot Chart Detail,-233,11,9,1,201939,Stephen Curry,18,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
11,Pullup Jump shot,Made Shot,21,0021500568,Shot Chart Detail,-240,2,8,1,1626159,Justise Winslow,55,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612748,Miami Heat
12,Driving Finger Roll Layup Shot,Missed Shot,23,0021500568,Shot Chart Detail,6,8,8,1,202691,Klay Thompson,43,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
13,Step Back Jump shot,Made Shot,25,0021500568,Shot Chart Detail,130,11,8,1,201609,Goran Dragic,28,1,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612748,Miami Heat
14,Jump Bank Shot,Missed Shot,27,0021500568,Shot Chart Detail,-4,65,8,1,201939,Stephen Curry,5,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
15,Finger Roll Layup Shot,Made Shot,29,0021500568,Shot Chart Detail,-4,16,7,1,2736,Luol Deng,53,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
16,Floating Jump shot,Missed Shot,30,0021500568,Shot Chart Detail,12,110,7,1,202691,Klay Thompson,40,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
17,Driving Layup Shot,Made Shot,32,0021500568,Shot Chart Detail,-2,13,7,1,201609,Goran Dragic,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
18,Layup Shot,Missed Shot,33,0021500568,Shot Chart Detail,-22,8,7,1,203110,Draymond Green,20,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
19,Driving Layup Shot,Missed Shot,35,0021500568,Shot Chart Detail,9,16,7,1,2736,Luol Deng,14,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
20,Layup Shot,Missed Shot,40,0021500568,Shot Chart Detail,-1,21,6,1,201939,Stephen Curry,54,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
21,Driving Layup Shot,Missed Shot,42,0021500568,Shot Chart Detail,-12,21,6,1,201609,Goran Dragic,49,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
22,Turnaround Fadeaway shot,Made Shot,46,0021500568,Shot Chart Detail,24,82,6,1,2548,Dwyane Wade,41,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612748,Miami Heat
23,Jump Shot,Missed Shot,47,0021500568,Shot Chart Detail,122,247,6,1,202691,Klay Thompson,34,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
24,Pullup Jump shot,Missed Shot,49,0021500568,Shot Chart Detail,220,110,6,1,1626159,Justise Winslow,19,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612748,Miami Heat
25,Pullup Jump shot,Missed Shot,51,0021500568,Shot Chart Detail,-232,7,6,1,201575,Brandon Rush,12,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
26,Jump Shot,Made Shot,53,0021500568,Shot Chart Detail,0,149,5,1,2547,Chris Bosh,58,1,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612748,Miami Heat
27,Driving Layup Shot,Made Shot,54,0021500568,Shot Chart Detail,-4,21,5,1,201939,Stephen Curry,50,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
28,Driving Layup Shot,Made Shot,66,0021500568,Shot Chart Detail,-9,13,5,1,201939,Stephen Curry,21,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
29,Driving Reverse Layup Shot,Made Shot,67,0021500568,Shot Chart Detail,-2,7,5,1,2548,Dwyane Wade,13,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
30,Driving Layup Shot,Made Shot,68,0021500568,Shot Chart Detail,9,21,5,1,203110,Draymond Green,4,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
31,Dunk Shot,Made Shot,73,0021500568,Shot Chart Detail,0,1,4,1,204020,Tyler Johnson,53,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
32,Driving Finger Roll Layup Shot,Made Shot,74,0021500568,Shot Chart Detail,-7,8,4,1,203110,Draymond Green,42,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
33,Fadeaway Jump Shot,Missed Shot,78,0021500568,Shot Chart Detail,-124,38,4,1,2548,Dwyane Wade,24,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612748,Miami Heat
34,Jump Bank Shot,Made Shot,86,0021500568,Shot Chart Detail,92,65,3,1,2547,Chris Bosh,55,1,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612748,Miami Heat
35,Dunk Shot,Made Shot,87,0021500568,Shot Chart Detail,0,1,3,1,203110,Draymond Green,43,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
36,Jump Shot,Missed Shot,88,0021500568,Shot Chart Detail,115,165,3,1,2547,Chris Bosh,24,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612748,Miami Heat
37,Driving Layup Shot,Missed Shot,90,0021500568,Shot Chart Detail,-9,16,3,1,201939,Stephen Curry,15,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
