,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Driving Finger Roll Layup Shot,Made Shot,4,0021500571,Shot Chart Detail,-14,7,11,1,202738,Isaiah Thomas,24,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
1,Jump Shot,Made Shot,11,0021500571,Shot Chart Detail,24,195,10,1,202340,Avery Bradley,53,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612738,Boston Celtics
2,Jump Bank Shot,Made Shot,12,0021500571,Shot Chart Detail,146,82,10,1,204001,Kristaps Porzingis,36,1,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612752,New York Knicks
3,Jump Shot,Missed Shot,20,0021500571,Shot Chart Detail,86,165,10,1,202738,Isaiah Thomas,4,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612738,Boston Celtics
4,Floating Jump shot,Missed Shot,23,0021500571,Shot Chart Detail,-70,95,9,1,202340,Avery Bradley,44,1,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612738,Boston Celtics
5,Turnaround Jump Shot,Missed Shot,25,0021500571,Shot Chart Detail,101,26,9,1,201167,Arron Afflalo,26,1,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
6,Turnaround Fadeaway shot,Made Shot,27,0021500571,Shot Chart Detail,99,92,9,1,203109,Jae Crowder,13,1,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612738,Boston Celtics
7,Jump Shot,Made Shot,28,0021500571,Shot Chart Detail,156,198,9,1,2546,Carmelo Anthony,3,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
8,Layup Shot,Missed Shot,29,0021500571,Shot Chart Detail,1,21,8,1,202738,Isaiah Thomas,54,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
9,Putback Layup Shot,Made Shot,30,0021500571,Shot Chart Detail,10,11,8,1,101161,Amir Johnson,53,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
10,Jump Shot,Made Shot,32,0021500571,Shot Chart Detail,-4,252,8,1,204001,Kristaps Porzingis,42,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
11,Fadeaway Bank shot,Made Shot,34,0021500571,Shot Chart Detail,109,126,8,1,101161,Amir Johnson,13,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612738,Boston Celtics
12,Alley Oop Layup shot,Made Shot,39,0021500571,Shot Chart Detail,2,13,7,1,203482,Kelly Olynyk,45,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
13,Layup Shot,Made Shot,40,0021500571,Shot Chart Detail,12,7,7,1,201577,Robin Lopez,32,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
14,Pullup Jump shot,Made Shot,41,0021500571,Shot Chart Detail,-19,144,7,1,202738,Isaiah Thomas,13,1,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612738,Boston Celtics
15,Jump Shot,Made Shot,42,0021500571,Shot Chart Detail,-55,247,7,1,204001,Kristaps Porzingis,1,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
16,Driving Dunk Shot,Made Shot,50,0021500571,Shot Chart Detail,0,1,6,1,2546,Carmelo Anthony,27,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
17,Jump Shot,Made Shot,51,0021500571,Shot Chart Detail,9,160,6,1,203096,Jared Sullinger,15,1,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612738,Boston Celtics
18,Floating Jump shot,Missed Shot,52,0021500571,Shot Chart Detail,-16,75,5,1,201167,Arron Afflalo,58,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
19,Jump Shot,Made Shot,56,0021500571,Shot Chart Detail,-70,244,5,1,203109,Jae Crowder,38,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612738,Boston Celtics
20,Jump Shot,Made Shot,57,0021500571,Shot Chart Detail,-17,277,5,1,204001,Kristaps Porzingis,23,1,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
21,Jump Shot,Missed Shot,58,0021500571,Shot Chart Detail,-102,232,5,1,203109,Jae Crowder,9,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612738,Boston Celtics
22,Pullup Jump shot,Made Shot,62,0021500571,Shot Chart Detail,96,174,4,1,2546,Carmelo Anthony,52,1,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks
23,Jump Shot,Missed Shot,63,0021500571,Shot Chart Detail,1,252,4,1,202738,Isaiah Thomas,36,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612738,Boston Celtics
24,Jump Shot,Made Shot,65,0021500571,Shot Chart Detail,-233,106,4,1,2546,Carmelo Anthony,23,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
25,Jump Shot,Missed Shot,72,0021500571,Shot Chart Detail,84,2,3,1,2546,Carmelo Anthony,51,1,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
26,Putback Layup Shot,Made Shot,74,0021500571,Shot Chart Detail,2,13,3,1,204001,Kristaps Porzingis,50,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
27,Jump Shot,Missed Shot,75,0021500571,Shot Chart Detail,9,257,3,1,101161,Amir Johnson,39,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612738,Boston Celtics
28,Hook Shot,Made Shot,77,0021500571,Shot Chart Detail,-47,23,3,1,201577,Robin Lopez,26,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
29,Jump Shot,Missed Shot,87,0021500571,Shot Chart Detail,-79,239,2,1,101181,Jose Calderon,45,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
30,Running Reverse Layup Shot,Made Shot,89,0021500571,Shot Chart Detail,15,2,2,1,202738,Isaiah Thomas,37,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
31,Finger Roll Layup Shot,Made Shot,90,0021500571,Shot Chart Detail,15,16,2,1,2546,Carmelo Anthony,21,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
