,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Layup Shot,Missed Shot,3,0021500431,Shot Chart Detail,2,16,11,1,203952,Andrew Wiggins,29,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
1,Jump Shot,Missed Shot,6,0021500431,Shot Chart Detail,15,124,11,1,2419,Tayshaun Prince,10,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves
2,Driving Finger Roll Layup Shot,Made Shot,8,0021500431,Shot Chart Detail,22,11,10,1,2225,Tony Parker,46,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
3,Jump Shot,Missed Shot,10,0021500431,Shot Chart Detail,161,11,10,1,203952,Andrew Wiggins,33,1,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
4,Turnaround Bank shot,Made Shot,12,0021500431,Shot Chart Detail,-119,61,10,1,1495,Tim Duncan,13,1,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
5,Jump Shot,Made Shot,13,0021500431,Shot Chart Detail,22,200,10,1,1626157,Karl-Anthony Towns,5,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
6,Running Jump Shot,Made Shot,14,0021500431,Shot Chart Detail,-52,124,9,1,202695,Kawhi Leonard,46,1,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
7,Jump Shot,Missed Shot,15,0021500431,Shot Chart Detail,-29,247,9,1,1626157,Karl-Anthony Towns,34,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
8,Turnaround Jump Shot,Missed Shot,17,0021500431,Shot Chart Detail,22,61,9,1,200746,LaMarcus Aldridge,19,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
9,Jump Shot,Missed Shot,19,0021500431,Shot Chart Detail,45,205,9,1,1495,Tim Duncan,5,1,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
10,Jump Shot,Missed Shot,21,0021500431,Shot Chart Detail,-219,-6,8,1,202695,Kawhi Leonard,41,1,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
11,Cutting Dunk Shot,Made Shot,24,0021500431,Shot Chart Detail,0,1,8,1,1626157,Karl-Anthony Towns,24,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
12,Jump Shot,Made Shot,26,0021500431,Shot Chart Detail,60,247,8,1,201980,Danny Green,6,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
13,Jump Shot,Made Shot,27,0021500431,Shot Chart Detail,-79,169,7,1,708,Kevin Garnett,48,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
14,Jump Shot,Made Shot,28,0021500431,Shot Chart Detail,238,16,7,1,2225,Tony Parker,19,1,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612759,San Antonio Spurs
15,Jump Shot,Missed Shot,35,0021500431,Shot Chart Detail,33,70,6,1,1495,Tim Duncan,48,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
16,Jump Shot,Missed Shot,38,0021500431,Shot Chart Detail,192,139,6,1,2225,Tony Parker,35,1,23,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
17,Layup Shot,Missed Shot,40,0021500431,Shot Chart Detail,9,13,6,1,203952,Andrew Wiggins,23,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
18,Jump Shot,Made Shot,42,0021500431,Shot Chart Detail,-235,-6,6,1,202695,Kawhi Leonard,16,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612759,San Antonio Spurs
19,Jump Shot,Missed Shot,46,0021500431,Shot Chart Detail,-192,124,6,1,1626157,Karl-Anthony Towns,0,1,22,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
