,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Dunk Shot,Made Shot,2,0021500875,Shot Chart Detail,0,1,11,1,203458,Alex Len,44,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
1,Jump Shot,Missed Shot,3,0021500875,Shot Chart Detail,-42,214,11,1,201144,Mike Conley,28,1,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies
2,Hook Shot,Missed Shot,5,0021500875,Shot Chart Detail,-73,26,11,1,203458,Alex Len,13,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
3,Hook Shot,Made Shot,8,0021500875,Shot Chart Detail,-89,21,10,1,201148,Brandan Wright,47,1,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612763,Memphis Grizzlies
4,Jump Shot,Missed Shot,16,0021500875,Shot Chart Detail,117,159,10,1,2216,Zach Randolph,3,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies
5,Jump Shot,Missed Shot,18,0021500875,Shot Chart Detail,-29,188,9,1,2216,Zach Randolph,52,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies
6,Jump Shot,Made Shot,20,0021500875,Shot Chart Detail,37,200,9,1,1626164,Devin Booker,39,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
7,Jump Shot,Missed Shot,21,0021500875,Shot Chart Detail,17,252,9,1,2440,Matt Barnes,15,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies
8,Jump Shot,Missed Shot,23,0021500875,Shot Chart Detail,84,252,9,1,1626164,Devin Booker,8,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
9,Jump Shot,Missed Shot,25,0021500875,Shot Chart Detail,200,3,8,1,203798,PJ Hairston,56,1,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies
10,Driving Floating Jump Shot,Missed Shot,27,0021500875,Shot Chart Detail,14,62,8,1,1626164,Devin Booker,43,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
11,Tip Dunk Shot,Made Shot,28,0021500875,Shot Chart Detail,0,1,8,1,2199,Tyson Chandler,42,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
12,Layup Shot,Missed Shot,30,0021500875,Shot Chart Detail,-14,8,8,1,2216,Zach Randolph,21,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies
13,Running Layup Shot,Missed Shot,32,0021500875,Shot Chart Detail,4,18,8,1,200782,PJ Tucker,16,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
14,Tip Layup Shot,Missed Shot,33,0021500875,Shot Chart Detail,9,-1,8,1,2199,Tyson Chandler,11,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
15,Hook Shot,Made Shot,36,0021500875,Shot Chart Detail,48,7,7,1,201148,Brandan Wright,53,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612763,Memphis Grizzlies
16,Jump Shot,Missed Shot,49,0021500875,Shot Chart Detail,-96,228,6,1,101179,Ronnie Price,56,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
17,Jump Shot,Missed Shot,52,0021500875,Shot Chart Detail,173,52,6,1,201144,Mike Conley,35,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies
18,Alley Oop Dunk Shot,Missed Shot,64,0021500875,Shot Chart Detail,0,1,5,1,203210,JaMychal Green,56,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies
19,Running Layup Shot,Made Shot,66,0021500875,Shot Chart Detail,-11,-1,5,1,1626164,Devin Booker,50,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
20,Jump Shot,Missed Shot,67,0021500875,Shot Chart Detail,230,-15,5,1,201596,Mario Chalmers,31,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612763,Memphis Grizzlies
