,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Layup Shot,Missed Shot,3,0021500863,Shot Chart Detail,-17,0,11,1,201167,Arron Afflalo,34,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
1,Tip Layup Shot,Missed Shot,5,0021500863,Shot Chart Detail,4,8,11,1,201577,Robin Lopez,33,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
2,Jump Shot,Missed Shot,14,0021500863,Shot Chart Detail,-68,232,11,1,204001,Kristaps Porzingis,4,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
3,Jump Shot,Made Shot,16,0021500863,Shot Chart Detail,50,80,10,1,202696,Nikola Vucevic,52,1,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612753,Orlando Magic
4,Jump Shot,Missed Shot,17,0021500863,Shot Chart Detail,-101,85,10,1,2546,Carmelo Anthony,40,1,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
5,Driving Floating Jump Shot,Made Shot,19,0021500863,Shot Chart Detail,-106,-5,10,1,203901,Elfrid Payton,15,1,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612753,Orlando Magic
6,Jump Shot,Made Shot,20,0021500863,Shot Chart Detail,-40,174,10,1,101181,Jose Calderon,4,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612752,New York Knicks
7,Layup Shot,Missed Shot,21,0021500863,Shot Chart Detail,6,23,9,1,203932,Aaron Gordon,51,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
8,Layup Shot,Made Shot,23,0021500863,Shot Chart Detail,0,3,9,1,203932,Aaron Gordon,49,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
9,Jump Shot,Made Shot,24,0021500863,Shot Chart Detail,-97,120,9,1,101181,Jose Calderon,37,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
10,Driving Reverse Layup Shot,Made Shot,25,0021500863,Shot Chart Detail,-16,3,9,1,203901,Elfrid Payton,26,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
11,Jump Shot,Missed Shot,26,0021500863,Shot Chart Detail,-27,36,9,1,201167,Arron Afflalo,6,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
12,Jump Shot,Missed Shot,28,0021500863,Shot Chart Detail,-14,247,8,1,203506,Victor Oladipo,55,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612753,Orlando Magic
13,Jump Shot,Made Shot,30,0021500863,Shot Chart Detail,-140,67,8,1,101181,Jose Calderon,46,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
14,Layup Shot,Missed Shot,32,0021500863,Shot Chart Detail,14,11,8,1,2546,Carmelo Anthony,21,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
15,Layup Shot,Missed Shot,34,0021500863,Shot Chart Detail,1,-6,8,1,203901,Elfrid Payton,6,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
16,Jump Shot,Missed Shot,43,0021500863,Shot Chart Detail,233,-6,7,1,203506,Victor Oladipo,41,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612753,Orlando Magic
17,Jump Shot,Missed Shot,45,0021500863,Shot Chart Detail,2,90,7,1,202696,Nikola Vucevic,37,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612753,Orlando Magic
18,Jump Shot,Made Shot,47,0021500863,Shot Chart Detail,-238,-1,7,1,201167,Arron Afflalo,23,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612752,New York Knicks
19,Jump Shot,Made Shot,49,0021500863,Shot Chart Detail,146,126,6,1,101181,Jose Calderon,54,1,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks
20,Layup Shot,Missed Shot,50,0021500863,Shot Chart Detail,-7,3,6,1,203095,Evan Fournier,39,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
21,Putback Dunk Shot,Made Shot,51,0021500863,Shot Chart Detail,0,1,6,1,203932,Aaron Gordon,38,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic
22,Layup Shot,Missed Shot,53,0021500863,Shot Chart Detail,-1,16,6,1,2546,Carmelo Anthony,19,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
23,Tip Layup Shot,Made Shot,54,0021500863,Shot Chart Detail,4,16,6,1,201577,Robin Lopez,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
24,Jump Shot,Made Shot,56,0021500863,Shot Chart Detail,-63,23,6,1,202696,Nikola Vucevic,3,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612753,Orlando Magic
25,Jump Bank Shot,Made Shot,57,0021500863,Shot Chart Detail,-4,51,5,1,101181,Jose Calderon,48,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
