,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500194,Shot Chart Detail,-158,51,11,1,201935,James Harden,42,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612745,Houston Rockets
1,Jump Shot,Made Shot,4,0021500194,Shot Chart Detail,-2,169,11,1,204001,Kristaps Porzingis,26,1,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612752,New York Knicks
2,Driving Reverse Layup Shot,Missed Shot,5,0021500194,Shot Chart Detail,-24,-11,11,1,203093,Terrence Jones,12,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
3,Pullup Jump shot,Missed Shot,7,0021500194,Shot Chart Detail,-84,188,10,1,201167,Arron Afflalo,48,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612752,New York Knicks
4,Layup Shot,Made Shot,10,0021500194,Shot Chart Detail,-14,3,10,1,2772,Trevor Ariza,38,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
5,Running Dunk Shot,Made Shot,12,0021500194,Shot Chart Detail,0,1,10,1,203093,Terrence Jones,13,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
6,Turnaround Hook Shot,Made Shot,13,0021500194,Shot Chart Detail,79,16,9,1,201577,Robin Lopez,50,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks
7,Layup Shot,Missed Shot,14,0021500194,Shot Chart Detail,14,2,9,1,203093,Terrence Jones,36,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
8,Turnaround Jump Shot,Missed Shot,16,0021500194,Shot Chart Detail,46,115,9,1,1891,Jason Terry,26,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612745,Houston Rockets
9,Hook Shot,Missed Shot,18,0021500194,Shot Chart Detail,79,5,9,1,201577,Robin Lopez,12,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
10,Driving Layup Shot,Missed Shot,21,0021500194,Shot Chart Detail,-9,7,8,1,2772,Trevor Ariza,54,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
11,Fadeaway Jump Shot,Missed Shot,23,0021500194,Shot Chart Detail,-119,111,8,1,201167,Arron Afflalo,43,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612752,New York Knicks
12,Tip Layup Shot,Made Shot,24,0021500194,Shot Chart Detail,-6,2,8,1,201577,Robin Lopez,42,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
13,Layup Shot,Made Shot,26,0021500194,Shot Chart Detail,-20,-1,8,1,203991,Clint Capela,18,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
14,Fadeaway Jump Shot,Missed Shot,27,0021500194,Shot Chart Detail,35,67,8,1,204001,Kristaps Porzingis,1,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
15,Pullup Jump shot,Made Shot,35,0021500194,Shot Chart Detail,19,120,7,1,1891,Jason Terry,23,1,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612745,Houston Rockets
16,Running Dunk Shot,Made Shot,37,0021500194,Shot Chart Detail,0,1,7,1,201935,James Harden,3,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
17,Jump Shot,Missed Shot,38,0021500194,Shot Chart Detail,179,100,6,1,201167,Arron Afflalo,44,1,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612752,New York Knicks
18,Jump Shot,Missed Shot,40,0021500194,Shot Chart Detail,-2,239,6,1,201167,Arron Afflalo,24,1,23,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
19,Pullup Jump shot,Made Shot,42,0021500194,Shot Chart Detail,-155,205,6,1,201935,James Harden,14,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612745,Houston Rockets
20,Jump Shot,Missed Shot,44,0021500194,Shot Chart Detail,-179,200,5,1,101181,Jose Calderon,54,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
21,Dunk Shot,Made Shot,46,0021500194,Shot Chart Detail,0,1,5,1,203991,Clint Capela,47,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
22,Jump Shot,Made Shot,52,0021500194,Shot Chart Detail,104,141,5,1,2546,Carmelo Anthony,29,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks
23,Step Back Jump shot,Made Shot,53,0021500194,Shot Chart Detail,-173,2,5,1,201935,James Harden,6,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612745,Houston Rockets
24,Driving Layup Shot,Missed Shot,60,0021500194,Shot Chart Detail,20,2,4,1,203093,Terrence Jones,25,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets
25,Jump Shot,Made Shot,62,0021500194,Shot Chart Detail,140,2,4,1,204001,Kristaps Porzingis,14,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
26,Turnaround Jump Shot,Missed Shot,63,0021500194,Shot Chart Detail,84,105,4,1,201935,James Harden,2,1,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612745,Houston Rockets
