,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Fadeaway Jump Shot,Made Shot,2,0021500960,Shot Chart Detail,64,97,11,1,202695,Kawhi Leonard,47,1,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
1,Driving Layup Shot,Missed Shot,3,0021500960,Shot Chart Detail,-30,2,11,1,201565,Derrick Rose,35,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
2,Tip Layup Shot,Made Shot,4,0021500960,Shot Chart Detail,9,0,11,1,201959,Taj Gibson,31,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
3,Pullup Jump shot,Made Shot,6,0021500960,Shot Chart Detail,-137,126,11,1,2225,Tony Parker,22,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
4,Jump Shot,Missed Shot,7,0021500960,Shot Chart Detail,-2,193,11,1,2200,Pau Gasol,3,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
5,Jump Shot,Missed Shot,9,0021500960,Shot Chart Detail,69,3,10,1,200746,LaMarcus Aldridge,50,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
6,Pullup Jump shot,Missed Shot,11,0021500960,Shot Chart Detail,-73,136,10,1,201565,Derrick Rose,27,1,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612741,Chicago Bulls
7,Hook Shot,Made Shot,13,0021500960,Shot Chart Detail,-20,77,10,1,200746,LaMarcus Aldridge,9,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
8,Jump Shot,Missed Shot,14,0021500960,Shot Chart Detail,38,121,9,1,201959,Taj Gibson,55,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612741,Chicago Bulls
9,Pullup Jump shot,Missed Shot,17,0021500960,Shot Chart Detail,-120,149,9,1,201565,Derrick Rose,42,1,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
10,Jump Shot,Missed Shot,19,0021500960,Shot Chart Detail,-238,-11,9,1,2225,Tony Parker,32,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612759,San Antonio Spurs
11,Jump Shot,Missed Shot,21,0021500960,Shot Chart Detail,79,237,9,1,201980,Danny Green,27,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
12,Layup Shot,Made Shot,23,0021500960,Shot Chart Detail,17,11,9,1,2399,Mike Dunleavy,11,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
13,Jump Shot,Made Shot,27,0021500960,Shot Chart Detail,78,247,8,1,202695,Kawhi Leonard,52,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
14,Driving Layup Shot,Made Shot,28,0021500960,Shot Chart Detail,-22,4,8,1,201565,Derrick Rose,40,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
15,Pullup Jump shot,Missed Shot,29,0021500960,Shot Chart Detail,81,164,8,1,2225,Tony Parker,30,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
16,Jump Shot,Made Shot,37,0021500960,Shot Chart Detail,151,16,7,1,200746,LaMarcus Aldridge,56,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
17,Jump Shot,Made Shot,38,0021500960,Shot Chart Detail,48,193,7,1,2200,Pau Gasol,45,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
18,Jump Shot,Made Shot,40,0021500960,Shot Chart Detail,128,105,7,1,202695,Kawhi Leonard,36,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
19,Driving Finger Roll Layup Shot,Missed Shot,41,0021500960,Shot Chart Detail,22,26,7,1,201565,Derrick Rose,28,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
20,Pullup Jump shot,Made Shot,43,0021500960,Shot Chart Detail,-74,136,7,1,202695,Kawhi Leonard,13,1,15,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
21,Jump Shot,Missed Shot,44,0021500960,Shot Chart Detail,-76,8,6,1,2399,Mike Dunleavy,57,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
22,Floating Jump shot,Made Shot,46,0021500960,Shot Chart Detail,48,95,6,1,201980,Danny Green,49,1,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
23,Driving Dunk Shot,Made Shot,49,0021500960,Shot Chart Detail,0,1,6,1,201959,Taj Gibson,36,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
24,Pullup Jump shot,Made Shot,50,0021500960,Shot Chart Detail,71,120,6,1,200746,LaMarcus Aldridge,18,1,13,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
25,Jump Shot,Missed Shot,52,0021500960,Shot Chart Detail,40,-1,5,1,200746,LaMarcus Aldridge,52,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
