,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Made Shot,2,0021500444,Shot Chart Detail,-29,165,11,1,2736,Luol Deng,46,1,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612748,Miami Heat
1,Hook Shot,Missed Shot,3,0021500444,Shot Chart Detail,-107,90,11,1,202696,Nikola Vucevic,25,1,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612753,Orlando Magic
2,Jump Shot,Missed Shot,6,0021500444,Shot Chart Detail,12,193,11,1,2547,Chris Bosh,3,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612748,Miami Heat
3,Jump Shot,Missed Shot,8,0021500444,Shot Chart Detail,-235,52,10,1,201609,Goran Dragic,55,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612748,Miami Heat
4,Step Back Jump shot,Made Shot,11,0021500444,Shot Chart Detail,191,164,10,1,203095,Evan Fournier,38,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612753,Orlando Magic
5,Jump Shot,Missed Shot,13,0021500444,Shot Chart Detail,-96,129,10,1,2547,Chris Bosh,11,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612748,Miami Heat
6,Hook Shot,Made Shot,15,0021500444,Shot Chart Detail,17,65,9,1,202696,Nikola Vucevic,54,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612753,Orlando Magic
7,Jump Shot,Missed Shot,16,0021500444,Shot Chart Detail,-186,178,9,1,2736,Luol Deng,37,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612748,Miami Heat
8,Turnaround Jump Shot,Missed Shot,18,0021500444,Shot Chart Detail,-120,85,9,1,202696,Nikola Vucevic,24,1,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612753,Orlando Magic
9,Jump Shot,Missed Shot,27,0021500444,Shot Chart Detail,137,242,8,1,203095,Evan Fournier,50,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612753,Orlando Magic
10,Jump Shot,Missed Shot,29,0021500444,Shot Chart Detail,-135,156,8,1,2736,Luol Deng,25,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612748,Miami Heat
