,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500575,Shot Chart Detail,-183,169,11,1,202681,Kyrie Irving,40,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers
1,Jump Shot,Made Shot,4,0021500575,Shot Chart Detail,84,203,11,1,1717,Dirk Nowitzki,25,1,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
2,Hook Shot,Missed Shot,5,0021500575,Shot Chart Detail,46,61,11,1,202684,Tristan Thompson,11,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612739,Cleveland Cavaliers
3,Jump Shot,Made Shot,7,0021500575,Shot Chart Detail,-122,92,10,1,2585,Zaza Pachulia,59,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks
4,Jump Shot,Missed Shot,8,0021500575,Shot Chart Detail,-233,18,10,1,201567,Kevin Love,40,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612739,Cleveland Cavaliers
5,Jump Shot,Made Shot,10,0021500575,Shot Chart Detail,163,65,10,1,1717,Dirk Nowitzki,31,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
6,Driving Layup Shot,Made Shot,12,0021500575,Shot Chart Detail,-7,8,9,1,202718,Chandler Parsons,52,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks
7,Driving Layup Shot,Missed Shot,17,0021500575,Shot Chart Detail,22,11,9,1,202681,Kyrie Irving,39,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers
8,Cutting Dunk Shot,Made Shot,19,0021500575,Shot Chart Detail,0,1,9,1,202718,Chandler Parsons,23,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks
9,Driving Layup Shot,Missed Shot,20,0021500575,Shot Chart Detail,-11,2,9,1,2544,LeBron James,12,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers
10,Putback Layup Shot,Made Shot,21,0021500575,Shot Chart Detail,15,16,9,1,2544,LeBron James,9,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers
11,Step Back Jump shot,Missed Shot,23,0021500575,Shot Chart Detail,48,139,8,1,202083,Wesley Matthews,50,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks
12,Jump Shot,Made Shot,25,0021500575,Shot Chart Detail,-45,239,8,1,2544,LeBron James,34,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers
13,Jump Shot,Made Shot,26,0021500575,Shot Chart Detail,-76,262,8,1,1717,Dirk Nowitzki,14,1,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks
14,Jump Shot,Missed Shot,27,0021500575,Shot Chart Detail,128,232,7,1,201567,Kevin Love,58,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers
