,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Pullup Jump shot,Made Shot,3,0021500555,Shot Chart Detail,-35,139,11,1,201609,Goran Dragic,21,1,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612748,Miami Heat
1,Driving Floating Bank Jump Shot,Missed Shot,4,0021500555,Shot Chart Detail,-120,120,11,1,203526,Raul Neto,3,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612762,Utah Jazz
2,Dunk Shot,Made Shot,6,0021500555,Shot Chart Detail,0,1,11,1,203497,Rudy Gobert,1,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz
3,Hook Shot,Missed Shot,7,0021500555,Shot Chart Detail,40,33,10,1,202355,Hassan Whiteside,32,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612748,Miami Heat
4,Floating Jump shot,Made Shot,9,0021500555,Shot Chart Detail,-7,31,10,1,203497,Rudy Gobert,5,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz
5,Turnaround Hook Shot,Missed Shot,12,0021500555,Shot Chart Detail,-19,18,9,1,2736,Luol Deng,27,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
6,Pullup Jump shot,Made Shot,15,0021500555,Shot Chart Detail,107,101,9,1,201609,Goran Dragic,11,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612748,Miami Heat
7,Driving Dunk Shot,Made Shot,16,0021500555,Shot Chart Detail,-9,16,8,1,202330,Gordon Hayward,58,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz
8,Fadeaway Jump Shot,Made Shot,17,0021500555,Shot Chart Detail,-65,36,8,1,2548,Dwyane Wade,37,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612748,Miami Heat
9,Jump Shot,Missed Shot,18,0021500555,Shot Chart Detail,-183,174,8,1,203187,Chris Johnson,12,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612762,Utah Jazz
10,Layup Shot,Missed Shot,26,0021500555,Shot Chart Detail,-34,7,7,1,201609,Goran Dragic,47,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat
11,Jump Shot,Made Shot,28,0021500555,Shot Chart Detail,-227,3,7,1,1626168,Trey Lyles,38,1,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612762,Utah Jazz
12,Jump Shot,Missed Shot,31,0021500555,Shot Chart Detail,0,43,7,1,202330,Gordon Hayward,6,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612762,Utah Jazz
