,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021501154,Shot Chart Detail,-101,46,11,1,202337,Luke Babbitt,42,1,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans
1,Jump Shot,Missed Shot,4,0021501154,Shot Chart Detail,146,213,11,1,203496,Robert Covington,34,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
2,Turnaround Hook Shot,Made Shot,6,0021501154,Shot Chart Detail,-86,7,11,1,201582,Alexis Ajinca,20,1,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans
3,Jump Shot,Missed Shot,8,0021501154,Shot Chart Detail,-110,36,11,1,204025,Tim Frazier,12,1,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans
4,Jump Shot,Made Shot,10,0021501154,Shot Chart Detail,-201,-15,11,1,204025,Tim Frazier,4,1,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
5,Jump Shot,Made Shot,11,0021501154,Shot Chart Detail,123,229,10,1,203477,Isaiah Canaan,43,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
6,Reverse Layup Shot,Made Shot,12,0021501154,Shot Chart Detail,15,-1,10,1,201967,Dante Cunningham,28,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans
7,Jump Shot,Missed Shot,13,0021501154,Shot Chart Detail,182,200,10,1,203496,Robert Covington,20,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
8,Driving Bank shot,Made Shot,15,0021501154,Shot Chart Detail,-96,31,9,1,202337,Luke Babbitt,58,1,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans
9,Jump Shot,Missed Shot,16,0021501154,Shot Chart Detail,-58,144,9,1,1882,Elton Brand,41,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
10,Jump Shot,Made Shot,18,0021501154,Shot Chart Detail,94,139,9,1,201582,Alexis Ajinca,32,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
11,Layup Shot,Missed Shot,19,0021501154,Shot Chart Detail,-20,3,9,1,203924,Jerami Grant,13,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
