,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500368,Shot Chart Detail,96,188,11,1,201568,Danilo Gallinari,36,1,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612743,Denver Nuggets
1,Jump Shot,Made Shot,4,0021500368,Shot Chart Detail,-219,115,11,1,203952,Andrew Wiggins,26,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves
2,Jump Shot,Missed Shot,6,0021500368,Shot Chart Detail,-101,144,10,1,203952,Andrew Wiggins,59,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
3,Driving Layup Shot,Made Shot,11,0021500368,Shot Chart Detail,-6,7,10,1,203914,Gary Harris,24,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
4,Layup Shot,Missed Shot,12,0021500368,Shot Chart Detail,6,23,10,1,203952,Andrew Wiggins,8,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
5,Pullup Jump shot,Made Shot,14,0021500368,Shot Chart Detail,143,23,9,1,203914,Gary Harris,42,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612743,Denver Nuggets
6,Step Back Jump shot,Missed Shot,15,0021500368,Shot Chart Detail,53,115,9,1,1626157,Karl-Anthony Towns,30,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves
7,Floating Jump shot,Missed Shot,17,0021500368,Shot Chart Detail,19,46,9,1,203530,Joffrey Lauvergne,15,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612743,Denver Nuggets
8,Step Back Jump shot,Missed Shot,25,0021500368,Shot Chart Detail,12,203,8,1,2749,Jameer Nelson,42,1,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612743,Denver Nuggets
9,Turnaround Jump Shot,Made Shot,29,0021500368,Shot Chart Detail,-135,16,8,1,708,Kevin Garnett,26,1,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves
10,Jump Shot,Made Shot,30,0021500368,Shot Chart Detail,97,120,7,1,202702,Kenneth Faried,59,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612743,Denver Nuggets
11,Turnaround Jump Shot,Made Shot,31,0021500368,Shot Chart Detail,30,85,7,1,203952,Andrew Wiggins,43,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves
12,Alley Oop Layup shot,Made Shot,32,0021500368,Shot Chart Detail,-14,16,7,1,202702,Kenneth Faried,29,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
13,Jump Shot,Missed Shot,33,0021500368,Shot Chart Detail,-17,208,7,1,708,Kevin Garnett,10,1,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
14,Jump Shot,Missed Shot,36,0021500368,Shot Chart Detail,-124,18,6,1,202702,Kenneth Faried,56,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612743,Denver Nuggets
15,Jump Shot,Made Shot,38,0021500368,Shot Chart Detail,156,139,6,1,708,Kevin Garnett,45,1,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves
16,Jump Shot,Missed Shot,39,0021500368,Shot Chart Detail,30,18,6,1,202702,Kenneth Faried,32,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
17,Driving Finger Roll Layup Shot,Missed Shot,43,0021500368,Shot Chart Detail,20,11,6,1,2755,Kevin Martin,21,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
18,Tip Layup Shot,Made Shot,50,0021500368,Shot Chart Detail,-5,-11,6,1,203530,Joffrey Lauvergne,11,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
19,Jump Shot,Missed Shot,67,0021500368,Shot Chart Detail,9,95,5,1,2755,Kevin Martin,45,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves
20,Dunk Shot,Missed Shot,69,0021500368,Shot Chart Detail,0,1,5,1,1626157,Karl-Anthony Towns,40,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves
21,Jump Shot,Made Shot,71,0021500368,Shot Chart Detail,-156,195,5,1,203530,Joffrey Lauvergne,33,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets
