,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021501076,Shot Chart Detail,109,146,11,1,202328,Greg Monroe,41,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
1,Step Back Jump shot,Made Shot,4,0021501076,Shot Chart Detail,123,105,11,1,200794,Paul Millsap,24,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
2,Pullup Jump shot,Made Shot,5,0021501076,Shot Chart Detail,-96,178,11,1,203953,Jabari Parker,9,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
3,Turnaround Fadeaway shot,Made Shot,6,0021501076,Shot Chart Detail,-56,121,10,1,200794,Paul Millsap,57,1,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612737,Atlanta Hawks
4,Cutting Dunk Shot,Made Shot,7,0021501076,Shot Chart Detail,0,1,10,1,202328,Greg Monroe,42,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
5,Jump Shot,Missed Shot,8,0021501076,Shot Chart Detail,-187,149,10,1,201952,Jeff Teague,27,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
6,Driving Layup Shot,Missed Shot,10,0021501076,Shot Chart Detail,-1,7,10,1,200794,Paul Millsap,18,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
7,Driving Floating Jump Shot,Made Shot,12,0021501076,Shot Chart Detail,-12,90,10,1,203953,Jabari Parker,10,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks
8,Layup Shot,Made Shot,13,0021501076,Shot Chart Detail,15,3,9,1,200794,Paul Millsap,54,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
9,Jump Shot,Made Shot,16,0021501076,Shot Chart Detail,-94,169,9,1,203953,Jabari Parker,40,1,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
10,Pullup Jump shot,Made Shot,17,0021501076,Shot Chart Detail,-78,198,9,1,2594,Kyle Korver,27,1,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
11,Running Layup Shot,Made Shot,19,0021501076,Shot Chart Detail,-16,-1,9,1,200794,Paul Millsap,8,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
12,Driving Layup Shot,Missed Shot,20,0021501076,Shot Chart Detail,-17,26,8,1,203507,Giannis Antetokounmpo,44,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
13,Running Layup Shot,Made Shot,22,0021501076,Shot Chart Detail,12,0,8,1,201143,Al Horford,38,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
14,Jump Shot,Missed Shot,23,0021501076,Shot Chart Detail,153,141,8,1,203953,Jabari Parker,21,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
15,Step Back Jump shot,Missed Shot,25,0021501076,Shot Chart Detail,-92,82,8,1,200794,Paul Millsap,11,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612737,Atlanta Hawks
16,Pullup Jump shot,Missed Shot,27,0021501076,Shot Chart Detail,-107,169,7,1,203114,Khris Middleton,57,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
17,Tip Layup Shot,Made Shot,28,0021501076,Shot Chart Detail,1,7,7,1,203953,Jabari Parker,55,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
18,Step Back Jump shot,Missed Shot,31,0021501076,Shot Chart Detail,179,16,7,1,201952,Jeff Teague,43,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
19,Pullup Jump shot,Missed Shot,33,0021501076,Shot Chart Detail,28,77,7,1,203114,Khris Middleton,31,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks
20,Jump Shot,Missed Shot,36,0021501076,Shot Chart Detail,182,7,7,1,201952,Jeff Teague,15,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
21,Putback Layup Shot,Missed Shot,38,0021501076,Shot Chart Detail,-6,2,7,1,200794,Paul Millsap,11,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
22,Jump Shot,Missed Shot,41,0021501076,Shot Chart Detail,-161,183,6,1,201573,Jerryd Bayless,54,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612749,Milwaukee Bucks
23,Jump Shot,Missed Shot,43,0021501076,Shot Chart Detail,99,228,6,1,201952,Jeff Teague,43,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
24,Running Layup Shot,Made Shot,50,0021501076,Shot Chart Detail,-1,2,6,1,203953,Jabari Parker,22,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
25,Turnaround Fadeaway shot,Missed Shot,56,0021501076,Shot Chart Detail,143,126,5,1,203507,Giannis Antetokounmpo,44,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
26,Jump Shot,Made Shot,58,0021501076,Shot Chart Detail,-230,7,5,1,200757,Thabo Sefolosha,25,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612737,Atlanta Hawks
27,Layup Shot,Made Shot,59,0021501076,Shot Chart Detail,-11,2,4,1,202328,Greg Monroe,59,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
28,Jump Shot,Made Shot,60,0021501076,Shot Chart Detail,-171,169,4,1,2743,Kris Humphries,39,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
29,Pullup Jump shot,Missed Shot,61,0021501076,Shot Chart Detail,-88,139,4,1,203114,Khris Middleton,26,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
30,Fadeaway Jump Shot,Missed Shot,66,0021501076,Shot Chart Detail,87,136,3,1,203953,Jabari Parker,57,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
31,Layup Shot,Missed Shot,68,0021501076,Shot Chart Detail,20,-1,3,1,2743,Kris Humphries,37,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
32,Jump Shot,Missed Shot,78,0021501076,Shot Chart Detail,-25,242,3,1,2743,Kris Humphries,17,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
33,Jump Shot,Missed Shot,80,0021501076,Shot Chart Detail,-97,195,3,1,203471,Dennis Schroder,10,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
34,Driving Layup Shot,Made Shot,82,0021501076,Shot Chart Detail,15,7,3,1,203471,Dennis Schroder,1,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
35,Driving Dunk Shot,Made Shot,86,0021501076,Shot Chart Detail,-4,-6,2,1,203507,Giannis Antetokounmpo,45,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
36,Jump Shot,Missed Shot,87,0021501076,Shot Chart Detail,9,247,2,1,203501,Tim Hardaway Jr.,26,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
37,Pullup Jump shot,Missed Shot,95,0021501076,Shot Chart Detail,-43,149,2,1,203953,Jabari Parker,11,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612749,Milwaukee Bucks
38,Running Layup Shot,Made Shot,98,0021501076,Shot Chart Detail,14,0,2,1,203471,Dennis Schroder,1,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
39,Driving Floating Jump Shot,Missed Shot,99,0021501076,Shot Chart Detail,15,105,1,1,203898,Tyler Ennis,47,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks
40,Putback Layup Shot,Made Shot,101,0021501076,Shot Chart Detail,-1,2,1,1,203898,Tyler Ennis,44,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
41,Jump Shot,Made Shot,102,0021501076,Shot Chart Detail,171,190,1,1,203501,Tim Hardaway Jr.,30,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
42,Driving Floating Jump Shot,Missed Shot,107,0021501076,Shot Chart Detail,15,75,1,1,203099,Jared Cunningham,19,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks
43,Driving Dunk Shot,Made Shot,109,0021501076,Shot Chart Detail,0,1,1,1,201143,Al Horford,9,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
44,Driving Layup Shot,Missed Shot,110,0021501076,Shot Chart Detail,-19,3,0,1,203099,Jared Cunningham,50,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
45,Alley Oop Layup shot,Missed Shot,112,0021501076,Shot Chart Detail,20,-6,0,1,200757,Thabo Sefolosha,44,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
46,Tip Dunk Shot,Missed Shot,119,0021501076,Shot Chart Detail,-1,10,0,1,203118,Mike Scott,43,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
47,Driving Floating Jump Shot,Made Shot,114,0021501076,Shot Chart Detail,-60,121,0,1,203898,Tyler Ennis,28,1,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks
48,Jump Shot,Missed Shot,116,0021501076,Shot Chart Detail,-133,237,0,1,203118,Mike Scott,7,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
49,Hook Shot,Missed Shot,129,0021501076,Shot Chart Detail,-74,16,11,2,203089,John Henson,40,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks
50,Pullup Jump shot,Missed Shot,131,0021501076,Shot Chart Detail,9,244,11,2,203471,Dennis Schroder,31,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
51,Pullup Jump shot,Made Shot,133,0021501076,Shot Chart Detail,-127,116,11,2,203114,Khris Middleton,13,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
52,Driving Dunk Shot,Made Shot,134,0021501076,Shot Chart Detail,0,1,10,2,201143,Al Horford,52,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
53,Jump Shot,Missed Shot,140,0021501076,Shot Chart Detail,66,237,10,2,200757,Thabo Sefolosha,27,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
54,Jump Shot,Missed Shot,147,0021501076,Shot Chart Detail,218,124,9,2,200757,Thabo Sefolosha,58,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
55,Pullup Jump shot,Missed Shot,152,0021501076,Shot Chart Detail,123,141,9,2,203471,Dennis Schroder,33,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
56,Pullup Jump shot,Missed Shot,154,0021501076,Shot Chart Detail,-207,80,9,2,201573,Jerryd Bayless,17,1,22,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
57,Pullup Jump shot,Missed Shot,156,0021501076,Shot Chart Detail,207,129,9,2,203471,Dennis Schroder,4,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
58,Layup Shot,Made Shot,158,0021501076,Shot Chart Detail,1,-1,8,2,203089,John Henson,52,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
59,Floating Jump shot,Missed Shot,163,0021501076,Shot Chart Detail,-17,100,8,2,203145,Kent Bazemore,27,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612737,Atlanta Hawks
60,Tip Layup Shot,Missed Shot,164,0021501076,Shot Chart Detail,12,8,8,2,203118,Mike Scott,26,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
61,Jump Shot,Made Shot,167,0021501076,Shot Chart Detail,228,7,8,2,203118,Mike Scott,13,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612737,Atlanta Hawks
62,Hook Shot,Missed Shot,168,0021501076,Shot Chart Detail,-17,75,7,2,203101,Miles Plumlee,46,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks
63,Running Dunk Shot,Made Shot,170,0021501076,Shot Chart Detail,1,1,7,2,203118,Mike Scott,41,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
64,Turnaround Jump Shot,Missed Shot,171,0021501076,Shot Chart Detail,28,65,7,2,203507,Giannis Antetokounmpo,25,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks
65,Tip Dunk Shot,Made Shot,172,0021501076,Shot Chart Detail,0,1,7,2,203101,Miles Plumlee,23,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
66,Jump Shot,Missed Shot,174,0021501076,Shot Chart Detail,230,67,7,2,203501,Tim Hardaway Jr.,6,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612737,Atlanta Hawks
67,Driving Floating Jump Shot,Made Shot,182,0021501076,Shot Chart Detail,-11,90,6,2,201573,Jerryd Bayless,46,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks
68,Jump Shot,Missed Shot,183,0021501076,Shot Chart Detail,-135,208,6,2,2594,Kyle Korver,33,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
69,Driving Layup Shot,Missed Shot,186,0021501076,Shot Chart Detail,9,2,6,2,203145,Kent Bazemore,31,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
70,Jump Shot,Made Shot,189,0021501076,Shot Chart Detail,174,21,6,2,2594,Kyle Korver,29,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
71,Driving Finger Roll Layup Shot,Missed Shot,190,0021501076,Shot Chart Detail,1,-1,6,2,203507,Giannis Antetokounmpo,13,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
72,Tip Layup Shot,Made Shot,191,0021501076,Shot Chart Detail,2,0,6,2,203089,John Henson,12,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks
73,Step Back Jump shot,Missed Shot,195,0021501076,Shot Chart Detail,130,208,5,2,201952,Jeff Teague,57,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
74,Pullup Jump shot,Made Shot,197,0021501076,Shot Chart Detail,195,110,5,2,203114,Khris Middleton,47,1,22,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
75,Jump Shot,Missed Shot,198,0021501076,Shot Chart Detail,232,7,5,2,2743,Kris Humphries,22,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612737,Atlanta Hawks
76,Running Pull-Up Jump Shot,Made Shot,200,0021501076,Shot Chart Detail,-107,188,5,2,203507,Giannis Antetokounmpo,14,1,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks
77,Driving Dunk Shot,Made Shot,201,0021501076,Shot Chart Detail,0,1,4,2,203145,Kent Bazemore,59,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
