,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Driving Layup Shot,Made Shot,2,0021501118,Shot Chart Detail,22,3,11,1,201582,Alexis Ajinca,44,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans
1,Step Back Jump shot,Missed Shot,8,0021501118,Shot Chart Detail,-160,129,11,1,201962,Toney Douglas,3,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
2,Jump Shot,Made Shot,10,0021501118,Shot Chart Detail,199,149,10,1,201980,Danny Green,55,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
3,Pullup Jump shot,Made Shot,11,0021501118,Shot Chart Detail,-184,178,10,1,202706,Jordan Hamilton,39,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans
4,Pullup Jump shot,Made Shot,12,0021501118,Shot Chart Detail,130,120,10,1,202695,Kawhi Leonard,25,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
5,Turnaround Jump Shot,Missed Shot,13,0021501118,Shot Chart Detail,140,72,10,1,201582,Alexis Ajinca,9,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans
6,Pullup Jump shot,Missed Shot,15,0021501118,Shot Chart Detail,146,198,10,1,201980,Danny Green,2,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
7,Pullup Jump shot,Made Shot,17,0021501118,Shot Chart Detail,135,136,9,1,202706,Jordan Hamilton,49,1,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
8,Jump Shot,Made Shot,18,0021501118,Shot Chart Detail,-181,178,9,1,202695,Kawhi Leonard,29,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
9,Jump Shot,Missed Shot,19,0021501118,Shot Chart Detail,-142,105,9,1,201582,Alexis Ajinca,9,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
10,Pullup Jump shot,Missed Shot,21,0021501118,Shot Chart Detail,164,110,8,1,201962,Toney Douglas,55,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
11,Jump Shot,Made Shot,23,0021501118,Shot Chart Detail,-153,51,8,1,202695,Kawhi Leonard,39,1,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
12,Pullup Jump shot,Missed Shot,24,0021501118,Shot Chart Detail,-56,203,8,1,202706,Jordan Hamilton,24,1,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
13,Jump Shot,Missed Shot,26,0021501118,Shot Chart Detail,91,170,8,1,200746,LaMarcus Aldridge,10,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
14,Jump Shot,Made Shot,34,0021501118,Shot Chart Detail,-189,154,7,1,201962,Toney Douglas,32,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans
15,Jump Shot,Missed Shot,35,0021501118,Shot Chart Detail,110,164,7,1,1495,Tim Duncan,18,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
16,Jump Shot,Missed Shot,37,0021501118,Shot Chart Detail,-12,85,7,1,201967,Dante Cunningham,7,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612740,New Orleans Pelicans
17,Turnaround Bank shot,Missed Shot,39,0021501118,Shot Chart Detail,-37,3,6,1,200746,LaMarcus Aldridge,53,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
18,Running Finger Roll Layup Shot,Made Shot,42,0021501118,Shot Chart Detail,17,2,6,1,201980,Danny Green,31,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
19,Jump Shot,Made Shot,49,0021501118,Shot Chart Detail,130,210,6,1,201980,Danny Green,5,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
20,Layup Shot,Missed Shot,50,0021501118,Shot Chart Detail,-20,-10,5,1,201600,Omer Asik,50,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans
21,Jump Shot,Missed Shot,52,0021501118,Shot Chart Detail,176,170,5,1,202706,Jordan Hamilton,45,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans
22,Jump Shot,Missed Shot,54,0021501118,Shot Chart Detail,-205,156,5,1,202695,Kawhi Leonard,36,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
23,Jump Shot,Missed Shot,58,0021501118,Shot Chart Detail,210,-1,5,1,201967,Dante Cunningham,19,1,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
24,Hook Shot,Missed Shot,60,0021501118,Shot Chart Detail,-2,65,5,1,1495,Tim Duncan,0,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
25,Driving Layup Shot,Missed Shot,62,0021501118,Shot Chart Detail,19,-5,4,1,202706,Jordan Hamilton,53,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans
26,Jump Shot,Missed Shot,64,0021501118,Shot Chart Detail,181,180,4,1,202695,Kawhi Leonard,45,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
27,Jump Shot,Made Shot,66,0021501118,Shot Chart Detail,-235,7,4,1,201962,Toney Douglas,31,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612740,New Orleans Pelicans
28,Cutting Layup Shot,Made Shot,74,0021501118,Shot Chart Detail,-14,2,4,1,201967,Dante Cunningham,5,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans
29,Jump Shot,Made Shot,75,0021501118,Shot Chart Detail,-232,2,3,1,1938,Manu Ginobili,43,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612759,San Antonio Spurs
30,Pullup Jump shot,Made Shot,76,0021501118,Shot Chart Detail,137,126,3,1,201582,Alexis Ajinca,26,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
31,Jump Shot,Made Shot,81,0021501118,Shot Chart Detail,146,80,3,1,201582,Alexis Ajinca,0,1,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
32,Step Back Jump shot,Missed Shot,82,0021501118,Shot Chart Detail,145,46,2,1,1938,Manu Ginobili,41,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
33,Jump Shot,Made Shot,84,0021501118,Shot Chart Detail,6,205,2,1,201582,Alexis Ajinca,25,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
34,Jump Shot,Made Shot,85,0021501118,Shot Chart Detail,177,-6,2,1,2564,Boris Diaw,4,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
35,Jump Shot,Made Shot,86,0021501118,Shot Chart Detail,-237,61,1,1,201962,Toney Douglas,38,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612740,New Orleans Pelicans
36,Pullup Jump shot,Made Shot,87,0021501118,Shot Chart Detail,12,205,1,1,2564,Boris Diaw,17,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
37,Jump Shot,Missed Shot,90,0021501118,Shot Chart Detail,223,11,0,1,203937,Kyle Anderson,52,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612759,San Antonio Spurs
38,Step Back Jump shot,Made Shot,102,0021501118,Shot Chart Detail,37,129,0,1,2564,Boris Diaw,0,1,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs
39,Driving Layup Shot,Made Shot,106,0021501118,Shot Chart Detail,-25,7,11,2,1938,Manu Ginobili,50,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
40,Jump Shot,Missed Shot,109,0021501118,Shot Chart Detail,-228,-6,11,2,203937,Kyle Anderson,4,1,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612759,San Antonio Spurs
41,Pullup Jump shot,Made Shot,111,0021501118,Shot Chart Detail,184,41,10,2,201967,Dante Cunningham,54,1,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans
42,Driving Hook Shot,Made Shot,112,0021501118,Shot Chart Detail,-12,77,10,2,2588,Matt Bonner,36,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
