,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500732,Shot Chart Detail,-69,39,11,1,202693,Markieff Morris,47,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
1,Jump Shot,Made Shot,5,0021500732,Shot Chart Detail,-120,-19,11,1,202693,Markieff Morris,44,1,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
2,Jump Shot,Missed Shot,7,0021500732,Shot Chart Detail,228,-6,11,1,201942,DeMar DeRozan,27,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612761,Toronto Raptors
3,Jump Shot,Made Shot,9,0021500732,Shot Chart Detail,-19,247,11,1,1626164,Devin Booker,12,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
4,Driving Dunk Shot,Made Shot,11,0021500732,Shot Chart Detail,0,1,10,1,203462,Archie Goodwin,33,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
5,Floating Jump shot,Missed Shot,14,0021500732,Shot Chart Detail,15,141,10,1,200768,Kyle Lowry,15,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612761,Toronto Raptors
6,Tip Layup Shot,Made Shot,15,0021500732,Shot Chart Detail,9,-6,10,1,200768,Kyle Lowry,14,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
7,Turnaround Hook Shot,Made Shot,17,0021500732,Shot Chart Detail,61,3,9,1,200782,PJ Tucker,55,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
8,Jump Shot,Made Shot,19,0021500732,Shot Chart Detail,-241,21,9,1,200768,Kyle Lowry,37,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612761,Toronto Raptors
9,Pullup Jump shot,Missed Shot,25,0021500732,Shot Chart Detail,-86,223,8,1,200768,Kyle Lowry,57,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
10,Cutting Layup Shot,Made Shot,28,0021500732,Shot Chart Detail,-2,3,8,1,202685,Jonas Valanciunas,43,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
11,Pullup Jump shot,Made Shot,32,0021500732,Shot Chart Detail,30,183,8,1,200782,PJ Tucker,30,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
12,Jump Shot,Made Shot,33,0021500732,Shot Chart Detail,227,-10,8,1,2449,Luis Scola,6,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612761,Toronto Raptors
13,Step Back Jump shot,Made Shot,34,0021500732,Shot Chart Detail,-127,-6,7,1,202693,Markieff Morris,50,1,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
14,Driving Floating Bank Jump Shot,Missed Shot,35,0021500732,Shot Chart Detail,68,18,7,1,1626181,Norman Powell,34,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612761,Toronto Raptors
15,Tip Layup Shot,Made Shot,36,0021500732,Shot Chart Detail,-1,16,7,1,202685,Jonas Valanciunas,33,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
16,Dunk Shot,Made Shot,38,0021500732,Shot Chart Detail,0,1,7,1,202693,Markieff Morris,14,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
17,Floating Jump shot,Missed Shot,39,0021500732,Shot Chart Detail,141,-1,6,1,1626181,Norman Powell,49,1,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612761,Toronto Raptors
18,Jump Shot,Made Shot,52,0021500732,Shot Chart Detail,33,213,6,1,202693,Markieff Morris,10,1,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
19,Jump Shot,Made Shot,54,0021500732,Shot Chart Detail,35,159,5,1,201942,DeMar DeRozan,46,1,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612761,Toronto Raptors
20,Turnaround Jump Shot,Missed Shot,55,0021500732,Shot Chart Detail,61,18,5,1,200782,PJ Tucker,30,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
21,Jump Shot,Missed Shot,57,0021500732,Shot Chart Detail,40,47,5,1,202693,Markieff Morris,28,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
22,Driving Dunk Shot,Made Shot,60,0021500732,Shot Chart Detail,0,1,5,1,202693,Markieff Morris,20,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
23,Jump Shot,Missed Shot,67,0021500732,Shot Chart Detail,223,47,4,1,203895,Jordan McRae,58,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612756,Phoenix Suns
24,Jump Shot,Missed Shot,69,0021500732,Shot Chart Detail,76,232,4,1,203082,Terrence Ross,48,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
25,Tip Layup Shot,Made Shot,70,0021500732,Shot Chart Detail,-11,-1,4,1,202685,Jonas Valanciunas,45,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
26,Pullup Jump shot,Missed Shot,80,0021500732,Shot Chart Detail,-20,183,4,1,202709,Cory Joseph,7,1,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612761,Toronto Raptors
27,Jump Shot,Missed Shot,90,0021500732,Shot Chart Detail,46,239,3,1,203141,Mirza Teletovic,22,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
28,Jump Shot,Missed Shot,97,0021500732,Shot Chart Detail,91,3,2,1,203458,Alex Len,57,1,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
29,Pullup Jump shot,Made Shot,99,0021500732,Shot Chart Detail,-99,224,2,1,200768,Kyle Lowry,51,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
30,Layup Shot,Made Shot,100,0021500732,Shot Chart Detail,12,2,2,1,202693,Markieff Morris,37,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
31,Jump Shot,Missed Shot,102,0021500732,Shot Chart Detail,-163,11,2,1,202693,Markieff Morris,18,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
32,Driving Layup Shot,Missed Shot,104,0021500732,Shot Chart Detail,-9,28,2,1,202709,Cory Joseph,6,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
33,Driving Layup Shot,Made Shot,106,0021500732,Shot Chart Detail,-16,3,2,1,203462,Archie Goodwin,2,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
34,Jump Shot,Made Shot,108,0021500732,Shot Chart Detail,-232,0,1,1,200768,Kyle Lowry,47,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612761,Toronto Raptors
35,Driving Layup Shot,Missed Shot,109,0021500732,Shot Chart Detail,24,16,1,1,203462,Archie Goodwin,26,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
36,Step Back Jump shot,Missed Shot,117,0021500732,Shot Chart Detail,56,136,1,1,201942,DeMar DeRozan,2,1,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612761,Toronto Raptors
37,Jump Shot,Missed Shot,120,0021500732,Shot Chart Detail,-94,229,0,1,202335,Patrick Patterson,36,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
38,Floating Jump shot,Missed Shot,122,0021500732,Shot Chart Detail,-73,120,0,1,201603,Sonny Weems,16,1,14,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612756,Phoenix Suns
39,Jump Bank Shot,Made Shot,129,0021500732,Shot Chart Detail,94,342,0,1,203462,Archie Goodwin,0,1,35,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
40,Layup Shot,Missed Shot,137,0021500732,Shot Chart Detail,-8,-1,11,2,202709,Cory Joseph,34,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors
41,Jump Shot,Missed Shot,139,0021500732,Shot Chart Detail,-91,56,11,2,202335,Patrick Patterson,31,1,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612761,Toronto Raptors
42,Layup Shot,Missed Shot,142,0021500732,Shot Chart Detail,27,3,11,2,203462,Archie Goodwin,15,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
43,Jump Shot,Made Shot,144,0021500732,Shot Chart Detail,15,247,11,2,200768,Kyle Lowry,0,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
44,Turnaround Hook Shot,Missed Shot,145,0021500732,Shot Chart Detail,63,2,10,2,203458,Alex Len,39,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
45,Jump Shot,Missed Shot,148,0021500732,Shot Chart Detail,210,124,10,2,202335,Patrick Patterson,20,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors
