,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Made Shot,2,0021500371,Shot Chart Detail,197,7,11,1,1717,Dirk Nowitzki,45,1,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
1,Pullup Jump shot,Missed Shot,3,0021500371,Shot Chart Detail,176,-16,11,1,101145,Monta Ellis,31,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
2,Reverse Layup Shot,Made Shot,5,0021500371,Shot Chart Detail,-9,2,11,1,2585,Zaza Pachulia,18,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks
3,Fadeaway Jump Shot,Missed Shot,6,0021500371,Shot Chart Detail,-115,56,10,1,202331,Paul George,56,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
4,Jump Shot,Made Shot,8,0021500371,Shot Chart Detail,-142,56,10,1,101114,Deron Williams,51,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks
5,Jump Shot,Missed Shot,12,0021500371,Shot Chart Detail,-48,262,10,1,202331,Paul George,37,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
6,Cutting Dunk Shot,Made Shot,14,0021500371,Shot Chart Detail,0,1,10,1,101133,Ian Mahinmi,29,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
7,Jump Shot,Missed Shot,15,0021500371,Shot Chart Detail,-163,-10,10,1,1717,Dirk Nowitzki,15,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
8,Jump Shot,Missed Shot,17,0021500371,Shot Chart Detail,173,195,10,1,201588,George Hill,8,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
9,Jump Shot,Missed Shot,19,0021500371,Shot Chart Detail,24,154,9,1,101109,Raymond Felton,57,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks
10,Layup Shot,Made Shot,21,0021500371,Shot Chart Detail,20,-1,9,1,202730,Lavoy Allen,49,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
11,Jump Shot,Missed Shot,22,0021500371,Shot Chart Detail,4,183,9,1,1717,Dirk Nowitzki,33,1,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
12,Jump Shot,Missed Shot,25,0021500371,Shot Chart Detail,161,-1,9,1,2585,Zaza Pachulia,10,1,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
13,Jump Shot,Made Shot,27,0021500371,Shot Chart Detail,218,121,8,1,202331,Paul George,53,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
14,Driving Layup Shot,Missed Shot,34,0021500371,Shot Chart Detail,-22,8,8,1,101109,Raymond Felton,22,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks
15,Jump Shot,Made Shot,36,0021500371,Shot Chart Detail,223,3,8,1,202331,Paul George,15,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612754,Indiana Pacers
16,Step Back Jump shot,Missed Shot,38,0021500371,Shot Chart Detail,97,178,7,1,101145,Monta Ellis,35,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
17,Putback Layup Shot,Missed Shot,40,0021500371,Shot Chart Detail,1,-6,7,1,202730,Lavoy Allen,32,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
18,Jump Shot,Made Shot,42,0021500371,Shot Chart Detail,-176,-21,7,1,201588,George Hill,29,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612754,Indiana Pacers
19,Driving Layup Shot,Missed Shot,44,0021500371,Shot Chart Detail,0,23,7,1,101145,Monta Ellis,14,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers
20,Jump Shot,Missed Shot,46,0021500371,Shot Chart Detail,-109,105,7,1,202331,Paul George,7,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
21,Jump Shot,Missed Shot,48,0021500371,Shot Chart Detail,-122,-11,6,1,101114,Deron Williams,55,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks
22,Jump Shot,Missed Shot,58,0021500371,Shot Chart Detail,176,90,6,1,202083,Wesley Matthews,27,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
23,Jump Shot,Missed Shot,60,0021500371,Shot Chart Detail,107,51,6,1,201588,George Hill,5,1,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612754,Indiana Pacers
24,Step Back Jump shot,Missed Shot,63,0021500371,Shot Chart Detail,-171,-11,5,1,101114,Deron Williams,43,1,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
25,Jump Shot,Missed Shot,65,0021500371,Shot Chart Detail,128,218,5,1,202083,Wesley Matthews,39,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks
26,Jump Shot,Made Shot,71,0021500371,Shot Chart Detail,-240,121,5,1,201588,George Hill,16,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
27,Layup Shot,Made Shot,72,0021500371,Shot Chart Detail,-29,18,4,1,2585,Zaza Pachulia,52,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks
28,Jump Shot,Missed Shot,73,0021500371,Shot Chart Detail,-156,228,4,1,201588,George Hill,41,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
29,Step Back Jump shot,Missed Shot,75,0021500371,Shot Chart Detail,169,-6,4,1,202083,Wesley Matthews,26,1,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks
30,Jump Shot,Made Shot,77,0021500371,Shot Chart Detail,-241,-11,4,1,2734,Devin Harris,14,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612742,Dallas Mavericks
31,Jump Shot,Missed Shot,78,0021500371,Shot Chart Detail,-178,198,3,1,101145,Monta Ellis,56,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers
