,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500235,Shot Chart Detail,235,2,11,1,200746,LaMarcus Aldridge,37,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612759,San Antonio Spurs
1,Layup Shot,Made Shot,4,0021500235,Shot Chart Detail,17,11,11,1,203999,Nikola Jokic,30,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
2,Fadeaway Jump Shot,Missed Shot,5,0021500235,Shot Chart Detail,-124,8,11,1,200746,LaMarcus Aldridge,4,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
3,Jump Shot,Missed Shot,7,0021500235,Shot Chart Detail,169,31,10,1,202695,Kawhi Leonard,53,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
4,Running Finger Roll Layup Shot,Made Shot,9,0021500235,Shot Chart Detail,-2,16,10,1,203914,Gary Harris,48,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
5,Fadeaway Jump Shot,Missed Shot,13,0021500235,Shot Chart Detail,-22,160,10,1,201980,Danny Green,25,1,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
6,Jump Shot,Missed Shot,20,0021500235,Shot Chart Detail,1,208,10,1,201589,Darrell Arthur,6,1,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612743,Denver Nuggets
7,Jump Shot,Missed Shot,22,0021500235,Shot Chart Detail,-58,267,10,1,201568,Danilo Gallinari,0,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612743,Denver Nuggets
8,Floating Jump shot,Missed Shot,24,0021500235,Shot Chart Detail,-109,41,9,1,1626144,Emmanuel Mudiay,39,1,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612743,Denver Nuggets
9,Alley Oop Layup shot,Made Shot,26,0021500235,Shot Chart Detail,9,11,9,1,200746,LaMarcus Aldridge,22,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
10,Jump Shot,Missed Shot,28,0021500235,Shot Chart Detail,141,156,8,1,202695,Kawhi Leonard,39,1,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
11,Jump Shot,Made Shot,30,0021500235,Shot Chart Detail,-135,229,8,1,201568,Danilo Gallinari,32,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets
12,Jump Shot,Made Shot,31,0021500235,Shot Chart Detail,-151,139,8,1,200746,LaMarcus Aldridge,13,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
13,Layup Shot,Missed Shot,39,0021500235,Shot Chart Detail,-17,8,7,1,203999,Nikola Jokic,10,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets
14,Fadeaway Jump Shot,Missed Shot,41,0021500235,Shot Chart Detail,168,13,6,1,202695,Kawhi Leonard,50,1,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
15,Hook Shot,Missed Shot,44,0021500235,Shot Chart Detail,-45,23,6,1,201980,Danny Green,44,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
