,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,3,0021500615,Shot Chart Detail,-143,0,11,1,2546,Carmelo Anthony,39,1,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
1,Alley Oop Layup shot,Made Shot,5,0021500615,Shot Chart Detail,-25,16,11,1,203457,Nerlens Noel,21,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
2,Turnaround Jump Shot,Missed Shot,6,0021500615,Shot Chart Detail,125,65,11,1,204001,Kristaps Porzingis,6,1,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
3,Hook Shot,Missed Shot,8,0021500615,Shot Chart Detail,48,-5,10,1,203457,Nerlens Noel,52,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612755,Philadelphia 76ers
4,Driving Layup Shot,Missed Shot,10,0021500615,Shot Chart Detail,20,7,10,1,101181,Jose Calderon,30,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
5,Driving Layup Shot,Made Shot,12,0021500615,Shot Chart Detail,20,7,10,1,202397,Ish Smith,23,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
6,Jump Shot,Made Shot,13,0021500615,Shot Chart Detail,46,242,10,1,101181,Jose Calderon,10,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
7,Jump Shot,Made Shot,14,0021500615,Shot Chart Detail,61,115,9,1,1626143,Jahlil Okafor,53,1,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612755,Philadelphia 76ers
8,Hook Shot,Made Shot,15,0021500615,Shot Chart Detail,-25,41,9,1,201577,Robin Lopez,37,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
9,Jump Shot,Missed Shot,16,0021500615,Shot Chart Detail,99,165,9,1,1626143,Jahlil Okafor,23,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
10,Running Jump Shot,Made Shot,18,0021500615,Shot Chart Detail,-16,70,9,1,201167,Arron Afflalo,12,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
11,Jump Shot,Missed Shot,22,0021500615,Shot Chart Detail,24,51,8,1,202397,Ish Smith,59,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612755,Philadelphia 76ers
12,Hook Shot,Made Shot,24,0021500615,Shot Chart Detail,9,46,8,1,201577,Robin Lopez,47,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
13,Jump Shot,Missed Shot,25,0021500615,Shot Chart Detail,-14,36,8,1,1626143,Jahlil Okafor,34,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
14,Driving Dunk Shot,Made Shot,27,0021500615,Shot Chart Detail,0,1,8,1,204001,Kristaps Porzingis,27,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
15,Jump Shot,Made Shot,28,0021500615,Shot Chart Detail,79,262,8,1,203496,Robert Covington,14,1,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
16,Layup Shot,Made Shot,29,0021500615,Shot Chart Detail,14,11,8,1,201577,Robin Lopez,1,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
17,Jump Shot,Missed Shot,33,0021500615,Shot Chart Detail,94,164,7,1,202397,Ish Smith,46,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
18,Jump Shot,Missed Shot,35,0021500615,Shot Chart Detail,-174,7,7,1,101181,Jose Calderon,31,1,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612752,New York Knicks
19,Jump Shot,Missed Shot,37,0021500615,Shot Chart Detail,150,0,7,1,202397,Ish Smith,14,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
20,Fadeaway Jump Shot,Missed Shot,39,0021500615,Shot Chart Detail,42,47,6,1,2546,Carmelo Anthony,56,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
21,Layup Shot,Missed Shot,42,0021500615,Shot Chart Detail,-11,8,6,1,2546,Carmelo Anthony,32,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
22,Turnaround Jump Shot,Made Shot,44,0021500615,Shot Chart Detail,-20,31,6,1,1626143,Jahlil Okafor,19,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
23,Jump Shot,Missed Shot,45,0021500615,Shot Chart Detail,137,7,6,1,201167,Arron Afflalo,0,1,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
24,Jump Shot,Made Shot,47,0021500615,Shot Chart Detail,148,2,5,1,1626143,Jahlil Okafor,45,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
25,Jump Shot,Missed Shot,48,0021500615,Shot Chart Detail,-240,-10,5,1,2546,Carmelo Anthony,28,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612752,New York Knicks
26,Driving Dunk Shot,Made Shot,50,0021500615,Shot Chart Detail,0,1,5,1,204001,Kristaps Porzingis,22,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
