,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Made Shot,2,0021501147,Shot Chart Detail,117,180,11,1,101108,Chris Paul,41,1,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
1,Fadeaway Jump Shot,Missed Shot,3,0021501147,Shot Chart Detail,-163,115,11,1,202693,Markieff Morris,14,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612764,Washington Wizards
2,Cutting Dunk Shot,Made Shot,6,0021501147,Shot Chart Detail,0,1,11,1,201601,Luc Mbah a Moute,2,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
3,Jump Shot,Missed Shot,7,0021501147,Shot Chart Detail,1,252,10,1,202693,Markieff Morris,43,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612764,Washington Wizards
4,Turnaround Hook Shot,Made Shot,9,0021501147,Shot Chart Detail,-1,70,10,1,101162,Marcin Gortat,38,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612764,Washington Wizards
5,Driving Floating Jump Shot,Made Shot,10,0021501147,Shot Chart Detail,-47,56,10,1,101108,Chris Paul,18,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
6,Pullup Jump shot,Made Shot,11,0021501147,Shot Chart Detail,-65,170,10,1,202322,John Wall,6,1,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612764,Washington Wizards
7,Jump Shot,Made Shot,13,0021501147,Shot Chart Detail,-135,134,9,1,200755,JJ Redick,50,1,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
8,Jump Shot,Missed Shot,14,0021501147,Shot Chart Detail,-27,144,9,1,203078,Bradley Beal,38,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612764,Washington Wizards
9,Jump Shot,Missed Shot,16,0021501147,Shot Chart Detail,-7,126,9,1,203078,Bradley Beal,32,1,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612764,Washington Wizards
10,Jump Shot,Missed Shot,18,0021501147,Shot Chart Detail,-48,185,9,1,101108,Chris Paul,23,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
11,Step Back Jump shot,Made Shot,23,0021501147,Shot Chart Detail,-196,41,9,1,200755,JJ Redick,15,1,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
12,Jump Shot,Missed Shot,24,0021501147,Shot Chart Detail,-16,169,9,1,202322,John Wall,1,1,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612764,Washington Wizards
13,Jump Shot,Missed Shot,26,0021501147,Shot Chart Detail,-6,144,8,1,201933,Blake Griffin,50,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
14,Jump Shot,Made Shot,32,0021501147,Shot Chart Detail,-171,154,8,1,200755,JJ Redick,13,1,23,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
15,Jump Shot,Made Shot,33,0021501147,Shot Chart Detail,43,160,8,1,202693,Markieff Morris,0,1,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612764,Washington Wizards
16,Fadeaway Jump Shot,Made Shot,37,0021501147,Shot Chart Detail,-176,31,7,1,200755,JJ Redick,32,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
17,Jump Shot,Missed Shot,38,0021501147,Shot Chart Detail,-230,2,7,1,201196,Ramon Sessions,13,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612764,Washington Wizards
18,Turnaround Hook Shot,Missed Shot,40,0021501147,Shot Chart Detail,25,46,7,1,201599,DeAndre Jordan,5,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
19,Running Layup Shot,Missed Shot,42,0021501147,Shot Chart Detail,9,7,6,1,201196,Ramon Sessions,58,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
20,Alley Oop Dunk Shot,Made Shot,44,0021501147,Shot Chart Detail,0,1,6,1,201933,Blake Griffin,51,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
21,Jump Shot,Missed Shot,46,0021501147,Shot Chart Detail,102,136,6,1,202693,Markieff Morris,31,1,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612764,Washington Wizards
22,Step Back Jump shot,Missed Shot,48,0021501147,Shot Chart Detail,-61,239,6,1,200755,JJ Redick,15,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
23,Driving Layup Shot,Missed Shot,50,0021501147,Shot Chart Detail,-24,2,6,1,203078,Bradley Beal,7,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
24,Layup Shot,Made Shot,52,0021501147,Shot Chart Detail,9,13,5,1,201599,DeAndre Jordan,53,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,Los Angeles Clippers
25,Layup Shot,Missed Shot,53,0021501147,Shot Chart Detail,9,2,5,1,203078,Bradley Beal,47,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
26,Tip Layup Shot,Made Shot,54,0021501147,Shot Chart Detail,4,2,5,1,203078,Bradley Beal,45,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
27,Driving Floating Jump Shot,Made Shot,56,0021501147,Shot Chart Detail,22,75,5,1,101108,Chris Paul,29,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
28,Jump Shot,Made Shot,63,0021501147,Shot Chart Detail,2,65,5,1,101162,Marcin Gortat,8,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612764,Washington Wizards
29,Jump Shot,Missed Shot,64,0021501147,Shot Chart Detail,151,154,4,1,200755,JJ Redick,51,1,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
30,Jump Shot,Missed Shot,66,0021501147,Shot Chart Detail,61,101,4,1,101162,Marcin Gortat,37,1,11,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612764,Washington Wizards
31,Pullup Jump shot,Made Shot,68,0021501147,Shot Chart Detail,97,149,4,1,101108,Chris Paul,27,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
32,Jump Shot,Made Shot,69,0021501147,Shot Chart Detail,232,67,4,1,203490,Otto Porter,21,1,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612764,Washington Wizards
33,Jump Shot,Missed Shot,70,0021501147,Shot Chart Detail,-110,232,3,1,101108,Chris Paul,59,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
