,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Pullup Jump shot,Missed Shot,2,0021501070,Shot Chart Detail,6,77,11,1,101181,Jose Calderon,42,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
1,Jump Shot,Missed Shot,4,0021501070,Shot Chart Detail,102,77,11,1,202710,Jimmy Butler,23,1,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
2,Jump Shot,Made Shot,6,0021501070,Shot Chart Detail,-94,223,11,1,2756,Sasha Vujacic,8,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
3,Driving Layup Shot,Missed Shot,7,0021501070,Shot Chart Detail,9,11,10,1,1626245,Cristiano Felicio,51,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
4,Layup Shot,Made Shot,9,0021501070,Shot Chart Detail,-9,11,10,1,204001,Kristaps Porzingis,29,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
5,Jump Shot,Made Shot,10,0021501070,Shot Chart Detail,-88,180,10,1,201565,Derrick Rose,13,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
6,Floating Jump shot,Made Shot,22,0021501070,Shot Chart Detail,-1,90,9,1,201959,Taj Gibson,22,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612741,Chicago Bulls
7,Jump Shot,Missed Shot,23,0021501070,Shot Chart Detail,176,174,9,1,2546,Carmelo Anthony,14,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
8,Hook Shot,Made Shot,25,0021501070,Shot Chart Detail,-60,36,9,1,201959,Taj Gibson,2,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
9,Dunk Shot,Made Shot,26,0021501070,Shot Chart Detail,0,1,8,1,201577,Robin Lopez,45,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
10,Jump Shot,Missed Shot,27,0021501070,Shot Chart Detail,161,200,8,1,2399,Mike Dunleavy,32,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
11,Jump Shot,Made Shot,29,0021501070,Shot Chart Detail,-232,-6,8,1,2546,Carmelo Anthony,18,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612752,New York Knicks
12,Jump Shot,Made Shot,38,0021501070,Shot Chart Detail,146,203,7,1,2546,Carmelo Anthony,18,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
13,Jump Shot,Made Shot,41,0021501070,Shot Chart Detail,-53,185,6,1,1626245,Cristiano Felicio,41,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
14,Reverse Layup Shot,Made Shot,43,0021501070,Shot Chart Detail,10,-5,6,1,201565,Derrick Rose,19,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
15,Layup Shot,Made Shot,44,0021501070,Shot Chart Detail,-1,13,6,1,101181,Jose Calderon,8,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
16,Layup Shot,Missed Shot,46,0021501070,Shot Chart Detail,-9,11,5,1,201959,Taj Gibson,59,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
17,Fadeaway Jump Shot,Made Shot,53,0021501070,Shot Chart Detail,96,65,5,1,2546,Carmelo Anthony,41,1,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks
18,Reverse Layup Shot,Made Shot,54,0021501070,Shot Chart Detail,4,13,5,1,201959,Taj Gibson,21,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
19,Jump Shot,Made Shot,55,0021501070,Shot Chart Detail,128,213,5,1,2756,Sasha Vujacic,2,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
20,Jump Shot,Missed Shot,56,0021501070,Shot Chart Detail,138,3,4,1,201565,Derrick Rose,50,1,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
21,Jump Shot,Missed Shot,63,0021501070,Shot Chart Detail,-232,-5,4,1,204001,Kristaps Porzingis,28,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612752,New York Knicks
22,Jump Shot,Made Shot,66,0021501070,Shot Chart Detail,241,-1,4,1,2756,Sasha Vujacic,7,1,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612752,New York Knicks
23,Turnaround Bank shot,Made Shot,72,0021501070,Shot Chart Detail,99,26,3,1,202710,Jimmy Butler,50,1,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
24,Jump Shot,Made Shot,74,0021501070,Shot Chart Detail,-91,31,3,1,202710,Jimmy Butler,9,1,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
25,Jump Shot,Missed Shot,75,0021501070,Shot Chart Detail,4,33,2,1,2756,Sasha Vujacic,53,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
26,Jump Shot,Missed Shot,79,0021501070,Shot Chart Detail,-194,154,2,1,204038,Langston Galloway,43,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
27,Dunk Shot,Made Shot,81,0021501070,Shot Chart Detail,0,1,2,1,202710,Jimmy Butler,24,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
28,Turnaround Jump Shot,Missed Shot,82,0021501070,Shot Chart Detail,-79,51,2,1,204001,Kristaps Porzingis,3,1,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks
29,Turnaround Jump Shot,Made Shot,84,0021501070,Shot Chart Detail,-81,7,1,1,202338,Kevin Seraphin,57,1,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
30,Layup Shot,Missed Shot,85,0021501070,Shot Chart Detail,15,2,1,1,202703,Nikola Mirotic,43,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
31,Jump Shot,Missed Shot,87,0021501070,Shot Chart Detail,236,2,1,1,201167,Arron Afflalo,36,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612752,New York Knicks
32,Tip Layup Shot,Made Shot,89,0021501070,Shot Chart Detail,1,13,1,1,204001,Kristaps Porzingis,35,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
33,Hook Shot,Missed Shot,90,0021501070,Shot Chart Detail,32,41,1,1,1626171,Bobby Portis,15,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
34,Hook Shot,Missed Shot,107,0021501070,Shot Chart Detail,58,3,0,1,202338,Kevin Seraphin,30,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
35,Jump Shot,Missed Shot,109,0021501070,Shot Chart Detail,-232,-26,0,1,1626171,Bobby Portis,13,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612741,Chicago Bulls
36,Driving Floating Jump Shot,Made Shot,116,0021501070,Shot Chart Detail,-63,36,0,1,201166,Aaron Brooks,0,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
37,Fadeaway Jump Shot,Missed Shot,122,0021501070,Shot Chart Detail,101,16,11,2,203926,Doug McDermott,40,1,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
38,Jump Shot,Missed Shot,124,0021501070,Shot Chart Detail,-112,-16,11,2,202338,Kevin Seraphin,16,1,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
39,Layup Shot,Missed Shot,126,0021501070,Shot Chart Detail,10,11,11,2,203200,Justin Holiday,6,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
40,Tip Layup Shot,Missed Shot,127,0021501070,Shot Chart Detail,-3,4,11,2,1626171,Bobby Portis,5,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
41,Tip Layup Shot,Missed Shot,129,0021501070,Shot Chart Detail,-1,4,11,2,1626171,Bobby Portis,4,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
42,Jump Shot,Missed Shot,134,0021501070,Shot Chart Detail,-2,252,10,2,202703,Nikola Mirotic,59,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
43,Jump Shot,Missed Shot,136,0021501070,Shot Chart Detail,-101,7,10,2,202682,Derrick Williams,40,1,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
44,Jump Shot,Missed Shot,138,0021501070,Shot Chart Detail,-232,-6,10,2,203926,Doug McDermott,29,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612741,Chicago Bulls
45,Jump Shot,Missed Shot,148,0021501070,Shot Chart Detail,153,208,10,2,202703,Nikola Mirotic,0,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
46,Jump Shot,Made Shot,150,0021501070,Shot Chart Detail,-81,43,9,2,201167,Arron Afflalo,51,1,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks
47,Jump Shot,Missed Shot,151,0021501070,Shot Chart Detail,-176,190,9,2,201166,Aaron Brooks,38,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
48,Jump Shot,Missed Shot,155,0021501070,Shot Chart Detail,-88,237,9,2,201565,Derrick Rose,10,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
49,Hook Shot,Missed Shot,157,0021501070,Shot Chart Detail,-2,46,8,2,201577,Robin Lopez,53,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
50,Jump Shot,Missed Shot,159,0021501070,Shot Chart Detail,-237,-24,8,2,203926,Doug McDermott,45,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612741,Chicago Bulls
51,Putback Dunk Shot,Made Shot,161,0021501070,Shot Chart Detail,0,1,8,2,202703,Nikola Mirotic,44,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
52,Jump Shot,Missed Shot,162,0021501070,Shot Chart Detail,127,208,8,2,202682,Derrick Williams,27,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
53,Jump Shot,Missed Shot,172,0021501070,Shot Chart Detail,60,151,8,2,204001,Kristaps Porzingis,12,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks
54,Jump Shot,Made Shot,174,0021501070,Shot Chart Detail,-14,193,7,2,201565,Derrick Rose,55,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
55,Jump Shot,Missed Shot,176,0021501070,Shot Chart Detail,-65,13,7,2,204001,Kristaps Porzingis,33,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks
56,Pullup Jump shot,Made Shot,178,0021501070,Shot Chart Detail,94,178,7,2,201565,Derrick Rose,21,1,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
57,Jump Shot,Missed Shot,179,0021501070,Shot Chart Detail,-223,116,7,2,1626170,Jerian Grant,9,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
58,Jump Shot,Missed Shot,181,0021501070,Shot Chart Detail,-130,174,6,2,2399,Mike Dunleavy,51,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
59,Driving Layup Shot,Made Shot,183,0021501070,Shot Chart Detail,12,2,6,2,1626170,Jerian Grant,42,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks
60,Jump Shot,Missed Shot,184,0021501070,Shot Chart Detail,15,41,6,2,2399,Mike Dunleavy,24,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
61,Jump Shot,Missed Shot,186,0021501070,Shot Chart Detail,140,208,6,2,1626170,Jerian Grant,14,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
62,Dunk Shot,Made Shot,188,0021501070,Shot Chart Detail,0,1,6,2,201565,Derrick Rose,2,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
63,Jump Shot,Made Shot,195,0021501070,Shot Chart Detail,-99,178,5,2,204001,Kristaps Porzingis,45,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612752,New York Knicks
64,Jump Shot,Missed Shot,196,0021501070,Shot Chart Detail,-115,223,5,2,2399,Mike Dunleavy,33,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
65,Step Back Jump shot,Made Shot,198,0021501070,Shot Chart Detail,125,139,5,2,2546,Carmelo Anthony,18,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks
66,Jump Shot,Missed Shot,205,0021501070,Shot Chart Detail,-241,-24,4,2,201565,Derrick Rose,57,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612741,Chicago Bulls
67,Jump Shot,Made Shot,209,0021501070,Shot Chart Detail,-227,-19,4,2,101181,Jose Calderon,43,1,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612752,New York Knicks
68,Jump Shot,Made Shot,210,0021501070,Shot Chart Detail,158,203,4,2,2399,Mike Dunleavy,21,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612741,Chicago Bulls
69,Driving Layup Shot,Made Shot,212,0021501070,Shot Chart Detail,4,0,3,2,201565,Derrick Rose,53,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
70,Jump Shot,Made Shot,213,0021501070,Shot Chart Detail,-169,95,3,2,201577,Robin Lopez,32,1,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612752,New York Knicks
71,Jump Shot,Made Shot,214,0021501070,Shot Chart Detail,-120,126,3,2,202710,Jimmy Butler,21,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
72,Jump Shot,Missed Shot,215,0021501070,Shot Chart Detail,-179,178,3,2,2546,Carmelo Anthony,9,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
73,Jump Shot,Missed Shot,217,0021501070,Shot Chart Detail,89,8,2,2,201565,Derrick Rose,56,1,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls
74,Jump Shot,Missed Shot,219,0021501070,Shot Chart Detail,151,203,2,2,101181,Jose Calderon,48,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
75,Layup Shot,Made Shot,221,0021501070,Shot Chart Detail,-12,8,2,2,201959,Taj Gibson,35,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
76,Jump Shot,Missed Shot,222,0021501070,Shot Chart Detail,-138,139,2,2,2756,Sasha Vujacic,17,1,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612752,New York Knicks
77,Layup Shot,Missed Shot,224,0021501070,Shot Chart Detail,-7,26,2,2,201959,Taj Gibson,2,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
78,Jump Shot,Made Shot,226,0021501070,Shot Chart Detail,76,264,1,2,204001,Kristaps Porzingis,51,1,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
79,Jump Shot,Missed Shot,231,0021501070,Shot Chart Detail,46,190,1,2,201565,Derrick Rose,34,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
80,Jump Shot,Made Shot,233,0021501070,Shot Chart Detail,24,259,1,2,204001,Kristaps Porzingis,21,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612752,New York Knicks
81,Jump Shot,Missed Shot,237,0021501070,Shot Chart Detail,243,-10,0,2,202710,Jimmy Butler,27,1,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612741,Chicago Bulls
82,Jump Shot,Missed Shot,239,0021501070,Shot Chart Detail,37,97,0,2,101181,Jose Calderon,3,1,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks
83,Fadeaway Jump Shot,Missed Shot,244,0021501070,Shot Chart Detail,0,56,11,3,202710,Jimmy Butler,48,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
84,Jump Shot,Missed Shot,251,0021501070,Shot Chart Detail,-143,144,11,3,1626245,Cristiano Felicio,6,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
85,Jump Shot,Missed Shot,253,0021501070,Shot Chart Detail,-6,43,10,3,201959,Taj Gibson,53,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
86,Jump Shot,Missed Shot,255,0021501070,Shot Chart Detail,110,228,10,3,2546,Carmelo Anthony,48,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks
87,Jump Shot,Missed Shot,263,0021501070,Shot Chart Detail,-38,188,10,3,2399,Mike Dunleavy,2,1,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
88,Jump Shot,Missed Shot,265,0021501070,Shot Chart Detail,-101,218,9,3,2546,Carmelo Anthony,41,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks
89,Jump Shot,Missed Shot,267,0021501070,Shot Chart Detail,24,21,9,3,201565,Derrick Rose,20,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
90,Layup Shot,Missed Shot,269,0021501070,Shot Chart Detail,24,11,9,3,201959,Taj Gibson,16,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
91,Jump Shot,Missed Shot,274,0021501070,Shot Chart Detail,230,-16,8,3,204001,Kristaps Porzingis,53,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612752,New York Knicks
