,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Reverse Layup Shot,Made Shot,2,0021501221,Shot Chart Detail,-7,2,11,1,203490,Otto Porter,41,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
1,Jump Shot,Missed Shot,3,0021501221,Shot Chart Detail,-117,46,11,1,200794,Paul Millsap,23,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612737,Atlanta Hawks
2,Cutting Finger Roll Layup Shot,Made Shot,5,0021501221,Shot Chart Detail,0,-5,11,1,2403,Nene,12,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
3,Driving Layup Shot,Made Shot,6,0021501221,Shot Chart Detail,10,-1,10,1,203145,Kent Bazemore,55,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
4,Driving Reverse Layup Shot,Made Shot,7,0021501221,Shot Chart Detail,1,-6,10,1,2403,Nene,37,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
5,Jump Shot,Missed Shot,13,0021501221,Shot Chart Detail,-4,267,10,1,201952,Jeff Teague,26,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
6,Jump Shot,Missed Shot,15,0021501221,Shot Chart Detail,128,105,10,1,201977,Marcus Thornton,14,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612764,Washington Wizards
7,Jump Shot,Made Shot,17,0021501221,Shot Chart Detail,184,198,10,1,201952,Jeff Teague,6,1,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
8,Jump Shot,Missed Shot,20,0021501221,Shot Chart Detail,204,164,9,1,201143,Al Horford,44,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
9,Jump Shot,Made Shot,23,0021501221,Shot Chart Detail,6,170,9,1,2403,Nene,30,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612764,Washington Wizards
10,Cutting Layup Shot,Made Shot,24,0021501221,Shot Chart Detail,-7,16,9,1,200794,Paul Millsap,11,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
11,Jump Shot,Missed Shot,25,0021501221,Shot Chart Detail,-53,105,9,1,201196,Ramon Sessions,4,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612764,Washington Wizards
12,Layup Shot,Missed Shot,28,0021501221,Shot Chart Detail,-4,16,8,1,2403,Nene,43,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
13,Tip Layup Shot,Made Shot,30,0021501221,Shot Chart Detail,-2,-1,8,1,2403,Nene,42,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
14,Jump Shot,Made Shot,37,0021501221,Shot Chart Detail,200,164,8,1,201977,Marcus Thornton,14,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612764,Washington Wizards
15,Jump Shot,Made Shot,38,0021501221,Shot Chart Detail,-158,214,7,1,201952,Jeff Teague,59,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
16,Driving Reverse Layup Shot,Made Shot,39,0021501221,Shot Chart Detail,-2,-6,7,1,201977,Marcus Thornton,45,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
17,Jump Shot,Missed Shot,41,0021501221,Shot Chart Detail,71,16,7,1,201977,Marcus Thornton,16,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612764,Washington Wizards
18,Jump Shot,Missed Shot,43,0021501221,Shot Chart Detail,53,33,7,1,200794,Paul Millsap,4,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612737,Atlanta Hawks
19,Running Finger Roll Layup Shot,Made Shot,45,0021501221,Shot Chart Detail,4,2,6,1,201196,Ramon Sessions,57,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards
20,Cutting Layup Shot,Made Shot,50,0021501221,Shot Chart Detail,0,-21,6,1,200794,Paul Millsap,47,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
