,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500052,Shot Chart Detail,125,144,11,1,202362,Lance Stephenson,36,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
1,Jump Shot,Missed Shot,4,0021500052,Shot Chart Detail,-88,252,11,1,202339,Eric Bledsoe,16,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
2,Jump Shot,Made Shot,6,0021500052,Shot Chart Detail,96,174,11,1,201933,Blake Griffin,1,1,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
3,Hook Shot,Missed Shot,7,0021500052,Shot Chart Detail,-1,77,10,1,200782,PJ Tucker,45,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
4,Pullup Jump shot,Missed Shot,9,0021500052,Shot Chart Detail,151,11,10,1,202362,Lance Stephenson,37,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
5,Jump Shot,Missed Shot,11,0021500052,Shot Chart Detail,-12,264,10,1,202693,Markieff Morris,26,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
6,Pullup Jump shot,Missed Shot,14,0021500052,Shot Chart Detail,-14,154,10,1,202693,Markieff Morris,13,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
7,Layup Shot,Missed Shot,16,0021500052,Shot Chart Detail,-20,36,10,1,201933,Blake Griffin,0,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612746,Los Angeles Clippers
8,Pullup Jump shot,Made Shot,18,0021500052,Shot Chart Detail,56,134,9,1,202339,Eric Bledsoe,53,1,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612756,Phoenix Suns
9,Jump Shot,Made Shot,19,0021500052,Shot Chart Detail,24,262,9,1,101108,Chris Paul,41,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
10,Step Back Jump shot,Missed Shot,20,0021500052,Shot Chart Detail,-142,146,9,1,202339,Eric Bledsoe,31,1,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
11,Turnaround Fadeaway shot,Missed Shot,23,0021500052,Shot Chart Detail,-119,87,9,1,201933,Blake Griffin,15,1,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
12,Layup Shot,Made Shot,25,0021500052,Shot Chart Detail,10,26,9,1,2199,Tyson Chandler,5,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
13,Jump Shot,Missed Shot,26,0021500052,Shot Chart Detail,-235,38,8,1,200755,JJ Redick,51,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612746,Los Angeles Clippers
14,Jump Shot,Made Shot,36,0021500052,Shot Chart Detail,112,164,8,1,101108,Chris Paul,10,1,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,Los Angeles Clippers
15,Jump Shot,Missed Shot,37,0021500052,Shot Chart Detail,107,232,8,1,202693,Markieff Morris,0,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
16,Turnaround Hook Shot,Made Shot,39,0021500052,Shot Chart Detail,81,8,7,1,201599,DeAndre Jordan,47,1,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,Los Angeles Clippers
17,Jump Shot,Missed Shot,43,0021500052,Shot Chart Detail,-160,218,7,1,200755,JJ Redick,19,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,Los Angeles Clippers
