,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500347,Shot Chart Detail,150,190,11,1,2594,Kyle Korver,44,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks
1,Jump Shot,Missed Shot,4,0021500347,Shot Chart Detail,87,144,11,1,1495,Tim Duncan,19,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
2,Jump Shot,Missed Shot,6,0021500347,Shot Chart Detail,194,95,11,1,201980,Danny Green,2,1,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
3,Pullup Jump shot,Made Shot,14,0021500347,Shot Chart Detail,-168,124,10,1,2225,Tony Parker,27,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
4,Jump Shot,Made Shot,20,0021500347,Shot Chart Detail,195,16,10,1,2225,Tony Parker,7,1,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
5,Step Back Jump shot,Missed Shot,22,0021500347,Shot Chart Detail,-153,7,10,1,202695,Kawhi Leonard,7,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612759,San Antonio Spurs
6,Cutting Layup Shot,Missed Shot,27,0021500347,Shot Chart Detail,-16,0,9,1,2594,Kyle Korver,43,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
7,Alley Oop Layup shot,Made Shot,29,0021500347,Shot Chart Detail,17,2,9,1,200746,LaMarcus Aldridge,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs
8,Layup Shot,Missed Shot,30,0021500347,Shot Chart Detail,13,9,9,1,201143,Al Horford,7,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
9,Turnaround Jump Shot,Missed Shot,31,0021500347,Shot Chart Detail,-71,16,8,1,1495,Tim Duncan,48,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs
10,Pullup Jump shot,Missed Shot,33,0021500347,Shot Chart Detail,158,105,8,1,2594,Kyle Korver,36,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
11,Jump Shot,Missed Shot,35,0021500347,Shot Chart Detail,-201,31,8,1,2225,Tony Parker,21,1,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
12,Jump Shot,Made Shot,37,0021500347,Shot Chart Detail,176,41,8,1,201143,Al Horford,8,1,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks
13,Jump Shot,Missed Shot,45,0021500347,Shot Chart Detail,153,120,7,1,200746,LaMarcus Aldridge,8,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs
14,Cutting Layup Shot,Missed Shot,48,0021500347,Shot Chart Detail,-29,8,6,1,200794,Paul Millsap,55,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks
15,Jump Shot,Made Shot,50,0021500347,Shot Chart Detail,-78,228,6,1,201980,Danny Green,39,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs
