,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Floating Jump shot,Made Shot,6,0021500078,Shot Chart Detail,119,36,11,1,204456,TJ McConnell,14,1,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
1,Jump Shot,Made Shot,7,0021500078,Shot Chart Detail,-50,254,11,1,201567,Kevin Love,1,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers
2,Jump Shot,Missed Shot,9,0021500078,Shot Chart Detail,-178,185,10,1,201567,Kevin Love,25,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers
3,Jump Shot,Made Shot,11,0021500078,Shot Chart Detail,-11,41,10,1,202389,Timofey Mozgov,24,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612739,Cleveland Cavaliers
4,Dunk Shot,Missed Shot,16,0021500078,Shot Chart Detail,0,1,10,1,201567,Kevin Love,15,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers
5,Running Pull-Up Jump Shot,Made Shot,20,0021500078,Shot Chart Detail,-178,8,10,1,2590,Mo Williams,10,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612739,Cleveland Cavaliers
6,Jump Shot,Missed Shot,22,0021500078,Shot Chart Detail,-35,174,9,1,203457,Nerlens Noel,48,1,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
7,Running Layup Shot,Made Shot,24,0021500078,Shot Chart Detail,-12,7,9,1,2544,LeBron James,41,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers
8,Jump Shot,Made Shot,25,0021500078,Shot Chart Detail,146,193,9,1,204456,TJ McConnell,24,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
9,Step Back Jump shot,Made Shot,26,0021500078,Shot Chart Detail,110,131,9,1,2590,Mo Williams,5,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612739,Cleveland Cavaliers
10,Reverse Layup Shot,Missed Shot,27,0021500078,Shot Chart Detail,-24,11,8,1,1626143,Jahlil Okafor,44,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
11,Jump Shot,Made Shot,30,0021500078,Shot Chart Detail,-35,188,8,1,2590,Mo Williams,34,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612739,Cleveland Cavaliers
12,Driving Layup Shot,Made Shot,31,0021500078,Shot Chart Detail,-22,11,8,1,1626143,Jahlil Okafor,19,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
