,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Step Back Jump shot,Missed Shot,2,0021501039,Shot Chart Detail,119,7,11,1,202323,Evan Turner,52,1,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612738,Boston Celtics
1,Running Pull-Up Jump Shot,Made Shot,4,0021501039,Shot Chart Detail,174,183,11,1,203138,Hollis Thompson,45,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
2,Jump Shot,Missed Shot,5,0021501039,Shot Chart Detail,6,267,11,1,202738,Isaiah Thomas,33,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612738,Boston Celtics
3,Jump Shot,Missed Shot,7,0021501039,Shot Chart Detail,94,154,11,1,203457,Nerlens Noel,13,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers
4,Jump Shot,Missed Shot,9,0021501039,Shot Chart Detail,-96,188,11,1,202340,Avery Bradley,4,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612738,Boston Celtics
5,Layup Shot,Missed Shot,18,0021501039,Shot Chart Detail,-4,-6,10,1,203924,Jerami Grant,18,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers
6,Jump Shot,Missed Shot,20,0021501039,Shot Chart Detail,-112,257,10,1,202340,Avery Bradley,6,1,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612738,Boston Celtics
7,Jump Shot,Made Shot,22,0021501039,Shot Chart Detail,-110,229,9,1,203138,Hollis Thompson,58,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers
8,Driving Reverse Layup Shot,Made Shot,23,0021501039,Shot Chart Detail,-22,7,9,1,202738,Isaiah Thomas,49,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics
9,Driving Bank shot,Missed Shot,24,0021501039,Shot Chart Detail,-101,65,9,1,203477,Isaiah Canaan,34,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers
10,Running Pull-Up Jump Shot,Missed Shot,26,0021501039,Shot Chart Detail,164,178,9,1,202738,Isaiah Thomas,28,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612738,Boston Celtics
