,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500157,Shot Chart Detail,66,139,11,1,202339,Eric Bledsoe,42,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
1,Jump Shot,Missed Shot,4,0021500157,Shot Chart Detail,-191,159,11,1,202688,Brandon Knight,36,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
2,Jump Shot,Missed Shot,6,0021500157,Shot Chart Detail,43,111,11,1,203944,Julius Randle,12,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
3,Driving Layup Shot,Missed Shot,8,0021500157,Shot Chart Detail,-9,13,10,1,202688,Brandon Knight,57,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
4,Hook Shot,Made Shot,10,0021500157,Shot Chart Detail,-45,16,10,1,201579,Roy Hibbert,47,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers
5,Jump Shot,Made Shot,11,0021500157,Shot Chart Detail,-204,146,10,1,202688,Brandon Knight,33,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
6,Jump Shot,Made Shot,12,0021500157,Shot Chart Detail,-22,198,10,1,1897,Metta World Peace,10,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
7,Jump Shot,Made Shot,15,0021500157,Shot Chart Detail,205,146,9,1,1897,Metta World Peace,51,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
8,Running Finger Roll Layup Shot,Made Shot,18,0021500157,Shot Chart Detail,9,-6,9,1,202339,Eric Bledsoe,22,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
9,Jump Shot,Made Shot,19,0021500157,Shot Chart Detail,10,183,9,1,201579,Roy Hibbert,7,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
10,Jump Shot,Missed Shot,20,0021500157,Shot Chart Detail,-228,116,8,1,202339,Eric Bledsoe,52,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
11,Jump Shot,Made Shot,22,0021500157,Shot Chart Detail,158,193,8,1,202688,Brandon Knight,42,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
12,Jump Shot,Missed Shot,24,0021500157,Shot Chart Detail,-81,159,8,1,203903,Jordan Clarkson,22,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
13,Jump Bank Shot,Missed Shot,39,0021500157,Shot Chart Detail,66,28,7,1,202720,Jon Leuer,52,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
14,Jump Shot,Missed Shot,42,0021500157,Shot Chart Detail,-215,144,7,1,202339,Eric Bledsoe,40,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
15,Driving Floating Jump Shot,Made Shot,44,0021500157,Shot Chart Detail,38,2,7,1,1897,Metta World Peace,28,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
16,Floating Jump shot,Made Shot,45,0021500157,Shot Chart Detail,-84,26,7,1,202688,Brandon Knight,17,1,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612756,Phoenix Suns
17,Jump Shot,Missed Shot,46,0021500157,Shot Chart Detail,79,131,7,1,1626156,D'Angelo Russell,5,1,15,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
18,Layup Shot,Missed Shot,48,0021500157,Shot Chart Detail,24,2,6,1,202688,Brandon Knight,57,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
19,Jump Shot,Made Shot,50,0021500157,Shot Chart Detail,20,239,6,1,1897,Metta World Peace,36,1,23,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
20,Running Layup Shot,Made Shot,54,0021500157,Shot Chart Detail,-2,-1,6,1,202339,Eric Bledsoe,8,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
21,Jump Shot,Missed Shot,56,0021500157,Shot Chart Detail,-237,-6,5,1,200782,PJ Tucker,49,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612756,Phoenix Suns
22,Jump Shot,Missed Shot,58,0021500157,Shot Chart Detail,-78,144,5,1,1626156,D'Angelo Russell,37,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
23,Putback Layup Shot,Missed Shot,59,0021500157,Shot Chart Detail,9,-5,5,1,203903,Jordan Clarkson,35,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
24,Jump Shot,Missed Shot,62,0021500157,Shot Chart Detail,-156,180,5,1,202339,Eric Bledsoe,27,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
25,Layup Shot,Made Shot,73,0021500157,Shot Chart Detail,9,-1,5,1,203903,Jordan Clarkson,7,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
26,Jump Shot,Missed Shot,80,0021500157,Shot Chart Detail,-160,-19,4,1,202339,Eric Bledsoe,4,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
27,Pullup Jump shot,Made Shot,82,0021500157,Shot Chart Detail,58,61,3,1,203903,Jordan Clarkson,55,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
28,Hook Shot,Missed Shot,83,0021500157,Shot Chart Detail,79,7,3,1,202720,Jon Leuer,40,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
29,Tip Layup Shot,Missed Shot,84,0021500157,Shot Chart Detail,15,11,3,1,200782,PJ Tucker,38,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
30,Dunk Shot,Made Shot,100,0021500157,Shot Chart Detail,0,1,3,1,203458,Alex Len,6,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
31,Jump Shot,Missed Shot,101,0021500157,Shot Chart Detail,-114,224,2,1,101150,Lou Williams,50,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
32,Running Dunk Shot,Made Shot,103,0021500157,Shot Chart Detail,0,1,2,1,203458,Alex Len,44,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
33,Jump Shot,Missed Shot,110,0021500157,Shot Chart Detail,-109,70,2,1,101150,Lou Williams,20,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers
34,Pullup Jump shot,Missed Shot,112,0021500157,Shot Chart Detail,151,121,2,1,202688,Brandon Knight,0,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
35,Jump Shot,Missed Shot,114,0021500157,Shot Chart Detail,173,174,1,1,203141,Mirza Teletovic,48,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
36,Turnaround Jump Shot,Missed Shot,116,0021500157,Shot Chart Detail,151,7,1,1,101138,Brandon Bass,39,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers
37,Jump Shot,Missed Shot,118,0021500157,Shot Chart Detail,22,72,1,1,203933,TJ Warren,27,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns
38,Jump Shot,Made Shot,120,0021500157,Shot Chart Detail,-210,144,1,1,203141,Mirza Teletovic,22,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
39,Jump Shot,Missed Shot,121,0021500157,Shot Chart Detail,-165,188,1,1,201156,Nick Young,5,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
40,Jump Shot,Missed Shot,130,0021500157,Shot Chart Detail,-1,31,0,1,101150,Lou Williams,42,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
41,Jump Shot,Missed Shot,132,0021500157,Shot Chart Detail,164,75,0,1,203933,TJ Warren,36,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612756,Phoenix Suns
42,Jump Shot,Missed Shot,134,0021500157,Shot Chart Detail,209,116,0,1,202688,Brandon Knight,31,1,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
43,Jump Shot,Missed Shot,136,0021500157,Shot Chart Detail,133,242,0,1,201156,Nick Young,4,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
44,Jump Shot,Missed Shot,147,0021500157,Shot Chart Detail,-161,21,11,2,1626204,Larry Nance Jr.,35,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
45,Jump Shot,Missed Shot,149,0021500157,Shot Chart Detail,-38,247,11,2,203141,Mirza Teletovic,25,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
46,Layup Shot,Missed Shot,151,0021500157,Shot Chart Detail,6,11,11,2,101150,Lou Williams,20,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
47,Driving Layup Shot,Made Shot,158,0021500157,Shot Chart Detail,-2,-11,10,2,203462,Archie Goodwin,36,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
48,Floating Jump shot,Made Shot,159,0021500157,Shot Chart Detail,87,13,10,2,1626273,Marcelo Huertas,14,1,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers
49,Running Dunk Shot,Made Shot,161,0021500157,Shot Chart Detail,4,-1,9,2,101138,Brandon Bass,57,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
50,Driving Layup Shot,Missed Shot,168,0021500157,Shot Chart Detail,-2,13,9,2,203462,Archie Goodwin,29,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns
51,Floating Jump shot,Made Shot,170,0021500157,Shot Chart Detail,46,46,9,2,101150,Lou Williams,20,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers
52,Jump Shot,Made Shot,171,0021500157,Shot Chart Detail,30,247,9,2,203141,Mirza Teletovic,2,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns
