,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Jump Shot,Missed Shot,2,0021500831,Shot Chart Detail,125,134,11,1,2200,Pau Gasol,44,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls
1,Jump Shot,Missed Shot,4,0021500831,Shot Chart Detail,17,214,11,1,977,Kobe Bryant,27,1,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
2,Running Layup Shot,Made Shot,6,0021500831,Shot Chart Detail,12,8,11,1,201565,Derrick Rose,22,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls
3,Pullup Jump shot,Missed Shot,7,0021500831,Shot Chart Detail,78,131,11,1,1626156,D'Angelo Russell,10,1,15,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
4,Layup Shot,Made Shot,10,0021500831,Shot Chart Detail,-14,2,10,1,203903,Jordan Clarkson,58,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers
5,Floating Jump shot,Missed Shot,16,0021500831,Shot Chart Detail,48,124,10,1,203903,Jordan Clarkson,19,1,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
6,Turnaround Jump Shot,Made Shot,18,0021500831,Shot Chart Detail,-37,105,10,1,203944,Julius Randle,9,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers
7,Floating Jump shot,Missed Shot,19,0021500831,Shot Chart Detail,27,47,10,1,202734,E'Twaun Moore,1,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls
8,Pullup Jump shot,Missed Shot,21,0021500831,Shot Chart Detail,-104,67,9,1,203944,Julius Randle,52,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers
9,Jump Shot,Made Shot,23,0021500831,Shot Chart Detail,-181,164,9,1,977,Kobe Bryant,44,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers
10,Jump Shot,Made Shot,31,0021500831,Shot Chart Detail,10,193,9,1,201579,Roy Hibbert,20,1,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers
