,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,0.4,5,"243,1610612765",93.7,0.045,1.8,0.125,5,3,20.2,5.0,4.2,4.4,12.8,0.4,0.191,0.353,243,Aaron McKie,1.2,DET,1610612765,2,0.4
1,27.0,0.1,5,"228,1610612762",106.0,0.006,1.6,0.26,8,4,7.5,1.6,1.3,3.9,7.3,0.143,0.371,0.182,228,Adam Keefe,0.3,UTA,1610612762,4,0.5
2,24.0,0.3,5,"673,1610612737",109.6,0.004,2.2,0.193,10,6,14.1,5.2,2.8,6.3,10.6,0.25,0.275,0.1,673,Alan Henderson,0.1,ATL,1610612737,4,0.4
3,26.0,0.3,5,"275,1610612752",98.6,0.068,2.2,0.066,9,3,41.7,11.9,9.7,14.2,30.0,0.111,0.09,0.083,275,Allan Houston,0.7,NYK,1610612752,6,0.667
4,27.0,2.7,5,"297,1610612748",94.3,0.08,7.6,0.227,17,9,38.3,9.8,6.7,13.5,26.6,0.622,0.321,0.122,297,Alonzo Mourning,0.6,MIA,1610612748,8,0.471
5,23.0,0.0,5,"1043,1610612753",109.0,0.001,1.5,0.75,2,2,3.7,0.0,2.0,1.0,4.0,0.0,0.75,0.0,1043,Amal McCaskill,0.0,ORL,1610612753,0,0.0
6,25.0,1.4,5,"358,1610612753",103.9,0.045,4.6,0.119,5,3,45.8,13.4,14.2,12.6,33.6,0.28,0.176,0.387,358,Anfernee Hardaway,2.4,ORL,1610612753,2,0.4
7,30.0,0.3,5,"193,1610612766",118.8,-0.037,9.3,0.311,3,3,45.9,11.0,10.0,12.3,40.0,0.111,0.412,0.059,193,Anthony Mason,0.3,CHH,1610612766,0,0.0
8,35.0,0.5,5,"156,1610612762",106.5,0.009,1.5,0.118,20,7,14.6,3.9,3.0,4.9,9.9,0.429,0.161,0.15,156,Antoine Carr,0.3,UTA,1610612762,13,0.65
9,32.0,0.8,5,"717,1610612757",116.2,-0.014,4.5,0.222,4,3,27.7,8.3,7.5,10.3,27.5,0.429,0.321,0.214,717,Arvydas Sabonis,0.8,POR,1610612757,1,0.25
10,28.0,0.4,5,"183,1610612741",95.6,0.036,2.1,0.154,19,4,18.3,3.9,2.1,3.7,10.3,0.267,0.208,0.247,183,Bison Dele,1.0,CHI,1610612741,15,0.789
11,26.0,0.7,5,"448,1610612746",106.3,0.016,2.7,0.178,3,3,23.4,2.3,4.0,3.3,15.3,0.286,0.258,0.077,448,Bo Outlaw,0.3,LAC,1610612746,0,0.0
12,25.0,0.0,5,"699,1610612746",113.0,-0.004,2.0,0.095,3,3,29.1,5.7,7.3,6.3,22.7,0.0,0.15,0.267,699,Brent Barry,1.3,LAC,1610612746,0,0.0
13,23.0,0.0,5,"967,1610612753",122.0,-0.005,0.0,0.0,2,2,3.8,1.5,2.0,1.0,4.0,0.0,0.0,1.0,967,Brian Evans,0.5,ORL,1610612753,0,0.0
14,31.0,0.2,5,"216,1610612753",114.9,-0.006,1.6,0.125,5,3,17.0,5.4,5.6,6.0,12.8,0.111,0.182,0.111,216,Brian Shaw,0.2,ORL,1610612753,2,0.4
15,26.0,0.3,5,"935,1610612762",105.0,0.033,3.7,0.117,20,7,39.3,9.9,7.4,10.7,29.8,0.074,0.158,0.188,935,Bryon Russell,1.1,UTA,1610612762,13,0.65
16,37.0,0.4,5,"433,1610612752",96.3,0.039,2.7,0.179,10,4,20.0,3.2,4.9,4.4,13.5,0.286,0.237,0.068,433,Buck Williams,0.3,NYK,1610612752,6,0.6
17,36.0,0.0,5,"2,1610612747",90.1,0.046,1.5,0.105,8,4,17.4,4.1,3.0,2.9,9.8,0.0,0.146,0.053,2,Byron Scott,0.1,LAL,1610612747,4,0.5
18,25.0,0.7,5,"384,1610612764",112.0,0.0,1.7,0.051,3,3,42.0,14.7,9.0,16.7,34.0,0.125,0.088,0.25,384,Calbert Cheaney,1.0,WAS,1610612764,0,0.0
19,27.0,0.6,5,"76,1610612756",108.0,0.011,3.4,0.162,5,3,22.1,6.8,5.2,8.8,16.8,0.273,0.221,0.286,76,Cedric Ceballos,0.8,PHX,1610612756,2,0.4
20,34.0,0.4,5,"787,1610612745",108.3,0.017,8.0,0.242,16,7,39.0,11.3,8.6,14.8,31.3,0.13,0.349,0.202,787,Charles Barkley,1.2,HOU,1610612745,9,0.563
21,40.0,0.0,5,"279,1610612745",200.0,-0.023,0.0,0.0,1,0,1.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,279,Charles Jones,0.0,HOU,1610612745,1,1.0
22,33.0,0.3,5,"891,1610612752",98.5,0.06,6.5,0.218,10,4,37.2,9.6,7.7,11.4,27.6,0.107,0.291,0.355,891,Charles Oakley,2.2,NYK,1610612752,6,0.6
23,26.0,0.0,5,"369,1610612752",86.6,0.066,2.4,0.14,9,3,21.3,4.4,4.4,5.9,12.4,0.0,0.19,0.341,369,Charlie Ward,1.6,NYK,1610612752,6,0.667
24,24.0,0.0,5,"685,1610612750",97.8,0.022,5.0,0.417,1,1,12.2,9.0,2.0,2.0,12.0,0.0,0.714,0.5,685,Cherokee Parks,1.0,MIN,1610612750,0,0.0
25,23.0,0.0,5,"713,1610612750",143.4,-0.03,2.0,0.333,1,1,8.8,4.0,0.0,2.0,8.0,0.0,1.0,0.0,713,Chris Carr,0.0,MIN,1610612750,0,0.0
26,29.0,0.0,5,"164,1610612752",105.4,0.027,4.0,0.148,10,4,33.9,9.5,7.4,10.5,26.1,0.0,0.202,0.364,164,Chris Childs,2.0,NYK,1610612752,6,0.6
27,32.0,1.3,5,"201,1610612757",107.0,0.01,4.5,0.346,4,3,18.7,4.5,2.8,3.8,16.0,0.556,0.514,0.4,201,Chris Dudley,0.5,POR,1610612757,1,0.25
28,31.0,0.2,5,"356,1610612762",97.0,0.016,1.4,0.175,20,7,9.1,1.3,1.6,3.3,5.9,0.2,0.223,0.258,356,Chris Morris,0.4,UTA,1610612762,13,0.65
29,24.0,2.3,5,"185,1610612764",108.0,0.017,5.7,0.202,3,3,37.3,14.0,7.0,15.3,26.7,0.538,0.327,0.182,185,Chris Webber,0.7,WAS,1610612764,0,0.0
30,25.0,0.0,5,"43,1610612764",112.9,-0.001,0.7,0.154,3,3,7.0,2.0,0.7,5.0,9.3,0.0,0.333,0.0,43,Chris Whitney,0.0,WAS,1610612764,0,0.0
31,27.0,0.8,5,"363,1610612737",104.1,0.04,5.3,0.149,10,6,41.4,12.3,8.6,16.5,29.4,0.222,0.214,0.238,363,Christian Laettner,1.0,ATL,1610612737,4,0.4
32,30.0,1.0,5,"361,1610612757",114.9,-0.015,3.8,0.125,4,3,42.3,11.5,10.0,13.0,41.0,0.286,0.179,0.105,361,Clifford Robinson,0.5,POR,1610612757,1,0.25
33,35.0,0.4,5,"17,1610612745",107.1,0.024,4.0,0.118,16,7,40.2,11.5,9.3,15.1,32.3,0.125,0.17,0.248,17,Clyde Drexler,1.6,HOU,1610612745,9,0.563
34,28.0,0.0,5,"916,1610612747",96.0,0.008,0.7,0.286,3,0,2.7,1.0,1.3,1.3,3.3,0.0,0.286,0.0,916,Corie Blount,0.0,LAL,1610612747,3,1.0
35,31.0,0.2,5,"105,1610612748",97.7,0.052,3.3,0.13,17,9,30.3,7.4,6.2,10.4,22.6,0.085,0.178,0.333,105,Dan Majerle,1.2,MIA,1610612748,8,0.471
36,38.0,0.2,5,"7,1610612753",100.7,0.026,1.6,0.114,5,3,19.1,4.6,6.6,5.2,12.0,0.111,0.16,0.143,7,Dan Schayes,0.4,ORL,1610612753,2,0.4
37,31.0,1.4,5,"330,1610612756",105.2,0.02,5.2,0.243,5,3,24.0,5.6,4.6,8.4,20.8,0.636,0.342,0.222,330,Danny Manning,0.8,PHX,1610612756,2,0.4
38,29.0,0.2,5,"353,1610612753",95.7,0.058,3.6,0.137,5,3,29.6,10.0,8.2,6.4,20.0,0.067,0.207,0.364,353,Darrell Armstrong,1.6,ORL,1610612753,2,0.4
39,26.0,0.0,5,"239,1610612746",122.8,-0.035,0.3,0.019,3,3,27.3,8.3,8.7,6.3,25.3,0.0,0.027,0.0,239,Darrick Martin,0.0,LAC,1610612746,0,0.0
40,25.0,0.2,5,"241,1610612737",95.5,0.013,0.5,0.081,6,3,5.7,3.5,1.8,2.2,4.7,0.25,0.143,0.5,241,Darrin Hancock,0.2,ATL,1610612737,3,0.5
41,33.0,0.3,5,"766,1610612760",101.0,0.022,2.0,0.158,12,6,16.6,4.8,3.8,4.8,11.7,0.2,0.22,0.139,766,David Wingate,0.4,SEA,1610612760,6,0.5
42,30.0,1.0,5,"1051,1610612750",121.4,-0.047,5.3,0.203,3,3,40.4,5.0,14.0,13.3,31.3,0.273,0.262,0.095,1051,Dean Garrett,0.7,MIN,1610612750,0,0.0
43,33.0,0.0,5,"209,1610612766",138.3,-0.054,0.0,0.0,3,3,17.6,7.0,3.7,9.3,15.3,0.0,0.0,0.444,209,Dell Curry,1.3,CHH,1610612766,0,0.0
44,36.0,0.2,5,"23,1610612741",97.5,0.051,5.3,0.232,19,4,28.7,6.7,5.4,8.2,19.4,0.073,0.313,0.114,23,Dennis Rodman,0.5,CHI,1610612741,15,0.789
45,28.0,0.0,5,"192,1610612753",115.2,-0.008,1.4,0.088,5,3,19.2,5.0,5.8,5.2,18.8,0.0,0.13,0.167,192,Dennis Scott,0.4,ORL,1610612753,2,0.4
46,22.0,0.0,5,"965,1610612747",83.8,0.022,0.5,0.094,6,3,5.8,0.8,1.0,2.0,4.0,0.0,0.115,0.25,965,Derek Fisher,0.2,LAL,1610612747,3,0.5
47,29.0,0.4,5,"400,1610612753",110.8,0.006,6.0,0.179,5,3,40.3,13.6,12.0,11.8,29.6,0.111,0.273,0.083,400,Derek Strong,0.4,ORL,1610612753,2,0.4
48,34.0,0.1,5,"96,1610612760",105.4,0.032,4.1,0.125,12,6,39.4,12.4,9.8,13.2,31.2,0.026,0.181,0.135,96,Detlef Schrempf,1.1,SEA,1610612760,6,0.5
49,31.0,2.6,5,"87,1610612737",103.2,0.044,8.6,0.234,10,6,42.7,12.1,9.6,15.9,26.4,0.667,0.341,0.025,87,Dikembe Mutombo,0.1,ATL,1610612737,4,0.4
50,23.0,0.0,5,"690,1610612765",50.0,0.044,1.0,0.2,1,1,3.4,0.0,2.0,2.0,2.0,0.0,0.25,0.0,690,Don Reid,0.0,DET,1610612765,0,0.0
51,31.0,0.0,5,"140,1610612766",141.7,-0.02,2.0,0.5,1,1,4.4,0.0,2.0,0.0,6.0,0.0,0.5,0.0,140,Donald Royal,0.0,CHH,1610612766,0,0.0
52,23.0,0.0,5,"112,1610612757",92.1,0.013,0.7,0.111,3,2,5.4,1.3,0.3,2.3,3.3,0.0,0.167,0.5,112,Dontonio Wingfield,0.3,POR,1610612757,1,0.333
53,30.0,0.3,5,"28,1610612750",120.1,-0.031,1.3,0.063,3,3,30.4,7.7,12.0,9.7,24.7,0.111,0.087,0.125,28,Doug West,0.7,MIN,1610612750,0,0.0
54,34.0,0.0,5,"291,1610612748",150.2,-0.017,0.0,0.0,2,0,3.1,0.0,0.0,2.5,4.0,0.0,0.0,0.0,291,Ed Pinckney,0.0,MIA,1610612748,2,1.0
55,38.0,0.0,5,"698,1610612745",110.6,0.003,1.3,0.083,16,7,18.1,5.8,5.1,6.4,15.0,0.0,0.119,0.122,698,Eddie Johnson,0.3,HOU,1610612745,9,0.563
56,25.0,0.4,5,"224,1610612747",110.0,0.008,2.6,0.101,9,5,33.2,9.2,9.9,10.7,24.4,0.143,0.149,0.231,224,Eddie Jones,1.0,LAL,1610612747,4,0.444
57,28.0,1.4,5,"922,1610612747",102.1,0.038,2.8,0.109,9,5,32.4,8.1,6.7,8.9,21.8,0.382,0.157,0.171,922,Elden Campbell,0.8,LAL,1610612747,4,0.444
58,29.0,0.0,5,"695,1610612737",111.2,0.001,0.8,0.075,10,6,12.6,3.8,3.1,5.6,10.8,0.0,0.107,0.25,695,Eldridge Recasner,0.2,ATL,1610612737,4,0.4
