,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0021600588,,,12:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,8:40 PM
1,0,10,1,0021600588,Jump Ball Gasol vs. Mozgov: Tip to Parker,,12:00,1,4.0,5,4,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,,,,8:40 PM
2,78,1,2,0021600588,Gasol 5' Floating Jump Shot (2 PTS) (Parker 1 AST),,11:46,1,4.0,4,0,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0 - 2,2,,8:41 PM
3,2,6,3,0021600588,Gasol S.FOUL (P1.T1) (S.Wright),,11:29,1,4.0,5,1,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,,,,8:41 PM
4,11,3,4,0021600588,,,11:29,1,5.0,0,0,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,1 - 2,1,Randle Free Throw 1 of 2 (1 PTS),8:41 PM
5,12,3,6,0021600588,,,11:29,1,5.0,0,0,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,2 - 2,TIE,Randle Free Throw 2 of 2 (2 PTS),8:42 PM
6,78,1,8,0021600588,Parker 5' Floating Jump Shot (2 PTS) (Gasol 1 AST),,11:16,1,4.0,4,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,2 - 4,2,,8:42 PM
7,1,2,9,0021600588,,,10:58,1,5.0,0,0,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,MISS Young 24' 3PT Jump Shot,8:42 PM
8,0,4,10,0021600588,Aldridge REBOUND (Off:0 Def:1),,10:57,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:42 PM
9,79,1,11,0021600588,Leonard 13' Pullup Jump Shot (2 PTS),,10:51,1,4.0,0,0,202695,Kawhi Leonard,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,2 - 6,4,,8:42 PM
10,5,2,12,0021600588,Aldridge BLOCK (1 BLK),,10:26,1,5.0,0,4,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,,,MISS Mozgov 2' Layup,8:43 PM
11,0,4,14,0021600588,,,10:19,1,5.0,0,0,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Mozgov REBOUND (Off:1 Def:0),8:43 PM
12,55,2,13,0021600588,,,10:19,1,5.0,0,0,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,MISS Mozgov 2' Hook Shot,8:43 PM
13,0,4,15,0021600588,Gasol REBOUND (Off:0 Def:1),,10:17,1,4.0,0,0,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:43 PM
14,1,2,16,0021600588,MISS Aldridge 13' Jump Shot,,10:11,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:43 PM
15,0,4,17,0021600588,Gasol REBOUND (Off:1 Def:1),,10:09,1,4.0,0,0,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:43 PM
16,63,1,18,0021600588,Gasol 10' Fadeaway Jumper (4 PTS),,10:03,1,4.0,0,0,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,2 - 8,6,,8:43 PM
17,4,6,19,0021600588,,,10:00,1,5.0,4,1,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,,,Mozgov OFF.Foul (P1) (M.Ayotte),8:43 PM
18,5,5,20,0021600588,,,10:00,1,5.0,0,1,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Mozgov Foul Turnover (P1.T1),8:43 PM
19,1,2,21,0021600588,MISS Aldridge 19' Jump Shot,,9:52,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:44 PM
20,0,4,22,0021600588,,,9:50,1,5.0,0,0,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Russell REBOUND (Off:0 Def:1),8:44 PM
21,1,1,23,0021600588,,,9:37,1,5.0,5,0,2736,Luol Deng,LAL,Los Angeles,1610612747.0,Lakers,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,5 - 8,3,Deng  3PT Jump Shot (3 PTS) (Randle 1 AST),8:44 PM
22,2,7,26,0021600588,,,9:22,1,5.0,0,1,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Mozgov Violation:Defensive Goaltending (M.Ayotte),8:44 PM
23,1,1,25,0021600588,Parker 3' Jump Shot (4 PTS) (Gasol 2 AST),,9:22,1,4.0,4,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,5 - 10,5,,8:44 PM
24,1,2,28,0021600588,Gasol BLOCK (1 BLK),,9:10,1,5.0,0,4,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,,,MISS Russell 3' Jump Shot,8:44 PM
25,0,4,29,0021600588,Gasol REBOUND (Off:1 Def:2),,9:09,1,4.0,0,0,2200,Pau Gasol,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:45 PM
26,5,2,30,0021600588,MISS Parker 2' Layup,,9:06,1,4.0,0,5,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,,,Mozgov BLOCK (1 BLK),8:45 PM
27,0,4,32,0021600588,Aldridge REBOUND (Off:1 Def:1),,9:05,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:45 PM
28,72,1,31,0021600588,Aldridge 3' Putback Layup (2 PTS),,9:04,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,5 - 12,7,,8:45 PM
29,1,1,33,0021600588,,,8:41,1,5.0,5,0,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,7 - 12,5,Randle 19' Jump Shot (4 PTS) (Young 1 AST),8:45 PM
30,3,2,34,0021600588,MISS Aldridge 4' Hook Shot,,8:17,1,4.0,0,0,200746,LaMarcus Aldridge,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:45 PM
31,0,4,35,0021600588,,,8:15,1,5.0,0,0,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Randle REBOUND (Off:0 Def:1),8:45 PM
32,1,1,36,0021600588,,,8:07,1,5.0,5,0,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,9 - 12,3,Russell 16' Jump Shot (2 PTS) (Randle 2 AST),8:46 PM
33,17,6,38,0021600588,,,7:51,1,5.0,0,1,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Lakers T.Foul (Def. 3 Sec Mozgov ) (J.Williams),8:46 PM
34,16,3,39,0021600588,MISS Leonard Free Throw Technical,,7:51,1,4.0,0,0,202695,Kawhi Leonard,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,,8:46 PM
35,1,4,40,0021600588,SPURS Rebound,,7:51,1,2.0,0,0,1610612759,,,,,,0,,,,,,0,,,,,,,,,8:46 PM
36,1,1,41,0021600588,Leonard 24' 3PT Jump Shot (5 PTS) (Green 1 AST),,7:44,1,4.0,4,0,202695,Kawhi Leonard,SAS,San Antonio,1610612759.0,Spurs,201980,Danny Green,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,9 - 15,6,,8:47 PM
