,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0021600024,,,12:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,9:14 PM
1,0,10,1,0021600024,Jump Ball Gobert vs. Mozgov: Tip to Diaw,,12:00,1,4.0,5,4,203497,Rudy Gobert,UTA,Utah,1610612762.0,Jazz,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,2564,Boris Diaw,UTA,Utah,1610612762.0,Jazz,,,,9:14 PM
2,79,1,2,0021600024,Hood 18' Pullup Jump Shot (2 PTS) (Diaw 1 AST),,11:45,1,4.0,4,0,203918,Rodney Hood,UTA,Utah,1610612762.0,Jazz,2564,Boris Diaw,UTA,Utah,1610612762.0,Jazz,0,,,,,,0 - 2,2,,9:14 PM
3,79,1,3,0021600024,,,11:30,1,5.0,5,0,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,202389,Timofey Mozgov,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,2 - 2,TIE,Young 20' Pullup Jump Shot (2 PTS) (Mozgov 1 AST),9:14 PM
4,1,5,4,0021600024,Diaw Bad Pass Turnover (P1.T1),,11:07,1,4.0,5,0,2564,Boris Diaw,UTA,Utah,1610612762.0,Jazz,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,,,Russell STEAL (1 STL),9:15 PM
5,1,2,5,0021600024,,,11:01,1,5.0,0,0,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,MISS Russell 25' 3PT Jump Shot,9:15 PM
6,0,4,6,0021600024,Hood REBOUND (Off:0 Def:1),,11:00,1,4.0,0,0,203918,Rodney Hood,UTA,Utah,1610612762.0,Jazz,0,,,,,,0,,,,,,,,,9:15 PM
7,1,1,7,0021600024,Hood 25' 3PT Jump Shot (5 PTS) (Gobert 1 AST),,10:49,1,4.0,4,0,203918,Rodney Hood,UTA,Utah,1610612762.0,Jazz,203497,Rudy Gobert,UTA,Utah,1610612762.0,Jazz,0,,,,,,2 - 5,3,,9:15 PM
8,4,6,9,0021600024,,,10:30,1,5.0,4,1,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,201588,George Hill,UTA,Utah,1610612762.0,Jazz,0,,,,,,,,Russell OFF.Foul (P1) (G.Petraitis),9:16 PM
9,5,5,10,0021600024,,,10:30,1,5.0,0,1,1626156,D'Angelo Russell,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Russell Foul Turnover (P1.T1),9:16 PM
10,78,2,11,0021600024,MISS Diaw 2' Floating Jump Shot,,10:09,1,4.0,0,0,2564,Boris Diaw,UTA,Utah,1610612762.0,Jazz,0,,,,,,0,,,,,,,,,9:16 PM
11,0,4,12,0021600024,,,10:09,1,5.0,0,0,2736,Luol Deng,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Deng REBOUND (Off:0 Def:1),9:16 PM
12,41,1,13,0021600024,,,10:04,1,5.0,0,0,2736,Luol Deng,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,4 - 5,1,Deng 3' Running Layup (2 PTS),9:16 PM
13,1,2,14,0021600024,MISS Johnson 24' 3PT Jump Shot,,9:42,1,4.0,0,0,2207,Joe Johnson,UTA,Utah,1610612762.0,Jazz,0,,,,,,0,,,,,,,,,9:17 PM
14,0,4,15,0021600024,,,9:41,1,5.0,0,0,203944,Julius Randle,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,Randle REBOUND (Off:0 Def:1),9:17 PM
15,2,6,16,0021600024,Hood S.FOUL (P1.T1) (G.Petraitis),,9:37,1,4.0,5,1,203918,Rodney Hood,UTA,Utah,1610612762.0,Jazz,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,,,,9:17 PM
16,13,3,17,0021600024,,,9:37,1,5.0,0,0,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,5 - 5,TIE,Young Free Throw 1 of 3 (3 PTS),9:17 PM
17,14,3,19,0021600024,,,9:37,1,5.0,0,0,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,6 - 5,-1,Young Free Throw 2 of 3 (4 PTS),9:17 PM
18,15,3,21,0021600024,,,9:37,1,5.0,0,0,201156,Nick Young,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,7 - 5,-2,Young Free Throw 3 of 3 (5 PTS),9:17 PM
19,101,1,23,0021600024,Johnson 3' Driving Floating Jump Shot (2 PTS),,9:25,1,4.0,0,0,2207,Joe Johnson,UTA,Utah,1610612762.0,Jazz,0,,,,,,0,,,,,,7 - 7,TIE,,9:18 PM
20,79,2,24,0021600024,,,9:13,1,5.0,0,0,2736,Luol Deng,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,MISS Deng 10' Pullup Jump Shot,9:18 PM
