,AST,AST_RANK,BLK,BLKA,BLKA_RANK,BLK_RANK,COURT_STATUS,DREB,DREB_RANK,FG3A,FG3A_RANK,FG3M,FG3M_RANK,FG3_PCT,FG3_PCT_RANK,FGA,FGA_RANK,FGM,FGM_RANK,FG_PCT,FG_PCT_RANK,FTA,FTA_RANK,FTM,FTM_RANK,FT_PCT,FT_PCT_RANK,GP,GP_RANK,GROUP_SET,L,L_RANK,MIN,MIN_RANK,OREB,OREB_RANK,PF,PFD,PFD_RANK,PF_RANK,PLUS_MINUS,PLUS_MINUS_RANK,PTS,PTS_RANK,REB,REB_RANK,STL,STL_RANK,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,TOV_RANK,VS_PLAYER_ID,VS_PLAYER_NAME,W,W_PCT,W_PCT_RANK,W_RANK
5,9,15,2,2,1,15,On,13,15,5,15,3,15,0.6,1,30,15,13,15,0.433,13,15,15,9,15,0.6,15,4,15,On/Off Court,3,1,16.8266666667,15,8,15,8,12,15,1,1.0,10,38,15,21,15,0,15,BOS,1610612738,Boston Celtics,2.0,1,1627743,"Jackson, Demetrius",1,0.25,15,15
6,350,8,61,84,8,8,On,457,9,471,8,164,8,0.348,11,1241,8,538,8,0.434,12,316,7,265,7,0.839,3,42,1,On/Off Court,16,11,697.413333333,8,135,9,300,289,8,8,-12.0,12,1505,8,592,9,104,8,BOS,1610612738,Boston Celtics,181.0,8,201973,"Jerebko, Jonas",26,0.619,6,1
7,453,6,88,96,10,6,On,560,6,583,6,226,6,0.388,5,1539,6,704,6,0.457,4,315,8,253,8,0.803,9,42,1,On/Off Court,17,14,861.651666667,6,178,6,367,304,7,10,50.0,5,1887,6,738,6,135,6,BOS,1610612738,Boston Celtics,214.0,9,101161,"Johnson, Amir",25,0.595,9,2
8,40,13,5,11,3,14,On,62,13,57,13,18,13,0.316,14,172,13,72,13,0.419,15,51,13,35,13,0.686,13,12,13,On/Off Court,7,3,99.85,13,24,13,38,36,13,3,-45.0,15,197,13,86,13,13,13,BOS,1610612738,Boston Celtics,33.0,3,1626175,"Mickey, Jordan",5,0.417,14,14
9,386,7,59,88,9,9,On,514,7,526,7,187,7,0.356,10,1371,7,610,7,0.445,6,346,6,291,6,0.841,1,37,7,On/Off Court,14,8,774.203333333,7,140,7,327,322,6,9,37.0,6,1698,7,654,7,131,7,BOS,1610612738,Boston Celtics,230.0,10,203482,"Olynyk, Kelly",23,0.622,5,6
10,324,9,65,79,7,7,On,483,8,448,9,147,9,0.328,13,1220,9,524,9,0.43,14,314,9,238,9,0.758,11,38,6,On/Off Court,16,11,682.69,9,140,7,289,285,9,7,5.0,9,1433,9,623,8,102,9,BOS,1610612738,Boston Celtics,170.0,7,1626179,"Rozier, Terry",22,0.579,11,8
11,630,3,98,135,13,5,On,794,3,829,3,299,5,0.361,9,2183,3,966,3,0.443,7,593,2,493,2,0.831,4,40,4,On/Off Court,16,11,1225.55666667,3,244,2,502,532,2,13,80.0,3,2724,3,1038,3,195,2,BOS,1610612738,Boston Celtics,336.0,14,203935,"Smart, Marcus",24,0.6,8,5
12,699,1,135,156,15,1,On,849,1,917,1,358,1,0.39,2,2390,1,1111,1,0.465,3,622,1,523,1,0.841,2,39,5,On/Off Court,14,8,1334.05166667,1,257,1,572,552,1,15,64.0,4,3103,1,1106,1,191,3,BOS,1610612738,Boston Celtics,350.0,15,202738,"Thomas, Isaiah",25,0.641,3,2
13,28,14,9,10,2,13,On,51,14,43,14,16,14,0.372,6,125,14,55,14,0.44,10,38,14,23,14,0.605,14,11,14,On/Off Court,5,2,63.6433333333,14,24,13,18,31,14,2,34.0,7,149,14,75,14,7,14,BOS,1610612738,Boston Celtics,12.0,2,203923,"Young, James",6,0.545,13,13
14,165,11,32,43,5,11,On,222,11,191,11,70,11,0.366,8,597,11,263,11,0.441,9,147,11,109,11,0.741,12,27,11,On/Off Court,12,5,326.64,11,75,11,133,148,11,5,19.0,8,705,11,297,11,48,11,BOS,1610612738,Boston Celtics,82.0,5,203092,"Zeller, Tyler",15,0.556,12,12
0,365,7,92,73,7,7,On,558,7,459,7,177,7,0.386,2,1359,7,624,7,0.459,5,387,7,299,7,0.773,8,28,11,On/Off Court,16,4,785.818333333,7,131,8,323,326,7,7,15.0,3,1724,7,689,7,113,7,POR,1610612757,Portland Trail Blazers,221.0,8,202329,"Aminu, Al-Farouq",12,0.429,3,10
1,49,13,12,7,2,13,On,88,13,79,13,31,13,0.392,1,199,13,91,13,0.457,7,55,13,44,13,0.8,5,20,13,On/Off Court,14,2,117.036666667,13,20,13,40,36,13,2,16.0,2,257,13,108,13,19,13,POR,1610612757,Portland Trail Blazers,37.0,2,1626192,"Connaughton, Pat",6,0.3,14,13
2,564,5,130,134,10,5,On,916,3,744,4,256,5,0.344,11,2332,3,1024,5,0.439,9,727,3,573,2,0.788,6,46,1,On/Off Court,27,12,1326.09333333,3,251,5,628,575,3,12,-173.0,13,2877,5,1167,3,174,5,POR,1610612757,Portland Trail Blazers,388.0,12,203459,"Crabbe, Allen",19,0.413,7,1
3,289,8,68,78,8,8,On,480,8,390,9,146,9,0.374,3,1233,8,541,8,0.439,10,357,8,290,8,0.812,1,41,6,On/Off Court,24,7,695.291666667,8,170,7,346,278,8,8,-71.0,11,1518,8,650,8,96,8,POR,1610612757,Portland Trail Blazers,203.0,7,202334,"Davis, Ed",17,0.415,5,6
4,635,4,145,147,12,3,On,877,4,764,3,282,3,0.369,5,2332,3,1109,4,0.476,3,634,4,495,4,0.781,7,44,4,On/Off Court,25,11,1310.72,4,273,3,594,526,4,11,-24.0,7,2995,3,1150,4,189,4,POR,1610612757,Portland Trail Blazers,371.0,11,203090,"Harkless, Maurice",19,0.432,2,1
5,61,12,14,10,3,12,On,114,12,106,12,37,12,0.349,9,253,12,111,12,0.439,11,83,12,60,12,0.723,12,23,12,On/Off Court,15,3,144.593333333,12,31,12,51,61,12,3,35.0,1,319,12,145,12,21,12,POR,1610612757,Portland Trail Blazers,39.0,3,1627774,"Layman, Jake",8,0.348,12,12
