,AST_PCT,AST_PCT_RANK,AST_RATIO,AST_RATIO_RANK,AST_TO,AST_TO_RANK,COURT_STATUS,DEF_RATING,DEF_RATING_RANK,DREB_PCT,DREB_PCT_RANK,EFG_PCT,EFG_PCT_RANK,GP,GP_RANK,GROUP_SET,L,L_RANK,MIN,MIN_RANK,NET_RATING,NET_RATING_RANK,OFF_RATING,OFF_RATING_RANK,OREB_PCT,OREB_PCT_RANK,PACE,PACE_RANK,PIE,PIE_RANK,REB_PCT,REB_PCT_RANK,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TM_TOV_PCT,TM_TOV_PCT_RANK,TS_PCT,TS_PCT_RANK,VS_PLAYER_ID,VS_PLAYER_NAME,W,W_PCT,W_PCT_RANK,W_RANK
12,0.525,10,15.3,10,1.22,13,On,104.3,14,0.761,15,0.521,10,41,5,On/Off Court,16,11,934.0,6,0.4,12,104.7,11,0.236,1,93.63,7,0.511,11,0.508,12,UTA,1610612762,Utah Jazz,0.163,14,0.559,8,202714,"Mack, Shelvin",25,0.61,15,6
13,0.529,9,16.4,7,1.66,2,On,94.6,2,0.808,3,0.521,9,24,12,On/Off Court,9,4,196.0,13,11.2,2,105.8,10,0.192,14,95.99,3,0.568,3,0.5,14,UTA,1610612762,Utah Jazz,0.128,2,0.554,10,203526,"Neto, Raul",15,0.625,13,13
14,0.488,13,14.4,12,1.21,15,On,105.1,15,0.776,9,0.508,13,27,11,On/Off Court,9,4,224.0,12,-1.0,14,104.0,13,0.23,3,97.1,2,0.479,14,0.509,11,UTA,1610612762,Utah Jazz,0.153,13,0.549,11,203481,"Withey, Jeff",18,0.667,6,11
0,0.541,10,15.8,9,1.42,6,On,111.9,15,0.756,10,0.502,10,37,7,On/Off Court,18,10,525.0,9,-6.5,14,105.5,5,0.28,6,99.84,7,0.469,13,0.515,11,OKC,1610612760,Oklahoma City Thunder,0.147,7,0.544,6,203518,"Abrines, Alex",19,0.514,14,10
1,0.555,5,16.3,5,1.49,3,On,101.1,3,0.793,2,0.507,5,42,5,On/Off Court,17,9,1256.0,3,4.7,2,105.8,4,0.259,10,100.79,5,0.534,2,0.532,4,OKC,1610612760,Oklahoma City Thunder,0.146,5,0.549,3,203500,"Adams, Steven",25,0.595,3,1
2,0.531,11,15.2,12,1.37,9,On,110.7,14,0.77,8,0.492,13,36,9,On/Off Court,15,7,555.0,8,-6.8,15,103.9,8,0.287,5,97.45,14,0.454,15,0.522,7,OKC,1610612760,Oklahoma City Thunder,0.147,6,0.532,13,203902,"Christon, Semaj",21,0.583,4,8
3,0.563,4,14.3,13,1.17,14,On,99.9,2,0.754,11,0.446,15,11,13,On/Off Court,7,3,65.0,14,1.2,7,101.1,14,0.377,1,99.69,8,0.519,5,0.566,1,OKC,1610612760,Oklahoma City Thunder,0.166,15,0.505,15,2555,"Collison, Nick",4,0.364,15,13
4,0.531,13,15.4,11,1.39,8,On,108.7,11,0.749,13,0.504,9,41,6,On/Off Court,19,11,893.0,7,-4.8,11,104.0,7,0.249,12,99.97,6,0.477,11,0.503,13,OKC,1610612760,Oklahoma City Thunder,0.145,2,0.542,8,203924,"Grant, Jerami",22,0.537,12,7
5,0.456,15,13.9,15,1.08,15,On,93.1,1,0.789,3,0.504,8,3,15,On/Off Court,0,1,62.0,15,6.9,1,100.0,15,0.246,14,112.23,1,0.542,1,0.518,9,OKC,1610612760,Oklahoma City Thunder,0.163,14,0.536,10,101141,"Ilyasova, Ersan",3,1.0,1,15
6,0.531,12,16.0,7,1.35,11,On,107.9,10,0.758,9,0.519,1,44,1,On/Off Court,19,11,956.0,5,0.3,9,108.2,1,0.301,2,99.08,11,0.508,7,0.539,3,OKC,1610612760,Oklahoma City Thunder,0.158,12,0.562,1,202683,"Kanter, Enes",25,0.568,7,1
7,0.565,3,16.7,2,1.57,1,On,109.9,13,0.739,14,0.506,7,37,7,On/Off Court,14,5,517.0,10,-6.5,13,103.5,9,0.263,9,97.5,13,0.471,12,0.503,14,OKC,1610612760,Oklahoma City Thunder,0.142,1,0.534,12,203530,"Lauvergne, Joffrey",23,0.622,2,6
8,0.548,7,15.6,10,1.41,7,On,109.0,12,0.75,12,0.485,14,31,11,On/Off Court,14,5,472.0,11,-6.1,12,102.9,11,0.298,3,97.59,12,0.463,14,0.516,10,OKC,1610612760,Oklahoma City Thunder,0.149,9,0.521,14,201627,"Morrow, Anthony",17,0.548,11,11
9,0.543,9,15.9,8,1.34,12,On,101.3,4,0.783,7,0.507,6,35,10,On/Off Court,15,7,1185.0,4,1.7,6,103.0,10,0.248,13,101.56,3,0.51,6,0.521,8,OKC,1610612760,Oklahoma City Thunder,0.156,11,0.543,7,203506,"Oladipo, Victor",20,0.571,5,9
10,0.582,1,16.4,3,1.36,10,On,101.7,5,0.67,15,0.498,12,7,14,On/Off Court,3,2,119.0,13,1.0,8,102.7,12,0.269,7,96.46,15,0.493,9,0.474,15,OKC,1610612760,Oklahoma City Thunder,0.162,13,0.538,9,1626166,"Payne, Cameron",4,0.571,5,13
11,0.547,8,16.2,6,1.47,5,On,101.8,6,0.785,4,0.508,3,44,1,On/Off Court,19,11,1363.0,2,3.5,4,105.2,6,0.252,11,101.04,4,0.524,4,0.526,6,OKC,1610612760,Oklahoma City Thunder,0.146,4,0.548,5,203460,"Roberson, Andre",25,0.568,7,1
12,0.575,2,17.0,1,1.48,4,On,102.4,7,0.783,6,0.507,4,44,1,On/Off Court,19,11,928.0,6,-1.2,10,101.2,13,0.229,15,99.59,9,0.491,10,0.505,12,OKC,1610612760,Oklahoma City Thunder,0.152,10,0.534,11,1627734,"Sabonis, Domantas",25,0.568,7,1
13,0.474,14,14.0,14,1.23,13,On,104.4,9,0.806,1,0.498,11,23,12,On/Off Court,11,4,240.0,12,2.3,5,106.7,3,0.288,4,99.28,10,0.508,8,0.543,2,OKC,1610612760,Oklahoma City Thunder,0.148,8,0.548,4,202713,"Singler, Kyle",12,0.522,13,12
14,0.549,6,16.3,4,1.49,2,On,102.6,8,0.783,5,0.514,2,44,1,On/Off Court,19,11,1523.0,1,4.6,3,107.1,2,0.263,8,102.08,2,0.531,3,0.531,5,OKC,1610612760,Oklahoma City Thunder,0.145,3,0.556,2,201566,"Westbrook, Russell",25,0.568,7,1
0,0.578,12,16.7,10,1.61,15,On,110.0,16,0.758,14,0.472,14,21,11,On/Off Court,15,9,297.0,11,-12.8,17,97.2,16,0.179,8,102.02,3,0.448,15,0.476,9,NOP,1610612740,New Orleans Pelicans,0.135,15,0.515,13,201582,"Ajinca, Alexis",6,0.286,16,12
1,0.592,9,16.7,11,1.62,14,On,103.4,8,0.795,1,0.481,12,29,9,On/Off Court,18,11,474.0,10,-4.0,12,99.5,13,0.209,6,99.38,15,0.465,12,0.496,2,NOP,1610612740,New Orleans Pelicans,0.136,16,0.516,12,201600,"Asik, Omer",11,0.379,10,10
2,0.535,15,14.3,17,1.71,11,On,101.2,3,0.741,15,0.429,17,9,13,On/Off Court,6,5,143.0,14,-3.9,11,97.4,14,0.233,5,94.78,18,0.469,11,0.478,8,NOP,1610612740,New Orleans Pelicans,0.11,2,0.48,17,1626148,"Brown, Anthony",3,0.333,14,13
3,0.592,7,17.3,7,1.76,10,On,101.5,4,0.783,3,0.5,4,31,8,On/Off Court,17,10,782.0,9,1.0,2,102.6,7,0.179,9,99.9,12,0.5,4,0.478,7,NOP,1610612740,New Orleans Pelicans,0.129,13,0.537,6,201967,"Cunningham, Dante",14,0.452,3,8
4,0.61,3,17.8,2,1.88,4,On,102.4,5,0.782,4,0.498,6,41,5,On/Off Court,25,14,1490.0,1,0.5,3,102.9,5,0.178,11,99.96,10,0.507,3,0.483,4,NOP,1610612740,New Orleans Pelicans,0.125,11,0.537,4,203076,"Davis, Anthony",16,0.39,7,3
5,0.562,14,15.4,14,1.86,5,On,107.4,14,0.725,16,0.454,16,8,14,On/Off Court,5,4,94.0,15,-7.5,14,99.9,12,0.262,3,101.06,5,0.444,16,0.46,16,NOP,1610612740,New Orleans Pelicans,0.112,3,0.485,16,1627767,"Diallo, Cheick",3,0.375,11,13
6,0.533,16,15.3,15,1.78,9,On,105.5,11,0.774,9,0.48,13,16,12,On/Off Court,8,7,280.0,12,-4.2,13,101.2,9,0.174,15,98.75,16,0.461,13,0.457,17,NOP,1610612740,New Orleans Pelicans,0.11,1,0.519,11,201936,"Evans, Tyreke",8,0.5,2,11
7,0.619,2,17.9,1,1.85,7,On,106.3,12,0.77,11,0.495,9,36,7,On/Off Court,23,12,951.0,5,-3.4,10,102.9,4,0.195,7,99.8,14,0.489,8,0.481,5,NOP,1610612740,New Orleans Pelicans,0.128,12,0.536,7,204025,"Frazier, Tim",13,0.361,13,9
8,0.573,13,16.0,13,1.7,12,On,104.2,9,0.775,8,0.482,11,43,2,On/Off Court,27,17,923.0,6,-3.1,9,101.1,11,0.179,10,100.23,8,0.478,9,0.466,13,NOP,1610612740,New Orleans Pelicans,0.121,7,0.524,10,204038,"Galloway, Langston",16,0.372,12,3
9,0.481,17,16.4,12,1.86,6,On,128.4,18,0.708,18,0.578,1,3,18,On/Off Court,2,1,30.0,18,-0.8,5,127.6,1,0.273,2,98.42,17,0.517,1,0.5,1,NOP,1610612740,New Orleans Pelicans,0.116,5,0.649,1,203462,"Goodwin, Archie",1,0.333,14,16
10,0.591,10,16.9,8,1.6,16,On,106.5,13,0.776,7,0.485,10,44,1,On/Off Court,27,17,889.0,7,-9.2,15,97.3,15,0.178,13,100.43,7,0.45,14,0.468,12,NOP,1610612740,New Orleans Pelicans,0.138,17,0.515,14,1627741,"Hield, Buddy",17,0.386,8,1
11,0.592,8,17.5,6,1.85,8,On,103.4,7,0.778,6,0.502,3,42,3,On/Off Court,25,14,1156.0,2,-0.9,6,102.4,8,0.168,18,100.15,9,0.494,6,0.473,10,NOP,1610612740,New Orleans Pelicans,0.124,10,0.537,5,203524,"Hill, Solomon",17,0.405,5,1
12,0.599,5,17.6,4,1.88,3,On,99.8,2,0.79,2,0.497,7,29,9,On/Off Court,14,8,882.0,8,1.3,1,101.1,10,0.169,17,100.49,6,0.509,2,0.478,6,NOP,1610612740,New Orleans Pelicans,0.123,9,0.528,9,201950,"Holiday, Jrue",15,0.517,1,7
13,0.597,6,17.5,5,1.97,1,On,103.0,6,0.766,12,0.5,5,42,3,On/Off Court,26,16,1017.0,3,-0.4,4,102.6,6,0.172,16,99.91,11,0.497,5,0.463,15,NOP,1610612740,New Orleans Pelicans,0.116,6,0.532,8,203093,"Jones, Terrence",16,0.381,9,3
14,0.599,4,17.7,3,1.91,2,On,105.1,10,0.763,13,0.504,2,40,6,On/Off Court,24,13,990.0,4,-0.9,7,104.2,3,0.178,12,99.81,13,0.492,7,0.468,11,NOP,1610612740,New Orleans Pelicans,0.121,8,0.542,2,202734,"Moore, E'Twaun",16,0.4,6,3
15,0.479,18,14.0,18,1.42,18,On,119.2,17,0.721,17,0.497,8,7,15,On/Off Court,4,2,85.0,16,-12.8,18,106.4,2,0.247,4,105.7,1,0.435,17,0.452,18,NOP,1610612740,New Orleans Pelicans,0.129,14,0.538,3,202700,"Motiejunas, Donatas",3,0.429,4,13
16,0.628,1,16.8,9,1.52,17,On,92.8,1,0.773,10,0.456,15,6,16,On/Off Court,6,5,162.0,13,-1.5,8,91.2,18,0.176,14,103.41,2,0.472,10,0.464,14,NOP,1610612740,New Orleans Pelicans,0.144,18,0.486,15,202362,"Stephenson, Lance",0,0.0,18,18
17,0.587,11,14.4,16,1.69,13,On,108.0,15,0.782,5,0.421,18,5,17,On/Off Court,4,2,63.0,17,-11.3,16,96.7,17,0.282,1,101.78,4,0.409,18,0.489,3,NOP,1610612740,New Orleans Pelicans,0.115,4,0.463,18,202130,"Williams, Reggie",1,0.2,17,16
0,0.613,4,18.2,4,1.71,5,On,108.5,6,0.814,3,0.539,5,19,11,On/Off Court,13,6,286.0,12,0.5,5,108.9,6,0.209,16,101.03,8,0.49,7,0.504,14,DEN,1610612743,Denver Nuggets,0.141,4,0.575,4,201589,"Arthur, Darrell",6,0.316,13,12
1,0.575,14,16.3,15,1.46,15,On,109.8,9,0.771,15,0.494,15,31,9,On/Off Court,17,7,894.0,6,-4.7,12,105.1,14,0.304,2,100.42,14,0.471,12,0.533,11,DEN,1610612743,Denver Nuggets,0.152,11,0.534,13,203115,"Barton, Will",14,0.452,3,9
2,0.564,15,17.3,8,1.82,4,On,90.3,1,0.839,2,0.555,2,12,14,On/Off Court,6,2,61.0,14,23.4,1,113.6,3,0.241,14,106.42,2,0.613,1,0.55,2,DEN,1610612743,Denver Nuggets,0.126,2,0.581,3,1627736,"Beasley, Malik",6,0.5,1,12
3,0.586,12,17.2,10,1.54,12,On,110.5,10,0.788,8,0.516,9,39,4,On/Off Court,22,10,1195.0,2,-3.4,10,107.1,11,0.268,12,101.31,6,0.483,9,0.532,12,DEN,1610612743,Denver Nuggets,0.151,8,0.556,7,201163,"Chandler, Wilson",17,0.436,5,5
4,0.579,13,16.8,13,1.52,13,On,111.7,11,0.786,10,0.509,11,39,4,On/Off Court,21,9,857.0,7,-4.7,11,107.0,12,0.301,3,100.42,13,0.476,11,0.54,6,DEN,1610612743,Denver Nuggets,0.151,9,0.547,12,202702,"Faried, Kenneth",18,0.462,2,1
5,0.593,7,17.5,7,1.58,7,On,109.8,7,0.777,13,0.523,6,39,4,On/Off Court,22,10,1335.0,1,-0.6,7,109.2,5,0.289,7,100.76,9,0.502,5,0.537,7,DEN,1610612743,Denver Nuggets,0.151,10,0.563,6,201568,"Gallinari, Danilo",17,0.436,5,5
6,0.588,10,16.4,14,1.67,6,On,106.3,2,0.8,6,0.506,12,13,13,On/Off Court,9,4,89.0,13,1.4,3,107.8,8,0.218,15,104.33,3,0.488,8,0.497,15,DEN,1610612743,Denver Nuggets,0.13,3,0.554,10,202087,"Gee, Alonzo",4,0.308,14,14
7,0.656,2,20.0,1,1.84,3,On,115.9,15,0.775,14,0.564,1,19,11,On/Off Court,11,5,513.0,10,1.4,4,117.3,1,0.297,4,99.82,15,0.509,3,0.541,5,DEN,1610612743,Denver Nuggets,0.152,12,0.607,1,203914,"Harris, Gary",8,0.421,9,11
8,0.592,8,16.9,12,1.55,11,On,111.7,12,0.788,9,0.497,14,30,10,On/Off Court,17,7,318.0,11,-7.5,14,104.2,15,0.297,5,100.5,11,0.458,14,0.536,10,DEN,1610612743,Denver Nuggets,0.148,7,0.531,14,1627823,"Hernangomez, Juan",13,0.433,8,10
9,0.641,3,19.4,2,1.85,2,On,109.8,8,0.807,4,0.544,4,39,4,On/Off Court,22,10,998.0,5,3.5,2,113.3,4,0.285,8,100.49,12,0.519,2,0.548,3,DEN,1610612743,Denver Nuggets,0.146,5,0.582,2,203999,"Jokic, Nikola",17,0.436,5,5
10,0.595,6,17.9,5,1.57,10,On,115.6,14,0.879,1,0.544,3,8,15,On/Off Court,6,2,41.0,15,-7.8,15,107.8,7,0.27,11,106.56,1,0.453,15,0.557,1,DEN,1610612743,Denver Nuggets,0.154,14,0.564,5,2034,"Miller, Mike",2,0.25,15,15
11,0.609,5,17.7,6,1.58,8,On,113.0,13,0.779,12,0.515,10,41,3,On/Off Court,23,14,1173.0,3,-6.0,13,107.0,13,0.272,10,101.64,4,0.478,10,0.527,13,DEN,1610612743,Denver Nuggets,0.152,13,0.556,9,1626144,"Mudiay, Emmanuel",18,0.439,4,1
12,0.588,9,17.2,9,1.58,9,On,107.1,3,0.806,5,0.519,7,43,1,On/Off Court,25,15,846.0,8,0.1,6,107.2,10,0.262,13,101.12,7,0.503,4,0.537,8,DEN,1610612743,Denver Nuggets,0.147,6,0.556,8,1627750,"Murray, Jamal",18,0.419,11,1
13,0.586,11,17.2,11,1.5,14,On,108.1,4,0.792,7,0.517,8,43,1,On/Off Court,25,15,1071.0,4,-0.8,8,107.3,9,0.293,6,99.38,16,0.497,6,0.543,4,DEN,1610612743,Denver Nuggets,0.155,15,0.553,11,2749,"Nelson, Jameer",18,0.419,11,1
14,0.56,16,15.6,16,1.18,16,On,108.1,5,0.784,11,0.483,16,38,8,On/Off Court,22,10,713.0,9,-9.8,16,98.3,16,0.282,9,101.39,5,0.459,13,0.536,9,DEN,1610612743,Denver Nuggets,0.176,16,0.519,15,203994,"Nurkic, Jusuf",16,0.421,9,8
15,0.667,1,19.2,3,4.0,1,On,118.3,16,0.571,16,0.5,13,2,16,On/Off Court,2,1,7.0,16,-3.1,9,115.3,2,0.333,1,100.5,10,0.397,16,0.438,16,DEN,1610612743,Denver Nuggets,0.072,1,0.504,16,203950,"Stokes, Jarnell",0,0.0,16,16
0,0.687,10,19.9,10,1.61,10,On,102.0,10,0.728,13,0.54,11,41,8,On/Off Court,6,8,574.0,8,3.7,10,105.7,11,0.221,11,103.05,8,0.546,10,0.5,13,GSW,1610612744,Golden State Warriors,0.167,10,0.575,10,203546,"Clark, Ian",35,0.854,10,8
1,0.731,3,22.2,5,2.19,3,On,100.5,5,0.766,4,0.582,4,44,1,On/Off Court,6,8,1473.0,2,16.7,2,117.2,1,0.23,6,105.64,1,0.608,4,0.516,6,GSW,1610612744,Golden State Warriors,0.142,5,0.619,4,201939,"Curry, Stephen",38,0.864,4,1
2,0.706,7,21.8,6,2.16,6,On,100.2,4,0.766,5,0.579,6,44,1,On/Off Court,6,8,1507.0,1,16.0,4,116.1,4,0.213,12,103.86,4,0.608,2,0.514,7,GSW,1610612744,Golden State Warriors,0.14,2,0.617,5,201142,"Durant, Kevin",38,0.864,4,1
3,0.754,1,22.5,3,2.18,4,On,100.0,3,0.753,11,0.573,8,42,5,On/Off Court,6,8,1393.0,4,15.2,5,115.2,5,0.228,7,104.59,3,0.606,5,0.511,8,GSW,1610612744,Golden State Warriors,0.145,6,0.609,7,203110,"Green, Draymond",36,0.857,7,5
4,0.699,8,21.1,9,2.12,7,On,102.0,9,0.732,12,0.56,9,43,3,On/Off Court,5,5,1083.0,5,11.5,7,113.5,7,0.209,13,103.49,5,0.587,7,0.489,14,GSW,1610612744,Golden State Warriors,0.137,1,0.6,9,2738,"Iguodala, Andre",38,0.884,1,1
5,0.429,15,15.3,14,0.75,15,On,132.5,15,0.5,15,0.708,1,2,15,On/Off Court,1,1,16.0,15,-24.2,15,108.3,9,0.1,15,91.31,15,0.388,15,0.333,15,GSW,1610612744,Golden State Warriors,0.248,15,0.691,1,1627745,"Jones, Damian",1,0.5,15,15
6,0.698,9,21.2,8,1.87,9,On,102.1,11,0.756,10,0.547,10,42,5,On/Off Court,6,8,730.0,7,5.0,9,107.1,10,0.221,10,98.03,13,0.551,9,0.509,10,GSW,1610612744,Golden State Warriors,0.156,8,0.574,11,2733,"Livingston, Shaun",36,0.857,7,5
7,0.672,11,19.4,11,1.53,11,On,101.0,8,0.757,9,0.531,12,34,11,On/Off Court,4,4,285.0,12,3.3,11,104.3,12,0.274,3,101.97,10,0.537,11,0.53,3,GSW,1610612744,Golden State Warriors,0.176,12,0.556,12,1626172,"Looney, Kevon",30,0.882,2,11
8,0.623,13,17.1,13,1.17,13,On,96.9,1,0.722,14,0.489,14,18,13,On/Off Court,3,3,104.0,13,-5.6,13,91.3,15,0.23,5,99.63,12,0.476,12,0.51,9,GSW,1610612744,Golden State Warriors,0.193,14,0.507,15,203949,"McAdoo, James Michael",15,0.833,13,13
9,0.662,12,17.9,12,1.42,12,On,105.0,13,0.762,7,0.505,13,34,11,On/Off Court,5,5,376.0,10,-4.9,12,100.0,13,0.226,8,100.41,11,0.473,13,0.501,12,GSW,1610612744,Golden State Warriors,0.169,11,0.537,13,1627775,"McCaw, Patrick",29,0.853,11,12
10,0.721,4,21.6,7,1.91,8,On,100.7,6,0.766,6,0.576,7,39,10,On/Off Court,6,8,318.0,11,14.4,6,115.1,6,0.278,2,105.62,2,0.6,6,0.551,1,GSW,1610612744,Golden State Warriors,0.16,9,0.607,8,201580,"McGee, JaVale",33,0.846,12,10
11,0.752,2,23.0,1,2.2,2,On,98.5,2,0.785,1,0.588,2,40,9,On/Off Court,5,5,747.0,6,18.6,1,117.1,3,0.242,4,103.42,6,0.613,1,0.53,2,GSW,1610612744,Golden State Warriors,0.149,7,0.619,3,2585,"Pachulia, Zaza",35,0.875,3,8
12,0.72,5,22.5,4,2.23,1,On,100.9,7,0.761,8,0.586,3,43,3,On/Off Court,6,8,1473.0,3,16.2,3,117.2,2,0.224,9,103.2,7,0.608,3,0.518,5,GSW,1610612744,Golden State Warriors,0.141,3,0.62,2,202691,"Thompson, Klay",37,0.86,6,4
13,0.556,14,15.0,15,1.11,14,On,110.2,14,0.778,2,0.48,15,11,14,On/Off Court,2,2,73.0,14,-11.0,14,99.2,14,0.29,1,102.24,9,0.416,14,0.523,4,GSW,1610612744,Golden State Warriors,0.18,13,0.52,14,2760,"Varejao, Anderson",9,0.818,14,14
14,0.706,6,22.5,2,2.18,5,On,102.2,12,0.773,3,0.581,5,42,5,On/Off Court,6,8,484.0,9,10.6,8,112.9,8,0.171,14,97.81,14,0.584,8,0.508,11,GSW,1610612744,Golden State Warriors,0.142,4,0.612,6,2561,"West, David",36,0.857,7,5
0,0.519,14,16.3,11,1.82,6,On,100.4,2,0.813,6,0.503,4,43,5,On/Off Court,23,11,656.0,9,4.1,1,104.5,3,0.187,15,96.93,3,0.528,1,0.512,8,DET,1610612765,Detroit Pistons,0.115,2,0.543,1,203382,"Baynes, Aron",20,0.465,10,4
1,0.603,4,16.5,9,1.46,15,On,102.0,6,0.801,10,0.462,12,8,14,On/Off Court,4,2,168.0,12,-5.7,12,96.2,14,0.256,3,97.96,1,0.464,12,0.523,3,DET,1610612765,Detroit Pistons,0.152,15,0.494,12,203493,"Bullock, Reggie",4,0.5,3,15
2,0.538,9,16.9,4,1.91,4,On,105.2,9,0.792,12,0.51,3,40,7,On/Off Court,22,9,1342.0,3,0.3,5,105.5,2,0.224,9,96.79,4,0.493,7,0.5,14,DET,1610612765,Detroit Pistons,0.117,3,0.536,3,203484,"Caldwell-Pope, Kentavious",18,0.45,13,8
3,0.537,10,16.4,10,1.68,9,On,108.2,13,0.791,13,0.499,5,44,2,On/Off Court,24,14,1336.0,4,-5.8,13,102.4,10,0.237,6,95.75,11,0.457,13,0.5,13,DET,1610612765,Detroit Pistons,0.13,11,0.521,9,203083,"Drummond, Andre",20,0.455,12,4
4,0.667,2,17.7,2,2.0,2,On,105.6,10,0.755,15,0.429,15,14,13,On/Off Court,8,3,56.0,14,-15.5,15,90.2,15,0.208,12,93.53,14,0.433,15,0.481,15,DET,1610612765,Detroit Pistons,0.118,5,0.459,15,1627740,"Ellenson, Henry",6,0.429,14,13
5,0.739,1,20.7,1,8.5,1,On,108.9,14,0.875,1,0.448,13,8,14,On/Off Court,2,1,29.0,15,-0.3,6,108.5,1,0.303,1,92.87,15,0.495,6,0.544,1,DET,1610612765,Detroit Pistons,0.036,1,0.474,14,1627771,"Gbinije, Michael",6,0.75,1,13
6,0.529,12,16.5,6,1.65,10,On,107.1,12,0.811,7,0.513,1,45,1,On/Off Court,24,14,1487.0,1,-3.2,10,103.9,5,0.207,13,97.08,2,0.475,9,0.504,11,DET,1610612765,Detroit Pistons,0.131,12,0.541,2,202699,"Harris, Tobias",21,0.467,9,1
7,0.562,5,16.1,13,1.65,11,On,101.8,5,0.824,3,0.467,11,26,10,On/Off Court,13,5,288.0,11,-3.0,9,98.8,12,0.217,11,95.63,13,0.471,10,0.516,7,DET,1610612765,Detroit Pistons,0.128,7,0.509,11,1626199,"Hilliard, Darrun",13,0.5,3,9
8,0.514,15,15.9,14,1.56,13,On,110.8,15,0.817,5,0.512,2,24,11,On/Off Court,14,6,698.0,7,-7.3,14,103.5,6,0.221,10,96.39,7,0.439,14,0.501,12,DET,1610612765,Detroit Pistons,0.134,14,0.534,5,202704,"Jackson, Reggie",10,0.417,15,12
9,0.531,11,15.5,15,1.55,14,On,105.8,11,0.803,9,0.475,10,41,6,On/Off Court,22,9,684.0,8,-4.5,11,101.3,11,0.251,4,96.22,9,0.467,11,0.518,6,DET,1610612765,Detroit Pistons,0.132,13,0.516,10,1626169,"Johnson, Stanley",19,0.463,11,6
10,0.543,7,16.5,8,1.71,8,On,101.4,4,0.807,8,0.499,6,39,8,On/Off Court,20,8,1042.0,6,2.9,2,104.3,4,0.239,5,96.51,6,0.51,3,0.522,4,DET,1610612765,Detroit Pistons,0.128,8,0.532,6,202720,"Leuer, Jon",19,0.487,5,6
11,0.626,3,16.8,5,1.76,7,On,99.7,1,0.82,4,0.441,14,21,12,On/Off Court,10,4,146.0,13,-1.8,8,97.9,13,0.262,2,95.64,12,0.503,5,0.539,2,DET,1610612765,Detroit Pistons,0.129,10,0.491,13,1626246,"Marjanovic, Boban",11,0.524,2,11
12,0.538,8,16.5,7,1.85,5,On,103.8,8,0.801,11,0.495,7,44,2,On/Off Court,23,11,1431.0,2,-0.4,7,103.5,8,0.232,8,96.34,8,0.49,8,0.507,9,DET,1610612765,Detroit Pistons,0.119,6,0.523,8,202694,"Morris, Marcus",21,0.477,7,1
13,0.559,6,17.0,3,1.93,3,On,103.0,7,0.784,14,0.493,9,44,2,On/Off Court,23,11,1071.0,5,0.4,4,103.5,7,0.233,7,96.77,5,0.503,4,0.506,10,DET,1610612765,Detroit Pistons,0.118,4,0.523,7,202397,"Smith, Ish",21,0.477,7,1
14,0.529,13,16.1,12,1.63,12,On,100.5,3,0.84,2,0.495,8,27,9,On/Off Court,14,6,416.0,10,2.4,3,102.8,9,0.205,14,95.76,10,0.514,2,0.521,5,DET,1610612765,Detroit Pistons,0.128,9,0.535,4,2757,"Udrih, Beno",13,0.481,6,9
0,0.58,5,16.7,4,1.67,5,On,102.6,9,0.777,12,0.482,5,39,5,On/Off Court,18,11,1093.0,4,0.3,8,102.9,8,0.252,6,94.55,13,0.495,8,0.502,10,MEM,1610612763,Memphis Grizzlies,0.134,7,0.522,8,2754,"Allen, Tony",21,0.538,11,6
1,0.539,13,14.0,14,1.15,14,On,106.9,15,0.768,13,0.448,14,23,12,On/Off Court,9,4,304.0,13,-14.2,15,92.6,15,0.196,15,98.05,1,0.414,15,0.477,14,MEM,1610612763,Memphis Grizzlies,0.155,14,0.496,13,1627735,"Baldwin IV, Wade",14,0.609,4,13
2,0.576,7,16.5,6,1.82,2,On,102.4,8,0.811,2,0.494,3,39,5,On/Off Court,19,13,927.0,6,3.5,3,105.9,2,0.233,11,96.39,4,0.525,3,0.516,5,MEM,1610612763,Memphis Grizzlies,0.12,1,0.539,2,1713,"Carter, Vince",20,0.513,15,7
3,0.587,3,17.0,2,1.75,3,On,105.2,13,0.801,3,0.498,2,34,8,On/Off Court,16,7,1103.0,3,1.0,6,106.2,1,0.237,9,95.49,7,0.503,6,0.509,7,MEM,1610612763,Memphis Grizzlies,0.129,3,0.543,1,201144,"Conley, Mike",18,0.529,13,8
4,0.581,4,15.8,8,1.61,7,On,98.5,4,0.781,10,0.474,8,33,9,On/Off Court,16,7,629.0,9,5.4,2,103.9,5,0.259,5,96.77,3,0.533,2,0.509,6,MEM,1610612763,Memphis Grizzlies,0.13,4,0.523,7,203584,"Daniels, Troy",17,0.515,14,9
5,0.473,15,12.3,15,0.96,15,On,97.1,1,0.778,11,0.449,13,23,12,On/Off Court,8,2,171.0,14,-2.0,11,95.1,14,0.259,4,95.31,9,0.47,13,0.519,4,MEM,1610612763,Memphis Grizzlies,0.164,15,0.495,14,1627738,"Davis, Deyonta",15,0.652,2,11
6,0.576,8,16.6,5,1.63,6,On,97.5,2,0.871,1,0.472,10,6,15,On/Off Court,1,1,107.0,15,5.7,1,103.3,6,0.33,1,93.99,14,0.537,1,0.579,1,MEM,1610612763,Memphis Grizzlies,0.143,13,0.502,12,201962,"Douglas, Toney",5,0.833,1,15
