,AST_PCT,AST_PCT_RANK,AST_RATIO,AST_RATIO_RANK,AST_TO,AST_TO_RANK,COURT_STATUS,DEF_RATING,DEF_RATING_RANK,DREB_PCT,DREB_PCT_RANK,EFG_PCT,EFG_PCT_RANK,GP,GP_RANK,GROUP_SET,L,L_RANK,MIN,MIN_RANK,NET_RATING,NET_RATING_RANK,OFF_RATING,OFF_RATING_RANK,OREB_PCT,OREB_PCT_RANK,PACE,PACE_RANK,PIE,PIE_RANK,REB_PCT,REB_PCT_RANK,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TM_TOV_PCT,TM_TOV_PCT_RANK,TS_PCT,TS_PCT_RANK,VS_PLAYER_ID,VS_PLAYER_NAME,W,W_PCT,W_PCT_RANK,W_RANK
7,0.575,9,15.7,9,1.5,11,On,103.7,11,0.799,4,0.479,7,32,10,On/Off Court,15,6,825.0,8,0.5,7,104.2,4,0.262,3,95.2,10,0.497,7,0.521,3,MEM,1610612763,Memphis Grizzlies,0.139,9,0.53,5,203516,"Ennis III, James",17,0.531,12,9
8,0.602,1,16.9,3,1.73,4,On,103.6,10,0.794,5,0.489,4,44,2,On/Off Court,18,11,1504.0,1,1.5,4,105.0,3,0.24,8,94.84,11,0.506,5,0.505,8,MEM,1610612763,Memphis Grizzlies,0.131,5,0.536,3,201188,"Gasol, Marc",26,0.591,5,1
9,0.59,2,16.4,7,1.56,8,On,102.0,7,0.783,8,0.479,6,45,1,On/Off Court,19,13,1324.0,2,-0.4,10,101.5,10,0.231,12,94.81,12,0.495,9,0.501,11,MEM,1610612763,Memphis Grizzlies,0.139,10,0.525,6,203210,"Green, JaMychal",26,0.578,7,1
10,0.57,10,15.5,11,1.51,10,On,100.3,5,0.767,14,0.467,12,43,3,On/Off Court,19,13,1038.0,5,0.1,9,100.3,11,0.249,7,95.41,8,0.493,10,0.496,12,MEM,1610612763,Memphis Grizzlies,0.136,8,0.512,11,1626150,"Harrison, Andrew",24,0.558,10,3
11,0.533,14,14.0,13,1.28,13,On,98.0,3,0.783,9,0.447,15,40,4,On/Off Court,17,9,538.0,10,-2.3,12,95.7,13,0.236,10,97.51,2,0.467,14,0.504,9,MEM,1610612763,Memphis Grizzlies,0.142,11,0.493,15,1626185,"Martin, Jarell",23,0.575,8,4
12,0.578,6,17.5,1,1.85,1,On,105.6,14,0.792,6,0.5,1,19,14,On/Off Court,8,2,343.0,12,-2.4,13,103.1,7,0.206,14,93.22,15,0.471,12,0.485,13,MEM,1610612763,Memphis Grizzlies,0.126,2,0.532,4,202718,"Parsons, Chandler",11,0.579,6,14
13,0.544,12,15.3,12,1.53,9,On,101.1,6,0.79,7,0.471,11,39,5,On/Off Court,17,9,915.0,7,1.0,5,102.1,9,0.281,2,95.7,6,0.509,4,0.522,2,MEM,1610612763,Memphis Grizzlies,0.133,6,0.512,10,2216,"Randolph, Zach",22,0.564,9,5
14,0.554,11,15.6,10,1.42,12,On,104.7,12,0.756,15,0.474,9,24,11,On/Off Court,9,4,418.0,11,-6.6,14,98.2,12,0.207,13,95.74,5,0.471,11,0.472,15,MEM,1610612763,Memphis Grizzlies,0.142,12,0.515,9,1627786,"Williams, Troy",15,0.625,3,11
0,0.589,1,18.2,1,1.77,1,On,103.2,2,0.75,11,0.533,2,39,7,On/Off Court,17,7,1342.0,4,5.8,1,109.0,2,0.228,14,99.74,3,0.536,1,0.494,12,WAS,1610612764,Washington Wizards,0.138,2,0.568,2,203078,"Beal, Bradley",22,0.564,3,4
1,0.544,10,16.4,8,1.36,10,On,111.7,11,0.765,6,0.499,8,39,7,On/Off Court,18,8,475.0,9,-10.5,11,101.1,10,0.264,5,95.76,12,0.433,10,0.509,3,WAS,1610612764,Washington Wizards,0.161,12,0.53,10,203504,"Burke, Trey",21,0.538,5,7
2,0.578,7,17.9,5,1.7,4,On,104.8,6,0.761,7,0.529,3,43,1,On/Off Court,20,12,1506.0,1,3.0,6,107.8,4,0.236,11,99.54,6,0.523,6,0.501,8,WAS,1610612764,Washington Wizards,0.141,5,0.562,5,101162,"Gortat, Marcin",23,0.535,7,1
3,0.0,15,0.0,15,0.0,15,On,0.0,1,1.0,1,0.0,15,1,14,On/Off Court,1,1,1.0,15,0.0,7,0.0,15,0.0,15,58.06,15,0.0,15,0.5,9,WAS,1610612764,Washington Wizards,0.0,1,0.0,15,1627863,"House, Danuel",0,0.0,14,14
4,0.5,14,9.8,14,0.67,14,On,115.2,14,1.0,1,0.315,14,1,14,On/Off Court,1,1,14.0,14,-38.4,15,76.8,14,0.368,1,101.36,1,0.18,14,0.556,1,WAS,1610612764,Washington Wizards,0.2,15,0.371,14,101133,"Mahinmi, Ian",0,0.0,14,14
5,0.584,6,16.2,9,1.54,6,On,104.3,5,0.791,3,0.447,13,19,12,On/Off Court,10,4,219.0,12,-9.1,10,95.2,13,0.253,7,97.46,9,0.454,8,0.512,2,WAS,1610612764,Washington Wizards,0.141,6,0.485,13,1627815,"McClellan, Sheldon",9,0.474,12,12
6,0.588,3,18.1,3,1.69,5,On,103.8,4,0.767,4,0.527,4,42,3,On/Off Court,20,12,1331.0,5,3.9,3,107.6,5,0.235,12,99.6,4,0.524,4,0.506,5,WAS,1610612764,Washington Wizards,0.143,8,0.563,4,202693,"Morris, Markieff",22,0.524,9,4
7,0.506,12,14.9,13,1.08,13,On,108.0,10,0.701,15,0.487,11,25,11,On/Off Court,10,4,221.0,11,-11.6,12,96.4,11,0.253,8,97.16,10,0.418,11,0.471,15,WAS,1610612764,Washington Wizards,0.18,14,0.518,11,203094,"Nicholson, Andrew",15,0.6,1,9
8,0.586,5,15.7,10,1.21,12,On,117.9,15,0.706,13,0.478,12,10,13,On/Off Court,4,3,42.0,13,-22.1,14,95.9,12,0.286,2,90.68,14,0.389,13,0.493,13,WAS,1610612764,Washington Wizards,0.172,13,0.504,12,1627849,"Ochefu, Daniel",6,0.6,1,13
9,0.564,9,17.0,7,1.5,8,On,106.8,9,0.748,12,0.515,6,41,4,On/Off Court,20,12,805.0,6,-1.8,8,105.1,7,0.247,9,98.43,7,0.492,7,0.502,6,WAS,1610612764,Washington Wizards,0.15,9,0.551,6,1626162,"Oubre Jr., Kelly",21,0.512,10,7
10,0.588,2,18.0,4,1.72,3,On,105.1,7,0.766,5,0.527,5,43,1,On/Off Court,20,12,1449.0,3,3.4,4,108.4,3,0.237,10,99.56,5,0.524,5,0.501,7,WAS,1610612764,Washington Wizards,0.141,4,0.565,3,203490,"Porter, Otto",23,0.535,7,1
11,0.514,11,15.4,11,1.45,9,On,103.4,3,0.706,13,0.496,10,28,10,On/Off Court,14,6,414.0,10,3.0,5,106.4,6,0.281,3,94.52,13,0.525,3,0.497,11,WAS,1610612764,Washington Wizards,0.141,7,0.541,7,203107,"Satoransky, Tomas",14,0.5,11,11
12,0.571,8,17.2,6,1.53,7,On,111.9,12,0.757,9,0.503,7,41,4,On/Off Court,19,11,512.0,8,-8.1,9,103.8,8,0.269,4,97.15,11,0.449,9,0.507,4,WAS,1610612764,Washington Wizards,0.151,11,0.539,8,201160,"Smith, Jason",22,0.537,6,4
13,0.503,13,15.2,12,1.32,11,On,114.9,13,0.751,10,0.497,9,33,9,On/Off Court,18,8,575.0,7,-12.7,13,102.2,9,0.261,6,98.21,8,0.411,12,0.491,14,WAS,1610612764,Washington Wizards,0.15,10,0.531,9,201977,"Thornton, Marcus",15,0.455,13,9
14,0.588,4,18.2,2,1.73,2,On,105.3,8,0.758,8,0.534,1,41,4,On/Off Court,18,8,1489.0,2,4.0,2,109.3,1,0.233,13,100.77,2,0.527,2,0.499,10,WAS,1610612764,Washington Wizards,0.141,3,0.571,1,202322,"Wall, John",23,0.561,4,1
0,0.591,1,18.8,1,1.5,2,On,115.8,17,0.717,18,0.646,1,6,17,On/Off Court,5,2,69.0,16,11.3,2,127.2,1,0.273,1,105.47,3,0.561,2,0.504,2,BKN,1610612751,Brooklyn Nets,0.17,16,0.685,1,203112,"Acy, Quincy",1,0.167,14,15
1,0.579,2,15.4,14,1.24,10,On,118.1,18,0.734,15,0.509,10,23,11,On/Off Court,20,8,264.0,14,-10.6,13,107.5,3,0.245,3,104.03,9,0.446,11,0.497,3,BKN,1610612751,Brooklyn Nets,0.162,10,0.571,4,203461,"Bennett, Anthony",3,0.13,15,12
2,0.577,4,16.4,4,1.28,8,On,112.0,14,0.751,11,0.513,7,43,1,On/Off Court,34,17,1142.0,2,-10.6,15,101.4,10,0.172,18,103.7,11,0.44,12,0.467,15,BKN,1610612751,Brooklyn Nets,0.164,11,0.557,7,202711,"Bogdanovic, Bojan",9,0.209,7,1
3,0.545,15,15.3,16,1.13,18,On,108.9,8,0.751,10,0.498,14,39,4,On/Off Court,31,14,1061.0,4,-11.2,16,97.7,15,0.189,13,104.38,7,0.431,14,0.476,13,BKN,1610612751,Brooklyn Nets,0.173,17,0.538,14,202344,"Booker, Trevor",8,0.205,8,4
4,0.574,7,16.0,7,1.49,3,On,107.3,4,0.798,1,0.484,17,20,13,On/Off Court,18,6,386.0,12,-8.3,9,99.0,14,0.172,17,102.76,16,0.457,7,0.48,10,BKN,1610612751,Brooklyn Nets,0.138,2,0.526,17,203915,"Dinwiddie, Spencer",2,0.1,16,14
5,0.521,18,15.1,17,1.21,14,On,114.7,16,0.765,5,0.524,6,10,16,On/Off Court,9,3,151.0,15,-11.4,17,103.3,7,0.207,8,103.59,12,0.398,17,0.458,17,BKN,1610612751,Brooklyn Nets,0.161,9,0.554,9,1627812,"Ferrell, Yogi",1,0.1,16,15
6,0.531,17,15.4,13,1.28,9,On,110.9,12,0.723,17,0.524,4,30,10,On/Off Court,24,9,518.0,9,-5.7,5,105.2,6,0.192,12,103.25,13,0.458,6,0.449,18,BKN,1610612751,Brooklyn Nets,0.154,4,0.565,6,200751,"Foye, Randy",6,0.2,10,10
7,0.576,6,15.9,8,1.23,12,On,108.1,6,0.777,2,0.497,15,37,7,On/Off Court,29,12,749.0,8,-10.6,14,97.5,17,0.185,15,104.48,6,0.432,13,0.472,14,BKN,1610612751,Brooklyn Nets,0.167,12,0.532,15,203120,"Hamilton, Justin",8,0.216,6,4
8,0.571,8,15.4,15,1.18,16,On,107.9,5,0.767,4,0.488,16,40,3,On/Off Court,31,14,903.0,5,-10.2,12,97.7,16,0.212,6,106.01,2,0.426,15,0.492,5,BKN,1610612751,Brooklyn Nets,0.169,14,0.528,16,203925,"Harris, Joe",9,0.225,5,1
9,0.561,11,15.7,10,1.29,7,On,109.2,10,0.735,14,0.504,13,39,4,On/Off Court,31,14,846.0,6,-7.2,8,102.0,9,0.18,16,105.31,4,0.453,8,0.462,16,BKN,1610612751,Brooklyn Nets,0.156,5,0.553,10,1626178,"Hollis-Jefferson, Rondae",8,0.205,8,4
10,0.568,9,15.8,9,1.22,13,On,110.0,11,0.754,9,0.506,11,42,2,On/Off Court,34,17,1134.0,3,-8.8,10,101.2,12,0.206,9,104.25,8,0.447,10,0.485,8,BKN,1610612751,Brooklyn Nets,0.167,13,0.549,12,203930,"Kilpatrick, Sean",8,0.19,12,4
11,0.551,14,16.2,6,1.42,4,On,106.0,2,0.776,3,0.524,5,23,11,On/Off Court,19,7,426.0,10,-0.3,3,105.8,5,0.193,11,104.87,5,0.506,3,0.492,6,BKN,1610612751,Brooklyn Nets,0.148,3,0.567,5,1627747,"LeVert, Caris",4,0.174,13,11
12,0.554,12,15.7,11,1.14,17,On,106.4,3,0.748,12,0.512,9,12,14,On/Off Court,9,3,300.0,13,-6.6,7,99.9,13,0.194,10,107.16,1,0.448,9,0.478,11,BKN,1610612751,Brooklyn Nets,0.177,18,0.552,11,202391,"Lin, Jeremy",3,0.25,2,12
13,0.576,5,16.4,5,1.36,6,On,109.0,9,0.755,7,0.513,8,39,4,On/Off Court,30,13,1144.0,1,-6.1,6,102.9,8,0.187,14,103.71,10,0.468,5,0.482,9,BKN,1610612751,Brooklyn Nets,0.156,7,0.557,8,201572,"Lopez, Brook",9,0.231,3,1
14,0.566,10,16.9,3,1.76,1,On,92.2,1,0.734,15,0.549,2,11,15,On/Off Court,11,5,62.0,17,23.7,1,115.9,2,0.271,2,100.72,18,0.596,1,0.512,1,BKN,1610612751,Brooklyn Nets,0.129,1,0.584,2,1626191,"McCullough, Chris",0,0.0,18,18
15,0.543,16,15.4,12,1.19,15,On,111.4,13,0.761,6,0.504,12,31,9,On/Off Court,24,9,396.0,11,-10.0,11,101.3,11,0.237,4,102.98,15,0.42,16,0.486,7,BKN,1610612751,Brooklyn Nets,0.169,15,0.54,13,2449,"Scola, Luis",7,0.226,4,8
16,0.552,13,14.6,18,1.23,11,On,114.6,15,0.744,13,0.474,18,3,18,On/Off Court,2,1,39.0,18,-18.7,18,95.9,18,0.233,5,102.41,17,0.338,18,0.476,12,BKN,1610612751,Brooklyn Nets,0.156,6,0.498,18,202349,"Vasquez, Greivis",1,0.333,1,15
17,0.578,3,17.0,2,1.4,5,On,108.6,7,0.754,8,0.53,3,35,8,On/Off Court,28,11,781.0,7,-2.3,4,106.3,4,0.21,7,103.02,14,0.489,4,0.496,4,BKN,1610612751,Brooklyn Nets,0.159,8,0.571,3,1627785,"Whitehead, Isaiah",7,0.2,10,8
0,0.587,9,16.5,13,1.44,14,On,110.6,12,0.74,12,0.498,12,36,6,On/Off Court,23,10,855.0,7,-7.5,12,103.1,11,0.205,12,96.34,11,0.458,14,0.475,13,SAC,1610612758,Sacramento Kings,0.149,11,0.55,10,201167,"Afflalo, Arron",13,0.361,11,7
1,0.62,3,17.5,4,1.6,7,On,111.8,13,0.743,10,0.502,11,40,5,On/Off Court,26,12,985.0,6,-8.5,14,103.3,10,0.201,14,97.09,6,0.459,13,0.468,14,SAC,1610612758,Sacramento Kings,0.144,7,0.548,11,2440,"Barnes, Matt",14,0.35,13,6
2,0.605,7,17.2,6,1.45,13,On,104.3,2,0.756,7,0.496,14,22,12,On/Off Court,13,5,397.0,11,-1.6,4,102.7,13,0.258,1,97.21,5,0.492,7,0.501,5,SAC,1610612758,Sacramento Kings,0.16,15,0.538,13,201956,"Casspi, Omri",9,0.409,3,12
3,0.608,6,16.7,11,1.49,11,On,108.5,8,0.717,14,0.473,16,36,6,On/Off Court,23,10,395.0,12,-12.1,16,96.4,16,0.203,13,97.03,7,0.414,16,0.45,15,SAC,1610612758,Sacramento Kings,0.148,8,0.508,16,1626161,"Cauley-Stein, Willie",13,0.361,11,7
4,0.586,10,17.2,8,1.64,4,On,110.3,11,0.768,6,0.514,7,35,8,On/Off Court,22,9,1027.0,3,-4.4,10,106.0,7,0.218,8,96.48,8,0.48,11,0.485,9,SAC,1610612758,Sacramento Kings,0.138,2,0.555,7,201954,"Collison, Darren",13,0.371,8,7
5,0.594,8,17.2,7,1.63,5,On,109.4,9,0.755,8,0.518,5,42,3,On/Off Court,26,12,1450.0,1,-1.7,5,107.8,5,0.221,7,96.38,9,0.499,6,0.487,8,SAC,1610612758,Sacramento Kings,0.14,4,0.566,5,202326,"Cousins, DeMarcus",16,0.381,5,1
6,0.767,1,22.7,1,2.09,2,On,120.9,16,0.515,16,0.575,4,2,15,On/Off Court,1,1,35.0,14,-6.4,11,114.5,3,0.231,5,96.3,12,0.511,5,0.39,16,SAC,1610612758,Sacramento Kings,0.152,13,0.615,4,200770,"Farmar, Jordan",1,0.5,1,13
7,0.568,14,16.4,14,1.55,8,On,104.8,3,0.777,5,0.502,10,30,11,On/Off Court,19,7,1013.0,5,1.7,3,106.5,6,0.242,2,98.07,1,0.516,3,0.507,4,SAC,1610612758,Sacramento Kings,0.14,3,0.552,9,200752,"Gay, Rudy",11,0.367,9,11
8,0.571,13,16.6,12,1.49,10,On,105.2,4,0.781,3,0.492,15,43,1,On/Off Court,27,15,840.0,8,-3.2,8,102.0,15,0.238,4,96.17,13,0.491,8,0.51,3,SAC,1610612758,Sacramento Kings,0.148,9,0.533,15,201585,"Koufos, Kosta",16,0.372,6,1
9,0.613,4,20.9,2,2.38,1,On,106.7,6,0.697,15,0.614,1,5,14,On/Off Court,5,3,33.0,15,15.9,1,122.7,1,0.24,3,95.68,14,0.609,1,0.5,6,SAC,1610612758,Sacramento Kings,0.121,1,0.632,2,1627746,"Labissiere, Skal",0,0.0,15,15
10,0.572,12,16.2,15,1.41,15,On,106.2,5,0.742,11,0.497,13,41,4,On/Off Court,26,12,1023.0,4,-3.4,9,102.8,12,0.217,10,97.41,2,0.482,10,0.483,10,SAC,1610612758,Sacramento Kings,0.15,12,0.544,12,201951,"Lawson, Ty",15,0.366,10,4
11,0.565,15,17.2,9,1.62,6,On,110.2,10,0.783,2,0.507,9,33,9,On/Off Court,18,6,495.0,10,-8.0,13,102.2,14,0.218,9,94.31,15,0.46,12,0.489,7,SAC,1610612758,Sacramento Kings,0.14,5,0.535,14,203463,"McLemore, Ben",15,0.455,2,4
12,0.333,16,10.7,16,0.67,16,On,98.2,1,0.778,4,0.583,3,2,15,On/Off Court,2,2,9.0,16,9.7,2,107.9,4,0.167,16,87.73,16,0.527,2,0.533,1,SAC,1610612758,Sacramento Kings,0.19,16,0.618,3,1627834,"Papagiannis, Georgios",0,0.0,15,15
13,0.632,2,19.6,3,1.85,3,On,120.1,15,0.791,1,0.597,2,8,13,On/Off Court,7,4,47.0,13,-1.9,6,118.2,2,0.176,15,96.35,10,0.513,4,0.519,2,SAC,1610612758,Sacramento Kings,0.141,6,0.64,1,1627781,"Richardson, Malachi",1,0.125,14,13
14,0.585,11,16.8,10,1.48,12,On,107.2,7,0.749,9,0.51,8,43,1,On/Off Court,27,15,1119.0,2,-2.8,7,104.4,9,0.212,11,97.32,3,0.489,9,0.48,11,SAC,1610612758,Sacramento Kings,0.148,10,0.554,8,202066,"Temple, Garrett",16,0.372,6,1
15,0.609,5,17.3,5,1.5,9,On,114.6,14,0.74,13,0.515,6,31,10,On/Off Court,19,7,672.0,9,-8.9,15,105.7,8,0.226,6,97.27,4,0.452,15,0.475,12,SAC,1610612758,Sacramento Kings,0.152,14,0.56,6,201229,"Tolliver, Anthony",12,0.387,4,10
0,0.624,8,18.5,6,1.66,7,On,106.4,6,0.767,5,0.561,2,44,6,On/Off Court,12,9,1332.0,4,7.7,6,114.1,3,0.256,5,101.25,9,0.534,6,0.511,9,HOU,1610612745,Houston Rockets,0.151,7,0.596,3,201583,"Anderson, Ryan",32,0.727,5,6
1,0.635,6,18.7,4,1.71,4,On,106.6,7,0.771,4,0.558,4,47,1,On/Off Court,13,12,1619.0,2,7.2,8,113.8,4,0.251,10,102.1,3,0.531,8,0.512,8,HOU,1610612745,Houston Rockets,0.149,5,0.595,4,2772,"Ariza, Trevor",34,0.723,6,1
2,0.65,1,19.3,2,1.88,1,On,104.6,4,0.753,10,0.555,6,33,9,On/Off Court,8,5,1018.0,5,9.0,3,113.5,5,0.254,8,101.34,8,0.545,1,0.503,10,HOU,1610612745,Houston Rockets,0.141,1,0.586,5,201976,"Beverley, Patrick",25,0.758,3,9
3,0.646,2,19.0,3,1.81,2,On,102.5,2,0.755,9,0.551,7,47,1,On/Off Court,13,12,743.0,9,9.0,2,111.5,7,0.247,12,100.09,11,0.543,5,0.501,12,HOU,1610612745,Houston Rockets,0.144,2,0.58,8,201147,"Brewer, Corey",34,0.723,6,1
4,0.44,13,11.4,13,0.92,13,On,112.3,13,0.651,15,0.408,14,13,13,On/Off Court,4,3,39.0,13,-35.3,13,77.0,14,0.136,15,98.04,15,0.26,13,0.391,15,HOU,1610612745,Houston Rockets,0.152,9,0.417,15,201628,"Brown, Bobby",9,0.692,14,13
5,0.641,4,19.4,1,1.76,3,On,107.9,10,0.766,7,0.556,5,32,10,On/Off Court,9,7,743.0,8,4.3,9,112.1,6,0.27,4,99.15,13,0.514,10,0.521,3,HOU,1610612745,Houston Rockets,0.152,11,0.583,6,203991,"Capela, Clint",23,0.719,11,10
6,0.638,5,18.3,8,1.64,10,On,105.0,5,0.744,11,0.537,9,47,1,On/Off Court,13,12,913.0,6,3.2,10,108.2,10,0.245,13,100.55,10,0.516,9,0.498,14,HOU,1610612745,Houston Rockets,0.152,10,0.567,10,1626155,"Dekker, Sam",34,0.723,6,1
7,0.566,11,16.0,12,1.04,12,On,109.8,12,0.741,13,0.516,12,27,11,On/Off Court,8,5,179.0,12,-12.6,12,97.2,12,0.255,7,98.07,14,0.401,12,0.502,11,HOU,1610612745,Houston Rockets,0.204,13,0.536,12,203898,"Ennis, Tyler",19,0.704,13,11
8,0.62,10,18.0,10,1.64,9,On,102.7,3,0.76,8,0.544,8,45,5,On/Off Court,12,9,1378.0,3,8.6,4,111.3,8,0.25,11,101.64,7,0.544,4,0.512,7,HOU,1610612745,Houston Rockets,0.148,4,0.581,7,201569,"Gordon, Eric",33,0.733,4,5
9,0.63,7,18.5,5,1.69,5,On,106.8,8,0.773,3,0.56,3,47,1,On/Off Court,13,12,1715.0,1,7.5,7,114.3,2,0.255,6,101.94,4,0.533,7,0.516,6,HOU,1610612745,Houston Rockets,0.149,6,0.597,2,201935,"Harden, James",34,0.723,6,1
10,0.62,9,18.4,7,1.64,8,On,107.4,9,0.726,14,0.567,1,38,8,On/Off Court,9,7,745.0,7,8.5,5,115.9,1,0.252,9,101.89,5,0.544,3,0.5,13,HOU,1610612745,Houston Rockets,0.151,8,0.609,1,1626149,"Harrell, Montrezl",29,0.763,2,7
11,0.549,12,16.4,11,1.2,11,On,109.2,11,0.742,12,0.534,11,25,12,On/Off Court,7,4,199.0,11,-3.2,11,106.0,11,0.287,2,99.49,12,0.463,11,0.519,4,HOU,1610612745,Houston Rockets,0.182,12,0.565,11,203909,"McDaniels, KJ",18,0.72,10,12
12,0.641,3,18.1,9,1.67,6,On,99.7,1,0.806,2,0.536,10,41,7,On/Off Court,12,9,692.0,10,9.2,1,108.9,9,0.245,14,102.96,2,0.544,2,0.517,5,HOU,1610612745,Houston Rockets,0.146,3,0.568,9,2403,Nene,29,0.707,12,7
13,0.286,15,7.1,15,0.4,14,On,132.5,15,1.0,1,0.375,15,2,15,On/Off Court,1,1,10.0,15,-51.9,15,80.6,13,0.333,1,109.73,1,0.189,15,0.579,1,HOU,1610612745,Houston Rockets,0.224,14,0.422,14,1627778,"Onuaku, Chinanu",1,0.5,15,15
14,0.368,14,9.1,14,0.39,15,On,120.0,14,0.767,5,0.429,13,9,14,On/Off Court,1,1,29.0,14,-44.3,14,75.7,15,0.276,3,101.85,6,0.224,14,0.525,2,HOU,1610612745,Houston Rockets,0.29,15,0.451,13,1627787,"Wiltjer, Kyle",8,0.889,1,14
0,0.56,5,16.3,3,1.64,1,On,103.8,6,0.769,7,0.478,3,43,3,On/Off Court,21,12,1578.0,1,2.5,2,106.3,2,0.299,8,96.93,7,0.521,2,0.532,5,CHI,1610612741,Chicago Bulls,0.135,4,0.529,3,202710,"Butler, Jimmy",22,0.512,4,1
1,0.524,13,14.4,13,1.34,12,On,105.7,11,0.725,15,0.455,14,28,11,On/Off Court,15,5,519.0,9,-6.2,14,99.4,14,0.278,13,96.78,8,0.454,14,0.495,15,CHI,1610612741,Chicago Bulls,0.143,9,0.501,14,203477,"Canaan, Isaiah",13,0.464,13,10
2,0.554,8,15.3,8,1.36,10,On,105.8,12,0.806,1,0.465,11,18,13,On/Off Court,7,2,392.0,11,-4.1,12,101.7,11,0.298,9,97.77,3,0.478,10,0.543,1,CHI,1610612741,Chicago Bulls,0.152,14,0.515,8,203487,"Carter-Williams, Michael",11,0.611,2,13
3,0.561,4,15.0,11,1.38,9,On,103.4,4,0.772,4,0.459,13,37,6,On/Off Court,19,8,539.0,8,-1.5,9,101.9,10,0.306,4,96.06,11,0.47,12,0.532,7,CHI,1610612741,Chicago Bulls,0.147,12,0.508,12,1626245,"Felicio, Cristiano",18,0.486,8,6
4,0.56,6,16.4,2,1.58,6,On,104.0,7,0.769,6,0.472,7,44,2,On/Off Court,22,14,1212.0,4,0.0,5,104.0,6,0.3,6,97.8,2,0.507,4,0.533,4,CHI,1610612741,Chicago Bulls,0.141,7,0.52,7,201959,"Gibson, Taj",22,0.5,5,1
5,0.53,12,15.3,9,1.63,2,On,104.0,8,0.772,3,0.479,1,34,8,On/Off Court,20,11,500.0,10,2.3,3,106.3,1,0.291,11,95.45,13,0.502,6,0.526,9,CHI,1610612741,Chicago Bulls,0.126,2,0.527,4,1626170,"Grant, Jerian",14,0.412,14,9
6,0.5,15,4.0,15,0.5,15,On,85.6,1,0.769,5,0.114,15,3,15,On/Off Court,1,1,9.0,15,-57.8,15,27.8,15,0.316,1,93.17,14,-0.571,15,0.5,13,CHI,1610612741,Chicago Bulls,0.111,1,0.114,15,1626154,"Hunter, RJ",2,0.667,1,15
7,0.559,7,16.2,4,1.6,3,On,106.2,15,0.768,8,0.468,8,45,1,On/Off Court,23,15,1272.0,2,-2.8,10,103.3,7,0.302,5,96.39,9,0.497,8,0.532,6,CHI,1610612741,Chicago Bulls,0.138,6,0.514,9,201577,"Lopez, Robin",22,0.489,7,1
8,0.566,3,16.1,5,1.51,8,On,105.6,10,0.766,10,0.478,4,32,9,On/Off Court,16,6,821.0,7,-0.2,6,105.3,3,0.3,7,97.15,5,0.506,5,0.535,3,CHI,1610612741,Chicago Bulls,0.144,10,0.532,1,203926,"McDermott, Doug",16,0.5,5,8
9,0.567,2,15.6,7,1.54,7,On,103.3,3,0.761,11,0.474,6,39,5,On/Off Court,19,8,901.0,6,1.7,4,105.1,4,0.274,14,96.97,6,0.509,3,0.517,11,CHI,1610612741,Chicago Bulls,0.135,5,0.53,2,202703,"Mirotic, Nikola",20,0.513,3,4
10,0.521,14,14.4,14,1.34,11,On,106.0,14,0.745,13,0.466,9,30,10,On/Off Court,18,7,364.0,12,-4.6,13,101.4,13,0.282,12,95.75,12,0.458,13,0.501,12,CHI,1610612741,Chicago Bulls,0.143,8,0.51,11,1626171,"Portis, Bobby",12,0.4,15,12
11,0.582,1,17.0,1,1.6,4,On,105.5,9,0.76,12,0.478,5,36,7,On/Off Court,19,8,1013.0,5,-1.4,8,104.1,5,0.307,3,97.89,1,0.501,7,0.531,8,CHI,1610612741,Chicago Bulls,0.146,11,0.523,6,200765,"Rondo, Rajon",17,0.472,11,7
12,0.545,10,15.0,10,1.32,13,On,103.7,5,0.732,14,0.478,2,27,12,On/Off Court,14,4,322.0,13,-0.8,7,102.9,8,0.269,15,96.33,10,0.474,11,0.498,14,CHI,1610612741,Chicago Bulls,0.15,13,0.527,5,1627756,"Valentine, Denzel",13,0.481,9,10
13,0.553,9,15.7,6,1.6,5,On,105.9,13,0.766,9,0.461,12,40,4,On/Off Court,21,12,1220.0,3,-3.1,11,102.8,9,0.295,10,97.45,4,0.486,9,0.523,10,CHI,1610612741,Chicago Bulls,0.134,3,0.51,10,2548,"Wade, Dwyane",19,0.475,10,5
14,0.538,11,14.6,12,1.29,14,On,98.6,2,0.774,2,0.466,10,15,14,On/Off Court,8,3,164.0,14,3.1,1,101.7,12,0.313,2,93.12,15,0.524,1,0.54,2,CHI,1610612741,Chicago Bulls,0.154,15,0.507,13,1627835,"Zipser, Paul",7,0.467,12,14
0,0.485,14,14.2,13,1.3,10,On,106.3,1,0.758,6,0.484,11,36,8,On/Off Court,21,6,560.0,10,-0.8,1,105.5,4,0.312,1,100.04,8,0.48,3,0.528,1,LAL,1610612747,Los Angeles Lakers,0.145,3,0.529,9,204028,"Black, Tarik",15,0.417,1,4
1,0.621,1,16.6,4,1.29,11,On,115.9,13,0.784,2,0.453,14,21,12,On/Off Court,15,3,259.0,12,-24.7,14,91.2,14,0.257,6,99.88,10,0.351,14,0.494,8,LAL,1610612747,Los Angeles Lakers,0.174,15,0.48,14,101181,"Calderon, Jose",6,0.286,12,12
