,AVG_DRIB_PER_TOUCH,AVG_SEC_PER_TOUCH,ELBOW_TOUCHES,FRONT_CT_TOUCHES,GP,L,MIN,PAINT_TOUCHES,PLAYER_ID,PLAYER_NAME,POINTS,POST_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_TOUCH,TEAM_ABBREVIATION,TEAM_ID,TIME_OF_POSS,TOUCHES,W
183,0.31,0.95,9,114,25,9,165.0,1,2592,James Jones,64,2,0.0,0.0,1.5,0.254,CLE,1610612739,4.0,252,16
184,0.54,1.33,5,84,16,3,88.0,17,203949,James Michael McAdoo,17,19,0.4,0.529,0.474,0.123,GSW,1610612744,3.1,138,13
185,0.66,1.36,2,54,11,5,64.0,2,203923,James Young,14,1,1.0,1.0,2.0,0.187,BOS,1610612738,1.7,75,6
186,0.47,1.08,43,866,30,21,682.0,23,201162,Jared Dudley,239,25,0.279,0.609,0.52,0.154,PHX,1610612756,28.1,1557,9
187,0.51,1.3,31,402,38,16,532.0,31,1626185,Jarell Martin,155,42,0.452,0.71,0.714,0.175,MEM,1610612763,19.3,888,22
188,0.2,1.1,0,3,2,2,7.0,2,203950,Jarnell Stokes,3,2,0.0,1.0,1.0,0.6,DEN,1610612743,0.1,5,0
189,0.2,1.01,92,395,38,18,450.0,16,201160,Jason Smith,161,17,0.25,0.875,1.0,0.19,WAS,1610612764,14.3,846,20
190,1.41,1.95,17,474,35,18,617.0,7,1891,Jason Terry,116,8,0.235,0.0,0.0,0.18,MIL,1610612749,21.0,645,17
191,1.3,1.75,2,537,40,15,524.0,28,1627759,Jaylen Brown,191,46,0.0,0.929,0.783,0.28,BOS,1610612738,19.9,681,25
192,0.98,1.95,20,1057,42,25,986.0,21,201145,Jeff Green,387,39,0.2,1.095,0.769,0.273,ORL,1610612753,46.1,1418,17
193,5.29,5.09,27,2680,39,18,1254.0,8,201952,Jeff Teague,610,12,0.259,1.0,0.667,0.201,IND,1610612754,257.1,3029,21
194,0.24,1.09,16,161,26,9,223.0,31,203481,Jeff Withey,68,30,0.313,1.065,1.1,0.204,UTA,1610612762,6.0,334,17
195,0.58,1.34,29,649,42,20,905.0,25,203924,Jerami Grant,261,34,0.483,1.24,1.088,0.236,OKC,1610612760,24.7,1107,22
196,2.21,3.02,19,615,28,14,498.0,17,203087,Jeremy Lamb,258,14,0.737,1.176,1.429,0.336,CHA,1610612766,38.7,769,14
197,4.11,4.32,5,471,8,6,203.0,7,202391,Jeremy Lin,119,9,0.4,0.0,0.222,0.215,BKN,1610612751,39.8,553,2
198,3.91,3.93,8,757,32,18,486.0,7,1626170,Jerian Grant,162,10,0.25,1.0,0.7,0.185,CHI,1610612741,57.2,874,14
199,4.13,4.31,1,188,3,2,71.0,2,201573,Jerryd Bayless,33,6,0.0,0.0,0.0,0.155,PHI,1610612755,15.3,213,1
200,3.14,4.03,55,2288,39,19,1442.0,57,202710,Jimmy Butler,972,85,0.436,0.825,0.753,0.363,CHI,1610612741,180.3,2681,20
201,0.42,1.32,133,1007,38,24,877.0,95,201149,Joakim Noah,214,87,0.128,0.6,0.644,0.112,NYK,1610612752,42.0,1909,14
202,1.26,1.89,12,513,23,13,505.0,7,201975,Jodie Meeks,209,6,0.167,1.429,1.667,0.339,ORL,1610612753,19.4,616,10
203,1.16,1.81,18,846,34,27,782.0,24,203925,Joe Harris,302,28,0.833,0.833,0.714,0.282,BKN,1610612751,32.3,1070,7
204,1.58,2.44,23,1139,43,16,876.0,13,204060,Joe Ingles,278,20,0.087,0.308,0.25,0.206,UTA,1610612762,54.9,1352,27
205,1.89,2.61,38,1071,42,16,932.0,12,2207,Joe Johnson,349,34,0.579,0.667,0.441,0.265,UTA,1610612762,57.3,1316,26
206,5.16,5.32,2,228,19,9,104.0,1,1626202,Joe Young,49,1,0.5,2.0,2.0,0.198,IND,1610612754,21.9,247,10
207,0.63,1.28,1,17,9,3,20.0,7,1627762,Joel Bolomboy,8,5,0.0,0.857,1.0,0.211,UTA,1610612762,0.8,38,6
208,0.71,1.95,115,1241,28,17,709.0,108,203954,Joel Embiid,551,172,0.2,1.0,0.901,0.313,PHI,1610612755,57.3,1763,11
209,0.54,1.33,29,504,37,14,517.0,56,203530,Joffrey Lauvergne,196,63,0.345,0.732,0.651,0.217,OKC,1610612760,20.0,905,23
210,0.36,1.47,169,601,37,19,747.0,174,203089,John Henson,246,181,0.118,0.759,0.796,0.26,MIL,1610612749,23.2,946,18
211,1.26,2.38,1,12,4,4,13.0,0,203098,John Jenkins,7,0,0.0,0.0,0.0,0.438,PHX,1610612756,0.6,16,0
212,3.5,3.86,0,17,5,2,11.0,0,101249,John Lucas III,2,0,0.0,0.0,0.0,0.118,MIN,1610612750,1.1,17,3
213,5.87,5.8,26,3014,38,17,1377.0,10,202322,John Wall,870,10,0.346,0.4,0.4,0.257,WAS,1610612764,327.3,3386,21
214,0.51,1.52,69,902,37,19,990.0,59,202720,Jon Leuer,402,75,0.275,1.169,1.187,0.227,DET,1610612765,44.9,1769,18
215,0.46,1.1,14,684,41,15,681.0,23,201973,Jonas Jerebko,184,27,0.0,0.652,0.778,0.14,BOS,1610612738,24.1,1310,26
216,0.34,1.53,67,783,37,12,998.0,132,202685,Jonas Valanciunas,452,156,0.448,1.25,1.147,0.263,TOR,1610612761,43.8,1717,25
217,4.2,4.2,4,502,17,13,231.0,0,1626780,Jonathan Gibson,106,3,0.0,0.0,0.0,0.184,DAL,1610612742,40.3,576,4
218,2.18,2.75,18,906,39,8,729.0,19,203613,Jonathon Simmons,244,19,0.333,0.579,0.526,0.222,SAS,1610612759,50.5,1101,31
219,2.72,3.5,30,1500,45,30,1220.0,28,203903,Jordan Clarkson,626,35,0.567,0.964,0.886,0.352,LAL,1610612747,103.6,1779,15
220,4.35,4.5,1,85,2,1,35.0,1,200770,Jordan Farmar,12,1,0.0,0.0,0.0,0.125,SAC,1610612758,7.2,96,1
221,0.54,1.93,3,28,5,3,40.0,1,201941,Jordan Hill,10,1,0.0,0.0,0.0,0.192,MIN,1610612750,1.7,52,2
222,2.73,3.24,9,323,27,9,288.0,6,203895,Jordan McRae,131,7,0.444,0.667,0.571,0.309,CLE,1610612739,22.9,424,18
223,0.69,1.38,3,100,10,5,82.0,11,1626175,Jordan Mickey,26,16,0.667,0.818,0.563,0.152,BOS,1610612738,3.9,171,5
224,3.67,3.98,7,416,18,13,214.0,4,101181,Jose Calderon,71,2,0.286,0.0,0.0,0.132,LAL,1610612747,35.7,538,5
225,0.94,1.9,69,488,22,16,381.0,17,201177,Josh McRoberts,107,27,0.029,0.471,0.407,0.123,MIA,1610612748,27.6,869,6
226,3.42,3.57,23,1187,28,21,875.0,13,1626196,Josh Richardson,314,18,0.304,0.154,0.333,0.206,MIA,1610612748,90.8,1525,7
227,3.6,3.79,28,1678,27,13,829.0,20,201950,Jrue Holiday,375,26,0.393,0.7,0.538,0.181,NOP,1610612740,131.1,2076,14
228,0.61,1.28,4,177,26,16,264.0,14,1627823,Juan Hernangomez,85,18,0.0,0.929,0.833,0.275,DEN,1610612743,6.6,309,10
229,1.46,2.39,157,1601,40,26,1182.0,87,203944,Julius Randle,534,85,0.325,0.92,0.776,0.22,LAL,1610612747,96.8,2432,14
230,0.91,1.89,23,699,36,26,580.0,13,1626147,Justin Anderson,252,12,0.696,0.462,0.5,0.239,DAL,1610612742,33.2,1053,10
231,0.36,1.07,24,646,31,25,619.0,41,203120,Justin Hamilton,228,54,0.042,1.098,1.056,0.203,BKN,1610612751,20.0,1121,6
232,0.96,1.71,26,878,42,24,803.0,29,203200,Justin Holiday,303,35,0.462,1.138,1.057,0.279,NYK,1610612752,31.0,1087,18
233,2.42,2.92,29,757,18,14,625.0,18,1626159,Justise Winslow,196,24,0.138,0.611,0.792,0.173,MIA,1610612748,55.0,1131,4
234,0.51,1.53,74,828,34,21,663.0,120,203994,Jusuf Nurkic,309,172,0.243,0.825,0.779,0.214,DEN,1610612743,36.8,1444,13
235,1.03,1.99,2,140,22,6,192.0,12,203909,KJ McDaniels,71,13,1.0,0.667,1.077,0.394,HOU,1610612745,6.0,180,16
236,0.49,1.66,195,1836,41,27,1465.0,140,1626157,Karl-Anthony Towns,895,201,0.328,0.95,0.821,0.294,MIN,1610612750,84.0,3045,14
237,2.8,3.47,64,1745,37,8,1225.0,35,202695,Kawhi Leonard,897,43,0.484,0.886,0.953,0.448,SAS,1610612759,115.8,2004,29
238,5.93,5.25,4,423,23,9,241.0,1,1627770,Kay Felder,114,1,0.0,0.0,0.0,0.231,CLE,1610612739,43.2,494,14
239,0.55,1.42,32,939,35,12,736.0,77,203482,Kelly Olynyk,301,88,0.063,0.935,0.886,0.203,BOS,1610612738,35.1,1480,23
240,0.97,1.55,16,588,38,19,733.0,21,1626162,Kelly Oubre Jr.,232,22,0.563,0.571,0.682,0.27,WAS,1610612764,22.1,858,19
241,5.43,5.33,21,2996,40,20,1356.0,11,202689,Kemba Walker,919,23,0.429,0.727,0.522,0.268,CHA,1610612766,304.3,3427,20
242,0.54,1.35,53,590,34,19,748.0,104,202702,Kenneth Faried,316,123,0.453,0.933,0.911,0.27,DEN,1610612743,26.4,1171,15
243,1.73,2.29,28,1337,39,17,1064.0,31,203145,Kent Bazemore,404,41,0.393,0.806,0.659,0.236,ATL,1610612737,65.2,1712,22
244,1.45,2.25,71,1358,39,21,1306.0,21,203484,Kentavious Caldwell-Pope,566,21,0.465,0.667,0.667,0.35,DET,1610612765,60.7,1618,18
245,1.57,2.49,134,1962,41,6,1410.0,82,201142,Kevin Durant,1059,90,0.552,1.171,1.089,0.412,GSW,1610612744,106.6,2569,35
246,0.4,1.58,108,1266,36,9,1137.0,73,201567,Kevin Love,744,124,0.148,0.808,0.847,0.335,CLE,1610612739,58.6,2224,27
247,0.47,1.34,24,188,22,11,234.0,28,202338,Kevin Seraphin,92,34,0.333,1.0,0.824,0.254,IND,1610612754,8.1,362,11
248,0.41,1.26,23,229,31,4,264.0,61,1626172,Kevon Looney,86,64,0.304,0.902,0.797,0.21,GSW,1610612744,8.6,409,27
249,1.26,1.91,96,1577,40,6,1374.0,73,202691,Klay Thompson,857,75,0.563,1.164,1.12,0.454,GSW,1610612744,60.1,1889,34
250,0.33,1.34,94,539,40,24,767.0,151,201585,Kosta Koufos,242,165,0.138,0.834,0.782,0.227,SAC,1610612758,23.8,1066,16
251,4.22,4.67,11,1278,41,27,680.0,9,1627739,Kris Dunn,160,22,0.0,0.222,0.182,0.106,MIN,1610612750,117.2,1506,14
252,0.44,1.22,48,439,32,12,353.0,44,2743,Kris Humphries,148,52,0.229,0.591,0.423,0.194,ATL,1610612737,15.5,763,20
253,0.45,1.45,132,1424,36,19,1227.0,102,204001,Kristaps Porzingis,700,120,0.447,0.922,1.017,0.312,NYK,1610612752,54.2,2246,17
254,1.45,2.16,11,463,34,7,443.0,18,203937,Kyle Anderson,89,20,0.0,0.722,0.7,0.137,SAS,1610612759,23.4,648,27
255,0.61,1.3,37,926,36,19,990.0,24,2594,Kyle Korver,338,45,0.459,0.625,0.378,0.279,CLE,1610612739,26.3,1212,17
256,4.35,4.61,28,2676,39,13,1454.0,22,200768,Kyle Lowry,865,31,0.321,0.591,0.258,0.265,TOR,1610612761,251.3,3267,26
257,0.28,1.43,106,652,40,23,616.0,64,203124,Kyle O'Quinn,251,71,0.208,0.734,0.817,0.211,NYK,1610612752,28.4,1192,17
258,0.73,1.43,6,160,22,10,222.0,4,202713,Kyle Singler,46,6,0.333,0.5,0.333,0.193,OKC,1610612760,5.7,238,12
259,0.8,1.35,0,42,9,1,29.0,0,1627787,Kyle Wiltjer,10,0,0.0,0.0,0.0,0.154,HOU,1610612745,1.5,65,8
260,4.46,4.65,39,2339,35,9,1218.0,34,202681,Kyrie Irving,827,48,0.308,0.971,0.813,0.298,CLE,1610612739,215.2,2778,26
261,0.78,1.88,172,1306,35,7,1125.0,84,200746,LaMarcus Aldridge,617,145,0.285,0.929,0.731,0.334,SAS,1610612759,57.9,1846,28
262,4.2,4.29,1,285,6,6,162.0,4,202362,Lance Stephenson,58,6,0.0,1.5,1.0,0.18,NOP,1610612740,23.1,323,0
263,0.41,1.4,15,487,30,20,527.0,10,202498,Lance Thomas,144,17,0.0,0.6,0.647,0.203,NYK,1610612752,16.6,710,10
264,2.46,2.7,34,1104,41,26,868.0,7,204038,Langston Galloway,380,13,0.235,0.0,0.0,0.298,NOP,1610612740,57.4,1277,15
265,0.4,1.21,107,520,28,17,627.0,68,1626204,Larry Nance Jr.,195,74,0.14,0.824,0.878,0.19,LAL,1610612747,20.7,1027,11
266,0.22,1.02,22,262,29,14,360.0,30,202730,Lavoy Allen,42,30,0.091,0.467,0.533,0.074,IND,1610612754,9.7,570,15
267,3.49,4.29,150,2585,37,8,1370.0,78,2544,LeBron James,949,85,0.193,1.038,0.871,0.297,CLE,1610612739,228.3,3192,29
268,2.37,2.76,13,651,38,26,503.0,5,2571,Leandro Barbosa,224,8,0.154,0.4,0.25,0.296,PHX,1610612756,34.9,758,12
269,3.06,3.68,10,1743,45,30,1084.0,16,101150,Lou Williams,794,23,0.5,1.188,1.087,0.376,LAL,1610612747,129.3,2109,15
270,0.72,1.45,25,579,41,14,959.0,41,201601,Luc Mbah a Moute,267,52,0.6,1.024,0.865,0.291,LAC,1610612746,22.1,916,27
271,0.19,0.98,43,340,32,12,671.0,91,203512,Lucas Nogueira,152,80,0.047,0.956,1.163,0.213,TOR,1610612761,11.6,715,20
272,0.58,1.35,23,396,26,21,322.0,26,2449,Luis Scola,131,34,0.261,0.654,0.588,0.203,BKN,1610612751,14.5,644,5
273,0.53,1.23,8,418,32,23,500.0,6,202337,Luke Babbitt,146,10,0.25,0.0,0.0,0.182,MIA,1610612748,16.5,803,9
274,1.01,1.66,41,1037,43,28,1187.0,30,2736,Luol Deng,350,49,0.317,0.533,0.327,0.201,LAL,1610612747,48.4,1745,15
275,1.59,2.39,0,26,6,5,33.0,0,1627781,Malachi Richardson,17,0,0.0,0.0,0.0,0.459,SAC,1610612758,1.5,37,1
276,4.75,4.41,20,1765,39,20,966.0,39,1627763,Malcolm Brogdon,371,46,0.0,0.821,0.826,0.169,MIL,1610612749,161.6,2197,19
277,4.61,4.6,7,1382,41,17,714.0,8,1627098,Malcolm Delaney,244,7,0.0,0.5,0.571,0.155,ATL,1610612737,120.9,1578,24
278,1.58,1.93,3,59,11,7,55.0,0,1627736,Malik Beasley,28,0,0.0,0.0,0.0,0.364,DEN,1610612743,2.5,77,4
279,1.84,2.56,18,934,33,7,622.0,15,1938,Manu Ginobili,250,19,0.222,0.4,0.526,0.225,SAS,1610612759,47.4,1110,26
280,0.59,2.0,448,2245,41,16,1395.0,133,201188,Marc Gasol,796,217,0.228,0.752,0.783,0.264,MEM,1610612763,100.4,3016,25
281,4.51,4.52,4,378,18,14,199.0,4,1626273,Marcelo Huertas,49,8,0.5,0.0,0.25,0.105,LAL,1610612747,35.3,468,4
282,0.3,1.21,152,914,40,19,1414.0,250,101162,Marcin Gortat,454,258,0.197,0.98,0.953,0.218,WAS,1610612764,42.0,2078,21
283,1.49,2.07,44,941,36,18,886.0,30,201158,Marco Belinelli,376,38,0.273,0.8,0.789,0.342,CHA,1610612766,38.0,1100,18
284,0.94,1.64,74,1309,41,22,1325.0,17,202694,Marcus Morris,543,28,0.514,0.706,0.357,0.274,DET,1610612765,54.2,1984,19
285,2.78,3.3,28,1823,38,14,1153.0,47,203935,Marcus Smart,376,70,0.25,0.702,0.543,0.175,BOS,1610612738,118.3,2153,24
286,2.17,2.66,27,614,33,18,575.0,10,201977,Marcus Thornton,219,14,0.481,1.2,0.857,0.282,WAS,1610612764,34.4,777,15
287,1.02,2.02,7,302,30,20,258.0,5,1626209,Mario Hezonja,94,8,0.0,1.2,0.75,0.247,ORL,1610612753,12.8,380,10
288,0.53,1.48,143,1073,39,19,1223.0,87,202693,Markieff Morris,521,120,0.322,0.977,0.958,0.295,WAS,1610612764,43.6,1767,20
289,0.45,1.21,56,653,39,27,697.0,39,1627737,Marquese Chriss,277,53,0.214,0.872,0.792,0.246,PHX,1610612756,22.6,1126,12
290,0.29,1.3,62,790,43,14,708.0,58,201578,Marreese Speights,442,73,0.29,0.931,0.945,0.334,LAC,1610612746,28.6,1324,29
291,0.17,1.13,1,10,3,1,26.0,2,1627850,Marshall Plumlee,4,2,0.0,1.5,1.5,0.133,NYK,1610612752,0.6,30,2
292,0.31,1.04,55,948,35,19,954.0,35,101107,Marvin Williams,380,43,0.327,0.857,0.791,0.197,CHA,1610612766,33.5,1929,16
293,0.94,2.0,234,1508,43,25,1187.0,178,203486,Mason Plumlee,468,185,0.252,0.944,0.908,0.207,POR,1610612757,75.5,2262,18
294,0.6,1.36,81,1055,37,23,926.0,42,2440,Matt Barnes,269,46,0.148,0.833,0.696,0.15,SAC,1610612758,40.6,1792,14
295,4.03,4.13,16,1586,34,18,907.0,9,203521,Matthew Dellavedova,247,14,0.0,0.333,0.357,0.126,MIL,1610612749,134.6,1953,16
296,0.74,1.38,24,974,41,23,1252.0,103,203090,Maurice Harkless,472,128,0.333,1.019,0.82,0.304,POR,1610612757,35.8,1552,18
297,0.36,1.24,7,106,17,11,132.0,14,1626254,Maurice Ndour,39,18,0.0,0.857,0.778,0.234,NYK,1610612752,3.5,167,6
298,0.83,1.72,4,68,16,14,78.0,0,1897,Metta World Peace,16,0,0.0,0.0,0.0,0.163,LAL,1610612747,2.8,98,2
299,0.5,1.28,53,601,38,23,599.0,36,203086,Meyers Leonard,207,48,0.189,0.556,0.625,0.198,POR,1610612757,22.3,1045,15
300,0.94,1.86,32,581,33,18,560.0,42,201563,Michael Beasley,300,51,0.313,1.071,0.98,0.331,MIL,1610612749,28.1,905,15
301,3.18,3.75,6,608,14,5,327.0,14,203487,Michael Carter-Williams,118,18,0.0,0.929,0.722,0.159,CHI,1610612741,46.3,742,9
302,0.61,0.99,0,21,8,2,29.0,1,1627771,Michael Gbinije,4,1,0.0,0.0,0.0,0.111,DET,1610612765,0.6,36,6
303,1.32,1.82,32,892,40,20,1183.0,53,203077,Michael Kidd-Gilchrist,357,77,0.375,0.849,0.935,0.251,CHA,1610612766,43.1,1423,20
304,4.96,5.05,48,2344,31,14,1003.0,11,201144,Mike Conley,590,12,0.458,0.545,0.333,0.226,MEM,1610612763,219.5,2609,17
305,0.83,1.53,16,372,26,5,423.0,18,2399,Mike Dunleavy,132,21,0.375,1.056,0.857,0.26,ATL,1610612737,12.9,507,21
306,1.38,1.73,0,28,5,5,21.0,0,2034,Mike Miller,9,0,0.0,0.0,0.0,0.196,DEN,1610612743,1.3,46,0
307,0.3,0.98,78,795,40,17,819.0,101,203488,Mike Muscala,303,118,0.308,0.881,0.78,0.224,ATL,1610612737,22.2,1353,23
308,0.42,1.17,10,112,9,5,96.0,8,203118,Mike Scott,24,10,0.0,0.75,0.4,0.142,ATL,1610612737,3.3,169,4
309,0.46,1.71,47,158,26,13,231.0,40,203101,Miles Plumlee,58,54,0.128,0.875,0.852,0.223,MIL,1610612749,7.4,260,13
310,0.8,1.55,16,558,35,21,456.0,29,1627851,Mindaugas Kuzminskas,204,36,0.125,1.034,1.028,0.283,NYK,1610612752,18.6,722,14
311,0.5,1.23,6,474,32,17,562.0,7,203141,Mirza Teletovic,240,9,0.0,0.857,0.444,0.266,MIL,1610612749,18.4,901,15
312,2.44,3.04,26,1161,31,13,881.0,10,101145,Monta Ellis,272,19,0.231,1.0,0.737,0.203,IND,1610612754,67.7,1338,18
313,0.46,1.33,92,603,34,7,660.0,114,1626149,Montrezl Harrell,334,125,0.348,1.228,1.184,0.313,HOU,1610612745,23.6,1066,27
314,0.24,1.3,119,956,38,17,1144.0,187,1626167,Myles Turner,601,216,0.479,1.102,1.051,0.34,IND,1610612754,38.2,1766,21
315,0.72,1.42,12,664,39,25,657.0,18,202357,Nemanja Bjelica,238,19,0.333,0.889,0.947,0.197,MIN,1610612750,28.6,1206,14
316,0.32,1.34,90,586,38,11,642.0,136,2403,Nene,292,134,0.333,0.941,0.97,0.276,HOU,1610612745,23.6,1059,27
317,0.59,1.35,24,216,13,7,194.0,27,203457,Nerlens Noel,98,25,0.25,1.037,1.04,0.292,PHI,1610612755,7.5,336,6
318,0.63,1.35,12,74,11,7,65.0,12,2555,Nick Collison,14,8,0.083,1.0,1.125,0.114,OKC,1610612760,2.8,123,4
319,1.28,2.03,16,1029,38,24,997.0,10,201156,Nick Young,514,12,0.625,1.0,0.833,0.408,LAL,1610612747,42.7,1259,14
320,1.66,2.25,61,1984,38,19,1313.0,37,201587,Nicolas Batum,569,50,0.443,0.865,0.7,0.229,CHA,1610612766,93.4,2488,19
321,0.86,1.72,3,210,28,22,185.0,2,1627852,Nicolas Brussino,39,2,0.0,1.0,1.0,0.133,DAL,1610612742,8.4,294,6
322,3.98,3.93,11,341,18,3,174.0,4,1627879,Nicolas Laprovittola,59,6,0.0,0.0,0.0,0.147,SAS,1610612759,26.3,402,15
323,1.73,2.02,18,1136,37,25,973.0,16,203917,Nik Stauskas,328,20,0.389,0.813,0.55,0.216,PHI,1610612755,51.1,1517,12
324,0.62,1.76,162,1104,34,20,848.0,127,203999,Nikola Jokic,461,136,0.191,1.134,1.14,0.245,DEN,1610612743,55.1,1879,14
325,0.37,1.22,20,862,35,17,814.0,42,202703,Nikola Mirotic,326,51,0.1,0.881,0.745,0.193,CHI,1610612741,34.4,1688,18
326,0.46,1.56,158,1535,40,24,1130.0,148,202696,Nikola Vucevic,552,194,0.392,0.824,0.649,0.211,ORL,1610612753,67.9,2618,16
327,0.72,1.4,27,259,35,20,400.0,32,203943,Noah Vonleh,104,36,0.074,0.75,0.75,0.17,POR,1610612757,14.3,613,15
328,1.86,2.29,7,438,35,11,491.0,10,1626181,Norman Powell,203,15,0.286,0.8,0.867,0.346,TOR,1610612761,22.4,587,24
329,0.21,1.1,14,290,29,18,474.0,59,201600,Omer Asik,85,64,0.0,0.814,0.781,0.123,NOP,1610612740,12.7,693,11
330,0.65,1.35,20,440,22,13,397.0,27,201956,Omri Casspi,129,33,0.2,0.741,0.606,0.179,SAC,1610612758,16.3,721,9
331,0.62,1.39,68,1146,40,19,1351.0,52,203490,Otto Porter,562,80,0.412,1.077,0.75,0.298,WAS,1610612764,43.6,1886,21
332,0.65,1.35,16,936,39,27,1066.0,42,200782,PJ Tucker,249,53,0.0,0.571,0.604,0.171,PHX,1610612756,32.7,1455,12
333,0.39,1.11,37,414,36,11,628.0,44,1627783,Pascal Siakam,163,53,0.297,0.591,0.528,0.197,TOR,1610612761,15.4,827,25
334,1.64,2.35,1,96,19,13,113.0,1,1626192,Pat Connaughton,29,1,0.0,2.0,2.0,0.22,POR,1610612757,5.2,132,6
335,3.15,3.55,12,1132,29,6,896.0,18,201976,Patrick Beverley,265,19,0.167,0.333,0.316,0.184,HOU,1610612745,85.4,1444,23
336,1.33,1.98,9,346,31,5,348.0,6,1627775,Patrick McCaw,79,9,0.556,0.333,0.222,0.189,GSW,1610612744,13.8,418,26
337,0.34,0.97,30,742,33,11,924.0,12,202335,Patrick Patterson,235,14,0.067,0.833,0.714,0.164,TOR,1610612761,23.2,1430,22
338,4.26,3.72,30,1709,39,8,855.0,24,201988,Patty Mills,392,28,0.2,0.833,0.857,0.195,SAS,1610612759,124.5,2007,31
339,0.4,1.42,191,1234,37,8,985.0,95,2200,Pau Gasol,451,114,0.257,0.874,0.763,0.212,SAS,1610612759,50.1,2123,29
340,2.06,2.82,94,1537,32,14,1134.0,42,202331,Paul George,715,38,0.468,0.786,0.842,0.365,IND,1610612754,92.0,1958,18
341,0.93,1.95,221,1849,38,14,1302.0,122,200794,Paul Millsap,675,141,0.244,0.68,0.745,0.261,ATL,1610612737,84.2,2587,24
342,0.54,1.35,2,142,12,5,148.0,2,1718,Paul Pierce,45,2,0.0,0.0,0.0,0.194,LAC,1610612746,5.2,232,7
343,1.22,2.08,1,83,11,6,102.0,2,1627835,Paul Zipser,15,3,0.0,0.0,0.333,0.126,CHI,1610612741,4.1,119,5
344,5.0,5.01,0,62,5,3,29.0,0,203510,Pierre Jackson,12,0,0.0,0.0,0.0,0.171,DAL,1610612742,5.8,70,2
345,0.29,1.07,3,58,9,9,75.0,7,203112,Quincy Acy,33,8,0.0,1.429,1.5,0.282,BKN,1610612751,2.1,117,0
346,1.78,2.44,0,8,3,1,9.0,0,1626154,RJ Hunter,0,0,0.0,0.0,0.0,0.0,CHI,1610612741,0.4,9,2
347,3.97,3.99,36,2094,32,17,941.0,20,200765,Rajon Rondo,226,24,0.111,0.2,0.25,0.088,CHI,1610612741,171.3,2579,15
348,0.33,0.83,2,7,3,3,14.0,0,1626176,Rakeem Christmas,3,0,0.0,0.0,0.0,0.25,IND,1610612754,0.2,12,0
349,5.05,5.06,9,1332,41,21,673.0,10,201196,Ramon Sessions,256,16,0.556,1.2,0.875,0.177,CHA,1610612766,122.4,1450,20
350,3.12,3.56,4,731,26,21,447.0,4,200751,Randy Foye,130,11,0.5,0.5,0.182,0.154,BKN,1610612751,50.2,846,5
351,1.2,2.03,2,115,15,9,149.0,5,1626173,Rashad Vaughn,45,5,0.0,1.8,1.8,0.306,MIL,1610612749,5.0,147,6
352,4.11,4.08,0,267,22,9,171.0,6,203526,Raul Neto,59,6,0.0,1.167,0.833,0.197,UTA,1610612762,20.4,300,13
353,3.84,4.02,14,1348,41,13,874.0,5,101109,Raymond Felton,296,12,0.0,0.4,0.0,0.178,LAC,1610612746,111.2,1660,28
354,0.67,1.61,7,77,6,4,97.0,4,203493,Reggie Bullock,27,4,0.571,1.0,1.0,0.287,DET,1610612765,2.5,94,2
355,5.74,5.68,2,1358,22,14,634.0,2,202704,Reggie Jackson,359,3,1.0,0.0,0.667,0.231,DET,1610612765,147.0,1553,8
356,1.2,1.87,1,64,5,4,63.0,0,202130,Reggie Williams,25,1,0.0,0.0,0.0,0.309,NOP,1610612740,2.5,81,1
357,0.51,1.31,27,623,40,11,768.0,31,2210,Richard Jefferson,209,40,0.0,0.645,0.575,0.206,CLE,1610612739,22.1,1013,29
358,0.27,1.31,109,417,21,16,337.0,66,1626158,Richaun Holmes,145,56,0.165,0.879,1.0,0.245,PHI,1610612755,12.9,591,5
359,4.96,5.01,15,2390,36,24,1145.0,21,201937,Ricky Rubio,272,22,0.133,0.286,0.273,0.097,MIN,1610612750,235.4,2818,12
360,0.49,1.3,27,1008,36,23,1076.0,38,203496,Robert Covington,370,47,0.259,0.895,0.809,0.238,PHI,1610612755,33.8,1553,13
361,0.4,1.4,109,902,41,21,1163.0,157,201577,Robin Lopez,378,186,0.183,0.662,0.656,0.273,CHI,1610612741,32.3,1385,20
362,2.43,3.31,33,1407,37,12,1084.0,20,203918,Rodney Hood,518,20,0.394,1.1,0.95,0.324,UTA,1610612762,88.3,1600,25
363,1.28,1.75,23,710,37,27,965.0,44,203585,Rodney McGruder,211,46,0.174,0.568,0.543,0.223,MIA,1610612748,27.6,945,10
364,3.08,3.7,8,523,17,9,345.0,5,201155,Rodney Stuckey,154,8,0.25,1.6,1.0,0.246,IND,1610612754,38.5,625,8
365,2.99,3.22,7,316,17,12,183.0,5,1627758,Ron Baker,66,8,0.571,0.2,0.125,0.176,NYK,1610612752,20.1,374,5
366,1.57,2.23,17,930,32,26,685.0,37,1626178,Rondae Hollis-Jefferson,261,43,0.471,0.811,0.698,0.191,BKN,1610612751,50.8,1364,6
367,0.35,1.28,33,310,34,18,543.0,90,201579,Roy Hibbert,176,98,0.121,0.967,0.929,0.349,CHA,1610612766,10.8,504,16
368,1.53,2.42,85,1260,29,18,985.0,42,200752,Rudy Gay,541,57,0.424,0.905,0.947,0.328,SAC,1610612758,66.5,1650,11
