,AVG_DRIB_PER_TOUCH,AVG_SEC_PER_TOUCH,ELBOW_TOUCHES,FRONT_CT_TOUCHES,GP,L,MIN,PAINT_TOUCHES,PLAYER_ID,PLAYER_NAME,POINTS,POST_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_TOUCH,TEAM_ABBREVIATION,TEAM_ID,TIME_OF_POSS,TOUCHES,W
19,0.35,1.23,51,1377,81,52,2619.0,401,203083,Andre Drummond,1095,452,0.137,1.065,1.02,0.334,DET,1610612765,67.4,3277,29
20,3.15,3.53,62,2181,63,22,2040.0,68,2738,Andre Iguodala,588,107,0.323,0.853,0.636,0.213,GSW,1610612744,161.9,2756,41
21,4.71,4.67,30,1648,57,25,968.0,26,1889,Andre Miller,277,41,0.467,0.423,0.317,0.137,WAS,1610612764,157.0,2016,32
22,0.54,1.32,21,289,40,10,399.0,23,203460,Andre Roberson,75,30,0.0,0.609,0.533,0.176,OKC,1610612760,9.4,425,30
23,0.5,1.47,151,1194,42,27,1257.0,81,200745,Andrea Bargnani,558,76,0.49,1.136,1.079,0.292,NYK,1610612752,46.9,1909,15
24,0.67,1.77,117,708,44,15,836.0,81,1905,Andrei Kirilenko,222,104,0.188,1.0,0.808,0.199,BKN,1610612751,32.9,1115,29
25,0.62,1.59,87,1211,66,27,1745.0,189,101106,Andrew Bogut,486,206,0.253,1.201,1.141,0.181,GSW,1610612744,71.5,2690,39
26,0.67,2.15,88,465,26,15,516.0,71,101115,Andrew Bynum,225,104,0.284,0.69,0.615,0.319,IND,1610612754,25.3,706,11
27,0.42,1.46,61,784,76,57,1174.0,57,203094,Andrew Nicholson,435,89,0.623,0.754,0.663,0.277,ORL,1610612753,38.4,1573,19
28,0.33,1.33,4,16,6,6,45.0,2,2740,Andris Biedrins,3,2,0.0,1.0,1.0,0.058,UTA,1610612762,1.2,52,0
29,0.28,0.98,20,243,22,7,248.0,12,1712,Antawn Jamison,84,17,0.25,1.333,1.235,0.174,LAC,1610612746,7.9,482,15
30,0.34,1.02,73,535,52,32,663.0,50,203461,Anthony Bennett,217,58,0.329,0.66,0.776,0.186,CLE,1610612739,19.7,1164,20
31,0.44,1.7,520,2164,67,38,2358.0,244,203076,Anthony Davis,1394,283,0.358,1.066,1.032,0.38,NOP,1610612740,103.8,3669,29
32,1.12,1.91,100,1205,76,44,1426.0,26,201627,Anthony Morrow,636,28,0.61,1.269,1.071,0.442,NOP,1610612740,45.9,1440,32
33,1.16,1.87,44,529,43,28,527.0,26,201576,Anthony Randolph,206,24,0.159,0.846,0.917,0.251,DEN,1610612743,25.5,820,15
34,0.26,1.04,41,1003,63,31,1281.0,15,201229,Anthony Tolliver,390,40,0.049,0.4,0.35,0.251,CHA,1610612766,27.0,1552,32
35,1.96,2.52,10,547,52,20,533.0,19,203462,Archie Goodwin,194,23,0.6,0.737,0.957,0.256,PHX,1610612756,31.9,759,32
36,0.17,1.12,1,12,5,3,30.0,3,202620,Arinze Onuaku,3,3,0.0,0.667,0.667,0.079,CLE,1610612739,0.7,38,2
37,0.23,1.02,24,124,12,12,187.0,15,203102,Arnett Moultrie,36,17,0.083,0.533,0.471,0.138,PHI,1610612755,4.5,261,0
38,0.31,1.24,69,469,53,12,491.0,89,203382,Aron Baynes,161,126,0.319,0.697,0.579,0.221,SAS,1610612759,15.1,728,41
39,1.83,2.36,132,3591,73,52,2552.0,53,201167,Arron Afflalo,1330,95,0.371,0.604,0.516,0.306,ORL,1610612753,171.0,4347,21
40,0.69,1.41,7,199,22,6,148.0,5,201948,Austin Daye,66,5,0.0,0.4,0.8,0.208,SAS,1610612759,7.5,317,16
41,6.11,5.64,62,2469,69,42,1339.0,23,203085,Austin Rivers,530,23,0.097,0.261,0.348,0.188,NOP,1610612740,264.6,2816,27
42,2.67,2.75,90,2303,60,41,1855.0,60,202340,Avery Bradley,891,70,0.311,0.717,0.729,0.312,BOS,1610612738,131.2,2859,19
43,1.41,2.11,21,363,19,11,279.0,1,2732,Ben Gordon,99,1,0.286,2.0,2.0,0.242,CHA,1610612766,14.4,409,8
44,1.07,1.72,158,1707,81,53,2169.0,39,203463,Ben McLemore,716,50,0.272,0.641,0.66,0.302,SAC,1610612758,68.0,2368,28
45,4.59,4.41,23,1238,41,23,643.0,16,2757,Beno Udrih,200,14,0.087,0.125,0.143,0.128,MEM,1610612763,115.1,1566,18
46,0.21,1.1,16,68,30,13,146.0,16,203108,Bernard James,28,16,0.188,0.688,0.813,0.189,DAL,1610612742,2.7,148,17
47,0.36,1.3,18,381,76,35,1061.0,126,202687,Bismack Biyombo,222,148,0.222,0.873,0.905,0.254,CHA,1610612766,18.9,873,41
48,0.83,1.79,857,4319,80,24,2863.0,437,201933,Blake Griffin,1930,532,0.27,0.737,0.759,0.297,LAC,1610612746,194.5,6503,56
49,0.67,1.37,254,2364,79,19,1974.0,156,2564,Boris Diaw,717,233,0.185,0.769,0.691,0.182,SAS,1610612759,90.0,3938,60
50,1.89,2.35,225,3673,72,32,2494.0,42,203078,Bradley Beal,1231,45,0.213,0.738,0.689,0.292,WAS,1610612764,165.2,4220,40
51,0.34,1.18,144,765,58,22,1077.0,192,201148,Brandan Wright,525,203,0.222,1.344,1.369,0.402,DAL,1610612742,25.8,1305,36
52,0.66,1.68,270,1918,82,57,2266.0,197,101138,Brandon Bass,911,298,0.326,0.817,0.795,0.287,BOS,1610612738,89.0,3179,25
53,0.36,1.25,56,483,51,36,575.0,66,203561,Brandon Davies,144,80,0.125,0.712,0.788,0.16,PHI,1610612755,18.9,902,15
54,5.71,5.27,62,5825,80,52,2728.0,26,201943,Brandon Jennings,1241,36,0.129,0.692,0.5,0.188,DET,1610612765,578.2,6589,28
55,5.02,4.54,148,5201,72,59,2400.0,44,202688,Brandon Knight,1291,48,0.196,0.5,0.729,0.213,MIL,1610612749,458.2,6061,13
56,0.96,1.6,9,435,38,25,418.0,2,201575,Brandon Rush,79,8,0.0,0.0,0.0,0.14,UTA,1610612762,15.0,563,13
57,5.72,5.28,106,3264,72,44,1667.0,18,203148,Brian Roberts,677,23,0.406,0.667,0.522,0.182,NOP,1610612740,327.7,3726,28
58,0.58,1.83,60,479,17,10,533.0,86,201572,Brook Lopez,352,111,0.15,1.163,1.099,0.504,BKN,1610612751,21.3,699,7
59,0.22,1.06,36,412,45,29,414.0,20,201957,Byron Mullens,189,33,0.111,1.05,0.758,0.243,PHI,1610612755,13.8,778,16
60,2.61,2.93,23,558,38,17,476.0,5,203468,CJ McCollum,201,11,0.391,1.0,0.909,0.29,POR,1610612757,33.8,693,21
61,1.03,1.74,71,1071,51,30,984.0,14,101139,CJ Miles,503,13,0.62,0.857,0.615,0.391,CLE,1610612739,37.4,1288,21
62,4.83,4.47,39,2156,63,15,1193.0,28,201228,CJ Watson,414,27,0.359,1.321,1.296,0.164,IND,1610612754,187.8,2520,48
63,0.38,1.51,37,173,18,13,233.0,21,201171,Carl Landry,76,26,0.216,1.048,0.923,0.225,SAC,1610612758,8.5,338,5
64,0.39,1.46,502,2288,76,33,2141.0,313,2430,Carlos Boozer,1042,473,0.311,0.843,0.795,0.28,CHI,1610612741,90.2,3715,43
65,2.25,3.22,429,4139,77,42,2982.0,99,2546,Carmelo Anthony,2112,137,0.597,0.848,0.803,0.391,NYK,1610612752,290.0,5405,35
66,0.78,1.73,116,1558,55,34,1394.0,22,2406,Caron Butler,575,43,0.181,0.5,0.488,0.263,OKC,1610612760,63.1,2187,21
67,1.3,2.04,1,51,7,5,38.0,4,203467,Carrick Felix,19,4,0.0,1.5,1.5,0.311,CLE,1610612739,2.1,61,2
68,1.05,1.76,14,848,59,32,870.0,27,201858,Cartier Martin,329,32,0.214,1.37,1.344,0.296,ATL,1610612737,32.6,1112,27
69,4.48,3.96,0,223,9,6,116.0,4,203810,Casper Ware,48,5,0.0,1.0,1.2,0.184,PHI,1610612755,17.2,261,3
70,1.39,2.18,94,3757,74,24,2783.0,71,202718,Chandler Parsons,1226,91,0.479,0.831,0.648,0.272,HOU,1610612745,164.1,4509,50
71,0.27,1.16,174,2057,82,34,2312.0,52,101112,Channing Frye,910,76,0.138,0.865,0.882,0.23,PHX,1610612756,76.4,3953,48
72,0.4,1.26,108,506,60,27,732.0,89,101236,Charles Hayes,128,107,0.065,0.472,0.542,0.113,TOR,1610612761,23.8,1132,33
73,0.3,1.16,10,192,20,15,180.0,9,101111,Charlie Villanueva,92,11,0.2,1.0,1.182,0.267,DET,1610612765,6.7,344,5
74,0.66,1.39,57,665,41,20,751.0,22,201978,Chase Budinger,274,22,0.316,1.0,0.909,0.319,MIN,1610612750,19.8,858,21
75,4.18,4.64,18,480,19,12,309.0,4,1497,Chauncey Billups,72,5,0.222,0.0,0.0,0.123,DET,1610612765,45.4,587,7
76,0.21,1.1,60,626,72,23,1396.0,193,2365,Chris Andersen,477,216,0.333,1.13,1.116,0.314,MIA,1610612748,27.8,1519,49
77,0.58,1.23,3,109,14,11,132.0,2,203569,Chris Babb,22,1,0.0,1.0,2.0,0.147,BOS,1610612738,3.1,150,3
78,0.45,1.33,416,2519,79,26,2531.0,259,2547,Chris Bosh,1281,273,0.382,1.166,1.194,0.318,MIA,1610612748,89.4,4026,53
79,0.63,1.57,17,266,41,16,265.0,9,203142,Chris Copeland,153,11,0.235,0.444,0.364,0.385,IND,1610612754,10.4,397,25
80,1.15,2.04,17,895,48,22,994.0,8,201604,Chris Douglas-Roberts,329,18,0.294,1.125,0.611,0.302,CHA,1610612766,37.0,1088,26
81,0.8,1.47,16,683,40,29,789.0,25,203187,Chris Johnson,250,35,0.25,0.88,0.714,0.271,BOS,1610612738,22.5,922,11
82,0.56,1.57,181,890,39,26,736.0,136,2549,Chris Kaman,404,137,0.392,0.868,0.825,0.256,LAL,1610612747,41.3,1579,13
83,4.65,4.64,160,5127,62,18,2171.0,22,101108,Chris Paul,1185,55,0.263,0.545,0.545,0.198,LAC,1610612746,462.9,5986,44
84,0.7,1.5,20,239,25,12,250.0,9,202698,Chris Singleton,75,10,0.3,1.0,0.8,0.191,WAS,1610612764,9.8,392,13
85,2.7,2.6,0,2,2,2,2.0,0,203147,Chris Smith,0,0,0.0,0.0,0.0,0.0,NYK,1610612752,0.1,3,0
86,0.6,1.18,4,90,8,7,126.0,10,202874,Chris Wright,48,15,0.0,1.6,1.467,0.348,MIL,1610612749,2.7,138,1
87,0.4,1.19,244,1485,81,39,1400.0,115,203469,Cody Zeller,483,121,0.209,0.652,0.669,0.146,CHA,1610612766,65.4,3298,42
88,0.32,1.17,37,222,46,20,330.0,36,202332,Cole Aldrich,92,41,0.162,0.889,0.878,0.167,NYK,1610612752,10.8,550,26
89,0.88,1.65,86,2599,81,41,2609.0,83,201147,Corey Brewer,998,104,0.314,0.952,0.904,0.315,MIN,1610612750,86.9,3166,40
90,3.73,3.48,79,1684,68,16,936.0,24,202709,Cory Joseph,343,33,0.215,0.458,0.333,0.174,SAS,1610612759,114.2,1968,52
91,1.77,2.45,82,2281,79,32,1973.0,30,201584,Courtney Lee,761,36,0.11,0.6,0.667,0.279,MEM,1610612763,111.4,2728,47
92,5.95,5.32,58,4560,70,27,1925.0,24,201571,D.J. Augustin,928,37,0.362,0.417,0.27,0.187,CHI,1610612741,441.5,4975,43
93,1.61,1.65,1,15,3,3,15.0,2,203474,DJ Stephens,7,2,0.0,0.0,0.0,0.318,MIL,1610612749,0.6,22,0
94,0.23,0.75,2,3,2,0,10.0,0,201591,DJ White,0,0,0.0,0.0,0.0,0.0,CHA,1610612766,0.2,16,2
95,5.15,5.06,79,5813,82,28,2937.0,32,203081,Damian Lillard,1695,35,0.329,0.844,0.886,0.244,POR,1610612757,585.5,6939,54
96,0.84,1.53,1,57,5,4,50.0,2,202345,Damion James,6,1,0.0,0.0,0.0,0.077,SAS,1610612759,2.0,78,1
97,0.39,1.32,17,230,22,15,251.0,36,202350,Daniel Orton,65,50,0.0,0.722,0.66,0.151,PHI,1610612755,9.4,430,7
98,0.98,1.92,34,925,41,10,848.0,36,101122,Danny Granger,338,40,0.294,0.528,0.55,0.296,LAC,1610612746,36.6,1142,31
99,0.93,1.78,37,1912,68,14,1651.0,40,201980,Danny Green,618,49,0.27,0.925,0.918,0.239,SAS,1610612759,76.9,2590,54
100,0.26,1.19,444,1471,81,42,1635.0,101,201967,Dante Cunningham,510,87,0.248,0.851,0.897,0.177,MIN,1610612750,57.2,2874,39
101,3.8,3.65,0,29,3,3,15.0,0,203130,Darius Johnson-Odom,0,0,0.0,0.0,0.0,0.0,PHI,1610612755,2.2,36,0
102,1.12,1.99,28,593,45,31,723.0,12,203121,Darius Miller,200,22,0.5,0.167,0.136,0.275,NOP,1610612740,24.2,727,14
103,4.38,4.37,13,606,27,11,313.0,7,202721,Darius Morris,107,11,0.0,0.571,0.364,0.156,MEM,1610612763,49.9,685,16
104,0.26,1.08,126,961,68,35,1161.0,54,201589,Darrell Arthur,401,62,0.381,0.778,0.661,0.238,DEN,1610612743,30.3,1688,33
105,3.94,4.09,50,3816,80,24,2069.0,28,201954,Darren Collison,911,41,0.36,0.571,0.463,0.206,LAC,1610612746,302.1,4426,56
106,0.76,1.67,316,2144,68,27,2253.0,277,101135,David Lee,1246,322,0.522,1.072,1.034,0.34,GSW,1610612744,102.4,3667,41
107,0.55,1.47,608,3102,80,26,2472.0,241,2561,David West,1118,301,0.41,0.805,0.777,0.223,IND,1610612754,123.1,5013,54
108,0.2,1.05,267,1569,82,25,2870.0,354,201599,DeAndre Jordan,856,378,0.022,1.249,1.22,0.209,LAC,1610612746,71.5,4098,57
109,1.0,1.8,0,2,1,0,1.0,0,202732,DeAndre Liggins,2,0,0.0,0.0,0.0,1.0,MIA,1610612748,0.1,2,1
110,0.31,1.22,221,933,78,32,1214.0,230,201971,DeJuan Blair,497,231,0.348,0.865,0.866,0.289,DAL,1610612742,35.1,1720,46
111,2.39,3.12,280,4376,78,34,2982.0,62,201942,DeMar DeRozan,1774,63,0.396,0.71,0.81,0.367,TOR,1610612761,251.9,4839,44
112,0.74,2.05,332,2957,70,42,2277.0,260,202326,DeMarcus Cousins,1590,411,0.419,0.885,0.776,0.344,SAC,1610612758,157.7,4622,28
113,1.08,1.84,53,2564,73,36,2341.0,118,201960,DeMarre Carroll,810,138,0.509,1.093,1.043,0.236,ATL,1610612737,105.4,3436,37
114,4.29,4.23,14,1288,48,27,622.0,2,203471,Dennis Schroder,175,3,0.286,0.0,0.0,0.117,ATL,1610612737,105.4,1494,21
115,3.25,3.37,114,1848,81,22,1428.0,9,965,Derek Fisher,425,11,0.184,0.444,0.364,0.196,OKC,1610612760,122.2,2172,59
116,4.72,4.76,84,4310,64,27,2059.0,28,101114,Deron Williams,915,38,0.321,0.929,0.658,0.181,BKN,1610612751,400.7,5053,37
117,0.38,1.43,399,2038,73,48,2201.0,336,202324,Derrick Favors,970,521,0.313,0.83,0.747,0.237,UTA,1610612762,97.7,4087,25
118,4.31,4.74,15,760,10,5,311.0,5,201565,Derrick Rose,159,9,0.4,0.4,0.444,0.186,CHI,1610612741,67.8,857,5
119,0.96,1.75,86,1501,77,48,1799.0,99,202682,Derrick Williams,620,133,0.279,0.879,0.812,0.266,SAC,1610612758,68.0,2333,29
120,5.17,4.79,20,1663,40,16,818.0,3,2734,Devin Harris,315,3,0.55,0.667,0.667,0.155,DAL,1610612742,162.0,2028,24
121,0.27,1.21,34,228,31,24,390.0,41,203473,Dewayne Dedmon,97,51,0.235,0.683,0.627,0.168,ORL,1610612753,11.7,578,7
122,0.3,1.7,0,3,2,2,3.0,0,202354,Dexter Pittman,0,0,0.0,0.0,0.0,0.0,ATL,1610612737,0.1,3,0
123,4.69,4.34,61,2039,71,48,1048.0,13,203197,Diante Garrett,248,14,0.164,1.077,0.857,0.105,UTA,1610612762,171.2,2364,23
124,3.08,3.6,106,3113,70,42,2072.0,26,203079,Dion Waiters,1113,39,0.462,0.846,0.718,0.329,CLE,1610612739,202.8,3383,28
125,1.44,2.13,6,216,31,16,198.0,5,202091,Dionte Christmas,71,9,0.0,0.8,0.444,0.247,PHX,1610612756,10.2,288,15
126,0.48,1.59,341,3283,80,32,2628.0,57,1717,Dirk Nowitzki,1735,143,0.349,0.93,0.895,0.34,DAL,1610612742,135.1,5096,48
127,6.25,5.65,9,719,48,17,392.0,7,202388,Donald Sloan,110,10,0.222,0.857,0.6,0.135,IND,1610612754,76.8,815,31
128,0.47,1.07,83,869,62,20,952.0,107,202700,Donatas Motiejunas,341,129,0.337,0.757,0.798,0.206,HOU,1610612745,29.7,1659,42
129,1.0,1.71,28,958,68,20,984.0,12,2748,Dorell Wright,343,25,0.214,0.333,0.24,0.24,POR,1610612757,40.8,1430,48
130,1.32,1.95,14,608,53,40,695.0,2,203117,Doron Lamb,191,7,0.286,0.0,0.286,0.246,ORL,1610612753,25.2,776,13
131,0.87,1.58,97,1472,81,31,1775.0,96,203110,Draymond Green,502,123,0.186,0.781,0.724,0.168,GSW,1610612744,78.7,2987,50
132,0.47,1.45,80,390,21,9,377.0,31,2400,Drew Gooden,179,38,0.075,0.871,0.816,0.255,WAS,1610612764,16.9,701,12
133,5.68,4.97,3,265,14,9,146.0,1,202779,Dwight Buycks,43,5,1.0,3.0,0.6,0.144,TOR,1610612761,24.7,299,5
134,0.7,1.82,209,2284,71,23,2396.0,382,2730,Dwight Howard,1297,610,0.11,1.039,0.866,0.304,HOU,1610612745,129.4,4262,48
135,2.98,3.52,94,2657,54,18,1775.0,146,2548,Dwyane Wade,1028,185,0.596,1.034,0.93,0.319,MIA,1610612748,189.1,3224,36
136,3.1,3.11,23,1634,79,57,1506.0,18,202734,E'Twaun Moore,499,37,0.478,0.833,0.514,0.26,ORL,1610612753,99.5,1920,22
137,0.88,1.48,24,683,54,32,768.0,14,201947,Earl Clark,257,19,0.333,0.429,0.368,0.23,NYK,1610612752,27.5,1115,22
138,4.94,4.85,2,315,24,7,161.0,1,2248,Earl Watson,12,2,0.0,0.0,0.0,0.034,POR,1610612757,28.8,356,17
139,0.43,1.28,154,675,63,25,956.0,164,202334,Ed Davis,357,172,0.286,0.933,0.878,0.252,MEM,1610612763,30.3,1419,38
140,0.44,1.46,162,623,42,35,804.0,52,202327,Ekpe Udoh,144,71,0.086,0.846,0.775,0.129,MIL,1610612749,27.2,1117,7
141,0.18,1.5,0,8,2,1,11.0,2,203548,Elias Harris,0,2,0.0,0.0,0.0,0.0,LAL,1610612747,0.3,10,1
142,1.54,2.36,12,1260,67,54,1157.0,38,202343,Elliot Williams,404,50,0.583,0.842,0.8,0.274,PHI,1610612755,58.1,1476,13
143,0.41,1.28,224,1345,72,38,1392.0,170,1882,Elton Brand,412,187,0.335,0.682,0.668,0.175,ATL,1610612737,50.4,2360,34
144,0.52,1.72,335,1999,80,57,2138.0,233,202683,Enes Kanter,987,493,0.23,0.897,0.684,0.293,UTA,1610612762,96.5,3374,23
145,4.98,5.02,58,2655,43,15,1416.0,27,202339,Eric Bledsoe,763,33,0.414,0.519,0.515,0.247,PHX,1610612756,258.8,3091,28
146,2.34,3.02,125,2302,64,38,2057.0,33,201569,Eric Gordon,988,29,0.36,0.667,0.483,0.366,NOP,1610612740,136.1,2703,26
147,4.02,4.3,4,705,31,20,327.0,2,201953,Eric Maynor,82,2,0.0,0.0,0.0,0.095,PHI,1610612755,61.6,859,11
148,0.37,0.97,10,53,24,11,62.0,5,203513,Erik Murphy,6,6,0.0,0.8,0.667,0.049,CHI,1610612741,2.0,123,13
149,0.43,1.28,211,1743,54,44,1455.0,117,101141,Ersan Ilyasova,604,119,0.19,1.043,0.992,0.214,MIL,1610612749,60.3,2821,10
150,2.39,2.76,45,1698,76,41,1503.0,39,203095,Evan Fournier,638,55,0.444,0.615,0.509,0.286,DEN,1610612743,102.7,2228,35
151,2.25,2.74,150,3694,81,52,2457.0,65,202323,Evan Turner,1131,109,0.467,0.708,0.514,0.253,IND,1610612754,204.2,4477,29
152,1.07,1.73,5,1052,55,22,1083.0,7,101128,Francisco Garcia,315,12,0.0,0.571,0.333,0.236,HOU,1610612745,38.5,1334,33
153,5.08,4.63,3,622,31,13,292.0,2,203539,Gal Mekel,73,4,0.0,1.0,0.5,0.1,DAL,1610612742,56.6,733,18
154,3.42,3.5,19,1125,74,34,638.0,4,202066,Garrett Temple,138,7,0.316,0.0,0.286,0.096,WAS,1610612764,83.5,1434,40
155,1.84,2.58,63,1584,51,32,1088.0,8,202390,Gary Neal,540,11,0.476,0.0,0.0,0.3,CHA,1610612766,77.3,1800,19
156,4.73,4.63,92,4456,76,26,2434.0,39,201588,George Hill,781,57,0.228,1.359,1.018,0.146,IND,1610612754,413.5,5362,50
157,1.54,2.49,123,2510,82,34,2330.0,32,101123,Gerald Green,1295,40,0.528,0.781,0.725,0.408,PHX,1610612756,131.7,3172,48
158,1.1,2.01,183,3713,76,37,2434.0,98,201945,Gerald Henderson,1068,137,0.322,0.918,0.861,0.251,CHA,1610612766,142.2,4254,39
159,1.28,1.97,33,1579,58,39,1416.0,59,2222,Gerald Wallace,298,111,0.212,1.0,0.739,0.137,BOS,1610612738,71.4,2172,19
160,1.3,1.79,121,2188,76,62,1880.0,81,203507,Giannis Antetokounmpo,523,121,0.149,0.716,0.612,0.158,MIL,1610612749,98.9,3313,14
161,0.69,1.39,8,238,34,25,238.0,3,203540,Gigi Datome,83,4,0.75,1.333,1.0,0.241,DET,1610612765,8.0,345,9
162,0.48,1.53,216,1624,68,38,1662.0,128,201175,Glen Davis,641,166,0.366,0.898,0.867,0.249,LAC,1610612746,65.5,2576,30
163,1.29,2.04,4,162,11,9,109.0,2,203318,Glen Rice,32,1,0.5,0.0,0.0,0.17,WAS,1610612764,6.4,188,2
164,5.28,5.02,156,5319,76,31,2668.0,54,201609,Goran Dragic,1542,54,0.25,0.481,0.444,0.259,PHX,1610612756,497.0,5946,45
165,2.44,3.03,276,4831,77,54,2800.0,74,202330,Gordon Hayward,1248,91,0.225,0.432,0.418,0.228,UTA,1610612762,276.6,5485,23
166,0.35,1.42,170,615,60,28,818.0,161,203476,Gorgui Dieng,286,174,0.135,0.857,0.793,0.24,MIN,1610612750,28.3,1193,32
167,0.54,1.87,589,2508,82,53,2689.0,286,202328,Greg Monroe,1249,370,0.273,0.902,0.786,0.293,DET,1610612765,132.5,4262,29
168,0.23,1.31,12,95,23,7,212.0,36,201141,Greg Oden,67,47,0.0,1.111,0.979,0.309,MIA,1610612748,4.8,217,16
169,0.27,1.0,8,47,11,4,100.0,11,202962,Greg Smith,38,11,1.0,0.909,0.545,0.314,HOU,1610612745,2.0,121,7
170,0.29,1.21,136,599,55,34,1007.0,90,201880,Greg Stiemsma,159,93,0.051,0.833,0.839,0.098,NOP,1610612740,32.5,1618,21
171,4.74,4.89,76,3932,78,32,1765.0,18,202349,Greivis Vasquez,752,38,0.263,1.056,0.368,0.166,TOR,1610612761,370.4,4543,46
172,0.32,1.14,67,442,25,13,421.0,80,202970,Gustavo Ayon,108,93,0.313,0.538,0.527,0.126,ATL,1610612737,16.2,854,12
173,0.25,0.95,1,29,14,9,74.0,6,202380,Hamady Ndiaye,6,9,0.0,1.0,0.667,0.071,SAC,1610612758,1.3,84,5
174,1.74,2.51,59,1728,77,30,2165.0,37,203084,Harrison Barnes,727,52,0.576,1.135,1.038,0.301,GSW,1610612744,101.0,2414,47
175,0.24,1.29,13,74,23,5,192.0,11,201934,Hasheem Thabeet,27,12,0.154,0.636,0.75,0.155,OKC,1610612760,3.7,174,18
176,0.82,1.59,18,424,38,11,392.0,8,2045,Hedo Turkoglu,115,10,0.111,0.875,0.9,0.144,LAC,1610612746,21.1,797,27
177,0.33,1.47,146,843,46,35,875.0,111,203156,Henry Sims,350,185,0.178,0.658,0.638,0.253,PHI,1610612755,34.0,1382,11
178,0.36,1.25,4,60,15,3,97.0,14,200756,Hilton Armstrong,25,16,0.0,0.357,0.438,0.207,GSW,1610612744,2.5,121,12
179,0.75,1.39,23,1419,77,59,1742.0,65,203138,Hollis Thompson,461,76,0.565,0.862,0.75,0.249,PHI,1610612755,43.0,1851,18
180,1.74,2.32,10,239,23,20,172.0,4,203546,Ian Clark,68,4,0.0,0.0,0.0,0.251,UTA,1610612762,10.5,271,3
181,0.21,1.21,75,678,77,26,1248.0,139,101133,Ian Mahinmi,272,167,0.147,0.827,0.82,0.207,IND,1610612754,26.5,1312,51
