,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,11,0,1,3,1,0.333,12,6,0.5,7,6,0.857,"DEC 28, 2016",0021600476,IND @ WAS,38,1,4,-4,19,201952,2,22016,1,1,1,L,18.0,15.08,0.629973474801
1,5,0,1,3,1,0.333,8,2,0.25,2,1,0.5,"DEC 26, 2016",0021600465,IND @ CHI,24,1,0,-13,6,201952,2,22016,0,3,1,L,9.0,8.88,0.337837837838
2,8,1,3,4,2,0.5,15,9,0.6,11,11,1.0,"DEC 22, 2016",0021600440,IND vs. BOS,35,1,4,-4,31,201952,4,22016,0,4,1,L,31.8857142857,19.84,0.78125
3,12,1,6,3,0,0.0,13,5,0.385,9,7,0.778,"DEC 20, 2016",0021600421,IND @ NYK,37,1,1,-8,17,201952,7,22016,1,1,1,L,16.5405405405,16.96,0.501179245283
4,10,0,3,2,0,0.0,19,8,0.421,7,7,1.0,"DEC 19, 2016",0021600413,IND vs. WAS,39,1,0,6,23,201952,4,22016,3,2,1,W,21.2307692308,22.08,0.520833333333
5,8,0,9,2,1,0.5,10,6,0.6,8,6,0.75,"DEC 17, 2016",0021600400,IND @ DET,31,0,2,9,19,201952,9,22016,2,4,1,W,22.064516129,13.52,0.702662721893
6,10,1,6,6,0,0.0,18,7,0.389,9,7,0.778,"DEC 15, 2016",0021600385,IND @ NOP,35,0,3,-6,21,201952,6,22016,0,1,1,L,21.6,21.96,0.478142076503
7,5,0,3,3,1,0.333,9,3,0.333,3,3,1.0,"DEC 14, 2016",0021600377,IND @ MIA,29,0,5,5,10,201952,3,22016,2,1,1,L,12.4137931034,10.32,0.484496124031
8,11,0,4,3,3,1.0,8,5,0.625,5,3,0.6,"DEC 12, 2016",0021600361,IND vs. CHA,35,1,3,8,16,201952,5,22016,1,4,1,W,16.4571428571,10.2,0.78431372549
9,6,1,1,2,2,1.0,7,3,0.429,2,1,0.5,"DEC 10, 2016",0021600348,IND vs. POR,30,0,2,9,9,201952,1,22016,2,3,1,W,10.8,7.88,0.571065989848
10,6,0,3,0,0,0.0,7,3,0.429,5,4,0.8,"DEC 09, 2016",0021600343,IND @ DAL,31,0,0,-13,10,201952,3,22016,1,2,1,L,11.6129032258,9.2,0.54347826087
11,11,0,4,4,1,0.25,15,6,0.4,8,6,0.75,"DEC 07, 2016",0021600329,IND @ PHX,36,1,1,10,19,201952,5,22016,2,3,1,W,19.0,18.52,0.512958963283
