,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,6,0,6,11,4,0.364,20,8,0.4,1,1,1.0,"FEB 15, 2017",0021600837,TOR vs. CHA,41,0,3,10,21,200768,6,22016,1,1,1,W,18.4390243902439,20.44,51.36986301369863
1,4,0,3,11,4,0.364,17,8,0.471,2,2,1.0,"FEB 14, 2017",0021600831,TOR @ CHI,38,0,5,-4,22,200768,3,22016,1,5,1,L,20.842105263157897,17.88,61.52125279642059
2,5,1,6,6,4,0.667,10,5,0.5,2,1,0.5,"FEB 12, 2017",0021600818,TOR vs. DET,36,0,4,2,15,200768,6,22016,1,2,1,L,15.0,10.88,68.93382352941177
3,5,0,0,13,4,0.308,19,6,0.316,5,4,0.8,"FEB 08, 2017",0021600790,TOR @ MIN,37,2,2,-8,20,200768,2,22016,1,3,1,L,19.45945945945946,21.2,47.16981132075472
4,8,0,4,8,5,0.625,14,6,0.429,7,7,1.0,"FEB 06, 2017",0021600771,TOR vs. LAC,38,0,3,4,24,200768,4,22016,0,2,1,W,22.736842105263158,17.08,70.25761124121782
5,11,0,10,5,0,0.0,13,5,0.385,6,5,0.833,"FEB 05, 2017",0021600765,TOR @ BKN,39,0,4,5,15,200768,10,22016,1,2,1,W,13.846153846153847,15.64,47.9539641943734
6,7,1,4,11,2,0.182,20,5,0.25,6,6,1.0,"FEB 03, 2017",0021600746,TOR @ ORL,42,1,5,-8,18,200768,5,22016,0,2,1,L,15.428571428571427,22.64,39.75265017667844
7,5,0,2,11,4,0.364,20,12,0.6,6,4,0.667,"FEB 01, 2017",0021600732,TOR @ BOS,38,0,2,-2,32,200768,2,22016,2,3,1,L,30.31578947368421,22.64,70.6713780918728
8,10,0,4,14,6,0.429,21,11,0.524,7,5,0.714,"JAN 31, 2017",0021600725,TOR vs. NOP,45,0,3,9,33,200768,4,22016,0,3,1,W,26.4,24.08,68.52159468438539
9,8,0,4,9,6,0.667,18,9,0.5,12,9,0.75,"JAN 29, 2017",0021600715,TOR vs. ORL,38,1,2,10,33,200768,5,22016,1,4,1,L,31.263157894736842,23.28,70.8762886597938
10,6,0,1,6,3,0.5,18,9,0.5,14,11,0.786,"JAN 27, 2017",0021600698,TOR vs. MIL,39,2,1,20,32,200768,3,22016,1,2,1,W,29.538461538461537,24.16,66.22516556291392
11,8,1,2,10,4,0.4,21,11,0.524,3,3,1.0,"JAN 25, 2017",0021600685,TOR @ MEM,40,2,1,2,29,200768,4,22016,1,0,1,L,26.099999999999998,22.32,64.96415770609319
12,2,1,3,7,1,0.143,23,9,0.391,12,11,0.917,"JAN 24, 2017",0021600674,TOR vs. SAS,42,0,4,-8,30,200768,3,22016,0,5,1,L,25.714285714285715,28.28,53.04101838755304
13,6,0,4,9,1,0.111,17,5,0.294,5,4,0.8,"JAN 22, 2017",0021600663,TOR vs. PHX,37,0,4,-8,15,200768,4,22016,1,2,1,L,14.594594594594595,19.2,39.0625
