,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,6,0,2,4,3,0.75,19,7,0.368,4,2,0.5,"MAR 12, 2017",0021600988,PHX vs. POR,31,1,1,-2,19,202339,3,22016,2,2,1,L,22.06451612903226,20.76,45.76107899807321
1,6,1,2,5,1,0.2,16,4,0.25,3,3,1.0,"MAR 11, 2017",0021600982,PHX @ DAL,31,0,3,16,12,202339,2,22016,1,4,1,W,13.935483870967742,17.32,34.64203233256351
2,5,1,7,4,1,0.25,12,4,0.333,6,4,0.667,"MAR 09, 2017",0021600964,PHX vs. LAL,32,0,0,-1,13,202339,7,22016,2,7,1,L,14.625,14.64,44.39890710382514
3,5,0,3,9,4,0.444,18,9,0.5,8,8,1.0,"MAR 07, 2017",0021600948,PHX vs. WAS,27,0,3,16,30,202339,3,22016,0,6,1,L,40.0,21.52,69.70260223048327
4,9,0,6,5,2,0.4,20,9,0.45,8,8,1.0,"MAR 05, 2017",0021600929,PHX vs. BOS,35,0,2,10,28,202339,6,22016,0,4,1,W,28.8,23.52,59.523809523809526
5,5,1,3,3,0,0.0,15,4,0.267,13,10,0.769,"MAR 03, 2017",0021600916,PHX vs. OKC,29,0,1,-11,18,202339,3,22016,4,2,1,W,22.344827586206897,20.72,43.43629343629344
6,7,1,4,1,1,1.0,4,3,0.75,8,7,0.875,"MAR 02, 2017",0021600907,PHX vs. CHA,25,0,2,0,14,202339,4,22016,1,4,1,W,20.160000000000004,7.52,93.08510638297874
7,8,1,4,5,2,0.4,17,7,0.412,6,4,0.667,"FEB 28, 2017",0021600892,PHX @ MEM,31,0,0,-3,20,202339,4,22016,2,1,2,L,23.225806451612904,19.64,50.91649694501018
8,9,2,4,2,0,0.0,10,4,0.4,4,3,0.75,"FEB 26, 2017",0021600875,PHX @ MIL,34,0,4,5,11,202339,4,22016,2,5,1,L,11.647058823529413,11.76,46.7687074829932
9,9,1,6,7,2,0.286,14,5,0.357,5,5,1.0,"FEB 24, 2017",0021600859,PHX @ CHI,40,1,2,-11,17,202339,7,22016,1,5,1,L,15.299999999999999,16.2,52.46913580246913
