,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,3,0,1,2,0,0.0,7,3,0.429,5,4,0.8,"DEC 29, 2016",0021600491,LAL vs. DAL,21,0,2,-3,10,101150,1,22016,0,4,2,L,17.1428571429,9.2,0.54347826087
1,3,0,2,4,2,0.5,13,6,0.462,8,8,1.0,"DEC 27, 2016",0021600475,LAL vs. UTA,27,0,2,8,22,101150,2,22016,0,3,1,L,29.3333333333,16.52,0.665859564165
2,1,1,3,3,1,0.333,11,5,0.455,4,3,0.75,"DEC 25, 2016",0021600460,LAL vs. LAC,24,0,2,-3,14,101150,3,22016,1,3,1,W,21.0,12.76,0.548589341693
3,1,0,2,3,1,0.333,11,3,0.273,7,6,0.857,"DEC 23, 2016",0021600443,LAL @ ORL,21,0,0,-10,13,101150,2,22016,2,0,1,L,22.2857142857,14.08,0.461647727273
4,1,0,2,7,3,0.429,17,8,0.471,8,8,1.0,"DEC 22, 2016",0021600439,LAL @ MIA,28,0,1,-7,27,101150,2,22016,0,1,1,L,34.7142857143,20.52,0.657894736842
5,8,1,1,4,1,0.25,12,5,0.417,6,5,0.833,"DEC 20, 2016",0021600419,LAL @ CHA,28,1,1,18,16,101150,2,22016,2,2,1,L,20.5714285714,14.64,0.546448087432
6,4,1,2,4,0,0.0,10,2,0.2,10,8,0.8,"DEC 17, 2016",0021600402,LAL @ CLE,27,1,1,-14,12,101150,3,22016,0,0,1,L,16.0,14.4,0.416666666667
7,3,0,0,6,1,0.167,12,5,0.417,8,7,0.875,"DEC 16, 2016",0021600396,LAL @ PHI,23,0,0,2,18,101150,0,22016,4,1,1,W,28.1739130435,15.52,0.579896907216
8,2,0,1,4,0,0.0,12,5,0.417,6,6,1.0,"DEC 14, 2016",0021600378,LAL @ BKN,24,1,4,-4,16,101150,2,22016,2,3,1,L,24.0,14.64,0.546448087432
9,2,1,1,5,2,0.4,12,3,0.25,8,6,0.75,"DEC 12, 2016",0021600367,LAL @ SAC,26,0,0,-9,14,101150,1,22016,1,2,1,L,19.3846153846,15.52,0.451030927835
10,5,0,6,7,2,0.286,13,6,0.462,10,10,1.0,"DEC 11, 2016",0021600360,LAL vs. NYK,26,0,2,-3,24,101150,6,22016,2,5,1,L,33.2307692308,17.4,0.689655172414
11,2,0,5,12,6,0.5,19,10,0.526,11,9,0.818,"DEC 09, 2016",0021600344,LAL vs. PHX,35,0,2,12,35,101150,5,22016,1,2,1,L,36.0,23.84,0.734060402685
12,0,1,0,4,2,0.5,12,7,0.583,8,8,1.0,"DEC 07, 2016",0021600326,LAL @ HOU,25,1,1,-26,24,101150,1,22016,3,6,1,L,34.56,15.52,0.773195876289
13,7,0,6,9,4,0.444,27,13,0.481,9,8,0.889,"DEC 05, 2016",0021600313,LAL vs. UTA,34,0,1,22,38,101150,6,22016,1,3,1,L,40.2352941176,30.96,0.613695090439
14,1,0,2,8,4,0.5,20,11,0.55,14,14,1.0,"DEC 03, 2016",0021600295,LAL @ MEM,32,0,0,1,40,101150,2,22016,2,2,1,L,45.0,26.16,0.764525993884
15,4,0,1,6,1,0.167,14,4,0.286,5,4,0.8,"DEC 02, 2016",0021600284,LAL @ TOR,25,0,3,-20,13,101150,1,22016,0,4,1,L,18.72,16.2,0.401234567901
16,5,1,5,3,1,0.333,12,4,0.333,11,9,0.818,"NOV 30, 2016",0021600269,LAL @ CHI,28,0,0,20,18,101150,5,22016,1,2,1,W,23.1428571429,16.84,0.534441805226
17,4,0,2,7,2,0.286,14,5,0.357,5,4,0.8,"NOV 29, 2016",0021600263,LAL @ NOP,22,1,0,-10,16,101150,3,22016,1,2,1,L,26.1818181818,16.2,0.493827160494
18,3,0,4,6,2,0.333,13,5,0.385,9,9,1.0,"NOV 27, 2016",0021600252,LAL vs. ATL,27,0,2,25,21,101150,4,22016,0,1,1,W,28.0,16.96,0.619103773585
19,2,0,2,4,0,0.0,13,5,0.385,4,3,0.75,"NOV 25, 2016",0021600238,LAL vs. GSW,26,1,0,1,13,101150,3,22016,1,4,1,L,18.0,14.76,0.440379403794
20,2,0,0,2,1,0.5,11,6,0.545,5,3,0.6,"NOV 23, 2016",0021600223,LAL @ GSW,22,0,1,-10,16,101150,0,22016,1,2,1,L,26.1818181818,13.2,0.606060606061
21,5,0,1,6,2,0.333,12,4,0.333,3,3,1.0,"NOV 22, 2016",0021600211,LAL vs. OKC,23,0,1,0,13,101150,1,22016,0,0,1,W,20.347826087,13.32,0.487987987988
22,3,0,0,6,5,0.833,14,8,0.571,6,4,0.667,"NOV 20, 2016",0021600198,LAL vs. CHI,30,1,2,-3,25,101150,1,22016,2,2,1,L,30.0,16.64,0.751201923077
23,3,0,3,4,2,0.5,13,9,0.692,4,4,1.0,"NOV 18, 2016",0021600182,LAL vs. SAS,27,0,3,-1,24,101150,3,22016,2,2,1,L,32.0,14.76,0.813008130081
