,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,3,0,4,2,0,0.0,13,3,0.231,4,4,1.0,"MAR 17, 2017",0021601026,PHX vs. ORL,30,0,2,6,10,1626164,4,22016,2,3,1,L,12.0,14.76,33.87533875338754
1,2,0,2,9,3,0.333,26,6,0.231,4,4,1.0,"MAR 15, 2017",0021601012,PHX vs. SAC,40,1,2,-7,19,1626164,3,22016,0,1,2,L,17.099999999999998,27.76,34.221902017291065
2,3,0,4,0,0,0.0,26,13,0.5,4,2,0.5,"MAR 12, 2017",0021600988,PHX vs. POR,41,1,1,-17,28,1626164,5,22016,1,3,1,L,24.585365853658537,27.76,50.43227665706051
3,2,0,4,5,2,0.4,20,12,0.6,10,10,1.0,"MAR 11, 2017",0021600982,PHX @ DAL,35,1,2,15,36,1626164,5,22016,0,1,1,W,37.028571428571425,24.4,73.77049180327869
4,3,0,5,4,1,0.25,21,10,0.476,2,2,1.0,"MAR 09, 2017",0021600964,PHX vs. LAL,38,1,2,-3,23,1626164,6,22016,0,3,1,L,21.789473684210527,21.88,52.55941499085923
5,6,0,3,7,4,0.571,18,8,0.444,6,5,0.833,"MAR 07, 2017",0021600948,PHX vs. WAS,38,1,2,5,25,1626164,4,22016,0,6,1,L,23.68421052631579,20.64,60.56201550387597
6,0,0,5,3,1,0.333,10,5,0.5,6,5,0.833,"MAR 05, 2017",0021600929,PHX vs. BOS,27,0,5,8,16,1626164,5,22016,1,1,1,W,21.333333333333332,12.64,63.291139240506325
7,3,1,7,7,2,0.286,13,5,0.385,6,5,0.833,"MAR 03, 2017",0021600916,PHX vs. OKC,33,0,2,-2,17,1626164,7,22016,0,6,1,W,18.545454545454547,15.64,54.347826086956516
8,9,0,6,4,1,0.25,12,5,0.417,5,4,0.8,"MAR 02, 2017",0021600907,PHX vs. CHA,30,0,3,7,15,1626164,6,22016,0,5,1,W,18.0,14.2,52.81690140845071
9,1,1,3,5,2,0.4,11,3,0.273,1,1,1.0,"FEB 28, 2017",0021600892,PHX @ MEM,36,0,2,-11,9,1626164,3,22016,0,2,2,L,9.0,11.44,39.33566433566434
