,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,3,3,2,1,0,0.0,14,4,0.286,2,1,0.5,"MAR 18, 2017",0021601035,MIL @ GSW,31,1,2,-25,9,203507,3,22016,2,2,1,L,10.451612903225808,14.88,30.241935483870968
1,5,2,6,1,1,1.0,16,11,0.688,6,3,0.5,"MAR 17, 2017",0021601027,MIL @ LAL,35,2,6,-5,26,203507,8,22016,0,4,1,W,26.742857142857144,18.64,69.74248927038627
2,5,1,5,0,0,0.0,10,5,0.5,9,6,0.667,"MAR 15, 2017",0021601013,MIL @ LAC,28,0,4,-9,16,203507,5,22016,0,2,2,W,20.57142857142857,13.96,57.306590257879655
3,4,0,5,4,1,0.25,14,6,0.429,7,5,0.714,"MAR 13, 2017",0021600993,MIL @ MEM,28,0,3,-7,18,203507,5,22016,1,2,1,L,23.142857142857146,17.08,52.69320843091335
4,7,2,4,1,0,0.0,15,6,0.4,7,6,0.857,"MAR 11, 2017",0021600978,MIL vs. MIN,40,0,5,1,18,203507,4,22016,0,2,1,W,16.2,18.08,49.77876106194691
5,5,1,8,3,1,0.333,13,7,0.538,6,6,1.0,"MAR 10, 2017",0021600967,MIL vs. IND,39,0,3,13,21,203507,8,22016,5,6,1,W,19.384615384615383,15.64,67.13554987212275
6,7,2,7,1,0,0.0,21,11,0.524,13,10,0.769,"MAR 08, 2017",0021600952,MIL vs. NYK,41,6,2,10,32,203507,13,22016,4,1,1,W,28.097560975609756,26.72,59.88023952095809
7,5,3,7,2,1,0.5,13,7,0.538,12,9,0.75,"MAR 06, 2017",0021600934,MIL @ PHI,35,1,1,14,24,203507,8,22016,2,0,1,W,24.685714285714287,18.28,65.64551422319475
8,4,1,8,0,0,0.0,13,8,0.615,6,5,0.833,"MAR 04, 2017",0021600920,MIL vs. TOR,35,2,2,-8,21,203507,10,22016,0,1,1,W,21.599999999999998,15.64,67.13554987212275
9,8,2,5,0,0,0.0,13,10,0.769,5,4,0.8,"MAR 03, 2017",0021600912,MIL vs. LAC,31,0,4,12,24,203507,5,22016,2,1,1,W,27.870967741935484,15.2,78.94736842105263
10,4,3,7,1,0,0.0,13,5,0.385,6,5,0.833,"MAR 01, 2017",0021600899,MIL vs. DEN,34,2,3,-7,15,203507,9,22016,0,6,1,L,15.882352941176471,15.64,47.9539641943734
11,8,1,7,2,0,0.0,13,4,0.308,4,1,0.25,"FEB 27, 2017",0021600884,MIL @ CLE,42,0,3,-12,9,203507,7,22016,0,3,1,L,7.7142857142857135,14.76,30.48780487804878
12,6,2,7,0,0,0.0,13,11,0.846,7,6,0.857,"FEB 26, 2017",0021600875,MIL vs. PHX,36,1,3,5,28,203507,8,22016,1,4,1,W,28.0,16.08,87.06467661691543
13,3,1,8,4,2,0.5,16,10,0.625,15,11,0.733,"FEB 24, 2017",0021600860,MIL vs. UTA,34,4,4,-4,33,203507,12,22016,4,6,1,L,34.94117647058823,22.6,73.00884955752211
14,3,1,7,1,0,0.0,25,13,0.52,10,7,0.7,"FEB 15, 2017",0021600838,MIL @ BKN,40,2,2,7,33,203507,9,22016,4,0,1,W,29.7,29.4,56.122448979591844
15,6,1,4,2,0,0.0,9,2,0.222,4,4,1.0,"FEB 13, 2017",0021600824,MIL vs. DET,37,0,2,8,8,203507,4,22016,1,1,1,W,7.783783783783784,10.76,37.17472118959108
16,10,2,6,1,0,0.0,9,4,0.444,14,12,0.857,"FEB 11, 2017",0021600809,MIL @ IND,34,2,5,12,20,203507,8,22016,1,2,1,W,21.176470588235293,15.16,65.96306068601582
