,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,10,2,4,3,1,0.333,14,9,0.643,3,3,1.0,"DEC 29, 2016",0021600490,PHX vs. TOR,38,1,3,16,22,202339,5,22016,3,8,1,W,20.8421052632,15.32,0.718015665796
1,3,0,1,2,0,0.0,9,6,0.667,1,1,1.0,"DEC 28, 2016",0021600482,PHX @ SAS,27,1,3,-24,13,202339,2,22016,0,1,1,L,17.3333333333,9.44,0.688559322034
2,4,0,6,8,1,0.125,20,8,0.4,9,7,0.778,"DEC 26, 2016",0021600467,PHX @ HOU,27,0,3,-16,24,202339,6,22016,3,5,1,L,32.0,23.96,0.500834724541
3,11,3,1,5,2,0.4,12,7,0.583,11,8,0.727,"DEC 23, 2016",0021600453,PHX vs. PHI,37,1,2,13,24,202339,2,22016,0,4,1,W,23.3513513514,16.84,0.712589073634
4,6,0,0,5,1,0.2,13,6,0.462,4,3,0.75,"DEC 21, 2016",0021600435,PHX vs. HOU,31,2,2,-16,16,202339,2,22016,0,1,1,L,18.5806451613,14.76,0.542005420054
5,3,2,1,4,3,0.75,20,9,0.45,9,6,0.667,"DEC 19, 2016",0021600416,PHX @ MIN,33,0,1,-9,27,202339,1,22016,2,3,1,L,29.4545454545,23.96,0.563439065109
6,4,0,3,6,1,0.167,13,4,0.308,3,3,1.0,"DEC 17, 2016",0021600399,PHX @ OKC,31,0,1,-17,12,202339,3,22016,0,2,1,L,13.935483871,14.32,0.418994413408
7,5,0,3,5,1,0.2,14,5,0.357,4,3,0.75,"DEC 15, 2016",0021600387,PHX vs. SAS,30,1,1,-12,14,202339,4,22016,1,2,1,L,16.8,15.76,0.444162436548
8,8,1,4,4,1,0.25,21,9,0.429,12,12,1.0,"DEC 13, 2016",0021600372,PHX vs. NYK,39,2,2,5,31,202339,6,22016,2,5,1,W,28.6153846154,26.28,0.589802130898
9,8,0,2,11,3,0.273,26,13,0.5,4,3,0.75,"DEC 11, 2016",0021600359,PHX vs. NOP,40,1,6,13,32,202339,3,22016,2,4,1,L,28.8,27.76,0.576368876081
10,9,1,4,5,3,0.6,18,10,0.556,8,7,0.875,"DEC 09, 2016",0021600344,PHX @ LAL,33,0,0,18,30,202339,4,22016,3,1,1,W,32.7272727273,21.52,0.697026022305
11,4,1,3,5,0,0.0,13,5,0.385,5,5,1.0,"DEC 07, 2016",0021600329,PHX vs. IND,29,0,5,-16,15,202339,3,22016,3,4,1,L,18.6206896552,15.2,0.493421052632
12,2,0,5,0,0,0.0,10,5,0.5,4,4,1.0,"DEC 06, 2016",0021600320,PHX @ UTA,25,1,1,-18,14,202339,6,22016,1,3,1,L,20.16,11.76,0.595238095238
13,4,0,5,8,5,0.625,19,10,0.526,2,2,1.0,"DEC 03, 2016",0021600299,PHX @ GSW,30,0,3,-14,27,202339,5,22016,5,1,1,L,32.4,19.88,0.67907444668
14,4,1,4,3,0,0.0,17,5,0.294,2,2,1.0,"NOV 30, 2016",0021600274,PHX vs. ATL,28,2,1,-9,12,202339,6,22016,2,1,1,W,15.4285714286,17.88,0.335570469799
15,6,2,6,8,4,0.5,23,10,0.435,11,11,1.0,"NOV 27, 2016",0021600246,PHX vs. DEN,40,0,3,11,35,202339,6,22016,2,3,1,L,31.5,27.84,0.628591954023
16,10,0,4,5,2,0.4,15,8,0.533,7,5,0.714,"NOV 25, 2016",0021600236,PHX vs. MIN,34,2,4,-18,23,202339,6,22016,3,7,1,L,24.3529411765,18.08,0.636061946903
17,5,1,9,4,1,0.25,15,5,0.333,8,5,0.625,"NOV 23, 2016",0021600214,PHX @ ORL,32,0,1,1,16,202339,9,22016,1,3,1,W,18.0,18.52,0.431965442765
18,6,2,7,9,3,0.333,25,10,0.4,7,6,0.857,"NOV 21, 2016",0021600200,PHX @ WAS,40,2,2,-1,29,202339,9,22016,2,4,1,L,26.1,28.08,0.516381766382
19,6,0,3,4,1,0.25,24,12,0.5,2,2,1.0,"NOV 19, 2016",0021600189,PHX @ PHI,30,2,3,-6,27,202339,5,22016,0,4,1,L,32.4,24.88,0.542604501608
21,5,0,2,1,0,0.0,4,2,0.5,6,4,0.667,"NOV 16, 2016",0021600166,PHX @ DEN,34,1,3,-14,8,202339,3,22016,3,6,1,L,8.47058823529,6.64,0.602409638554
22,5,0,2,4,1,0.25,13,6,0.462,7,7,1.0,"NOV 13, 2016",0021600143,PHX @ GSW,28,1,2,-12,20,202339,3,22016,0,0,1,L,25.7142857143,16.08,0.621890547264
23,8,0,6,3,1,0.333,8,1,0.125,7,5,0.714,"NOV 12, 2016",0021600139,PHX vs. BKN,30,2,2,-13,8,202339,8,22016,3,3,1,L,9.6,11.08,0.361010830325
24,8,0,10,2,1,0.5,15,8,0.533,4,4,1.0,"NOV 09, 2016",0021600113,PHX vs. DET,35,1,2,7,21,202339,11,22016,0,5,1,W,21.6,16.76,0.626491646778
25,4,0,4,3,2,0.667,13,9,0.692,12,11,0.917,"NOV 08, 2016",0021600103,PHX @ POR,31,0,3,-15,31,202339,4,22016,0,2,1,L,36.0,18.28,0.847921225383
26,2,0,1,4,0,0.0,14,7,0.5,6,5,0.833,"NOV 06, 2016",0021600092,PHX @ LAL,30,1,5,-17,19,202339,2,22016,2,6,1,L,22.8,16.64,0.570913461538
27,4,0,5,6,2,0.333,13,7,0.538,3,1,0.333,"NOV 04, 2016",0021600075,PHX @ NOP,36,2,5,16,17,202339,7,22016,0,3,1,W,17.0,14.32,0.593575418994
