,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,2,0,4,8,4,0.5,27,14,0.519,2,1,0.5,"MAR 19, 2017",0021601039,MIN @ NOP,39,2,2,-17,33,1626157,6,22016,1,3,1,L,30.46153846153846,27.88,59.18220946915351
1,1,0,5,3,1,0.333,17,11,0.647,8,8,1.0,"MAR 17, 2017",0021601025,MIN @ MIA,38,6,3,-19,31,1626157,11,22016,0,3,1,L,29.36842105263158,20.52,75.53606237816764
2,4,0,10,5,1,0.2,14,7,0.5,2,2,1.0,"MAR 15, 2017",0021601006,MIN @ BOS,40,4,3,-13,17,1626157,14,22016,0,2,1,L,15.299999999999999,14.88,57.12365591397849
3,2,0,10,4,2,0.5,26,17,0.654,3,3,1.0,"MAR 13, 2017",0021600995,MIN vs. WAS,35,3,2,4,39,1626157,13,22016,1,0,1,W,40.114285714285714,27.32,71.37628111273791
4,1,2,10,5,3,0.6,21,14,0.667,6,4,0.667,"MAR 11, 2017",0021600978,MIN @ MIL,40,4,4,-3,35,1626157,14,22016,1,4,1,L,31.5,23.64,74.02707275803722
5,2,2,7,4,2,0.5,18,10,0.556,3,1,0.333,"MAR 10, 2017",0021600968,MIN vs. GSW,38,2,4,-8,23,1626157,9,22016,0,3,1,W,21.789473684210527,19.32,59.523809523809526
6,2,0,10,5,1,0.2,21,14,0.667,0,0,0.0,"MAR 08, 2017",0021600955,MIN vs. LAC,35,4,3,23,29,1626157,14,22016,0,1,1,W,29.82857142857143,21.0,69.04761904761905
7,1,1,8,2,0,0.0,16,9,0.563,8,6,0.75,"MAR 04, 2017",0021600925,MIN @ SAS,46,6,4,-16,24,1626157,14,22016,1,2,1,L,18.782608695652172,19.52,61.47540983606557
8,3,1,12,3,2,0.667,16,9,0.563,1,1,1.0,"MAR 01, 2017",0021600903,MIN @ UTA,35,3,2,20,21,1626157,15,22016,0,4,1,W,21.599999999999998,16.44,63.86861313868613
9,2,3,9,1,1,1.0,19,13,0.684,5,2,0.4,"FEB 27, 2017",0021600888,MIN @ SAC,38,8,3,16,29,1626157,17,22016,0,2,1,W,27.47368421052632,21.2,68.39622641509435
