,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,5,2,8,7,2,0.286,20,6,0.3,5,5,1.0,"MAR 20, 2017",0021601046,IND vs. UTA,36,0,4,10,19,202331,8,22016,2,3,1,W,19.0,22.2,42.792792792792795
1,2,0,3,4,1,0.25,14,7,0.5,5,3,0.6,"MAR 19, 2017",0021601040,IND @ TOR,31,1,5,-17,18,202331,4,22016,1,3,1,L,20.903225806451616,16.2,55.55555555555556
2,3,0,4,10,6,0.6,21,15,0.714,3,3,1.0,"MAR 15, 2017",0021601005,IND vs. CHA,33,1,3,27,39,202331,5,22016,3,3,1,W,42.54545454545455,22.32,87.36559139784946
3,2,0,8,8,3,0.375,22,9,0.409,1,1,1.0,"MAR 14, 2017",0021601001,IND @ NYK,38,2,2,-2,22,202331,10,22016,0,6,1,L,20.842105263157897,22.44,49.01960784313725
4,1,1,10,4,1,0.25,19,9,0.474,9,9,1.0,"MAR 12, 2017",0021600987,IND vs. MIA,37,0,2,4,28,202331,10,22016,1,2,1,W,27.243243243243246,22.96,60.97560975609756
5,6,0,10,5,0,0.0,14,5,0.357,8,8,1.0,"MAR 10, 2017",0021600967,IND @ MIL,42,1,4,-9,18,202331,11,22016,2,3,1,L,15.428571428571427,17.52,51.369863013698634
6,2,0,8,5,3,0.6,12,7,0.583,4,4,1.0,"MAR 08, 2017",0021600956,IND vs. DET,29,0,2,19,21,202331,8,22016,0,1,1,W,26.06896551724138,13.76,76.30813953488372
7,5,0,10,14,6,0.429,25,15,0.6,0,0,0.0,"MAR 06, 2017",0021600941,IND @ CHA,36,0,4,0,36,202331,10,22016,0,6,2,L,36.0,25.0,72.0
8,4,0,5,9,6,0.667,19,12,0.632,5,4,0.8,"MAR 05, 2017",0021600927,IND @ ATL,38,0,3,-1,34,202331,5,22016,1,5,1,W,32.21052631578947,21.2,80.18867924528303
9,2,0,6,7,2,0.286,18,5,0.278,10,10,1.0,"MAR 01, 2017",0021600902,IND @ SAS,34,0,4,5,22,202331,6,22016,1,3,1,L,23.294117647058826,22.4,49.10714285714286
10,5,1,6,9,3,0.333,16,5,0.313,2,2,1.0,"FEB 27, 2017",0021600886,IND @ HOU,30,1,5,-5,15,202331,7,22016,3,2,1,W,18.0,16.88,44.43127962085308
12,4,0,8,5,1,0.2,12,3,0.25,2,2,1.0,"FEB 24, 2017",0021600857,IND vs. MEM,34,1,2,15,9,202331,9,22016,1,4,1,W,9.529411764705882,12.88,34.93788819875776
13,3,0,7,7,1,0.143,18,6,0.333,4,4,1.0,"FEB 16, 2017",0021600848,IND vs. WAS,37,0,1,-17,17,202331,7,22016,2,4,1,L,16.54054054054054,19.76,43.016194331983804
14,3,0,5,6,3,0.5,19,4,0.211,2,2,1.0,"FEB 15, 2017",0021600835,IND @ CLE,36,2,0,-10,13,202331,7,22016,0,1,1,L,13.0,19.88,32.69617706237425
15,3,0,6,7,4,0.571,15,8,0.533,8,7,0.875,"FEB 13, 2017",0021600825,IND vs. SAS,37,0,5,-12,27,202331,6,22016,0,2,1,L,26.27027027027027,18.52,72.89416846652269
16,3,0,7,3,2,0.667,11,4,0.364,3,3,1.0,"FEB 11, 2017",0021600809,IND vs. MIL,38,1,6,-6,13,202331,8,22016,0,5,1,L,12.31578947368421,12.32,52.75974025974026
17,2,1,3,6,2,0.333,23,12,0.522,7,5,0.714,"FEB 10, 2017",0021600805,IND @ WAS,36,1,2,-18,31,202331,4,22016,0,1,1,L,31.0,26.08,59.43251533742332
18,6,1,7,5,2,0.4,19,9,0.474,3,2,0.667,"FEB 08, 2017",0021600783,IND vs. CLE,38,1,2,-10,22,202331,8,22016,2,3,1,L,20.842105263157897,20.32,54.13385826771654
19,4,0,4,9,2,0.222,20,7,0.35,6,5,0.833,"FEB 06, 2017",0021600770,IND vs. OKC,33,4,3,0,21,202331,8,22016,2,5,1,W,22.90909090909091,22.64,46.378091872791515
20,4,0,3,6,3,0.5,14,9,0.643,1,0,0.0,"FEB 04, 2017",0021600757,IND vs. DET,32,0,2,21,21,202331,3,22016,1,1,1,W,23.625,14.44,72.71468144044321
21,3,3,9,5,1,0.2,22,9,0.409,5,5,1.0,"FEB 03, 2017",0021600747,IND @ BKN,37,2,2,17,24,202331,11,22016,2,3,1,W,23.351351351351354,24.2,49.586776859504134
22,3,0,6,6,1,0.167,14,3,0.214,1,1,1.0,"FEB 01, 2017",0021600730,IND @ ORL,33,1,2,3,8,202331,7,22016,0,5,1,W,8.727272727272727,14.44,27.70083102493075
23,3,1,9,7,3,0.429,23,13,0.565,4,4,1.0,"JAN 29, 2017",0021600713,IND vs. HOU,36,0,2,26,33,202331,9,22016,1,2,1,W,33.0,24.76,66.63974151857835
24,3,0,3,5,1,0.2,18,8,0.444,17,16,0.941,"JAN 27, 2017",0021600696,IND vs. SAC,45,1,2,11,33,202331,4,22016,2,4,1,W,26.4,25.48,64.75667189952904
25,5,0,3,4,3,0.75,22,12,0.545,6,5,0.833,"JAN 26, 2017",0021600691,IND @ MIN,37,1,4,10,32,202331,4,22016,1,3,1,W,31.135135135135137,24.64,64.93506493506493
26,3,0,6,10,3,0.3,24,11,0.458,7,6,0.857,"JAN 23, 2017",0021600672,IND vs. NYK,39,1,3,1,31,202331,7,22016,2,3,1,L,28.615384615384613,27.08,57.23781388478583
27,2,0,4,5,3,0.6,16,8,0.5,0,0,0.0,"JAN 21, 2017",0021600659,IND @ UTA,29,0,6,-18,19,202331,4,22016,0,0,1,L,23.586206896551722,16.0,59.375
28,2,1,5,7,3,0.429,15,8,0.533,2,2,1.0,"JAN 20, 2017",0021600649,IND @ LAL,36,1,0,-15,21,202331,6,22016,2,4,1,L,21.0,15.88,66.12090680100755
29,3,0,4,5,2,0.4,15,8,0.533,6,6,1.0,"JAN 18, 2017",0021600635,IND @ SAC,42,0,1,5,24,202331,4,22016,1,4,1,W,20.57142857142857,17.64,68.02721088435374
30,6,0,5,6,2,0.333,17,6,0.353,5,5,1.0,"JAN 16, 2017",0021600616,IND vs. NOP,34,0,3,20,19,202331,5,22016,2,3,1,W,20.11764705882353,19.2,49.47916666666667
31,3,0,4,6,2,0.333,12,2,0.167,4,4,1.0,"JAN 12, 2017",0021600589,IND @ DEN,31,0,1,-31,10,202331,4,22016,4,2,1,L,11.612903225806452,13.76,36.337209302325576
32,4,0,3,4,1,0.25,16,7,0.438,4,4,1.0,"JAN 07, 2017",0021600552,IND vs. NYK,28,0,3,10,19,202331,3,22016,2,4,1,W,24.42857142857143,17.76,53.49099099099098
33,3,0,1,4,2,0.5,18,10,0.556,6,4,0.667,"JAN 05, 2017",0021600536,IND vs. BKN,31,0,0,34,26,202331,1,22016,3,0,1,W,30.193548387096776,20.64,62.98449612403101
