,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,10,2,6,2,1,0.5,17,7,0.412,0,0,0.0,"DEC 28, 2016",0021600483,MIN @ DEN,35,5,1,6,15,1626157,11,22016,0,3,1,L,15.4285714286,17.0,0.441176470588
1,4,3,8,3,3,1.0,8,8,1.0,3,3,1.0,"DEC 26, 2016",0021600468,MIN vs. ATL,31,3,5,13,22,1626157,11,22016,0,1,1,W,25.5483870968,9.32,1.18025751073
2,0,0,6,2,0,0.0,20,10,0.5,6,6,1.0,"DEC 25, 2016",0021600459,MIN @ OKC,32,2,1,-11,26,1626157,8,22016,0,3,1,L,29.25,22.64,0.574204946996
3,5,0,8,5,1,0.2,15,7,0.467,6,5,0.833,"DEC 23, 2016",0021600450,MIN vs. SAC,38,5,1,-3,20,1626157,13,22016,0,1,1,L,18.9473684211,17.64,0.566893424036
4,5,1,14,3,0,0.0,16,7,0.438,4,3,0.75,"DEC 21, 2016",0021600430,MIN @ ATL,37,4,3,1,17,1626157,18,22016,0,6,1,W,16.5405405405,17.76,0.478603603604
5,3,2,11,3,1,0.333,18,11,0.611,5,5,1.0,"DEC 19, 2016",0021600416,MIN vs. PHX,35,4,4,11,28,1626157,15,22016,0,4,1,W,28.8,20.2,0.693069306931
6,5,1,14,4,1,0.25,28,15,0.536,12,10,0.833,"DEC 17, 2016",0021600403,MIN vs. HOU,43,2,4,-4,41,1626157,16,22016,0,6,1,L,34.3255813953,33.28,0.615985576923
7,2,3,10,8,1,0.125,21,6,0.286,4,3,0.75,"DEC 13, 2016",0021600370,MIN @ CHI,39,2,1,12,16,1626157,12,22016,1,4,1,W,14.7692307692,22.76,0.351493848858
8,2,0,11,3,1,0.333,15,9,0.6,8,6,0.75,"DEC 11, 2016",0021600358,MIN vs. GSW,39,7,3,-7,25,1626157,18,22016,0,1,1,L,23.0769230769,18.52,0.67494600432
9,1,1,9,2,0,0.0,12,6,0.5,4,2,0.5,"DEC 09, 2016",0021600342,MIN vs. DET,32,3,3,-8,14,1626157,12,22016,0,5,1,L,15.75,13.76,0.508720930233
10,1,1,6,4,1,0.25,16,8,0.5,0,0,0.0,"DEC 08, 2016",0021600331,MIN @ TOR,35,5,4,-11,17,1626157,11,22016,0,3,1,L,17.4857142857,16.0,0.53125
11,4,1,11,3,1,0.333,16,3,0.188,4,4,1.0,"DEC 06, 2016",0021600319,MIN vs. SAS,37,3,3,-12,11,1626157,14,22016,1,2,1,L,10.7027027027,17.76,0.309684684685
12,1,2,11,2,0,0.0,22,10,0.455,7,7,1.0,"DEC 03, 2016",0021600292,MIN @ CHA,34,4,3,-6,27,1626157,15,22016,1,2,1,W,28.5882352941,25.08,0.538277511962
13,1,3,5,5,3,0.6,18,5,0.278,8,7,0.875,"DEC 02, 2016",0021600285,MIN @ NYK,30,3,4,-20,20,1626157,8,22016,0,4,1,L,24.0,21.52,0.46468401487
14,2,3,15,3,0,0.0,22,15,0.682,20,17,0.85,"NOV 30, 2016",0021600271,MIN vs. NYK,42,3,2,7,47,1626157,18,22016,1,4,1,L,40.2857142857,30.8,0.762987012987
15,1,1,9,3,1,0.333,19,8,0.421,2,2,1.0,"NOV 28, 2016",0021600258,MIN vs. UTA,34,3,5,-18,19,1626157,12,22016,1,0,1,L,20.1176470588,19.88,0.477867203219
16,3,1,4,6,1,0.167,21,8,0.381,2,1,0.5,"NOV 26, 2016",0021600244,MIN @ GSW,35,5,1,-5,18,1626157,9,22016,3,0,1,L,18.5142857143,21.88,0.411334552102
17,4,1,7,6,2,0.333,19,8,0.421,5,4,0.8,"NOV 25, 2016",0021600236,MIN @ PHX,35,3,2,16,22,1626157,10,22016,1,4,1,W,22.6285714286,21.2,0.518867924528
18,3,2,8,3,1,0.333,11,4,0.364,0,0,0.0,"NOV 23, 2016",0021600222,MIN @ NOP,27,3,3,-23,9,1626157,11,22016,1,3,1,L,12.0,11.0,0.409090909091
19,3,2,12,4,2,0.5,19,11,0.579,6,3,0.5,"NOV 21, 2016",0021600205,MIN vs. BOS,38,6,3,-9,27,1626157,18,22016,0,1,1,L,25.5789473684,21.64,0.623844731978
20,0,1,3,3,3,1.0,10,6,0.6,4,2,0.5,"NOV 19, 2016",0021600190,MIN @ MEM,28,0,5,-5,17,1626157,3,22016,0,2,1,L,21.8571428571,11.76,0.722789115646
21,0,2,7,2,1,0.5,18,12,0.667,0,0,0.0,"NOV 17, 2016",0021600172,MIN vs. PHI,38,3,2,33,25,1626157,10,22016,0,1,1,W,23.6842105263,18.0,0.694444444444
22,4,1,5,10,3,0.3,23,9,0.391,0,0,0.0,"NOV 15, 2016",0021600155,MIN vs. CHA,37,3,2,-18,21,1626157,8,22016,0,3,1,L,20.4324324324,23.0,0.45652173913
23,2,1,10,7,2,0.286,22,7,0.318,10,6,0.6,"NOV 13, 2016",0021600142,MIN vs. LAL,39,2,3,19,22,1626157,12,22016,0,2,1,W,20.3076923077,26.4,0.416666666667
24,2,2,6,3,1,0.333,18,10,0.556,4,3,0.75,"NOV 12, 2016",0021600135,MIN vs. LAC,33,4,5,-21,24,1626157,10,22016,2,3,1,L,26.1818181818,19.76,0.607287449393
25,1,1,7,3,1,0.333,16,7,0.438,5,5,1.0,"NOV 09, 2016",0021600109,MIN @ ORL,41,4,3,22,20,1626157,11,22016,2,0,1,W,17.5609756098,18.2,0.549450549451
26,4,1,3,4,1,0.25,15,8,0.533,4,4,1.0,"NOV 08, 2016",0021600101,MIN @ BKN,32,4,5,-15,21,1626157,7,22016,0,3,1,L,23.625,16.76,0.626491646778
27,0,1,2,4,3,0.75,20,13,0.65,5,4,0.8,"NOV 05, 2016",0021600079,MIN @ OKC,31,4,1,-19,33,1626157,6,22016,0,3,1,L,38.3225806452,22.2,0.743243243243
28,2,2,9,4,2,0.5,19,11,0.579,10,8,0.8,"NOV 03, 2016",0021600067,MIN vs. DEN,38,5,4,-1,32,1626157,14,22016,1,2,1,L,30.3157894737,23.4,0.683760683761
29,4,1,9,0,0,0.0,10,4,0.4,4,3,0.75,"NOV 01, 2016",0021600052,MIN vs. MEM,30,2,1,39,11,1626157,11,22016,0,3,1,W,13.2,11.76,0.46768707483
30,4,1,4,2,1,0.5,12,7,0.583,2,0,0.0,"OCT 29, 2016",0021600034,MIN @ SAC,37,2,5,-7,15,1626157,6,22016,2,1,1,L,14.5945945946,12.88,0.582298136646
31,5,1,2,5,2,0.4,20,9,0.45,1,1,1.0,"OCT 26, 2016",0021600009,MIN @ MEM,36,2,3,-13,21,1626157,4,22016,1,2,1,L,21.0,20.44,0.513698630137
