,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,3,3,5,6,2,0.333,15,9,0.6,0,0,0.0,"DEC 28, 2016",0021600477,ORL vs. CHA,30,2,1,-26,20,201586,7,22016,0,1,1,L,24.0,15.0,0.666666666667
1,3,0,5,6,2,0.333,11,6,0.545,2,2,1.0,"DEC 26, 2016",0021600462,ORL vs. MEM,24,1,3,17,16,201586,6,22016,0,1,1,W,24.0,11.88,0.673400673401
2,2,5,8,4,1,0.25,15,8,0.533,3,2,0.667,"DEC 23, 2016",0021600443,ORL vs. LAL,30,3,3,21,19,201586,11,22016,2,1,1,W,22.8,16.32,0.582107843137
3,1,1,7,7,3,0.429,18,10,0.556,0,0,0.0,"DEC 22, 2016",0021600438,ORL @ NYK,32,3,2,3,23,201586,10,22016,0,3,1,L,25.875,18.0,0.638888888889
4,2,1,6,5,4,0.8,15,8,0.533,0,0,0.0,"DEC 20, 2016",0021600422,ORL @ MIA,40,3,5,8,20,201586,9,22016,1,1,1,W,18.0,15.0,0.666666666667
5,0,0,4,1,0,0.0,9,5,0.556,0,0,0.0,"DEC 18, 2016",0021600409,ORL vs. TOR,22,0,0,-8,10,201586,4,22016,0,0,1,L,16.3636363636,9.0,0.555555555556
6,1,5,9,2,1,0.5,13,8,0.615,3,1,0.333,"DEC 16, 2016",0021600390,ORL vs. BKN,32,2,4,8,18,201586,11,22016,0,1,1,W,20.25,14.32,0.628491620112
7,2,0,6,5,1,0.2,10,3,0.3,2,1,0.5,"DEC 14, 2016",0021600376,ORL vs. LAC,31,2,3,4,8,201586,8,22016,0,0,1,L,9.29032258065,10.88,0.367647058824
8,2,0,3,8,4,0.5,18,11,0.611,3,3,1.0,"DEC 13, 2016",0021600369,ORL @ ATL,32,0,3,2,29,201586,3,22016,1,0,1,W,32.625,19.32,0.750517598344
9,0,4,3,3,2,0.667,17,9,0.529,2,2,1.0,"DEC 10, 2016",0021600347,ORL vs. DEN,36,1,4,-4,22,201586,4,22016,1,0,1,L,22.0,17.88,0.615212527964
10,3,1,5,4,2,0.5,9,3,0.333,4,4,1.0,"DEC 09, 2016",0021600337,ORL @ CHA,29,2,1,-21,12,201586,7,22016,0,1,1,L,14.8965517241,10.76,0.557620817844
11,0,1,5,4,2,0.5,10,3,0.3,0,0,0.0,"DEC 07, 2016",0021600322,ORL vs. BOS,25,3,3,-22,8,201586,8,22016,1,1,1,L,11.52,10.0,0.4
12,1,4,5,4,0,0.0,15,5,0.333,0,0,0.0,"DEC 06, 2016",0021600315,ORL @ WAS,31,0,0,5,10,201586,5,22016,0,1,1,W,11.6129032258,15.0,0.333333333333
13,4,4,6,4,2,0.5,11,9,0.818,2,1,0.5,"DEC 04, 2016",0021600300,ORL @ DET,34,1,0,4,21,201586,7,22016,3,1,1,W,22.2352941176,11.88,0.883838383838
14,1,1,3,5,1,0.2,12,6,0.5,4,3,0.75,"DEC 02, 2016",0021600282,ORL @ PHI,25,1,3,17,16,201586,4,22016,1,0,1,W,23.04,13.76,0.581395348837
15,0,3,6,4,0,0.0,10,4,0.4,4,3,0.75,"DEC 01, 2016",0021600278,ORL @ MEM,32,2,3,-5,11,201586,8,22016,0,0,1,L,12.375,11.76,0.46768707483
16,2,1,6,4,2,0.5,11,7,0.636,2,2,1.0,"NOV 29, 2016",0021600264,ORL @ SAS,34,1,2,13,18,201586,7,22016,2,0,1,W,19.0588235294,11.88,0.757575757576
17,1,2,6,4,1,0.25,17,8,0.471,2,2,1.0,"NOV 27, 2016",0021600248,ORL vs. MIL,33,0,2,-5,19,201586,6,22016,0,0,1,L,20.7272727273,17.88,0.531319910515
18,2,4,6,4,2,0.5,13,8,0.615,1,1,1.0,"NOV 25, 2016",0021600226,ORL vs. WAS,31,2,3,-8,19,201586,8,22016,1,2,1,L,22.064516129,13.44,0.706845238095
19,0,3,2,3,1,0.333,9,2,0.222,0,0,0.0,"NOV 23, 2016",0021600214,ORL vs. PHX,32,2,3,-4,5,201586,4,22016,0,2,1,L,5.625,9.0,0.277777777778
20,1,3,6,4,3,0.75,11,6,0.545,6,6,1.0,"NOV 21, 2016",0021600204,ORL @ MIL,37,2,3,12,21,201586,8,22016,2,3,1,L,20.4324324324,13.64,0.769794721408
21,1,3,6,3,2,0.667,12,6,0.5,2,1,0.5,"NOV 19, 2016",0021600187,ORL vs. DAL,31,3,3,10,15,201586,9,22016,1,4,1,W,17.4193548387,12.88,0.582298136646
22,1,0,6,4,2,0.5,13,7,0.538,0,0,0.0,"NOV 16, 2016",0021600159,ORL vs. NOP,30,2,3,1,16,201586,8,22016,0,3,1,W,19.2,13.0,0.615384615385
23,2,0,10,4,0,0.0,13,3,0.231,0,0,0.0,"NOV 14, 2016",0021600145,ORL @ IND,28,3,1,-2,6,201586,13,22016,0,2,1,L,7.71428571429,13.0,0.230769230769
24,0,4,6,2,2,1.0,19,13,0.684,3,3,1.0,"NOV 13, 2016",0021600141,ORL @ OKC,37,3,4,-6,31,201586,9,22016,0,2,1,W,30.1621621622,20.32,0.762795275591
25,0,1,6,4,2,0.5,12,3,0.25,0,0,0.0,"NOV 11, 2016",0021600124,ORL vs. UTA,31,2,1,-16,8,201586,8,22016,0,4,1,L,9.29032258065,12.0,0.333333333333
26,0,2,1,1,1,1.0,8,4,0.5,3,2,0.667,"NOV 09, 2016",0021600109,ORL vs. MIN,27,1,4,-4,11,201586,2,22016,0,0,1,L,14.6666666667,9.32,0.590128755365
27,3,1,7,2,1,0.5,6,3,0.5,0,0,0.0,"NOV 07, 2016",0021600096,ORL @ CHI,26,0,3,-9,7,201586,7,22016,1,2,1,L,9.69230769231,6.0,0.583333333333
28,0,0,5,2,1,0.5,13,5,0.385,0,0,0.0,"NOV 05, 2016",0021600081,ORL vs. WAS,21,2,2,-13,11,201586,7,22016,0,0,1,W,18.8571428571,13.0,0.423076923077
29,0,1,2,6,1,0.167,13,6,0.462,4,4,1.0,"NOV 03, 2016",0021600065,ORL vs. SAC,33,1,2,7,17,201586,3,22016,0,0,1,W,18.5454545455,14.76,0.575880758808
30,0,2,2,2,1,0.5,12,8,0.667,4,4,1.0,"NOV 01, 2016",0021600046,ORL @ PHI,32,2,3,8,21,201586,4,22016,0,0,1,W,23.625,13.76,0.763081395349
31,1,0,4,0,0,0.0,12,7,0.583,7,5,0.714,"OCT 29, 2016",0021600029,ORL @ CLE,31,3,4,-6,19,201586,7,22016,1,1,1,L,22.064516129,15.08,0.629973474801
33,0,1,6,4,2,0.5,17,6,0.353,0,0,0.0,"OCT 26, 2016",0021600004,ORL vs. MIA,36,2,3,-16,14,201586,8,22016,0,0,1,L,14.0,17.0,0.411764705882
