,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,1,0,4,4,2,0.5,20,11,0.55,4,1,0.25,"DEC 28, 2016",0021600483,MIN @ DEN,36,1,0,1,25,203952,5,22016,2,0,1,L,25.0,21.76,0.574448529412
1,2,0,3,6,4,0.667,14,7,0.5,4,3,0.75,"DEC 26, 2016",0021600468,MIN vs. ATL,28,1,2,16,21,203952,4,22016,1,0,1,W,27.0,15.76,0.666243654822
2,2,0,2,2,0,0.0,20,10,0.5,8,3,0.375,"DEC 25, 2016",0021600459,MIN @ OKC,36,1,0,-11,23,203952,3,22016,2,1,1,L,23.0,23.52,0.488945578231
3,1,1,0,6,0,0.0,19,6,0.316,4,3,0.75,"DEC 23, 2016",0021600450,MIN vs. SAC,40,0,1,0,15,203952,0,22016,0,2,1,L,13.5,20.76,0.361271676301
4,2,1,4,3,0,0.0,19,9,0.474,1,1,1.0,"DEC 21, 2016",0021600430,MIN @ ATL,39,3,2,2,19,203952,7,22016,0,1,1,W,17.5384615385,19.44,0.488683127572
5,2,0,4,2,1,0.5,20,11,0.55,4,3,0.75,"DEC 19, 2016",0021600416,MIN vs. PHX,39,0,5,9,26,203952,4,22016,3,3,1,W,24.0,21.76,0.597426470588
6,5,1,4,2,0,0.0,17,5,0.294,4,3,0.75,"DEC 17, 2016",0021600403,MIN vs. HOU,44,2,3,-3,13,203952,6,22016,3,1,1,L,10.6363636364,18.76,0.346481876333
7,3,1,6,4,2,0.5,17,8,0.471,6,5,0.833,"DEC 13, 2016",0021600370,MIN @ CHI,39,3,3,12,23,203952,9,22016,1,1,1,W,21.2307692308,19.64,0.585539714868
8,2,0,5,3,2,0.667,14,8,0.571,10,7,0.7,"DEC 11, 2016",0021600358,MIN vs. GSW,41,0,2,1,25,203952,5,22016,0,4,1,L,21.9512195122,18.4,0.679347826087
9,0,0,2,3,1,0.333,16,6,0.375,4,3,0.75,"DEC 09, 2016",0021600342,MIN vs. DET,27,0,0,-15,16,203952,2,22016,0,1,1,L,21.3333333333,17.76,0.45045045045
10,1,0,3,4,1,0.25,19,10,0.526,6,4,0.667,"DEC 08, 2016",0021600331,MIN @ TOR,36,3,5,-16,25,203952,6,22016,0,2,1,L,25.0,21.64,0.577634011091
