,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,1,0,4,10,3,0.3,20,10,0.5,9,9,1.0,"DEC 30, 2016",0021600492,IND vs. CHI,37,0,4,18,32,202331,4,22016,2,4,1,W,31.1351351351,23.96,0.667779632721
1,4,0,3,10,6,0.6,20,10,0.5,8,8,1.0,"DEC 28, 2016",0021600476,IND @ WAS,37,0,5,7,34,202331,3,22016,1,0,1,L,33.0810810811,23.52,0.722789115646
2,8,0,3,5,1,0.2,14,6,0.429,1,1,1.0,"DEC 26, 2016",0021600465,IND @ CHI,39,0,2,-8,14,202331,3,22016,1,4,1,L,12.9230769231,14.44,0.484764542936
3,5,0,7,3,0,0.0,16,5,0.313,10,9,0.9,"DEC 22, 2016",0021600440,IND vs. BOS,41,1,4,-5,19,202331,8,22016,2,5,1,L,16.6829268293,20.4,0.46568627451
4,3,0,4,4,0,0.0,17,6,0.353,4,4,1.0,"DEC 20, 2016",0021600421,IND @ NYK,36,1,2,-9,16,202331,5,22016,2,4,1,L,16.0,18.76,0.426439232409
5,2,0,6,6,2,0.333,21,10,0.476,6,5,0.833,"DEC 19, 2016",0021600413,IND vs. WAS,40,2,4,0,27,202331,8,22016,1,4,1,W,24.3,23.64,0.571065989848
6,2,1,6,6,2,0.333,21,11,0.524,3,2,0.667,"DEC 17, 2016",0021600400,IND @ DET,34,1,2,13,26,202331,7,22016,2,0,1,W,27.5294117647,22.32,0.582437275986
7,4,0,4,3,2,0.667,13,6,0.462,4,4,1.0,"DEC 15, 2016",0021600385,IND @ NOP,36,1,5,-6,18,202331,5,22016,2,5,1,L,18.0,14.76,0.609756097561
8,3,0,6,11,4,0.364,22,8,0.364,2,2,1.0,"DEC 14, 2016",0021600377,IND @ MIA,38,1,2,3,22,202331,7,22016,0,2,1,L,20.8421052632,22.88,0.480769230769
9,3,0,5,7,3,0.429,17,9,0.529,1,1,1.0,"DEC 12, 2016",0021600361,IND vs. CHA,36,0,1,25,22,202331,5,22016,1,4,1,W,22.0,17.44,0.630733944954
10,3,0,4,10,5,0.5,27,13,0.481,7,6,0.857,"DEC 10, 2016",0021600348,IND vs. POR,36,1,2,4,37,202331,5,22016,3,2,1,W,37.0,30.08,0.615026595745
11,0,0,7,4,3,0.75,16,8,0.5,3,3,1.0,"DEC 09, 2016",0021600343,IND @ DAL,40,0,5,-10,22,202331,7,22016,2,3,1,L,19.8,17.32,0.635103926097
12,1,0,11,5,1,0.2,18,8,0.444,10,8,0.8,"DEC 07, 2016",0021600329,IND @ PHX,38,2,3,11,25,202331,13,22016,3,3,1,W,23.6842105263,22.4,0.558035714286
13,3,0,9,2,0,0.0,12,4,0.333,13,13,1.0,"DEC 05, 2016",0021600314,IND @ GSW,31,1,2,-33,21,202331,10,22016,1,2,1,L,24.3870967742,17.72,0.592550790068
14,5,0,7,6,3,0.5,13,6,0.462,1,1,1.0,"DEC 04, 2016",0021600303,IND @ LAC,34,0,5,-6,16,202331,7,22016,3,2,1,W,16.9411764706,13.44,0.595238095238
15,3,0,5,11,2,0.182,22,6,0.273,4,4,1.0,"NOV 23, 2016",0021600216,IND vs. ATL,38,1,2,2,18,202331,6,22016,3,3,1,L,17.0526315789,23.76,0.378787878788
16,5,1,11,9,3,0.333,18,8,0.444,2,2,1.0,"NOV 16, 2016",0021600160,IND vs. CLE,37,0,1,24,21,202331,11,22016,2,3,1,W,20.4324324324,18.88,0.556144067797
17,5,1,5,5,1,0.2,16,5,0.313,2,2,1.0,"NOV 14, 2016",0021600145,IND vs. ORL,34,1,1,10,13,202331,6,22016,2,2,1,W,13.7647058824,16.88,0.385071090047
18,4,0,5,4,1,0.25,20,9,0.45,7,7,1.0,"NOV 11, 2016",0021600121,IND @ PHI,40,3,5,-17,26,202331,8,22016,2,1,1,L,23.4,23.08,0.563258232236
19,3,0,6,7,2,0.286,22,13,0.591,0,0,0.0,"NOV 09, 2016",0021600110,IND vs. PHI,32,1,3,11,28,202331,7,22016,1,5,1,W,31.5,22.0,0.636363636364
20,6,0,5,6,1,0.167,12,4,0.333,1,1,1.0,"NOV 07, 2016",0021600095,IND @ CHA,33,2,2,-14,10,202331,7,22016,2,5,1,L,10.9090909091,12.44,0.40192926045
21,3,0,4,5,3,0.6,10,5,0.5,0,0,0.0,"NOV 05, 2016",0021600083,IND vs. CHI,29,2,3,11,13,202331,6,22016,2,1,1,W,16.1379310345,10.0,0.65
22,1,3,4,8,4,0.5,20,9,0.45,3,1,0.333,"NOV 03, 2016",0021600066,IND @ MIL,37,1,3,-17,23,202331,5,22016,1,6,1,L,22.3783783784,21.32,0.539399624765
