,BetterPPP,FG,FGA,FGAG,FGM,FGMG,FGm,FGmG,FT,GP,P,PPG,PPP,PlayerFirstName,PlayerIDSID,PlayerLastName,PlayerNumber,PlusOne,Points,Poss,PossG,SF,Score,TO,TeamIDSID,TeamName,TeamNameAbbreviation,TeamShortName,Time,WorsePPP,aFG,name,season,seasonType
0,105,41.6666666667,24,0.774193548387,10,0.322580645161,14,0.451612903226,17.6470588235,31,G,0.967741935484,0.882353007793,Alec,202692,Burks,10,0.0,30,34,1.09677419355,14.7058823529,47.0588235294,11.7647058824,1610612762,Utah Jazz,UTA,Utah,7.65766000748,131,45.8333333333,Offensive,2015,Reg
1,101,37.2093023256,43,0.524390243902,16,0.19512195122,27,0.329268292683,11.1111111111,82,F,0.585365853659,0.888889014721,Al Farouq,202329,Aminu,8,1.85185185185,48,54,0.658536585366,9.25925925926,38.8888888889,11.1111111111,1610612757,Portland Trail Blazers,POR,Portland,6.00666999817,134,45.3488372093,Offensive,2015,Reg
2,84,50.0,30,0.441176470588,15,0.220588235294,15,0.220588235294,2.5641025641,68,G,0.529411764706,0.923076987267,Aaron,201166,Brooks,0,2.5641025641,36,39,0.573529411765,2.5641025641,38.4615384615,23.0769230769,1610612741,Chicago Bulls,CHI,Chicago,6.77083015442,150,58.3333333333,Offensive,2015,Reg
3,196,29.4117647059,17,0.217948717949,5,0.0641025641026,12,0.153846153846,0.0,78,F,0.153846153846,0.666666984558,Aaron,203932,Gordon,0,0.0,12,18,0.230769230769,0.0,27.7777777778,5.55555555556,1610612753,Orlando Magic,ORL,Orlando,2.47252988815,36,35.2941176471,Offensive,2015,Reg
4,29,50.0,10,0.277777777778,5,0.138888888889,5,0.138888888889,0.0,36,F,0.305555555556,1.10000002384,Darrun,1626199,Hilliard,6,0.0,11,10,0.277777777778,0.0,50.0,0.0,1610612765,Detroit Pistons,DET,Detroit,5.98801994324,207,55.0,Offensive,2015,Reg
5,52,44.4444444444,9,0.290322580645,4,0.129032258065,5,0.161290322581,9.09090909091,31,G,0.354838709677,1.0,Reggie,203493,Bullock,25,0.0,11,11,0.354838709677,9.09090909091,45.4545454545,9.09090909091,1610612765,Detroit Pistons,DET,Detroit,9.8214302063,179,50.0,Offensive,2015,Reg
6,229,25.0,8,0.142857142857,2,0.0357142857143,6,0.107142857143,0.0,56,G,0.0714285714286,0.363635987043,Cameron,1626166,Payne,22,0.0,4,11,0.196428571429,0.0,18.1818181818,27.2727272727,1610612760,Oklahoma City Thunder,OKC,OklahomaCity,3.30329990387,5,25.0,Offensive,2015,Reg
7,173,36.3636363636,11,0.169230769231,4,0.0615384615385,7,0.107692307692,0.0,65,C,0.123076923077,0.727272987366,Nikola,202696,Vucevic,9,0.0,8,11,0.169230769231,0.0,36.3636363636,0.0,1610612753,Orlando Magic,ORL,Orlando,0.89430898428,63,36.3636363636,Offensive,2015,Reg
8,207,30.0,10,0.384615384615,3,0.115384615385,7,0.269230769231,9.09090909091,26,F,0.269230769231,0.636363983154,DeMarre,201960,Carroll,5,0.0,7,11,0.423076923077,9.09090909091,36.3636363636,0.0,1610612761,Toronto Raptors,TOR,Toronto,3.40557003021,28,30.0,Offensive,2015,Reg
9,207,30.0,10,0.454545454545,3,0.136363636364,7,0.318181818182,0.0,22,G,0.318181818182,0.636363983154,Sean,203930,Kilpatrick,6,0.0,7,11,0.5,0.0,27.2727272727,9.09090909091,1610612751,Brooklyn Nets,BKN,Brooklyn,3.64237999916,28,35.0,Offensive,2015,Reg
10,224,22.2222222222,9,0.1125,2,0.025,7,0.0875,9.09090909091,80,C,0.0625,0.454544991255,Frank,1626163,Kaminsky,44,0.0,5,11,0.1375,9.09090909091,27.2727272727,9.09090909091,1610612766,Charlotte Hornets,CHA,Charlotte,1.6975300312,12,22.2222222222,Offensive,2015,Reg
11,158,44.4444444444,9,0.195652173913,4,0.0869565217391,5,0.108695652174,8.33333333333,46,G,0.195652173913,0.75,Tyler,203898,Ennis,11,0.0,9,12,0.260869565217,0.0,41.6666666667,16.6666666667,1610612749,Milwaukee Bucks,MIL,Milwaukee,4.85830020905,74,44.4444444444,Offensive,2015,Reg
12,68,43.9759036145,166,2.21333333333,73,0.973333333333,93,1.24,6.21761658031,75,G,2.46666666667,0.958549022675,JJ,200755,Redick,4,1.03626943005,185,193,2.57333333333,5.69948186528,43.0051813471,7.77202072539,1610612746,Los Angeles Clippers,LAC,LAClippers,18.5042991638,168,49.0963855422,Offensive,2015,Reg
13,121,38.9221556886,167,2.19736842105,65,0.855263157895,102,1.34210526316,5.41871921182,76,G,2.21052631579,0.827585995197,Avery,202340,Bradley,0,0.492610837438,168,203,2.67105263158,4.43349753695,36.9458128079,12.8078817734,1610612738,Boston Celtics,BOS,Boston,17.1597995758,114,44.6107784431,Offensive,2015,Reg
14,45,43.8016528926,121,1.53164556962,53,0.670886075949,68,0.860759493671,6.04026845638,79,F,1.9746835443,1.04698002338,Khris,203114,Middleton,22,0.0,156,149,1.88607594937,6.04026845638,41.610738255,12.0805369128,1610612749,Milwaukee Bucks,MIL,Milwaukee,10.3043003082,191,57.0247933884,Offensive,2015,Reg
15,82,40.6504065041,123,1.5,50,0.609756097561,73,0.890243902439,15.7894736842,82,G,1.93902439024,0.929825007916,Isaiah,202738,Thomas,4,1.16959064327,159,171,2.08536585366,13.4502923977,43.8596491228,13.4502923977,1610612738,Boston Celtics,BOS,Boston,9.32388019562,154,43.9024390244,Offensive,2015,Reg
16,116,38.6206896552,145,1.8125,56,0.7,89,1.1125,9.18918918919,80,G-F,1.95,0.843243002892,Gordon,202330,Hayward,20,1.08108108108,156,185,2.3125,6.48648648649,38.3783783784,13.5135135135,1610612762,Utah Jazz,UTA,Utah,11.5193004608,120,44.1379310345,Offensive,2015,Reg
17,88,34.188034188,117,1.67142857143,40,0.571428571429,77,1.1,10.7913669065,70,F-G,1.81428571429,0.913668990135,Nicolas,201587,Batum,5,1.43884892086,127,139,1.98571428571,10.7913669065,38.1294964029,6.47482014388,1610612766,Charlotte Hornets,CHA,Charlotte,12.1396999359,148,41.452991453,Offensive,2015,Reg
18,51,42.0168067227,119,1.4512195122,50,0.609756097561,69,0.841463414634,3.90625,82,G,1.57317073171,1.0078099966,Zach,203897,LaVine,8,0.78125,129,128,1.56097560976,3.90625,42.1875,3.90625,1610612750,Minnesota Timberwolves,MIN,Minnesota,10.7202997208,185,50.8403361345,Offensive,2015,Reg
19,93,42.5925925926,108,1.36708860759,46,0.582278481013,62,0.784810126582,4.58015267176,79,G-F,1.50632911392,0.908397018909,Rodney,203918,Hood,5,0.0,119,131,1.6582278481,5.34351145038,39.6946564886,12.213740458,1610612762,Utah Jazz,UTA,Utah,11.0642004013,143,50.0,Offensive,2015,Reg
20,78,40.1869158878,107,1.42666666667,43,0.573333333333,64,0.853333333333,8.8,75,G,1.57333333333,0.944000005722,Damian,203081,Lillard,0,3.2,118,125,1.66666666667,7.2,39.2,8.8,1610612757,Portland Trail Blazers,POR,Portland,6.58935022354,158,48.1308411215,Offensive,2015,Reg
21,97,40.3361344538,119,1.4875,48,0.6,71,0.8875,3.73134328358,80,G,1.5125,0.902984976768,CJ,203468,McCollum,3,0.0,121,134,1.675,2.23880597015,39.552238806,7.46268656716,1610612757,Portland Trail Blazers,POR,Portland,7.79976987839,139,46.6386554622,Offensive,2015,Reg
22,103,39.2857142857,112,1.47368421053,44,0.578947368421,68,0.894736842105,5.97014925373,76,G,1.56578947368,0.888059973717,Gary,203914,Harris,14,1.49253731343,119,134,1.76315789474,5.97014925373,37.3134328358,11.9402985075,1610612743,Denver Nuggets,DEN,Denver,14.6929998398,133,47.7678571429,Offensive,2015,Reg
23,23,51.3888888889,72,0.911392405063,37,0.46835443038,35,0.443037974684,8.42105263158,79,G,1.41772151899,1.17894995213,Stephen,201939,Curry,30,0.0,112,95,1.20253164557,2.10526315789,47.3684210526,15.7894736842,1610612744,Golden State Warriors,GSW,GoldenState,4.72872018814,213,65.9722222222,Offensive,2015,Reg
24,52,45.2631578947,95,1.17283950617,43,0.530864197531,52,0.641975308642,11.2068965517,81,F,1.43209876543,1.0,Andrew ,203952,Wiggins,22,1.72413793103,116,116,1.43209876543,7.75862068966,46.5517241379,8.62068965517,1610612750,Minnesota Timberwolves,MIN,Minnesota,6.70133018494,179,50.5263157895,Offensive,2015,Reg
25,37,46.25,80,0.987654320988,37,0.456790123457,43,0.530864197531,14.8514851485,81,G,1.33333333333,1.06930994987,Kemba,202689,Walker,15,2.9702970297,108,101,1.24691358025,12.8712871287,48.5148514851,8.91089108911,1610612766,Charlotte Hornets,CHA,Charlotte,5.97986984253,199,51.875,Offensive,2015,Reg
26,65,46.9879518072,83,1.02469135802,39,0.481481481481,44,0.543209876543,4.95049504951,81,F,1.20987654321,0.970296978951,Doug ,203926,McDermott,3,0.990099009901,98,101,1.24691358025,3.9603960396,42.5742574257,13.8613861386,1610612741,Chicago Bulls,CHI,Chicago,13.9889001846,171,53.6144578313,Offensive,2015,Reg
27,35,40.8450704225,71,0.922077922078,29,0.376623376623,42,0.545454545455,13.4831460674,77,G,1.24675324675,1.07864999771,Kyle,200768,Lowry,7,0.0,96,89,1.15584415584,12.3595505618,46.0674157303,6.74157303371,1610612761,Toronto Raptors,TOR,Toronto,5.46346998215,201,50.0,Offensive,2015,Reg
28,71,48.1481481481,81,1.0125,39,0.4875,42,0.525,0.0,80,G,1.1375,0.957894980907,Kyle,2594,Korver,26,0.0,91,95,1.1875,0.0,41.0526315789,14.7368421053,1610612737,Atlanta Hawks,ATL,Atlanta,13.1578998566,165,56.1728395062,Offensive,2015,Reg
