,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,,0.179,23.0,1.68,5,"471,",107.3,0.173,0.357,136,3.3,45,1.1,0.331,41,28,13.3,-10.5,96.9,0.065,90.91,0.071,471,,0.117,,,13.7,0.442,0.162,13,0.317
1,33.0,0.045,9.7,0.93,5,"920,1610612742",104.5,0.207,0.485,484,5.8,234,2.8,0.483,83,60,30.8,-8.0,96.5,0.1,88.76,0.099,920,A.C. Green,0.152,DAL,1610612742.0,10.4,0.523,0.119,23,0.277
2,24.0,0.163,24.2,1.79,5,"243,1610612765",97.8,0.129,0.467,365,4.4,150,1.8,0.411,83,35,20.4,5.2,103.1,0.031,86.56,0.097,243,Aaron McKie,0.082,DET,1610612765.0,13.5,0.524,0.147,48,0.578
3,25.0,0.051,6.9,0.47,5,"1425,1610612763",102.8,0.163,0.574,148,4.5,85,2.6,0.574,33,29,17.8,-8.3,94.5,0.129,86.64,0.116,1425,Aaron Williams,0.146,VAN,1610612763.0,14.8,0.599,0.168,4,0.121
4,27.0,0.077,7.4,0.57,5,"768,1610612749",101.5,0.14,0.374,179,3.8,67,1.4,0.374,47,33,11.1,-6.4,95.1,0.079,89.44,0.057,768,Acie Earl,0.109,MIL,1610612749.0,12.9,0.435,0.224,14,0.298
5,27.0,0.051,11.3,0.71,5,"228,1610612762",99.7,0.177,0.513,160,2.6,82,1.3,0.513,62,14,15.4,6.7,106.4,0.11,88.77,0.084,228,Adam Keefe,0.146,UTA,1610612762.0,15.9,0.572,0.126,48,0.774
6,30.0,0.03,7.8,0.43,5,"154,1610612755",108.8,0.208,0.435,92,2.0,40,0.9,0.435,45,33,13.1,-6.2,102.7,0.108,94.98,0.044,154,Adrian Caldwell,0.157,PHI,1610612755.0,18.2,0.443,0.105,12,0.267
7,24.0,0.078,9.3,0.79,5,"673,1610612737",114.3,0.184,0.475,162,5.4,77,2.6,0.475,30,10,17.2,-9.7,104.6,0.114,89.87,0.077,673,Alan Henderson,0.147,ATL,1610612737.0,11.7,0.51,0.202,20,0.667
8,29.0,0.135,17.7,1.0,5,"1059,1610612757",91.9,0.07,0.656,16,2.0,8,1.0,0.5,8,4,7.9,4.8,96.8,0.021,89.8,0.113,1059,Aleksandar Djordjevic,0.048,POR,1610612757.0,17.7,0.687,0.179,4,0.5
9,26.0,0.117,12.1,1.07,5,"275,1610612752",98.5,0.086,0.495,1032,12.7,437,5.4,0.423,81,25,34.3,2.9,101.4,0.02,89.63,0.081,275,Allan Houston,0.054,NYK,1610612752.0,11.3,0.531,0.223,56,0.691
10,22.0,0.32,21.4,1.68,5,"947,1610612755",110.4,0.072,0.467,1504,19.8,625,8.2,0.416,76,56,41.1,-7.0,103.3,0.04,97.09,0.108,947,Allen Iverson,0.055,PHI,1610612755.0,12.7,0.513,0.284,20,0.263
11,27.0,0.086,7.1,0.46,5,"297,1610612748",95.1,0.229,0.535,885,13.4,473,7.2,0.534,66,17,36.3,10.5,105.6,0.1,87.66,0.161,297,Alonzo Mourning,0.167,MIA,1610612748.0,15.4,0.578,0.275,49,0.742
12,38.0,0.038,9.7,0.43,5,"175,1610612738",110.4,0.249,0.416,77,1.5,32,0.6,0.416,53,45,10.1,-13.3,97.0,0.136,92.92,0.052,175,Alton Lister,0.188,BOS,1610612738.0,22.4,0.48,0.1,8,0.151
13,23.0,0.146,12.7,0.64,5,"1043,1610612753",104.9,0.2,0.313,32,1.9,10,0.6,0.313,17,8,6.6,-15.7,89.3,0.038,87.56,0.054,1043,Amal McCaskill,0.113,ORL,1610612753.0,19.9,0.376,0.206,9,0.529
14,24.0,0.05,7.2,0.42,5,"692,1610612744",107.0,0.198,0.52,273,3.8,142,2.0,0.52,71,45,15.6,-5.6,101.4,0.132,90.26,0.065,692,Andrew DeClercq,0.164,GSW,1610612744.0,17.0,0.552,0.173,26,0.366
15,31.0,0.031,7.4,0.64,5,"457,1610612749",104.6,0.182,0.464,248,4.8,115,2.2,0.464,52,28,23.6,-1.2,103.5,0.096,88.43,0.069,457,Andrew Lang,0.139,MIL,1610612749.0,11.5,0.498,0.123,24,0.462
16,25.0,0.27,21.1,2.29,5,"358,1610612753",101.6,0.096,0.493,941,15.9,421,7.1,0.447,59,21,38.8,4.6,106.2,0.041,89.35,0.144,358,Anfernee Hardaway,0.068,ORL,1610612753.0,9.2,0.554,0.254,38,0.644
17,25.0,0.305,33.2,2.88,5,"924,1610612743",104.6,0.066,0.494,330,5.5,131,2.2,0.397,60,38,20.6,-4.1,100.5,0.011,90.31,0.088,924,Anthony Goldwire,0.039,DEN,1610612743.0,11.5,0.531,0.168,22,0.367
18,30.0,0.216,26.0,2.51,5,"193,1610612766",105.3,0.239,0.525,825,11.3,433,5.9,0.525,73,25,44.4,2.6,107.9,0.074,87.62,0.15,193,Anthony Mason,0.159,CHH,1610612766.0,10.4,0.585,0.179,48,0.658
19,25.0,0.0,0.0,0.0,5,"292,1610612737",110.3,0.714,0.0,5,5.0,0,0.0,0.0,1,1,14.6,-50.0,60.3,0.111,88.31,-0.043,292,Anthony Miller,0.28,ATL,1610612737.0,0.0,0.0,0.149,0,0.0
20,27.0,0.208,17.3,1.63,5,"324,1610612763",107.8,0.096,0.461,1011,14.0,402,5.6,0.398,72,60,32.7,-10.4,97.4,0.027,88.86,0.093,324,Anthony Peeler,0.061,VAN,1610612763.0,10.6,0.487,0.248,12,0.167
21,35.0,0.089,10.2,0.99,5,"156,1610612762",103.2,0.111,0.483,522,6.4,252,3.1,0.483,82,18,18.6,2.2,105.4,0.054,87.04,0.074,156,Antoine Carr,0.083,UTA,1610612762.0,10.3,0.522,0.21,64,0.78
22,20.0,0.15,13.0,1.14,5,"952,1610612738",110.9,0.189,0.445,1355,16.5,577,7.0,0.426,82,67,37.4,-9.3,101.6,0.103,95.63,0.096,952,Antoine Walker,0.143,BOS,1610612738.0,11.5,0.474,0.251,15,0.183
23,28.0,0.049,6.5,0.46,5,"213,1610612754",99.6,0.206,0.482,642,7.8,309,3.8,0.481,82,43,29.6,3.4,103.0,0.098,87.86,0.105,213,Antonio Davis,0.153,IND,1610612754.0,14.0,0.537,0.187,39,0.476
24,26.0,0.063,6.4,1.0,5,"176,1610612760",101.5,0.229,0.455,11,1.8,5,0.8,0.455,6,0,4.8,1.4,102.8,0.074,100.7,0.136,176,Antonio Harvey,0.161,SEA,1610612760.0,6.4,0.55,0.217,6,1.0
25,25.0,0.068,12.4,0.66,5,"226,1610612739",97.1,0.118,0.42,162,2.5,68,1.1,0.42,64,32,13.8,0.7,97.8,0.081,82.71,0.045,226,Antonio Lang,0.099,CLE,1610612739.0,18.8,0.467,0.136,32,0.5
26,22.0,0.079,6.5,0.53,5,"686,1610612743",107.1,0.163,0.466,1157,15.6,536,7.2,0.463,74,55,35.7,-7.5,99.6,0.07,92.41,0.098,686,Antonio McDyess,0.118,DEN,1610612743.0,12.2,0.509,0.267,19,0.257
27,33.0,0.042,6.7,0.5,5,"288,1610612749",105.3,0.219,0.471,522,6.5,246,3.1,0.471,80,47,26.5,-3.7,101.7,0.084,88.59,0.098,288,Armen Gilliam,0.152,MIL,1610612749.0,13.2,0.543,0.169,33,0.413
28,32.0,0.136,13.5,0.97,5,"717,1610612757",99.8,0.282,0.536,658,9.5,328,4.8,0.498,69,26,26.3,8.1,107.9,0.082,91.32,0.164,717,Arvydas Sabonis,0.186,POR,1610612757.0,14.0,0.592,0.24,43,0.623
29,25.0,0.038,4.6,0.3,5,"732,1610612764",103.1,0.289,0.313,40,1.3,12,0.4,0.3,31,15,4.9,-8.6,94.5,0.127,94.98,0.036,732,Ashraf Amaya,0.197,WAS,1610612764.0,15.3,0.382,0.184,16,0.516
30,32.0,0.353,35.8,3.51,5,"422,1610612759",108.7,0.058,0.482,685,9.0,327,4.3,0.477,76,57,33.5,-8.6,100.1,0.015,86.52,0.105,422,Avery Johnson,0.036,SAS,1610612759.0,10.2,0.517,0.175,19,0.25
31,29.0,0.209,23.3,2.38,5,"769,1610612744",109.7,0.078,0.491,327,6.7,148,3.0,0.453,49,30,21.5,-6.5,103.2,0.008,89.97,0.092,769,B.J. Armstrong,0.042,GSW,1610612744.0,9.8,0.538,0.186,19,0.388
32,24.0,0.0,0.0,0.0,5,"989,1610612756",108.0,0.192,0.385,26,1.3,10,0.5,0.385,20,8,5.2,-0.4,107.6,0.132,100.09,0.023,989,Ben Davis,0.16,PHX,1610612756.0,7.9,0.417,0.156,12,0.6
33,22.0,0.018,2.7,0.11,5,"1112,1610612764",99.0,0.18,0.348,46,1.4,16,0.5,0.348,34,13,6.0,-3.5,95.5,0.132,90.11,0.02,1112,Ben Wallace,0.155,WAS,1610612764.0,24.1,0.347,0.165,21,0.618
34,32.0,0.036,6.0,0.5,5,"104,1610612761",104.4,0.167,0.417,12,3.0,5,1.3,0.417,4,2,11.0,-9.1,95.3,0.067,97.59,0.052,104,Benoit Benjamin,0.111,TOR,1610612761.0,11.9,0.472,0.157,2,0.5
35,34.0,0.079,12.3,1.32,5,"82,1610612741",101.0,0.119,0.498,237,3.9,118,1.9,0.498,61,8,13.2,7.7,108.8,0.068,89.38,0.062,82,Bill Wennington,0.094,CHI,1610612741.0,9.3,0.538,0.168,53,0.869
36,28.0,0.154,18.3,1.41,5,"182,1610612758",104.7,0.152,0.487,640,9.7,299,4.5,0.467,66,40,31.1,-3.0,101.7,0.077,90.16,0.098,182,Billy Owens,0.114,SAC,1610612758.0,13.0,0.514,0.189,26,0.394
37,29.0,0.204,27.4,2.53,5,"902,1610612744",110.1,0.078,0.436,314,6.2,122,2.4,0.389,51,32,23.9,-6.3,103.9,0.04,89.43,0.062,902,Bimbo Coles,0.06,GSW,1610612744.0,10.9,0.463,0.153,19,0.373
38,28.0,0.14,13.0,1.09,5,"183,1610612741",106.7,0.154,0.413,63,7.0,26,2.9,0.413,9,3,16.1,0.9,107.6,0.118,86.06,0.073,183,Bison Dele,0.136,CHI,1610612741.0,11.9,0.453,0.277,6,0.667
39,31.0,0.14,16.3,1.41,5,"898,1610612763",108.1,0.116,0.425,458,7.5,182,3.0,0.397,61,52,24.2,-11.1,96.9,0.039,88.04,0.066,898,Blue Edwards,0.077,VAN,1610612763.0,11.6,0.472,0.193,9,0.148
40,26.0,0.113,20.0,1.47,5,"448,1610612746",99.7,0.152,0.609,417,5.1,254,3.1,0.609,82,46,27.7,4.0,103.7,0.092,89.89,0.111,448,Bo Outlaw,0.122,LAC,1610612746.0,13.7,0.602,0.129,36,0.439
41,24.0,0.318,30.0,2.15,5,"682,1610612739",99.5,0.134,0.476,587,7.2,253,3.1,0.431,82,40,28.8,1.0,100.5,0.042,82.23,0.117,682,Bob Sura,0.087,CLE,1610612739.0,13.9,0.519,0.199,42,0.512
42,26.0,0.336,41.8,2.65,5,"310,1610612758",104.9,0.05,0.424,125,2.6,46,0.9,0.368,49,31,13.3,-2.6,102.3,0.015,93.63,0.074,310,Bobby Hurley,0.033,SAC,1610612758.0,15.7,0.482,0.14,18,0.367
43,27.0,0.178,19.2,1.73,5,"184,1610612739",99.0,0.101,0.484,766,11.1,328,4.8,0.428,69,33,35.5,3.3,102.3,0.034,81.89,0.099,184,Bobby Phills,0.067,CLE,1610612739.0,11.2,0.514,0.208,36,0.522
44,32.0,0.048,5.9,1.0,5,"38,1610612761",110.7,0.171,0.333,15,2.5,4,0.7,0.267,6,5,7.5,-38.4,72.3,0.023,96.41,0.004,38,Brad Lohaus,0.09,TOR,1610612761.0,5.9,0.333,0.153,1,0.167
45,25.0,0.224,23.7,2.03,5,"699,1610612746",103.8,0.089,0.483,379,6.4,155,2.6,0.409,59,35,19.2,4.1,107.9,0.03,92.31,0.1,699,Brent Barry,0.058,LAC,1610612746.0,11.7,0.526,0.2,24,0.407
46,28.0,0.249,30.8,2.03,5,"85,1610612745",102.6,0.052,0.5,105,4.2,44,1.8,0.419,25,11,16.3,2.9,105.4,0.032,91.28,0.08,85,Brent Price,0.043,HOU,1610612745.0,15.1,0.551,0.17,14,0.56
47,26.0,0.086,11.3,0.75,5,"1064,1610612754",94.1,0.109,0.471,17,1.1,8,0.5,0.471,16,9,3.6,4.9,99.0,0.073,96.18,0.007,1064,Brent Scott,0.094,IND,1610612754.0,15.0,0.484,0.186,7,0.438
48,29.0,0.039,8.3,0.41,5,"1136,1610612738",109.0,0.196,0.446,121,1.7,54,0.8,0.446,70,59,9.8,-11.1,97.9,0.089,97.59,0.044,1136,Brett Szabo,0.14,BOS,1610612738.0,19.9,0.517,0.119,11,0.157
49,23.0,0.194,22.6,3.5,5,"967,1610612753",110.1,0.121,0.455,22,1.6,8,0.6,0.364,14,6,4.3,-12.5,97.6,0.017,99.35,0.075,967,Brian Evans,0.068,ORL,1610612753.0,6.5,0.455,0.168,8,0.571
50,25.0,0.078,8.8,0.64,5,"258,1610612758",107.0,0.185,0.44,207,8.6,91,3.8,0.44,24,15,26.2,-7.7,99.2,0.098,92.56,0.09,258,Brian Grant,0.141,SAC,1610612758.0,13.8,0.511,0.213,9,0.375
51,31.0,0.297,29.9,1.88,5,"216,1610612753",108.0,0.095,0.427,516,6.7,189,2.5,0.366,77,36,25.0,-10.5,97.5,0.029,88.07,0.071,216,Brian Shaw,0.061,ORL,1610612753.0,15.9,0.478,0.184,41,0.532
52,26.0,0.277,26.1,2.07,5,"240,1610612743",110.6,0.087,0.518,406,6.1,162,2.4,0.399,67,49,16.3,-6.2,104.4,0.019,92.61,0.082,240,Brooks Thompson,0.052,DEN,1610612743.0,12.6,0.526,0.214,18,0.269
53,26.0,0.0,0.0,0.0,5,"1477,1610612748",0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,0,0.6,300.0,300.0,0.0,87.27,0.091,1477,Bruce Bowen,0.0,MIA,1610612748.0,0.0,0.0,0.0,1,1.0
54,24.0,0.106,10.7,0.91,5,"735,1610612763",109.0,0.185,0.486,1025,13.7,498,6.6,0.486,75,61,37.9,-10.6,98.4,0.072,88.85,0.099,735,Bryant Reeves,0.128,VAN,1610612763.0,11.7,0.523,0.223,14,0.187
55,26.0,0.125,14.1,1.32,5,"179,1610612743",106.1,0.09,0.474,603,11.6,251,4.8,0.416,52,39,35.6,-5.6,100.4,0.048,91.93,0.094,179,Bryant Stith,0.07,DEN,1610612743.0,10.7,0.548,0.201,13,0.25
56,26.0,0.07,13.0,1.31,5,"935,1610612762",100.7,0.118,0.566,620,7.7,297,3.7,0.479,81,18,32.5,13.5,114.2,0.041,89.73,0.084,935,Bryon Russell,0.082,UTA,1610612762.0,10.0,0.6,0.15,63,0.778
57,37.0,0.059,9.9,0.67,5,"433,1610612752",95.9,0.184,0.537,326,4.4,175,2.4,0.537,74,21,21.2,6.9,102.8,0.135,87.62,0.101,433,Buck Williams,0.16,NYK,1610612752.0,14.7,0.574,0.149,53,0.716
58,36.0,0.11,16.6,1.87,5,"2,1610612747",100.8,0.075,0.526,379,4.8,163,2.1,0.43,79,25,18.9,6.7,107.5,0.017,89.94,0.096,2,Byron Scott,0.047,LAL,1610612747.0,8.9,0.59,0.157,54,0.684
59,25.0,0.07,11.4,1.21,5,"384,1610612764",103.6,0.095,0.508,730,9.2,369,4.7,0.505,79,37,31.4,2.0,105.6,0.036,92.74,0.07,384,Calbert Cheaney,0.066,WAS,1610612764.0,9.4,0.53,0.165,42,0.532
60,30.0,0.047,6.3,0.53,5,"61,1610612759",108.0,0.151,0.435,593,7.9,257,3.4,0.433,75,58,25.1,-9.7,98.3,0.076,86.52,0.063,61,Carl Herrera,0.113,SAS,1610612759.0,12.0,0.463,0.19,17,0.227
61,27.0,0.19,20.8,1.33,5,"1063,1610612739",108.9,0.152,0.417,24,1.3,9,0.5,0.375,19,6,4.2,-8.9,99.9,0.043,90.26,0.086,1063,Carl Thomas,0.096,CLE,1610612739.0,15.6,0.43,0.167,13,0.684
62,26.0,0.046,6.5,0.7,5,"435,1610612761",104.3,0.154,0.556,404,7.2,212,3.8,0.525,56,39,25.7,-5.7,98.6,0.098,92.55,0.107,435,Carlos Rogers,0.126,TOR,1610612761.0,9.3,0.575,0.168,17,0.304
