,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,1,0029900439,,,12:00,1,0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,1:04 PM
1,0,10,2,0029900439,Jump Ball Longley vs. Campbell: Tip to,,12:00,1,4,5,2,26,Luc Longley,PHX,Phoenix,1610612756.0,Suns,922,Elden Campbell,CHH,Charlotte,1610612766.0,Hornets,1610612756,,,,,,,,,1:04 PM
2,1,2,3,0029900439,MISS Kidd 5' Jump Shot,,11:44,1,4,0,0,467,Jason Kidd,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,,1:05 PM
3,0,4,4,0029900439,,,11:43,1,5,0,0,922,Elden Campbell,CHH,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Campbell REBOUND (Off:0 Def:1),1:05 PM
4,1,1,5,0029900439,,,11:36,1,5,5,0,1944,Eddie Robinson,CHH,Charlotte,1610612766.0,Hornets,133,David Wesley,CHH,Charlotte,1610612766.0,Hornets,0,,,,,,2 - 0,-2,Robinson 14' Jump Shot (2 PTS) (Wesley 1 AST),1:05 PM
5,3,1,6,0029900439,Longley 4' Hook Shot (2 PTS),,11:18,1,4,0,0,26,Luc Longley,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,2 - 2,TIE,,1:06 PM
6,1,2,7,0029900439,,,10:58,1,5,0,0,922,Elden Campbell,CHH,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Campbell 9' Jump Shot,1:06 PM
7,0,4,8,0029900439,Kidd REBOUND (Off:0 Def:1),,10:57,1,4,0,0,467,Jason Kidd,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,,1:06 PM
8,5,2,9,0029900439,MISS Robinson  Layup,,10:51,1,4,0,5,361,Clifford Robinson,PHX,Phoenix,1610612756.0,Suns,0,,,,,,922,Elden Campbell,CHH,Charlotte,1610612766.0,Hornets,,,Campbell BLOCK (1 BLK),1:06 PM
9,0,4,10,0029900439,Gugliotta REBOUND (Off:1 Def:0),,10:50,1,4,0,0,339,Tom Gugliotta,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,,1:06 PM
10,5,2,11,0029900439,MISS Gugliotta  Layup,,10:41,1,4,0,0,339,Tom Gugliotta,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,,1:06 PM
11,0,4,12,0029900439,,,10:40,1,5,0,0,934,Derrick Coleman,CHH,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Coleman REBOUND (Off:0 Def:1),1:06 PM
12,1,2,13,0029900439,,,10:34,1,5,0,0,133,David Wesley,CHH,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Wesley 19' Jump Shot,1:06 PM
13,0,4,14,0029900439,Gugliotta REBOUND (Off:1 Def:1),,10:31,1,4,0,0,339,Tom Gugliotta,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,,1:06 PM
