,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,34.0,0.005,0.006,5,"920,1610612742",82,62,0.462,0.155,0.154,0.155,0.425,0.027,0.0,920,A.C. Green,0.03,0.013,0.017,0.035,DAL,1610612742,20,0.244
1,25.0,0.003,0.009,5,"243,1610612755",81,47,0.455,0.125,0.105,0.153,0.32,0.041,0.0,243,Aaron McKie,0.01,0.014,0.016,0.029,PHI,1610612755,34,0.42
2,26.0,0.023,0.015,5,"1425,1610612760",65,16,0.456,0.133,0.149,0.174,0.398,0.071,0.001,1425,Aaron Williams,0.029,0.028,0.032,0.124,SEA,1610612760,49,0.754
3,28.0,0.005,0.012,5,"228,1610612762",80,19,0.46,0.119,0.102,0.162,0.346,0.039,0.0,228,Adam Keefe,0.027,0.024,0.027,0.085,UTA,1610612762,61,0.763
4,23.0,0.034,0.012,5,"1502,1610612744",55,46,0.431,0.154,0.132,0.176,0.361,0.062,0.001,1502,Adonal Foyle,0.038,0.01,0.016,0.08,GSW,1610612744,9,0.164
5,31.0,0.0,0.0,5,"154,1610612742",1,0,0.543,0.0,0.6,0.4,0.4,0.0,0.0,154,Adrian Caldwell,0.0,0.0,0.0,0.0,DAL,1610612742,1,1.0
6,25.0,0.008,0.017,5,"673,1610612737",69,27,0.455,0.14,0.139,0.157,0.381,0.04,0.0,673,Alan Henderson,0.053,0.026,0.039,0.122,ATL,1610612737,42,0.609
7,27.0,0.004,0.01,5,"275,1610612752",82,39,0.467,0.117,0.089,0.147,0.32,0.034,0.0,275,Allan Houston,0.022,0.028,0.047,0.064,NYK,1610612752,43,0.524
8,23.0,0.004,0.015,5,"947,1610612755",80,49,0.446,0.143,0.136,0.172,0.363,0.028,0.0,947,Allen Iverson,0.019,0.052,0.057,0.105,PHI,1610612755,31,0.388
9,28.0,0.032,0.014,5,"297,1610612748",58,19,0.474,0.133,0.101,0.149,0.329,0.051,0.002,297,Alonzo Mourning,0.055,0.024,0.04,0.161,MIA,1610612748,39,0.672
10,39.0,0.01,0.01,5,"175,1610612757",7,2,0.456,0.073,0.084,0.136,0.189,0.126,0.0,175,Alton Lister,0.042,0.0,0.0,0.021,POR,1610612757,5,0.714
11,23.0,0.001,0.008,5,"1541,1610612761",54,30,0.445,0.142,0.138,0.177,0.375,0.033,0.0,1541,Alvin Williams,0.015,0.024,0.022,0.054,TOR,1610612761,24,0.444
12,25.0,0.014,0.009,5,"692,1610612738",81,45,0.436,0.129,0.12,0.158,0.411,0.079,0.001,692,Andrew DeClercq,0.044,0.013,0.021,0.094,BOS,1610612738,36,0.444
13,32.0,0.018,0.01,5,"457,1610612749",57,34,0.454,0.122,0.163,0.194,0.36,0.066,0.0,457,Andrew Lang,0.026,0.01,0.022,0.06,MIL,1610612749,23,0.404
14,26.0,0.011,0.013,5,"358,1610612753",19,9,0.462,0.157,0.148,0.161,0.387,0.033,0.0,358,Anfernee Hardaway,0.013,0.054,0.047,0.084,ORL,1610612753,10,0.526
15,34.0,0.004,0.0,5,"194,1610612752",27,16,0.463,0.098,0.094,0.167,0.339,0.052,0.0,194,Anthony Bowie,0.008,0.036,0.033,0.05,NYK,1610612752,11,0.407
16,26.0,0.001,0.01,5,"924,1610612743",82,71,0.458,0.151,0.114,0.177,0.382,0.031,0.0,924,Anthony Goldwire,0.006,0.042,0.034,0.039,DEN,1610612743,11,0.134
17,23.0,0.001,0.011,5,"1533,1610612758",77,52,0.448,0.138,0.158,0.166,0.424,0.037,0.0,1533,Anthony Johnson,0.01,0.021,0.023,0.046,SAC,1610612758,25,0.325
18,31.0,0.003,0.009,5,"193,1610612766",81,31,0.468,0.127,0.124,0.161,0.398,0.027,0.001,193,Anthony Mason,0.023,0.014,0.019,0.096,CHH,1610612766,50,0.617
19,26.0,0.005,0.007,5,"292,1610612737",37,12,0.412,0.125,0.139,0.181,0.451,0.074,0.002,292,Anthony Miller,0.061,0.022,0.022,0.101,ATL,1610612737,25,0.676
20,23.0,0.006,0.006,5,"1515,1610612755",37,19,0.418,0.114,0.152,0.185,0.326,0.036,0.0,1515,Anthony Parker,0.004,0.041,0.019,0.03,PHI,1610612755,18,0.486
21,28.0,0.002,0.008,5,"324,1610612750",38,19,0.446,0.161,0.128,0.138,0.425,0.036,0.0,324,Anthony Peeler,0.016,0.032,0.036,0.046,MIN,1610612750,19,0.5
22,36.0,0.023,0.009,5,"156,1610612762",66,18,0.472,0.142,0.086,0.164,0.299,0.085,0.001,156,Antoine Carr,0.021,0.01,0.023,0.068,UTA,1610612762,48,0.727
23,21.0,0.008,0.016,5,"952,1610612738",82,46,0.434,0.131,0.139,0.159,0.431,0.035,0.001,952,Antoine Walker,0.048,0.033,0.06,0.137,BOS,1610612738,36,0.439
24,23.0,0.002,0.006,5,"1498,1610612763",74,57,0.443,0.143,0.176,0.19,0.412,0.02,0.0,1498,Antonio Daniels,0.01,0.03,0.024,0.057,VAN,1610612763,17,0.23
25,29.0,0.016,0.013,5,"213,1610612754",82,24,0.482,0.142,0.105,0.148,0.357,0.051,0.0,213,Antonio Davis,0.03,0.017,0.028,0.086,IND,1610612754,58,0.707
26,26.0,0.0,0.014,5,"226,1610612748",6,2,0.415,0.139,0.278,0.362,0.473,0.042,0.0,226,Antonio Lang,0.028,0.028,0.0,0.083,MIA,1610612748,4,0.667
27,23.0,0.025,0.009,5,"686,1610612756",81,26,0.456,0.136,0.114,0.152,0.388,0.054,0.001,686,Antonio McDyess,0.033,0.038,0.04,0.132,PHX,1610612756,55,0.679
28,34.0,0.008,0.01,5,"288,1610612749",82,46,0.457,0.143,0.16,0.174,0.416,0.038,0.0,288,Armen Gilliam,0.032,0.025,0.039,0.104,MIL,1610612749,36,0.439
29,33.0,0.015,0.009,5,"717,1610612757",73,33,0.451,0.103,0.132,0.16,0.329,0.052,0.0,717,Arvydas Sabonis,0.043,0.004,0.03,0.129,POR,1610612757,40,0.548
30,23.0,0.009,0.013,5,"1506,1610612754",26,5,0.448,0.092,0.125,0.151,0.357,0.059,0.0,1506,Austin Croshere,0.026,0.017,0.022,0.048,IND,1610612754,21,0.808
31,33.0,0.003,0.006,5,"422,1610612759",75,25,0.465,0.133,0.105,0.154,0.332,0.024,0.0,422,Avery Johnson,0.007,0.023,0.023,0.083,SAS,1610612759,50,0.667
32,30.0,0.0,0.005,5,"769,1610612766",66,30,0.443,0.138,0.148,0.172,0.379,0.039,0.0,769,B.J. Armstrong,0.016,0.025,0.028,0.044,CHH,1610612766,36,0.545
33,25.0,0.0,0.0,5,"989,1610612752",7,6,0.311,0.154,0.102,0.154,0.307,0.077,0.0,989,Ben Davis,0.051,0.0,0.0,0.051,NYK,1610612752,1,0.143
34,23.0,0.028,0.007,5,"1112,1610612764",67,33,0.443,0.117,0.122,0.136,0.367,0.046,0.0,1112,Ben Wallace,0.028,0.008,0.015,0.067,WAS,1610612764,34,0.507
35,33.0,0.009,0.011,5,"104,1610612755",14,9,0.445,0.091,0.154,0.154,0.303,0.058,0.0,104,Benoit Benjamin,0.04,0.004,0.024,0.08,PHI,1610612755,5,0.357
36,26.0,0.003,0.006,5,"223,1610612750",11,3,0.452,0.133,0.118,0.112,0.403,0.087,0.0,223,Bill Curley,0.025,0.006,0.025,0.056,MIN,1610612750,8,0.727
37,35.0,0.005,0.012,5,"82,1610612741",48,13,0.456,0.13,0.12,0.121,0.346,0.075,0.0,82,Bill Wennington,0.035,0.008,0.018,0.047,CHI,1610612741,35,0.729
38,29.0,0.007,0.011,5,"182,1610612758",78,53,0.444,0.134,0.146,0.162,0.414,0.044,0.0,182,Billy Owens,0.03,0.02,0.025,0.087,SAC,1610612758,25,0.321
39,30.0,0.004,0.009,5,"902,1610612744",53,41,0.431,0.14,0.129,0.161,0.376,0.04,0.0,902,Bimbo Coles,0.011,0.022,0.025,0.036,GSW,1610612744,12,0.226
40,29.0,0.01,0.011,5,"183,1610612765",78,43,0.471,0.132,0.116,0.152,0.347,0.045,0.0,183,Bison Dele,0.048,0.018,0.036,0.133,DET,1610612765,35,0.449
41,32.0,0.006,0.008,5,"898,1610612763",81,62,0.449,0.144,0.153,0.178,0.387,0.042,0.001,898,Blue Edwards,0.02,0.039,0.036,0.071,VAN,1610612763,19,0.235
42,27.0,0.028,0.008,5,"448,1610612753",82,41,0.465,0.142,0.132,0.159,0.39,0.041,0.001,448,Bo Outlaw,0.031,0.021,0.026,0.09,ORL,1610612753,41,0.5
43,34.0,0.0,0.0,5,"737,1610612761",1,1,0.446,0.265,0.442,0.442,0.353,0.088,0.0,737,Bob McCann,0.0,0.0,0.0,0.0,TOR,1610612761,0,0.0
44,25.0,0.003,0.007,5,"682,1610612739",46,21,0.462,0.138,0.139,0.176,0.365,0.055,0.0,682,Bob Sura,0.016,0.024,0.022,0.056,CLE,1610612739,25,0.543
45,27.0,0.0,0.009,5,"310,1610612763",61,42,0.442,0.142,0.156,0.179,0.382,0.04,0.0,310,Bobby Hurley,0.005,0.009,0.018,0.029,VAN,1610612763,19,0.311
46,25.0,0.002,0.013,5,"1517,1610612743",68,60,0.45,0.146,0.128,0.182,0.394,0.035,0.0,1517,Bobby Jackson,0.022,0.034,0.038,0.058,DEN,1610612743,8,0.118
47,28.0,0.004,0.007,5,"184,1610612766",62,22,0.467,0.13,0.133,0.163,0.408,0.045,0.001,184,Bobby Phills,0.024,0.035,0.034,0.068,CHH,1610612766,40,0.645
48,33.0,0.01,0.0,5,"38,1610612759",9,3,0.489,0.173,0.144,0.087,0.337,0.048,0.0,38,Brad Lohaus,0.01,0.01,0.014,0.0,SAS,1610612759,6,0.667
49,23.0,0.009,0.018,5,"1585,1610612744",9,7,0.418,0.176,0.111,0.194,0.383,0.054,0.0,1585,Brandon Williams,0.009,0.006,0.018,0.03,GSW,1610612744,2,0.222
50,26.0,0.007,0.006,5,"699,1610612748",58,37,0.441,0.149,0.148,0.166,0.427,0.032,0.0,699,Brent Barry,0.013,0.037,0.029,0.054,MIA,1610612748,21,0.362
51,29.0,0.001,0.006,5,"85,1610612745",72,37,0.451,0.139,0.125,0.177,0.392,0.055,0.0,85,Brent Price,0.011,0.018,0.02,0.027,HOU,1610612745,35,0.486
52,22.0,0.003,0.008,5,"1510,1610612739",80,35,0.46,0.128,0.119,0.162,0.343,0.05,0.0,1510,Brevin Knight,0.011,0.021,0.029,0.054,CLE,1610612739,45,0.563
53,24.0,0.006,0.008,5,"967,1610612751",72,40,0.442,0.124,0.146,0.136,0.386,0.05,0.0,967,Brian Evans,0.021,0.017,0.029,0.029,NJN,1610612751,32,0.444
54,26.0,0.011,0.017,5,"258,1610612757",61,26,0.454,0.109,0.126,0.162,0.326,0.043,0.001,258,Brian Grant,0.042,0.015,0.028,0.108,POR,1610612757,35,0.574
55,30.0,0.0,0.033,5,"1680,1610612737",5,0,0.402,0.066,0.139,0.152,0.331,0.026,0.0,1680,Brian Oliver,0.013,0.04,0.0,0.066,ATL,1610612737,5,1.0
56,32.0,0.005,0.007,5,"216,1610612755",59,42,0.442,0.135,0.126,0.164,0.357,0.043,0.0,216,Brian Shaw,0.01,0.012,0.013,0.04,PHI,1610612755,17,0.288
57,27.0,0.003,0.005,5,"240,1610612752",30,13,0.446,0.149,0.149,0.21,0.389,0.059,0.0,240,Brooks Thompson,0.013,0.024,0.027,0.037,NYK,1610612752,17,0.567
58,27.0,0.01,0.01,5,"1477,1610612738",61,35,0.43,0.126,0.131,0.166,0.408,0.057,0.0,1477,Bruce Bowen,0.019,0.028,0.042,0.051,BOS,1610612738,26,0.426
59,25.0,0.014,0.014,5,"735,1610612763",74,58,0.45,0.143,0.162,0.18,0.391,0.05,0.001,735,Bryant Reeves,0.039,0.013,0.027,0.123,VAN,1610612763,16,0.216
60,27.0,0.005,0.013,5,"179,1610612743",31,28,0.457,0.138,0.116,0.175,0.385,0.033,0.0,179,Bryant Stith,0.018,0.017,0.026,0.042,DEN,1610612743,3,0.097
61,27.0,0.007,0.005,5,"935,1610612762",82,20,0.466,0.137,0.092,0.16,0.334,0.048,0.001,935,Bryon Russell,0.018,0.027,0.035,0.049,UTA,1610612762,62,0.756
62,23.0,0.004,0.013,5,"1528,1610612742",39,32,0.433,0.154,0.166,0.177,0.416,0.045,0.0,1528,Bubba Wells,0.027,0.021,0.03,0.049,DAL,1610612742,7,0.179
63,38.0,0.009,0.007,5,"433,1610612752",41,19,0.467,0.123,0.064,0.151,0.323,0.059,0.001,433,Buck Williams,0.04,0.013,0.017,0.082,NYK,1610612752,22,0.537
64,26.0,0.006,0.007,5,"384,1610612764",82,40,0.444,0.133,0.131,0.144,0.406,0.041,0.0,384,Calbert Cheaney,0.022,0.022,0.033,0.069,WAS,1610612764,42,0.512
65,31.0,0.011,0.009,5,"61,1610612759",58,16,0.481,0.143,0.116,0.177,0.36,0.066,0.002,61,Carl Herrera,0.025,0.016,0.028,0.106,SAS,1610612759,42,0.724
66,28.0,0.007,0.004,5,"1063,1610612739",43,27,0.447,0.139,0.141,0.174,0.361,0.041,0.0,1063,Carl Thomas,0.016,0.039,0.03,0.019,CLE,1610612739,16,0.372
67,27.0,0.009,0.005,5,"435,1610612757",21,14,0.441,0.161,0.193,0.185,0.457,0.041,0.0,435,Carlos Rogers,0.049,0.036,0.019,0.108,POR,1610612757,7,0.333
68,28.0,0.007,0.015,5,"76,1610612742",47,21,0.447,0.132,0.136,0.154,0.361,0.04,0.0,76,Cedric Ceballos,0.051,0.051,0.064,0.134,DAL,1610612742,26,0.553
69,23.0,0.008,0.012,5,"1538,1610612739",82,35,0.462,0.12,0.128,0.184,0.354,0.043,0.0,1538,Cedric Henderson,0.014,0.044,0.035,0.08,CLE,1610612739,47,0.573
70,35.0,0.006,0.011,5,"787,1610612745",68,32,0.458,0.145,0.129,0.157,0.402,0.038,0.0,787,Charles Barkley,0.043,0.014,0.03,0.104,HOU,1610612745,36,0.529
71,41.0,0.02,0.003,5,"279,1610612745",24,14,0.413,0.145,0.155,0.178,0.408,0.072,0.0,279,Charles Jones,0.02,0.0,0.007,0.046,HOU,1610612745,10,0.417
72,23.0,0.002,0.013,5,"1525,1610612765",30,12,0.42,0.11,0.105,0.178,0.261,0.027,0.0,1525,Charles O'Bannon,0.022,0.036,0.022,0.072,DET,1610612765,18,0.6
73,34.0,0.004,0.003,5,"891,1610612752",79,37,0.466,0.118,0.091,0.149,0.314,0.048,0.001,891,Charles Oakley,0.024,0.012,0.022,0.032,NYK,1610612752,42,0.532
74,22.0,0.009,0.012,5,"1520,1610612746",34,19,0.434,0.143,0.099,0.215,0.422,0.036,0.0,1520,Charles Smith,0.024,0.037,0.027,0.053,LAC,1610612746,15,0.441
75,27.0,0.007,0.004,5,"369,1610612752",82,39,0.463,0.11,0.088,0.145,0.301,0.039,0.0,369,Charlie Ward,0.011,0.019,0.028,0.049,NYK,1610612752,43,0.524
76,21.0,0.001,0.011,5,"1497,1610612761",80,52,0.433,0.141,0.162,0.169,0.429,0.034,0.0,1497,Chauncey Billups,0.017,0.034,0.039,0.054,TOR,1610612761,28,0.35
77,25.0,0.023,0.009,5,"685,1610612750",79,36,0.446,0.162,0.137,0.161,0.41,0.062,0.0,685,Cherokee Parks,0.037,0.013,0.021,0.071,MIN,1610612750,43,0.544
