,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,,0.0,0.0,0.0,5,"1479,",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.288,0.0,0.0,0.0,1479,,0.773,0.0,0.0,0.0,0,,,0.0,0,0.0
1,26.0,0.0,0.057,0.0,5,"1425,1610612760",0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.115,0.115,1.0,3,1,0.34,0.057,0.0,0.0,1425,Aaron Williams,-0.057,0.115,0.057,0.0,0,SEA,1610612760.0,0.057,2,0.667
2,28.0,0.006,0.006,0.019,5,"228,1610612762",0,0.068,0.0,0.0,0.0,0.094,0.032,0.345,0.055,0.036,0.647,15,7,0.501,0.042,0.058,0.0,228,Adam Keefe,-0.084,0.1,0.11,0.013,0,UTA,1610612762.0,0.01,8,0.533
3,25.0,0.016,0.004,0.004,5,"673,1610612737",0,0.047,0.004,0.0,0.0,0.149,0.078,0.526,0.071,0.043,0.611,4,3,0.495,0.039,0.051,0.0,673,Alan Henderson,0.031,0.2,0.086,0.012,0,ATL,1610612737.0,0.024,1,0.25
4,27.0,0.033,0.001,0.007,5,"275,1610612752",0,0.038,0.027,0.011,0.391,0.207,0.09,0.434,0.069,0.059,0.862,10,6,0.479,0.007,0.032,0.0,275,Allan Houston,-0.012,0.25,0.045,0.006,0,NYK,1610612752.0,0.038,4,0.4
5,28.0,0.018,0.037,0.007,5,"297,1610612748",1,0.088,0.0,0.0,0.0,0.206,0.107,0.518,0.107,0.07,0.655,4,2,0.505,0.037,0.066,0.004,297,Alonzo Mourning,0.037,0.284,0.125,0.011,0,MIA,1610612748.0,0.029,2,0.5
6,39.0,0.0,0.039,0.0,5,"175,1610612757",0,0.039,0.0,0.0,0.0,0.116,0.039,0.333,0.0,0.0,0.0,2,2,0.431,0.039,0.194,0.0,175,Alton Lister,-0.505,0.078,0.078,0.0,0,POR,1610612757.0,0.078,0,0.0
7,34.0,0.022,0.0,0.0,5,"194,1610612752",0,0.0,0.0,0.0,0.0,0.086,0.043,0.5,0.0,0.0,0.0,7,4,0.45,0.0,0.086,0.0,194,Anthony Bowie,-0.194,0.086,0.0,0.022,0,NYK,1610612752.0,0.022,3,0.429
8,31.0,0.043,0.0,0.007,5,"193,1610612766",2,0.075,0.001,0.0,0.0,0.137,0.079,0.576,0.058,0.035,0.595,9,5,0.509,0.024,0.024,0.003,193,Anthony Mason,-0.057,0.193,0.098,0.011,0,CHH,1610612766.0,0.03,4,0.444
9,26.0,0.015,0.015,0.015,5,"292,1610612737",0,0.06,0.0,0.0,0.0,0.121,0.045,0.375,0.03,0.03,1.0,4,3,0.482,0.076,0.076,0.0,292,Anthony Miller,0.121,0.121,0.136,0.03,0,ATL,1610612737.0,0.045,1,0.25
10,28.0,0.039,0.007,0.007,5,"324,1610612750",0,0.048,0.068,0.033,0.484,0.169,0.068,0.403,0.009,0.009,1.0,5,3,0.467,0.035,0.033,0.0,324,Anthony Peeler,-0.064,0.178,0.083,0.022,0,MIN,1610612750.0,0.018,2,0.4
11,36.0,0.019,0.02,0.008,5,"156,1610612762",0,0.042,0.0,0.0,0.0,0.152,0.069,0.456,0.014,0.01,0.75,20,7,0.494,0.027,0.107,0.0,156,Antoine Carr,0.081,0.149,0.069,0.002,0,UTA,1610612762.0,0.015,13,0.65
12,29.0,0.015,0.02,0.006,5,"213,1610612754",2,0.078,0.0,0.0,0.0,0.1,0.046,0.462,0.103,0.069,0.67,16,6,0.504,0.041,0.072,0.001,213,Antonio Davis,0.054,0.162,0.119,0.013,0,IND,1610612754.0,0.028,10,0.625
13,23.0,0.013,0.019,0.035,5,"686,1610612756",3,0.111,0.0,0.0,0.0,0.207,0.099,0.477,0.045,0.029,0.643,4,3,0.463,0.057,0.038,0.0,686,Antonio McDyess,-0.08,0.226,0.169,0.006,0,PHX,1610612756.0,0.016,1,0.25
14,33.0,0.025,0.013,0.029,5,"717,1610612757",0,0.101,0.008,0.004,0.5,0.168,0.076,0.45,0.059,0.05,0.857,4,3,0.448,0.029,0.08,0.0,717,Arvydas Sabonis,0.0,0.206,0.13,0.029,0,POR,1610612757.0,0.042,1,0.25
15,33.0,0.077,0.0,0.01,5,"422,1610612759",0,0.014,0.003,0.0,0.0,0.142,0.086,0.604,0.072,0.048,0.667,9,5,0.48,0.004,0.038,0.0,422,Avery Johnson,0.079,0.219,0.018,0.013,0,SAS,1610612759.0,0.029,4,0.444
16,30.0,0.062,0.0,0.014,5,"769,1610612766",0,0.027,0.017,0.007,0.4,0.144,0.055,0.381,0.014,0.01,0.75,9,5,0.501,0.007,0.038,0.0,769,B.J. Armstrong,-0.134,0.127,0.034,0.021,0,CHH,1610612766.0,0.021,4,0.444
17,26.0,0.0,0.0,0.0,5,"223,1610612750",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.415,0.0,0.0,0.0,223,Bill Curley,-0.358,0.0,0.0,0.0,0,MIN,1610612750.0,0.0,1,0.5
18,35.0,0.012,0.008,0.012,5,"82,1610612741",0,0.044,0.0,0.0,0.0,0.151,0.079,0.526,0.032,0.016,0.5,16,4,0.478,0.012,0.091,0.0,82,Bill Wennington,0.087,0.175,0.056,0.024,0,CHI,1610612741.0,0.032,12,0.75
19,25.0,0.067,0.0,0.017,5,"682,1610612739",0,0.05,0.034,0.0,0.0,0.084,0.017,0.2,0.05,0.034,0.667,3,2,0.512,0.0,0.067,0.0,682,Bob Sura,-0.471,0.067,0.05,0.017,0,CLE,1610612739.0,0.034,1,0.333
