,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,0.0,0.0,5,"1479,",1,1,1.11666666667,0.0,1.79,0.0,1.79,0.0,0.0,1479,,0.0,0.0,0.0,0.0,,,0,0.0
1,26.0,0.17,0.0,5,"1425,1610612760",3,1,5.91,0.17,0.68,0.68,0.68,0.0,0.0,1425,Aaron Williams,0.0,0.0,0.34,0.0,SEA,1610612760.0,2,0.667
2,28.0,0.01,0.04,5,"228,1610612762",15,7,155.133333333,0.29,0.14,0.29,0.7,0.12,0.0,228,Adam Keefe,0.03,0.03,0.04,0.12,UTA,1610612762.0,8,0.533
3,25.0,0.01,0.01,5,"673,1610612737",4,3,126.318333333,0.21,0.22,0.27,0.78,0.1,0.0,673,Alan Henderson,0.1,0.04,0.06,0.21,ATL,1610612737.0,1,0.25
4,27.0,0.0,0.01,5,"275,1610612752",10,6,403.876666667,0.2,0.17,0.38,0.61,0.07,0.0,275,Allan Houston,0.07,0.1,0.12,0.16,NYK,1610612752.0,4,0.4
5,28.0,0.07,0.01,5,"297,1610612748",4,2,137.181666667,0.3,0.2,0.34,0.71,0.13,0.01,297,Alonzo Mourning,0.05,0.04,0.07,0.36,MIA,1610612748.0,2,0.5
6,39.0,0.09,0.0,5,"175,1610612757",2,2,11.1,0.54,0.72,0.99,1.26,0.45,0.0,175,Alton Lister,0.0,0.0,0.0,0.0,POR,1610612757.0,0,0.0
7,34.0,0.0,0.0,5,"194,1610612752",7,4,20.8983333333,0.19,0.24,0.29,0.48,0.19,0.0,194,Anthony Bowie,0.0,0.0,0.0,0.1,NYK,1610612752.0,3,0.429
8,31.0,0.0,0.01,5,"193,1610612766",9,5,367.461666667,0.29,0.22,0.3,0.72,0.05,0.01,193,Anthony Mason,0.05,0.03,0.06,0.23,CHH,1610612766.0,4,0.444
9,26.0,0.03,0.03,5,"292,1610612737",4,3,31.92,0.25,0.06,0.22,0.63,0.16,0.0,292,Anthony Miller,0.06,0.13,0.13,0.19,ATL,1610612737.0,1,0.25
10,28.0,0.01,0.01,5,"324,1610612750",5,3,212.63,0.34,0.31,0.32,0.96,0.07,0.0,324,Anthony Peeler,0.1,0.02,0.06,0.1,MIN,1610612750.0,2,0.4
11,36.0,0.04,0.02,5,"156,1610612762",20,7,291.946666667,0.2,0.13,0.24,0.63,0.22,0.0,156,Antoine Carr,0.04,0.02,0.03,0.15,UTA,1610612762.0,13,0.65
12,29.0,0.04,0.01,5,"213,1610612754",16,6,457.751666667,0.26,0.17,0.33,0.66,0.14,0.0,213,Antonio Davis,0.07,0.01,0.06,0.12,IND,1610612754.0,10,0.625
13,23.0,0.04,0.08,5,"686,1610612756",4,3,145.483333333,0.27,0.28,0.28,0.88,0.08,0.0,686,Antonio McDyess,0.06,0.04,0.1,0.27,PHX,1610612756.0,1,0.25
14,33.0,0.03,0.07,5,"717,1610612757",4,3,106.578333333,0.2,0.37,0.26,1.2,0.18,0.0,717,Arvydas Sabonis,0.11,0.02,0.04,0.21,POR,1610612757.0,1,0.25
15,33.0,0.0,0.02,5,"422,1610612759",9,5,342.631666667,0.23,0.17,0.33,0.65,0.08,0.0,422,Avery Johnson,0.04,0.08,0.07,0.29,SAS,1610612759.0,4,0.444
16,30.0,0.0,0.03,5,"769,1610612766",9,5,145.961666667,0.25,0.28,0.32,0.67,0.08,0.0,769,B.J. Armstrong,0.03,0.03,0.04,0.05,CHH,1610612766.0,4,0.444
17,26.0,0.0,0.0,5,"223,1610612750",2,1,6.95,0.0,0.43,0.58,0.29,0.0,0.0,223,Bill Curley,0.0,0.0,0.0,0.0,MIN,1610612750.0,1,0.5
18,35.0,0.02,0.02,5,"82,1610612741",16,4,120.43,0.33,0.17,0.27,0.81,0.19,0.0,82,Bill Wennington,0.05,0.0,0.03,0.05,CHI,1610612741.0,12,0.75
19,25.0,0.0,0.03,5,"682,1610612739",3,2,30.4783333333,0.03,0.33,0.49,0.72,0.13,0.0,682,Bob Sura,0.0,0.0,0.07,0.0,CLE,1610612739.0,1,0.333
20,28.0,0.01,0.01,5,"184,1610612766",9,5,269.66,0.31,0.22,0.31,0.78,0.09,0.0,184,Bobby Phills,0.03,0.06,0.06,0.08,CHH,1610612766.0,4,0.444
21,33.0,0.0,0.11,5,"38,1610612759",4,1,8.96666666667,0.22,0.22,1.23,1.34,0.0,0.0,38,Brad Lohaus,0.0,0.0,0.0,0.0,SAS,1610612759.0,3,0.75
22,29.0,0.0,0.01,5,"85,1610612745",5,3,73.9983333333,0.3,0.31,0.36,1.08,0.16,0.0,85,Brent Price,0.0,0.16,0.04,0.03,HOU,1610612745.0,2,0.4
23,22.0,0.01,0.02,5,"1510,1610612739",4,3,132.466666667,0.22,0.11,0.36,0.63,0.12,0.0,1510,Brevin Knight,0.02,0.05,0.05,0.03,CLE,1610612739.0,1,0.25
24,24.0,0.0,0.0,5,"967,1610612751",3,3,2.28166666667,2.19,0.0,0.0,0.88,0.0,0.0,967,Brian Evans,0.0,0.0,0.0,0.0,NJN,1610612751.0,0,0.0
25,26.0,0.02,0.02,5,"258,1610612757",4,3,134.411666667,0.25,0.34,0.39,1.04,0.15,0.0,258,Brian Grant,0.21,0.06,0.07,0.24,POR,1610612757.0,1,0.25
26,27.0,0.01,0.01,5,"935,1610612762",20,7,699.533333333,0.27,0.15,0.3,0.77,0.07,0.0,935,Bryon Russell,0.03,0.04,0.07,0.08,UTA,1610612762.0,13,0.65
27,38.0,0.02,0.02,5,"433,1610612752",3,2,45.4333333333,0.22,0.33,0.33,0.62,0.11,0.0,433,Buck Williams,0.0,0.0,0.04,0.18,NYK,1610612752.0,1,0.333
28,31.0,0.0,0.0,5,"61,1610612759",5,3,26.3,0.38,0.08,0.3,0.53,0.15,0.0,61,Carl Herrera,0.0,0.0,0.0,0.0,SAS,1610612759.0,2,0.4
29,28.0,0.0,0.0,5,"1063,1610612739",1,1,10.6166666667,0.09,0.38,0.38,0.38,0.19,0.0,1063,Carl Thomas,0.0,0.0,0.0,0.0,CLE,1610612739.0,0,0.0
30,23.0,0.0,0.02,5,"1538,1610612739",4,3,156.75,0.22,0.2,0.48,0.74,0.09,0.0,1538,Cedric Henderson,0.01,0.05,0.03,0.09,CLE,1610612739.0,1,0.25
31,35.0,0.0,0.03,5,"787,1610612745",4,2,87.5666666667,0.25,0.24,0.37,0.75,0.14,0.0,787,Charles Barkley,0.11,0.02,0.07,0.23,HOU,1610612745.0,2,0.5
32,41.0,0.0,0.0,5,"279,1610612745",4,3,10.1483333333,0.2,0.39,0.0,0.99,0.39,0.0,279,Charles Jones,0.0,0.0,0.0,0.0,HOU,1610612745.0,1,0.25
33,34.0,0.01,0.01,5,"891,1610612752",10,6,339.515,0.2,0.19,0.38,0.62,0.11,0.0,891,Charles Oakley,0.06,0.02,0.03,0.06,NYK,1610612752.0,4,0.4
34,27.0,0.01,0.01,5,"369,1610612752",10,6,261.533333333,0.21,0.22,0.39,0.73,0.09,0.0,369,Charlie Ward,0.02,0.06,0.06,0.09,NYK,1610612752.0,4,0.4
35,25.0,0.0,0.0,5,"685,1610612750",1,1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,685,Cherokee Parks,0.0,0.0,0.0,0.0,MIN,1610612750.0,0,0.0
36,30.0,0.0,0.01,5,"164,1610612752",10,6,255.195,0.16,0.07,0.29,0.53,0.11,0.0,164,Chris Childs,0.04,0.01,0.02,0.09,NYK,1610612752.0,4,0.4
37,23.0,0.25,0.0,5,"1544,1610612737",1,0,4.06666666667,0.49,0.49,0.74,0.0,0.49,0.0,1544,Chris Crawford,0.0,0.0,0.0,0.0,ATL,1610612737.0,1,1.0
38,33.0,0.02,0.04,5,"201,1610612752",6,5,53.2066666667,0.04,0.21,0.34,0.38,0.3,0.02,201,Chris Dudley,0.08,0.0,0.04,0.11,NYK,1610612752.0,1,0.167
39,30.0,0.02,0.04,5,"423,1610612751",3,3,80.4233333333,0.42,0.35,0.45,0.9,0.11,0.0,423,Chris Gatling,0.14,0.02,0.1,0.25,NJN,1610612751.0,0,0.0
40,28.0,0.01,0.02,5,"168,1610612752",9,6,168.751666667,0.18,0.18,0.36,0.64,0.12,0.0,168,Chris Mills,0.05,0.02,0.05,0.06,NYK,1610612752.0,3,0.333
41,32.0,0.01,0.03,5,"356,1610612762",17,6,240.0,0.23,0.17,0.24,0.7,0.16,0.0,356,Chris Morris,0.04,0.06,0.08,0.13,UTA,1610612762.0,11,0.647
42,34.0,0.02,0.02,5,"904,1610612754",16,6,412.738333333,0.29,0.29,0.36,0.79,0.08,0.0,904,Chris Mullin,0.04,0.04,0.05,0.08,IND,1610612754.0,10,0.625
43,28.0,0.01,0.03,5,"363,1610612737",4,3,87.9016666667,0.15,0.11,0.35,0.86,0.18,0.0,363,Christian Laettner,0.09,0.0,0.05,0.2,ATL,1610612737.0,1,0.25
44,34.0,0.0,0.01,5,"456,1610612759",9,5,196.646666667,0.2,0.16,0.33,0.62,0.08,0.0,456,Chuck Person,0.0,0.01,0.03,0.02,SAS,1610612759.0,4,0.444
45,30.0,0.0,0.0,5,"359,1610612737",4,3,50.03,0.2,0.16,0.2,0.84,0.1,0.0,359,Chucky Brown,0.0,0.08,0.1,0.12,ATL,1610612737.0,1,0.25
46,31.0,0.02,0.08,5,"361,1610612756",4,3,91.495,0.37,0.32,0.24,1.09,0.21,0.0,361,Clifford Robinson,0.0,0.02,0.0,0.2,PHX,1610612756.0,1,0.25
47,36.0,0.02,0.02,5,"17,1610612745",5,3,182.415,0.21,0.26,0.36,0.72,0.08,0.0,17,Clyde Drexler,0.05,0.07,0.07,0.13,HOU,1610612745.0,2,0.4
