,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,0.011,5,"243,1610612765",93.7,0.001,0.048,0.125,5,3,0.545,0.135,0.113,0.118,0.344,0.4,0.191,0.353,243,Aaron McKie,0.032,DET,1610612765,2,0.4
1,27.0,0.008,5,"228,1610612762",106.0,0.0,0.103,0.26,8,4,0.475,0.103,0.079,0.246,0.46,0.143,0.371,0.182,228,Adam Keefe,0.016,UTA,1610612762,4,0.5
2,24.0,0.011,5,"673,1610612737",109.6,0.0,0.078,0.193,10,6,0.503,0.185,0.1,0.224,0.377,0.25,0.275,0.1,673,Alan Henderson,0.004,ATL,1610612737,4,0.4
3,26.0,0.004,5,"275,1610612752",98.6,0.001,0.027,0.066,9,3,0.508,0.145,0.118,0.174,0.366,0.111,0.09,0.083,275,Allan Houston,0.008,NYK,1610612752,6,0.667
4,27.0,0.035,5,"297,1610612748",94.3,0.001,0.099,0.227,17,9,0.497,0.127,0.087,0.175,0.345,0.622,0.321,0.122,297,Alonzo Mourning,0.008,MIA,1610612748,8,0.471
5,23.0,0.0,5,"1043,1610612753",109.0,0.0,0.197,0.75,2,2,0.488,0.0,0.263,0.132,0.526,0.0,0.75,0.0,1043,Amal McCaskill,0.0,ORL,1610612753,0,0.0
6,25.0,0.016,5,"358,1610612753",103.9,0.001,0.052,0.119,5,3,0.515,0.151,0.16,0.142,0.378,0.28,0.176,0.387,358,Anfernee Hardaway,0.027,ORL,1610612753,2,0.4
7,30.0,0.004,5,"193,1610612766",118.8,0.0,0.101,0.311,3,3,0.494,0.119,0.108,0.133,0.431,0.111,0.412,0.059,193,Anthony Mason,0.004,CHH,1610612766,0,0.0
8,35.0,0.016,5,"156,1610612762",106.5,0.0,0.05,0.118,20,7,0.503,0.135,0.102,0.169,0.342,0.429,0.161,0.15,156,Antoine Carr,0.01,UTA,1610612762,13,0.65
9,32.0,0.013,5,"717,1610612757",116.2,0.0,0.079,0.222,4,3,0.487,0.145,0.132,0.18,0.484,0.429,0.321,0.214,717,Arvydas Sabonis,0.013,POR,1610612757,1,0.25
10,28.0,0.011,5,"183,1610612741",95.6,0.001,0.057,0.154,19,4,0.495,0.107,0.057,0.1,0.28,0.267,0.208,0.247,183,Bison Dele,0.027,CHI,1610612741,15,0.789
11,26.0,0.014,5,"448,1610612746",106.3,0.0,0.058,0.178,3,3,0.507,0.051,0.087,0.072,0.332,0.286,0.258,0.077,448,Bo Outlaw,0.007,LAC,1610612746,0,0.0
12,25.0,0.0,5,"699,1610612746",113.0,0.0,0.033,0.095,3,3,0.484,0.094,0.122,0.105,0.377,0.0,0.15,0.267,699,Brent Barry,0.022,LAC,1610612746,0,0.0
13,23.0,0.0,5,"967,1610612753",122.0,-0.001,0.0,0.0,2,2,0.497,0.196,0.261,0.131,0.522,0.0,0.0,1.0,967,Brian Evans,0.065,ORL,1610612753,0,0.0
14,31.0,0.006,5,"216,1610612753",114.9,0.0,0.049,0.125,5,3,0.515,0.164,0.17,0.182,0.388,0.111,0.182,0.111,216,Brian Shaw,0.006,ORL,1610612753,2,0.4
15,26.0,0.004,5,"935,1610612762",105.0,0.0,0.046,0.117,20,7,0.492,0.124,0.092,0.133,0.373,0.074,0.158,0.188,935,Bryon Russell,0.013,UTA,1610612762,13,0.65
16,37.0,0.01,5,"433,1610612752",96.3,0.001,0.068,0.179,10,4,0.508,0.081,0.124,0.112,0.342,0.286,0.237,0.068,433,Buck Williams,0.008,NYK,1610612752,6,0.6
17,36.0,0.0,5,"2,1610612747",90.1,0.001,0.043,0.105,8,4,0.503,0.12,0.087,0.083,0.283,0.0,0.146,0.053,2,Byron Scott,0.004,LAL,1610612747,4,0.5
18,25.0,0.008,5,"384,1610612764",112.0,0.0,0.019,0.051,3,3,0.485,0.169,0.104,0.192,0.393,0.125,0.088,0.25,384,Calbert Cheaney,0.012,WAS,1610612764,0,0.0
19,27.0,0.012,5,"76,1610612756",108.0,0.0,0.069,0.162,5,3,0.445,0.137,0.105,0.177,0.339,0.273,0.221,0.286,76,Cedric Ceballos,0.016,PHX,1610612756,2,0.4
20,34.0,0.005,5,"787,1610612745",108.3,0.0,0.097,0.242,16,7,0.471,0.137,0.104,0.179,0.378,0.13,0.349,0.202,787,Charles Barkley,0.014,HOU,1610612745,9,0.563
21,40.0,0.0,5,"279,1610612745",200.0,-0.008,0.0,0.0,1,0,0.584,0.0,0.0,0.0,0.694,0.0,0.0,0.0,279,Charles Jones,0.0,HOU,1610612745,1,1.0
22,33.0,0.004,5,"891,1610612752",98.5,0.001,0.087,0.218,10,4,0.498,0.128,0.103,0.153,0.369,0.107,0.291,0.355,891,Charles Oakley,0.029,NYK,1610612752,6,0.6
23,26.0,0.0,5,"369,1610612752",86.6,0.002,0.059,0.14,9,3,0.517,0.108,0.108,0.143,0.302,0.0,0.19,0.341,369,Charlie Ward,0.038,NYK,1610612752,6,0.667
24,24.0,0.0,5,"685,1610612750",97.8,0.001,0.222,0.417,1,1,0.543,0.4,0.089,0.089,0.533,0.0,0.714,0.5,685,Cherokee Parks,0.044,MIN,1610612750,0,0.0
25,23.0,0.0,5,"713,1610612750",143.4,-0.002,0.109,0.333,1,1,0.478,0.218,0.0,0.109,0.437,0.0,1.0,0.0,713,Chris Carr,0.0,MIN,1610612750,0,0.0
26,29.0,0.0,5,"164,1610612752",105.4,0.0,0.058,0.148,10,4,0.494,0.138,0.108,0.153,0.38,0.0,0.202,0.364,164,Chris Childs,0.029,NYK,1610612752,6,0.6
27,32.0,0.035,5,"201,1610612757",107.0,0.0,0.126,0.346,4,3,0.523,0.126,0.077,0.105,0.448,0.556,0.514,0.4,201,Chris Dudley,0.014,POR,1610612757,1,0.25
28,31.0,0.008,5,"356,1610612762",97.0,0.001,0.073,0.175,20,7,0.495,0.07,0.087,0.179,0.319,0.2,0.223,0.258,356,Chris Morris,0.022,UTA,1610612762,13,0.65
29,24.0,0.031,5,"185,1610612764",108.0,0.0,0.075,0.202,3,3,0.494,0.185,0.093,0.203,0.353,0.538,0.327,0.182,185,Chris Webber,0.009,WAS,1610612764,0,0.0
30,25.0,0.0,5,"43,1610612764",112.9,0.0,0.044,0.154,3,3,0.458,0.131,0.044,0.328,0.611,0.0,0.333,0.0,43,Chris Whitney,0.0,WAS,1610612764,0,0.0
31,27.0,0.01,5,"363,1610612737",104.1,0.0,0.064,0.149,10,6,0.501,0.149,0.104,0.2,0.356,0.222,0.214,0.238,363,Christian Laettner,0.012,ATL,1610612737,4,0.4
32,30.0,0.012,5,"361,1610612757",114.9,0.0,0.044,0.125,4,3,0.492,0.134,0.116,0.151,0.477,0.286,0.179,0.105,361,Clifford Robinson,0.006,POR,1610612757,1,0.25
33,35.0,0.005,5,"17,1610612745",107.1,0.0,0.046,0.118,16,7,0.467,0.134,0.107,0.175,0.375,0.125,0.17,0.248,17,Clyde Drexler,0.019,HOU,1610612745,9,0.563
34,28.0,0.0,5,"916,1610612747",96.0,0.001,0.113,0.286,3,0,0.448,0.169,0.225,0.225,0.563,0.0,0.286,0.0,916,Corie Blount,0.0,LAL,1610612747,3,1.0
35,31.0,0.004,5,"105,1610612748",97.7,0.001,0.053,0.13,17,9,0.491,0.12,0.101,0.168,0.366,0.085,0.178,0.333,105,Dan Majerle,0.02,MIA,1610612748,8,0.471
36,38.0,0.006,5,"7,1610612753",100.7,0.001,0.044,0.114,5,3,0.531,0.128,0.183,0.144,0.333,0.111,0.16,0.143,7,Dan Schayes,0.011,ORL,1610612753,2,0.4
37,31.0,0.027,5,"330,1610612756",105.2,0.0,0.1,0.243,5,3,0.461,0.108,0.088,0.161,0.4,0.636,0.342,0.222,330,Danny Manning,0.015,PHX,1610612756,2,0.4
38,29.0,0.004,5,"353,1610612753",95.7,0.001,0.064,0.137,5,3,0.529,0.179,0.147,0.115,0.358,0.067,0.207,0.364,353,Darrell Armstrong,0.029,ORL,1610612753,2,0.4
39,26.0,0.0,5,"239,1610612746",122.8,-0.001,0.006,0.019,3,3,0.531,0.162,0.169,0.123,0.493,0.0,0.027,0.0,239,Darrick Martin,0.0,LAC,1610612746,0,0.0
40,25.0,0.015,5,"241,1610612737",95.5,0.001,0.045,0.081,6,3,0.516,0.317,0.166,0.196,0.423,0.25,0.143,0.5,241,Darrin Hancock,0.015,ATL,1610612737,3,0.5
41,33.0,0.007,5,"766,1610612760",101.0,0.001,0.057,0.158,12,6,0.475,0.138,0.107,0.136,0.334,0.2,0.22,0.139,766,David Wingate,0.012,SEA,1610612760,6,0.5
42,30.0,0.011,5,"1051,1610612750",121.4,-0.001,0.061,0.203,3,3,0.462,0.057,0.16,0.152,0.358,0.273,0.262,0.095,1051,Dean Garrett,0.008,MIN,1610612750,0,0.0
43,33.0,0.0,5,"209,1610612766",138.3,-0.001,0.0,0.0,3,3,0.487,0.194,0.101,0.258,0.424,0.0,0.0,0.444,209,Dell Curry,0.037,CHH,1610612766,0,0.0
44,36.0,0.004,5,"23,1610612741",97.5,0.001,0.089,0.232,19,4,0.479,0.112,0.089,0.137,0.323,0.073,0.313,0.114,23,Dennis Rodman,0.009,CHI,1610612741,15,0.789
45,28.0,0.0,5,"192,1610612753",115.2,0.0,0.037,0.088,5,3,0.505,0.131,0.152,0.137,0.494,0.0,0.13,0.167,192,Dennis Scott,0.011,ORL,1610612753,2,0.4
46,22.0,0.0,5,"965,1610612747",83.8,0.002,0.04,0.094,6,3,0.463,0.066,0.08,0.159,0.318,0.0,0.115,0.25,965,Derek Fisher,0.013,LAL,1610612747,3,0.5
47,29.0,0.005,5,"400,1610612753",110.8,0.0,0.078,0.179,5,3,0.523,0.177,0.156,0.153,0.384,0.111,0.273,0.083,400,Derek Strong,0.005,ORL,1610612753,2,0.4
48,34.0,0.001,5,"96,1610612760",105.4,0.0,0.048,0.125,12,6,0.464,0.146,0.115,0.155,0.367,0.026,0.181,0.135,96,Detlef Schrempf,0.013,SEA,1610612760,6,0.5
49,31.0,0.031,5,"87,1610612737",103.2,0.001,0.101,0.234,10,6,0.504,0.143,0.113,0.188,0.311,0.667,0.341,0.025,87,Dikembe Mutombo,0.001,ATL,1610612737,4,0.4
50,23.0,0.0,5,"690,1610612765",50.0,0.005,0.11,0.2,1,1,0.369,0.0,0.22,0.22,0.22,0.0,0.25,0.0,690,Don Reid,0.0,DET,1610612765,0,0.0
51,31.0,0.0,5,"140,1610612766",141.7,-0.002,0.225,0.5,1,1,0.5,0.0,0.225,0.0,0.676,0.0,0.5,0.0,140,Donald Royal,0.0,CHH,1610612766,0,0.0
52,23.0,0.0,5,"112,1610612757",92.1,0.001,0.063,0.111,3,2,0.513,0.126,0.031,0.22,0.314,0.0,0.167,0.5,112,Dontonio Wingfield,0.031,POR,1610612757,1,0.333
53,30.0,0.005,5,"28,1610612750",120.1,0.0,0.021,0.063,3,3,0.469,0.118,0.185,0.149,0.381,0.111,0.087,0.125,28,Doug West,0.01,MIN,1610612750,0,0.0
54,34.0,0.0,5,"291,1610612748",150.2,-0.003,0.0,0.0,2,0,0.48,0.0,0.0,0.388,0.621,0.0,0.0,0.0,291,Ed Pinckney,0.0,MIA,1610612748,2,1.0
55,38.0,0.0,5,"698,1610612745",110.6,0.0,0.035,0.083,16,7,0.48,0.155,0.136,0.17,0.399,0.0,0.119,0.122,698,Eddie Johnson,0.008,HOU,1610612745,9,0.563
56,25.0,0.007,5,"224,1610612747",110.0,0.0,0.038,0.101,9,5,0.496,0.138,0.148,0.159,0.365,0.143,0.149,0.231,224,Eddie Jones,0.015,LAL,1610612747,4,0.444
57,28.0,0.023,5,"922,1610612747",102.1,0.001,0.044,0.109,9,5,0.517,0.129,0.106,0.142,0.348,0.382,0.157,0.171,922,Elden Campbell,0.012,LAL,1610612747,4,0.444
58,29.0,0.0,5,"695,1610612737",111.2,0.0,0.031,0.075,10,6,0.482,0.146,0.119,0.215,0.414,0.0,0.107,0.25,695,Eldridge Recasner,0.008,ATL,1610612737,4,0.4
59,26.0,0.0,5,"15,1610612746",126.2,-0.001,0.013,0.056,3,3,0.509,0.076,0.064,0.076,0.459,0.0,0.083,0.2,15,Eric Piatkowski,0.013,LAC,1610612746,0,0.0
60,24.0,0.0,5,"727,1610612760",95.8,0.001,0.019,0.051,8,4,0.46,0.149,0.075,0.084,0.298,0.0,0.077,0.267,727,Eric Snow,0.037,SEA,1610612760,4,0.5
61,28.0,0.003,5,"56,1610612760",104.5,0.0,0.037,0.097,12,6,0.464,0.138,0.115,0.151,0.358,0.095,0.139,0.236,56,Gary Payton,0.021,SEA,1610612760,6,0.5
62,22.0,0.008,5,"718,1610612757",109.3,0.0,0.054,0.171,4,3,0.501,0.139,0.054,0.17,0.448,0.2,0.28,0.0,718,Gary Trent,0.0,POR,1610612757,1,0.25
63,33.0,0.007,5,"786,1610612753",100.8,0.001,0.021,0.048,5,3,0.515,0.207,0.133,0.116,0.399,0.133,0.071,0.0,786,Gerald Wilkins,0.0,ORL,1610612753,2,0.4
64,26.0,0.028,5,"49,1610612764",108.9,0.0,0.11,0.239,3,3,0.496,0.241,0.076,0.186,0.344,0.5,0.41,0.0,49,Gheorghe Muresan,0.0,WAS,1610612764,0,0.0
65,30.0,0.003,5,"779,1610612766",115.8,0.0,0.034,0.106,3,3,0.489,0.12,0.103,0.141,0.432,0.111,0.141,0.222,779,Glen Rice,0.014,CHH,1610612766,0,0.0
66,24.0,0.013,5,"255,1610612765",105.5,0.0,0.053,0.153,5,3,0.54,0.137,0.084,0.142,0.392,0.556,0.221,0.133,255,Grant Hill,0.01,DET,1610612765,2,0.4
67,31.0,0.0,5,"3,1610612765",98.7,0.001,0.043,0.115,5,3,0.561,0.172,0.136,0.142,0.443,0.0,0.175,0.267,3,Grant Long,0.025,DET,1610612765,2,0.4
68,28.0,0.011,5,"323,1610612762",108.3,0.0,0.065,0.169,20,7,0.504,0.111,0.123,0.169,0.396,0.318,0.22,0.1,323,Greg Foster,0.006,UTA,1610612762,13,0.65
69,26.0,0.0,5,"37,1610612760",87.7,0.002,0.051,0.122,6,3,0.482,0.142,0.061,0.173,0.254,0.0,0.179,0.143,37,Greg Graham,0.02,SEA,1610612760,3,0.5
70,24.0,0.049,5,"731,1610612762",98.7,0.001,0.088,0.207,20,7,0.487,0.106,0.083,0.125,0.371,0.758,0.283,0.132,731,Greg Ostertag,0.01,UTA,1610612762,13,0.65
71,34.0,0.03,5,"165,1610612745",109.2,0.0,0.095,0.234,16,7,0.482,0.141,0.109,0.179,0.388,0.661,0.341,0.32,165,Hakeem Olajuwon,0.025,HOU,1610612745,9,0.563
72,31.0,0.031,5,"265,1610612764",101.4,0.001,0.063,0.143,3,3,0.461,0.235,0.125,0.173,0.376,0.25,0.211,0.0,265,Harvey Grant,0.0,WAS,1610612764,0,0.0
73,31.0,0.0,5,"1080,1610612737",114.4,0.0,0.0,0.0,8,5,0.467,0.111,0.172,0.222,0.484,0.0,0.0,0.25,1080,Henry James,0.01,ATL,1610612737,3,0.375
74,39.0,0.0,5,"1006,1610612752",120.5,-0.001,0.024,0.071,3,2,0.525,0.119,0.167,0.238,0.62,0.0,0.083,0.0,1006,Herb Williams,0.0,NYK,1610612752,1,0.333
75,30.0,0.004,5,"765,1610612760",104.4,0.0,0.034,0.088,12,6,0.459,0.142,0.122,0.152,0.365,0.095,0.128,0.3,765,Hersey Hawkins,0.027,SEA,1610612760,6,0.5
76,34.0,0.035,5,"73,1610612756",119.0,0.0,0.057,0.146,5,3,0.468,0.221,0.057,0.15,0.441,0.533,0.25,0.105,73,Hot Rod Williams,0.009,PHX,1610612756,2,0.4
77,24.0,0.0,5,"458,1610612762",106.4,0.0,0.03,0.076,20,7,0.48,0.127,0.106,0.182,0.369,0.0,0.101,0.1,458,Howard Eisley,0.006,UTA,1610612762,13,0.65
78,27.0,0.012,5,"1134,1610612748",97.3,0.001,0.088,0.198,15,8,0.523,0.135,0.093,0.16,0.386,0.219,0.289,0.171,1134,Ike Austin,0.011,MIA,1610612748,7,0.467
79,26.0,0.0,5,"375,1610612757",109.0,0.0,0.021,0.056,4,3,0.504,0.128,0.093,0.164,0.43,0.0,0.081,0.167,375,Isaiah Rider,0.009,POR,1610612757,1,0.25
80,26.0,0.0,5,"1096,1610612737",148.7,-0.002,0.072,0.333,3,2,0.449,0.0,0.144,0.288,0.576,0.0,0.333,0.0,1096,Ivano Newbill,0.0,ATL,1610612737,1,0.333
81,24.0,0.002,5,"469,1610612748",98.5,0.001,0.054,0.127,17,9,0.503,0.142,0.103,0.183,0.388,0.036,0.183,0.213,469,Jamal Mashburn,0.015,MIA,1610612748,8,0.471
