,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,26.0,0.0,5,"358,1610612753",83.4,,0.0,0.0,1,0,0.387,0.0,0.252,0.063,0.315,0.0,0.0,0.0,358,Anfernee Hardaway,0.0,ORL,1610612753,1,1.0
1,21.0,0.0,5,"952,1610612738",93.4,,0.049,0.091,1,0,0.378,0.147,0.147,0.098,0.491,0.0,0.167,0.25,952,Antoine Walker,0.025,BOS,1610612738,1,1.0
2,32.0,0.031,5,"764,1610612759",116.2,,0.061,0.16,1,1,0.344,0.138,0.153,0.169,0.184,1.0,0.211,0.4,764,David Robinson,0.031,SAS,1610612759,0,0.0
3,32.0,0.02,5,"87,1610612737",90.1,,0.12,0.273,1,0,0.369,0.04,0.239,0.12,0.359,1.0,0.375,0.0,87,Dikembe Mutombo,0.0,ATL,1610612737,1,1.0
4,26.0,0.0,5,"224,1610612747",111.3,,0.053,0.133,1,1,0.322,0.171,0.171,0.131,0.289,0.0,0.19,0.4,224,Eddie Jones,0.026,LAL,1610612747,0,0.0
5,29.0,0.0,5,"56,1610612760",121.3,,0.014,0.045,1,1,0.348,0.129,0.216,0.216,0.518,0.0,0.059,0.286,56,Gary Payton,0.029,SEA,1610612760,0,0.0
6,31.0,0.0,5,"779,1610612766",121.8,,0.0,0.0,1,0,0.361,0.112,0.313,0.156,0.492,0.0,0.0,0.0,779,Glen Rice,0.0,CHH,1610612766,1,1.0
7,25.0,0.0,5,"255,1610612765",94.9,,0.04,0.081,1,0,0.366,0.133,0.24,0.107,0.453,0.0,0.13,0.111,255,Grant Hill,0.013,DET,1610612765,1,1.0
8,25.0,0.0,5,"467,1610612756",107.1,,0.017,0.053,1,1,0.312,0.067,0.219,0.169,0.337,0.0,0.063,0.0,467,Jason Kidd,0.0,PHX,1610612756,0,0.0
9,30.0,0.0,5,"420,1610612751",86.1,,0.134,0.241,1,0,0.365,0.096,0.192,0.096,0.307,0.0,0.389,0.0,420,Jayson Williams,0.0,NJN,1610612751,1,1.0
10,34.0,0.0,5,"252,1610612762",122.7,,0.067,0.214,1,1,0.379,0.134,0.268,0.223,0.76,0.0,0.3,0.333,252,Karl Malone,0.045,UTA,1610612762,0,0.0
11,22.0,0.017,5,"708,1610612750",120.2,,0.05,0.158,1,1,0.358,0.134,0.234,0.167,0.669,1.0,0.214,0.286,708,Kevin Garnett,0.033,MIN,1610612750,0,0.0
12,19.0,0.0,5,"977,1610612747",119.2,,0.061,0.2,1,1,0.343,0.091,0.229,0.229,0.548,0.0,0.25,0.286,977,Kobe Bryant,0.03,LAL,1610612747,0,0.0
13,35.0,0.0,5,"893,1610612741",86.5,,0.06,0.122,1,0,0.379,0.096,0.193,0.096,0.409,0.0,0.185,0.3,893,Michael Jordan,0.036,CHI,1610612741,1,1.0
14,33.0,0.0,5,"782,1610612758",114.2,,0.022,0.053,1,1,0.361,0.194,0.151,0.13,0.216,0.0,0.077,0.0,782,Mitch Richmond,0.0,SAC,1610612758,0,0.0
15,26.0,0.0,5,"89,1610612747",108.8,,0.034,0.077,1,1,0.337,0.168,0.253,0.152,0.37,0.0,0.111,0.0,89,Nick Van Exel,0.0,LAL,1610612747,0,0.0
16,32.0,0.0,5,"397,1610612754",101.3,,0.0,0.0,1,0,0.379,0.076,0.228,0.076,0.494,0.0,0.0,1.0,397,Reggie Miller,0.019,IND,1610612754,1,1.0
17,31.0,0.036,5,"22,1610612754",99.7,,0.09,0.185,1,0,0.382,0.054,0.216,0.126,0.395,1.0,0.294,0.0,22,Rik Smits,0.0,IND,1610612754,1,1.0
18,26.0,0.0,5,"406,1610612747",124.4,,0.042,0.143,1,1,0.373,0.126,0.251,0.209,0.712,0.0,0.2,0.0,406,Shaquille O'Neal,0.0,LAL,1610612747,0,0.0
19,28.0,0.0,5,"431,1610612739",100.6,,0.131,0.3,1,0,0.367,0.117,0.262,0.117,0.495,0.0,0.474,0.5,431,Shawn Kemp,0.058,CLE,1610612739,1,1.0
20,29.0,0.0,5,"120,1610612737",115.0,,0.022,0.043,1,0,0.35,0.197,0.219,0.153,0.524,0.0,0.083,0.0,120,Steven Smith,0.0,ATL,1610612737,1,1.0
21,22.0,0.0,5,"1495,1610612759",97.6,,0.215,0.588,1,1,0.295,0.086,0.279,0.193,0.387,0.0,0.714,0.0,1495,Tim Duncan,0.0,SAS,1610612759,0,0.0
22,31.0,0.0,5,"896,1610612748",107.5,,0.021,0.038,1,0,0.357,0.104,0.29,0.187,0.415,0.0,0.063,0.0,896,Tim Hardaway,0.0,MIA,1610612748,1,1.0
23,26.0,0.0,5,"452,1610612760",120.2,,0.032,0.08,1,1,0.336,0.174,0.174,0.158,0.253,0.0,0.118,0.25,452,Vin Baker,0.016,SEA,1610612760,0,0.0
