,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,0.011,5,"471,",107.3,,0.063,0.173,41,28,0.463,0.125,0.111,0.197,0.381,0.232,0.258,0.103,471,,0.007,,,13,0.317
1,33.0,0.003,5,"920,1610612742",104.5,0.0,0.08,0.207,83,60,0.474,0.13,0.138,0.17,0.387,0.084,0.299,0.181,920,A.C. Green,0.013,DAL,1610612742.0,23,0.277
2,24.0,0.006,5,"243,1610612765",97.8,0.001,0.053,0.129,83,35,0.494,0.124,0.097,0.167,0.31,0.124,0.178,0.302,243,Aaron McKie,0.022,DET,1610612765.0,48,0.578
3,25.0,0.024,5,"1425,1610612763",102.8,0.001,0.067,0.163,33,29,0.487,0.157,0.134,0.201,0.434,0.408,0.243,0.198,1425,Aaron Williams,0.013,VAN,1610612763.0,4,0.121
4,27.0,0.025,5,"768,1610612749",101.5,0.001,0.055,0.14,47,33,0.466,0.12,0.162,0.165,0.406,0.491,0.205,0.165,768,Acie Earl,0.013,MIL,1610612749.0,14,0.298
5,27.0,0.007,5,"228,1610612762",99.7,0.001,0.071,0.177,62,14,0.483,0.121,0.096,0.182,0.34,0.169,0.244,0.185,228,Adam Keefe,0.015,UTA,1610612762.0,48,0.774
6,30.0,0.006,5,"154,1610612755",108.8,0.0,0.081,0.208,45,33,0.435,0.148,0.148,0.173,0.399,0.143,0.328,0.154,154,Adrian Caldwell,0.012,PHI,1610612755.0,12,0.267
7,24.0,0.005,5,"673,1610612737",114.3,0.0,0.062,0.184,30,10,0.466,0.156,0.14,0.188,0.42,0.154,0.279,0.228,673,Alan Henderson,0.019,ATL,1610612737.0,20,0.667
8,29.0,0.0,5,"1059,1610612757",91.9,0.001,0.031,0.07,8,4,0.488,0.077,0.046,0.177,0.339,0.0,0.103,0.0,1059,Aleksandar Djordjevic,0.0,POR,1610612757.0,4,0.5
9,26.0,0.003,5,"275,1610612752",98.5,0.001,0.034,0.086,81,25,0.479,0.117,0.083,0.173,0.323,0.067,0.116,0.101,275,Allan Houston,0.007,NYK,1610612752.0,56,0.691
10,22.0,0.003,5,"947,1610612755",110.4,0.0,0.027,0.072,76,56,0.426,0.15,0.155,0.18,0.435,0.076,0.11,0.29,947,Allen Iverson,0.021,PHI,1610612755.0,20,0.263
11,27.0,0.038,5,"297,1610612748",95.1,0.001,0.094,0.229,66,17,0.484,0.125,0.088,0.163,0.344,0.647,0.323,0.146,297,Alonzo Mourning,0.011,MIA,1610612748.0,49,0.742
12,38.0,0.012,5,"175,1610612738",110.4,0.0,0.085,0.249,53,45,0.445,0.114,0.141,0.171,0.391,0.35,0.362,0.083,175,Alton Lister,0.007,BOS,1610612738.0,8,0.151
13,23.0,0.021,5,"1043,1610612753",104.9,0.0,0.077,0.2,17,8,0.478,0.111,0.188,0.167,0.479,0.455,0.261,0.158,1043,Amal McCaskill,0.013,ORL,1610612753.0,9,0.529
14,24.0,0.011,5,"692,1610612744",107.0,0.0,0.073,0.198,71,45,0.46,0.128,0.091,0.185,0.35,0.293,0.292,0.205,692,Andrew DeClercq,0.014,GSW,1610612744.0,26,0.366
15,31.0,0.018,5,"457,1610612749",104.6,0.0,0.072,0.182,52,28,0.482,0.116,0.158,0.179,0.41,0.423,0.258,0.141,457,Andrew Lang,0.01,MIL,1610612749.0,24,0.462
16,25.0,0.007,5,"358,1610612753",101.6,0.001,0.037,0.096,59,21,0.468,0.138,0.154,0.156,0.418,0.175,0.142,0.219,358,Anfernee Hardaway,0.019,ORL,1610612753.0,38,0.644
17,25.0,0.001,5,"924,1610612743",104.6,0.0,0.027,0.066,60,38,0.471,0.147,0.106,0.17,0.414,0.018,0.094,0.228,924,Anthony Goldwire,0.013,DEN,1610612743.0,22,0.367
18,30.0,0.005,5,"193,1610612766",105.3,0.0,0.098,0.239,73,25,0.492,0.155,0.107,0.155,0.416,0.121,0.349,0.166,193,Anthony Mason,0.012,CHH,1610612766.0,48,0.658
19,25.0,0.0,5,"292,1610612737",110.3,0.0,0.149,0.714,1,1,0.436,0.119,0.179,0.089,0.358,0.0,0.833,0.0,292,Anthony Miller,0.0,ATL,1610612737.0,0,0.0
20,27.0,0.003,5,"324,1610612763",107.8,0.0,0.039,0.096,72,60,0.476,0.15,0.132,0.166,0.436,0.063,0.148,0.278,324,Anthony Peeler,0.021,VAN,1610612763.0,12,0.167
21,35.0,0.02,5,"156,1610612762",103.2,0.001,0.044,0.111,82,18,0.492,0.127,0.085,0.156,0.321,0.417,0.156,0.094,156,Antoine Carr,0.008,UTA,1610612762.0,64,0.78
22,20.0,0.008,5,"952,1610612738",110.9,0.0,0.065,0.189,82,67,0.442,0.13,0.14,0.167,0.487,0.227,0.276,0.173,952,Antoine Walker,0.015,BOS,1610612738.0,15,0.183
